,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Kapitał (fundusz) zapasowy,1407.0,8756.0,14775.0,16133.0,15552.0,23214.0,23214.0,12070.0,12070.0,12070.0,12070.0,12070.0,12070.0,5801.0,5340.0,7898.0,7898.0
Udziały niekontrolujące,103.0,246.0,293.0,610.0,854.0,0.0,0.0,0.0,0.0,0.0,18.0,716.0,1703.0,2503.0,3248.0,3869.0,4975.0
Zobowiązania długoterminowe,274.0,561.0,483.0,1397.0,1679.0,4196.0,3819.0,3588.0,4532.0,6388.0,4646.0,4273.0,11479.0,7432.0,2746.0,3770.0,2926.0
Z tytułu dostaw i usług,4629.0,5433.0,6059.0,5164.0,8157.0,7481.0,6657.0,6348.0,7484.0,10257.0,10147.0,12118.0,11111.0,11775.0,9796.0,4589.0,5732.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,3125.0,4984.0,3113.0,1240.0,3341.0,2108.0,2843.0,3152.0,0.0,656.0,0.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,563.0,1413.0,1349.0,1421.0,759.0,1373.0,1565.0,1491.0,4099.0,4176.0,3516.0,1550.0,924.0
Inne zobowiązania długoterminowe,104.0,338.0,461.0,908.0,1179.0,2091.0,2599.0,2960.0,3871.0,4873.0,3680.0,2739.0,3534.0,2743.0,1759.0,999.0,1309.0
Zobowiązania krótkoterminowe,7504.0,9275.0,13319.0,12081.0,15260.0,20256.0,20172.0,21886.0,20467.0,24834.0,26454.0,25418.0,25925.0,26417.0,25038.0,19424.0,10679.0
Inne zobowiązania krótkoterminowe,2875.0,3842.0,7260.0,6917.0,6540.0,8237.0,7182.0,11004.0,10984.0,9863.0,12634.0,8966.0,7563.0,10466.0,11070.0,13285.0,4023.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,12912.0,25330.0,29356.0,32768.0,36914.0,49461.0,47831.0,53898.0,52510.0,56665.0,57864.0,56389.0,61052.0,62471.0,59639.0,60876.0,55502.0
Przepływy pieniężne z działalności operacyjnej,2968.0,-680.0,837.0,4021.0,6699.0,697.0,4183.0,2255.0,6290.0,5857.0,4047.0,8632.0,9002.0,17143.0,9518.0,5379.0,5150.0
Amortyzacja,771.0,1170.0,1561.0,1148.0,1441.0,2637.0,3676.0,3442.0,4186.0,4748.0,5305.0,4923.0,7649.0,6731.0,6586.0,4789.0,2248.0
Przepływy pieniężne z działalności inwestycyjnej,-1972.0,-3661.0,-2236.0,-4113.0,-3144.0,-7573.0,-3108.0,4042.0,-1338.0,-458.0,-1836.0,-4391.0,-2317.0,-3093.0,-2858.0,28527.0,13769.0
CAPEX (niematerialne i rzeczowe),1704.0,3366.0,811.0,1989.0,4559.0,6686.0,3839.0,6362.0,2518.0,2490.0,2763.0,4657.0,2805.0,3250.0,3090.0,2716.0,1166.0
Przepływy pieniężne z działalności finansowej,-569.0,7283.0,-278.0,-380.0,-4474.0,7251.0,-30.0,-3706.0,-6259.0,-2625.0,-5748.0,-4528.0,-5381.0,-8523.0,-6011.0,-24803.0,-11614.0
Emisja akcji,150.0,8250.0,0.0,0.0,0.0,5976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,40.0,0.0,4052.0,0.0,0.0,0.0,0.0,2485.0,2485.0,2457.0,1212.0,0.0,2434.0,19468.0,9834.0
Przepływy pieniężne razem,427.0,2942.0,-1677.0,-472.0,-919.0,375.0,1045.0,2591.0,-1307.0,2774.0,-3537.0,-287.0,1304.0,5527.0,649.0,9103.0,7305.0
