,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rozliczenia międzyokresowe,,73.95,-22.98,133.03,-29.85,12.98,38.88,16.68,-25.18,52.58,10.19,-100.0,,,,,,,,
Pasywa razem,,-2.59,15.04,51.82,17.0,6.15,5.29,27.05,-1.95,14.75,21.41,-17.77,9.15,11.05,-0.8,3.44,-1.33,8.48,6.0,16.45
Przepływy pieniężne z działalności operacyjnej,,346.22,-145.6,-98.58,15.35,926.22,-22.22,-86.15,132.85,268.68,-143.81,179.89,-319.45,342.72,-113.98,395.34,113.25,-65.34,-108.62,3286.86
Amortyzacja,,16.47,11.15,10.77,9.42,0.38,16.77,-3.43,-0.29,8.13,14.68,2.26,5.45,-14.47,36.81,31.83,28.41,0.47,-5.82,-4.38
Przepływy pieniężne z działalności inwestycyjnej,,-267.43,248.52,-240.43,-153.01,-343.54,36.41,135.33,-565.8,74.88,60.52,66.68,-827.1,-241.11,70.47,-145.56,-87.4,81.67,7.76,-361.61
CAPEX (niematerialne i rzeczowe),,191.5,44.37,-35.38,-15.11,235.85,-16.45,35.79,28.98,-27.12,61.14,-74.19,67.13,34.45,-3.19,46.84,-47.69,26.87,236.33,-83.99
Przepływy pieniężne z działalności finansowej,,-155.86,109.97,4380.79,52.16,-151.84,-278.58,108.26,-334.69,10.06,443.54,-201.65,157.54,-335.54,97.74,-5281.7,-13.77,29.83,10.35,-42.51
Emisja akcji,,,,,,,,,,,,,,,,,,,,
Dywidenda,,-4.21,0.0,0.0,200.41,0.0,0.0,-100.0,,,0.0,-29.17,137.98,-25.86,20.04,476.21,16.49,0.0,0.03,-24.28
Przepływy pieniężne razem,,6753.09,-132.17,-88.63,20.75,777.6,-88.04,542.79,-253.08,276.12,-132.71,130.42,-1163.83,206.17,-153.41,73.45,324.61,-73.53,-782.47,188.79
