,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Zysk netto,,62.05,-96.93,5107.32,18.43,-96.6,-779.65,510.69,-67.26,-73.47,808.15,-38.61,-178.71,365.25,-7.48,458.18,-43.96
Zysk netto akcjonariuszy jednostki dominującej,,60.54,-99.14,18445.45,17.97,-96.43,-779.65,510.69,-67.26,-73.47,808.15,-38.61,-178.71,320.38,-7.12,547.01,-46.6
Aktywa trwałe,,102.99,2.0,29.63,50.79,86.44,5.42,-7.12,-5.13,6.04,-14.61,9.23,30.93,-14.64,-62.45,7.07,-33.03
Wartości niematerialne i prawne,,376.47,-1.59,67.92,119.67,26.07,12.79,28.93,-4.38,-8.38,-9.56,12.24,-15.09,4.06,-71.48,-51.83,36.01
Rzeczowe składniki majątku trwałego,,58.0,-22.0,15.18,8.68,135.57,-14.55,-7.62,-13.84,22.82,-9.67,16.79,90.06,-27.7,-62.81,25.77,-61.76
Należności długoterminowe,,,,,,,,,,,,,,,,,
Inwestycje długoterminowe,,,-15.12,118.39,190.26,246.06,4.24,-93.64,-90.12,0.0,136.0,-100.0,,,,,-39.86
Pozostałe aktywa trwałe,,57.53,122.71,4.95,-16.53,109.8,38.71,0.16,10.42,20.28,-29.72,-7.03,46.39,-12.7,-44.81,-37.7,-38.03
Aktywa obrotowe,,94.13,20.25,6.83,0.35,8.56,-10.55,32.12,-0.81,9.15,12.84,-8.26,-4.82,15.81,29.39,1.22,-4.48
Zapasy,,113.89,210.06,-99.06,-11.11,250.0,-82.14,-100.0,,,,,,,,,
Należności krótkoterminowe,,59.02,28.96,6.77,16.38,10.47,-5.87,22.87,3.41,0.97,29.56,-8.84,-9.88,0.6,-7.94,-31.64,29.75
Inwestycje krótkoterminowe,,197.81,-2.64,44.02,-40.06,-13.97,-18.27,95.61,-27.91,74.96,-53.43,-9.68,45.8,133.3,5.0,30.15,90.7
Środki pieniężne i inne aktywa pieniężne,,193.5,-37.47,-16.94,-39.61,8.85,68.52,100.82,-25.32,71.98,-53.36,-9.29,46.5,134.54,5.13,30.15,90.38
Pozostałe aktywa obrotowe,,702.05,-46.23,-19.98,-29.72,106.98,-90.5,291.4,93.68,-36.45,-10.04,53.35,26.86,-39.67,-12.05,-20.43,-27.19
Aktywa trwałe przeznaczone do sprzedaży,,,,-100.0,,,,,,,,,,,,45.86,-100.0
Aktywa razem,,96.17,15.89,11.62,12.65,33.99,-3.3,12.68,-2.58,7.91,2.12,-2.55,8.27,2.32,-4.53,2.07,-8.83
Kapitał własny akcjonariuszy jednostki dominującej,,203.08,0.09,22.4,2.36,30.79,-4.67,19.23,-3.21,-7.52,5.12,-2.86,-15.54,19.02,9.53,18.2,9.19
Kapitał (fundusz) podstawowy,,19.41,0.0,-0.2,0.0,22.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.68,-0.04,6.47,-0.36
Udziały (akcje) własne,,,-80.95,-100.0,,,,,,,,,-77.97,98.22,100.0,,100.0
Kapitał (fundusz) zapasowy,,522.32,68.74,9.19,-3.6,49.27,0.0,-48.01,0.0,0.0,0.0,0.0,0.0,-51.94,-7.95,47.9,0.0
Udziały niekontrolujące,,138.83,19.11,108.19,40.0,-100.0,,,,,,3877.78,137.85,46.98,29.76,19.12,28.59
Zobowiązania długoterminowe,,104.74,-13.9,189.23,20.19,149.91,-8.98,-6.05,26.31,40.95,-27.27,-8.03,168.64,-35.26,-63.05,37.29,-22.39
Z tytułu dostaw i usług,,17.37,11.52,-14.77,57.96,-8.29,-11.01,-4.64,17.9,37.05,-1.07,19.42,-8.31,5.98,-16.81,-53.15,24.91
Kredyty i pożyczki,,,,,,,59.49,-37.54,-60.17,169.44,-36.91,34.87,10.87,-100.0,,-100.0,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,150.98,-4.53,5.34,-46.59,80.9,13.98,-4.73,174.92,1.88,-15.8,-55.92,-40.39
Inne zobowiązania długoterminowe,,225.0,36.39,96.96,29.85,77.35,24.29,13.89,30.78,25.88,-24.48,-25.57,29.03,-22.38,-35.87,-43.21,31.03
Zobowiązania krótkoterminowe,,23.6,43.6,-9.29,26.31,32.74,-0.41,8.5,-6.48,21.34,6.52,-3.92,1.99,1.9,-5.22,-22.42,-45.02
Inne zobowiązania krótkoterminowe,,33.63,88.96,-4.72,-5.45,25.95,-12.81,53.22,-0.18,-10.21,28.09,-29.03,-15.65,38.38,5.77,20.01,-69.72
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,
Pasywa razem,,96.17,15.89,11.62,12.65,33.99,-3.3,12.68,-2.58,7.91,2.12,-2.55,8.27,2.32,-4.53,2.07,-8.83
Przepływy pieniężne z działalności operacyjnej,,-122.91,223.09,380.41,66.6,-89.6,500.14,-46.09,178.94,-6.88,-30.9,113.29,4.29,90.44,-44.48,-43.49,-4.26
Amortyzacja,,51.75,33.42,-26.46,25.52,83.0,39.4,-6.37,21.62,13.43,11.73,-7.2,55.37,-12.0,-2.15,-27.29,-53.06
Przepływy pieniężne z działalności inwestycyjnej,,-85.65,38.92,-83.94,23.56,-140.87,58.96,230.05,-133.1,65.77,-300.87,-139.16,47.23,-33.49,7.6,1098.15,-51.73
CAPEX (niematerialne i rzeczowe),,97.54,-75.91,145.25,129.21,46.65,-42.58,65.72,-60.42,-1.11,10.96,68.55,-39.77,15.86,-4.92,-12.1,-57.07
Przepływy pieniężne z działalności finansowej,,1379.96,-103.82,-36.69,-1077.37,262.07,-100.41,-12253.33,-68.89,58.06,-118.97,21.22,-18.84,-58.39,29.47,-312.63,53.18
Emisja akcji,,5400.0,-100.0,,,,-100.0,,,,,,,,,,
Dywidenda,,,,-100.0,,-100.0,,,,,0.0,-1.13,-50.67,-100.0,,699.84,-49.49
Przepływy pieniężne razem,,588.99,-157.0,71.85,-94.7,140.81,178.67,147.94,-150.44,312.24,-227.51,91.89,554.36,323.85,-88.26,1302.62,-19.75
