,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Inwestycje krótkoterminowe,,24.82,131.11,186.41,-75.29,-69.92,-79.88,284.62,151.75,76.96,180.19,14.18,32.01,5.16,24.4,-29.79
Środki pieniężne i inne aktywa pieniężne,,24.82,131.11,186.41,-75.29,-69.92,-79.88,284.62,151.75,76.96,180.19,14.18,32.01,5.16,24.4,-29.79
Pozostałe aktywa obrotowe,,-46.43,53.33,1386.96,916.96,56.27,31.28,-3.5,-8.0,-6.25,4.43,-74.57,-0.13,131.3,-74.14,7.01
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,
Aktywa razem,,37.81,39.86,187.63,-32.73,51.8,6.16,34.03,-13.21,-8.51,36.65,5.92,23.62,40.4,6.36,-8.88
Kapitał własny akcjonariuszy jednostki dominującej,,11.87,100.6,47.32,19.28,27.1,15.4,-19.77,28.4,13.5,3.99,23.36,30.94,25.95,-6.18,-22.0
Kapitał (fundusz) podstawowy,,2.31,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,2125.81,20.87,97.48,47.84,89.53,30.92,17.11,-21.65,19.72,-4.05,5.68,2.67,19.74,42.18,34.8
Udziały niekontrolujące,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,20.16,-51.68,23.61,271.91,8.16,-19.83,-2.79,12.54,54.14,3.31,54.6,394.31,-35.78
Z tytułu dostaw i usług,,123.47,-45.89,530.8,-69.63,94.49,-16.02,288.27,-35.93,-51.75,39.1,20.07,-52.17,40.58,167.23,-18.51
Kredyty i pożyczki,,,,,,,-26.78,139.86,-86.69,-100.0,,,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,-4.23,16.18,-1.27,-11.54,42.03,430.61,-57.31,-6.76,43.48,141.75,-26.88
Inne zobowiązania długoterminowe,,,,-100.0,,,,,,,,,,,,-24.66
Zobowiązania krótkoterminowe,,104.24,-33.79,692.88,-82.03,202.2,-23.68,216.67,-44.28,-47.27,107.5,-31.67,-24.83,53.72,226.06,16.15
Inne zobowiązania krótkoterminowe,,70.14,-5.59,909.3,-94.36,265.35,-41.46,140.51,-21.56,-19.51,244.82,-82.4,169.35,73.13,302.91,45.05
Rozliczenia międzyokresowe,,-13.91,-73.74,1103.85,275.72,13.44,21.74,-10.28,-5.15,-2.03,127.55,11.85,52.29,74.1,-100.0,
Pasywa razem,,37.81,39.86,187.63,-32.73,51.8,6.16,34.03,-13.21,-8.51,36.65,5.92,23.62,40.4,6.36,-8.88
Przepływy pieniężne z działalności operacyjnej,,-67.26,602.5,186.36,-180.86,46.49,101.48,-1819.35,531.89,-21.5,134.64,32.92,-4.38,27.13,61.49,-62.7
Amortyzacja,,19.64,41.79,22.11,32.76,-4.22,-5.76,14.39,-25.16,-19.33,-4.17,80.98,273.57,20.42,45.79,37.96
Przepływy pieniężne z działalności inwestycyjnej,,85.59,-846.88,-15.84,-17.09,98.54,-216.67,26.32,-178.57,-238.46,61.36,-3025.49,84.5,-119.43,-500.37,51.41
CAPEX (niematerialne i rzeczowe),,-85.78,846.88,15.84,17.09,-98.3,171.43,-26.32,178.57,246.15,-50.37,2304.48,-84.23,133.46,395.11,-44.11
Przepływy pieniężne z działalności finansowej,,-100.0,,1140.0,-1875.0,197.07,-148.1,295.36,-296.67,44.2,-4.87,-247.78,5.04,-84.81,0.66,8.09
Emisja akcji,,-73.21,-100.0,,,25.0,-100.0,,,,,,,,,
Dywidenda,,,,,100.0,-100.0,,,,,-13.67,495.52,16.79,66.67,0.0,-40.03
Przepływy pieniężne razem,,-63.25,562.5,228.66,-215.65,77.11,65.05,170.41,105.76,23.72,328.76,-79.13,188.99,-79.66,389.87,-247.49
