,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Środki pieniężne i inne aktywa pieniężne,,5178.18,-96.38,534.29,-74.62,-26.04,729.6,127.87,-58.48,475.64,-5.42,-32.69,87.07,-22.69,153.82,-3.87,-78.23,156.9
Pozostałe aktywa obrotowe,,743.41,-83.72,-11.35,-83.38,47.71,275.16,-59.11,-50.61,-43.44,197.1,66.83,-4.97,25.23,42.75,-17.04,-2.7,-32.62
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,
Aktywa razem,,258.62,-9.65,-4.79,8.46,0.56,12.95,13.16,-10.56,15.94,14.02,16.06,0.79,22.55,-0.89,12.4,2.73,7.86
Kapitał własny akcjonariuszy jednostki dominującej,,266.04,-9.92,5.47,9.25,7.14,5.68,9.99,-5.05,18.47,16.88,14.77,2.35,13.97,6.41,15.55,5.99,4.89
Kapitał (fundusz) podstawowy,,48.38,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,21.43,-1263.64,-306.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,,578.42,10.78,0.0,0.0,0.0,-14.86,0.01,0.0,0.0,16.8,-1.31,-36.94,-74.72,0.0,295.63,0.0,0.0
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,1040.75,-8.53,-12.6,5.87,-15.33,-7.22,-28.64,-31.55,-37.65,21.75,80.8,0.05,116.71,-14.58,-43.08,67.77,3.75
Z tytułu dostaw i usług,,-10.91,66.47,11.4,21.06,6.98,95.03,51.23,-31.28,1.46,1.91,19.59,-16.6,72.72,-67.39,25.39,-28.32,118.21
Kredyty i pożyczki,,-29.28,205.07,-64.26,120.61,-68.68,86.26,0.0,158.56,-23.56,91.26,-51.2,-60.17,28.63,0.0,-40.7,-81.23,-100.0
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,-2.08,-29.99,-37.17,9.65,15.54,8.88,-51.98,-5.83,133.51,201.55,-59.44,33.03,17.64,-10.5,18.43,-70.62
Inne zobowiązania długoterminowe,,-17.39,-68.42,1783.33,-21.24,-26.97,358.46,-15.1,0.79,-20.39,101.97,5.61,4.39,104.65,7.57,-99.6,0.0,475.0
Zobowiązania krótkoterminowe,,124.22,-9.75,-27.72,7.64,-12.01,68.67,44.4,-18.82,19.97,5.08,11.93,-4.08,32.01,-17.79,20.41,-20.48,23.96
Inne zobowiązania krótkoterminowe,,341.67,-59.41,-36.36,-55.21,18.47,-34.41,76.54,-37.76,488.2,-51.19,39.04,148.35,-25.39,130.92,28.57,-18.02,1.59
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,
Pasywa razem,,258.62,-9.65,-4.79,8.46,0.56,12.95,13.16,-10.56,15.94,14.02,16.06,0.79,22.55,-0.89,12.4,2.73,7.86
Przepływy pieniężne z działalności operacyjnej,,-94.92,1347.1,87.08,-61.48,156.78,58.97,-9.89,-77.95,590.4,-57.65,121.04,22.04,-33.13,60.03,-53.83,-73.86,1059.63
Amortyzacja,,53.4,9.53,12.28,-7.96,-4.46,-5.66,-1.65,-10.67,36.61,23.93,13.16,9.88,28.6,-0.99,-10.99,27.47,9.44
Przepływy pieniężne z działalności inwestycyjnej,,-321.82,45.81,97.65,-326.17,-220.16,-79.44,11.87,13.81,-41.57,3.16,-118.98,34.21,6.01,27.62,-103.52,-33.17,26.4
CAPEX (niematerialne i rzeczowe),,119.45,3.29,-97.65,453.69,173.82,54.36,15.08,-15.42,45.67,-24.09,30.0,-15.29,33.97,-34.57,110.38,33.26,-26.08
Przepływy pieniężne z działalności finansowej,,22014.06,-89.83,-310.14,57.01,-31.13,34.11,33.81,150.0,50.0,-79.21,-851.72,31.19,-311.5,172.99,34.24,-142.91,-87.96
Emisja akcji,,2057.67,-80.48,-100.0,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,-100.0,,,
Przepływy pieniężne razem,,28722.22,-211.87,119.33,-188.59,91.15,2604.55,21.05,-192.35,480.84,-105.78,-508.49,289.87,-146.57,643.83,-107.69,-1529.34,144.38
