,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Środki pieniężne i inne aktywa pieniężne,,9.22,-73.05,22.68,41.07,296.5,36.41,-57.95,259.93,14.34,12.64,110.37,-57.9,256.76,-26.54,44.39,-15.46,105.17,-57.99,-32.6
Pozostałe aktywa obrotowe,,,-100.0,,,-100.0,,,,,,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,-100.0,,-100.0,,
Aktywa razem,,12.56,17.8,34.19,52.09,12.11,23.06,42.37,1.29,14.48,60.24,15.48,28.82,26.26,99.89,6.05,-6.95,12.84,-5.82,3.99
Kapitał własny akcjonariuszy jednostki dominującej,,34.15,8.74,5.12,53.07,15.26,24.29,17.08,6.79,11.94,60.89,18.0,5.35,-7.03,-7.23,-5.61,-81.14,442.21,-57.74,102.04
Kapitał (fundusz) podstawowy,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77,0.0,0.0,34.15,0.0,0.0,25.45
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,57.02,423.88,0.03,0.0,77.96,0.0,0.0,43.57
Udziały niekontrolujące,,,,,,,,,,,,,,29.39,87.17,-0.71,1.67,29.9,0.0,-32.45
Zobowiązania długoterminowe,,-92.82,449.94,-72.09,1050.0,488.59,29.2,98.41,-40.5,55.75,32.93,30.38,97.13,93.49,107.46,16.78,-10.03,22.43,-19.61,-28.53
Z tytułu dostaw i usług,,-23.79,4.75,73.19,77.56,11.04,6.73,68.67,-20.57,33.64,13.5,-55.71,133.42,29.35,266.5,34.02,9.59,16.61,-6.12,31.0
Kredyty i pożyczki,,-100.0,,330.11,17.25,-58.3,15.06,56.44,178.79,-15.37,113.18,16.79,1.58,12.01,67.7,2.93,44.14,-54.47,112.06,22.77
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,-75.32,-59.65,36.96,9.52,84.06,7.09,-61.03,-94.34,-100.0,,,,,,31.04,-19.15,9.12,4.33,1.19
Inne zobowiązania długoterminowe,,-2.49,122.73,-43.29,7.79,-0.94,58.62,-2.39,2097.74,-2.72,17.1,-17.59,772.68,185.94,13.67,-7.6,1.48,-78.64,-45.7,-33.24
Zobowiązania krótkoterminowe,,-22.23,51.8,143.17,41.34,-29.06,15.98,74.35,24.18,2.85,74.86,4.84,25.95,19.57,217.96,0.71,20.08,-17.27,27.26,18.53
Inne zobowiązania krótkoterminowe,,197.77,-15.6,-40.38,119.48,-39.35,112.95,151.29,-80.73,11.99,396.45,140.87,42.93,28.67,306.52,-50.96,54.06,-33.56,61.51,-0.98
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,12.56,17.8,34.19,52.09,12.11,23.06,42.37,1.29,14.48,60.24,15.48,28.82,26.26,99.89,6.05,-6.95,12.84,-5.82,3.99
Przepływy pieniężne z działalności operacyjnej,,3547.08,-55.6,49.55,42.65,186.18,-28.44,-114.98,1652.7,-29.93,-62.82,502.09,-46.31,-55.24,1173.4,-0.92,-106.29,181.0,827.44,52.33
Amortyzacja,,63.8,38.41,68.97,42.63,40.84,20.82,9.37,60.8,-3.33,39.87,26.93,8.67,27.51,549.84,18.91,-4.57,-15.55,1.25,1.71
Przepływy pieniężne z działalności inwestycyjnej,,-383.13,-12.47,-105.47,-17.17,22.28,-15.04,-86.47,46.77,-80.93,-121.53,24.22,-132.8,38.59,-179.26,-14.95,63.31,16.27,-86.63,22.86
CAPEX (niematerialne i rzeczowe),,334.68,66.43,6.83,49.9,-20.18,30.77,91.89,-51.84,72.81,103.24,-20.28,1.98,52.94,79.28,13.27,-58.46,51.6,45.45,-28.57
Przepływy pieniężne z działalności finansowej,,-164.59,6.42,200.97,-10.2,-284.32,54.93,497.37,-206.62,46.99,587.94,-94.8,-212.5,5300.0,-200.0,79.66,329.23,171.38,-203.99,6.36
Emisja akcji,,-100.0,,,,,,,,,,,,1076.29,-100.0,,,-100.0,,
Dywidenda,,,,0.0,-100.0,,0.0,50.0,6.67,0.0,0.0,87.5,-25.61,18.32,-6.61,-74.76,-100.0,,,
Przepływy pieniężne razem,,-90.22,-972.26,108.37,122.11,918.5,-51.31,-317.14,288.58,-80.14,0.79,883.49,-210.35,287.98,-137.71,220.39,-149.85,674.97,-228.5,61.41
