,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Inne zobowiązania długoterminowe,,-0.25,14.95,44.04,584.12,-13.38,-8.87,-5.26,-13.7,-2.28,-5.19,-2.04,32.39,1.86,5.79,5.19,7.03,3.24,-6.39,10.36
Zobowiązania krótkoterminowe,,39.12,19.51,16.37,30.31,-9.04,22.8,10.99,39.84,-8.47,0.47,4.86,3.85,-0.17,45.28,9.82,6.18,2.5,10.04,-2.02
Inne zobowiązania krótkoterminowe,,81.85,-15.26,-19.46,43.55,289.28,19.89,18.44,15.24,22.21,37.07,-0.16,2.92,-16.1,99.91,8.8,3.04,-3.35,7.66,-3.45
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,27.09,33.07,21.0,63.88,-2.2,8.16,5.62,12.15,-0.39,6.5,7.26,10.73,3.95,10.92,10.61,8.73,5.33,7.66,-0.36
Przepływy pieniężne z działalności operacyjnej,,288.57,-38.21,30.22,37.45,61.65,-60.1,68.0,15.06,55.55,50.68,-25.65,-19.69,-33.05,121.7,21.14,82.41,-35.94,-16.92,29.33
Amortyzacja,,15.6,13.1,33.78,17.68,108.62,-1.0,0.5,28.08,20.84,-15.61,-1.65,17.81,2.06,1.39,30.25,1.6,6.73,1.84,2.06
Przepływy pieniężne z działalności inwestycyjnej,,-33.8,-25.11,-30.75,219.78,-203.57,46.58,-109.38,-40.68,45.06,-24.52,-53.29,7.27,-3.43,38.31,52.05,-223.8,-35.63,49.9,10.28
CAPEX (niematerialne i rzeczowe),,46.99,54.73,-0.46,118.42,-70.69,33.18,86.18,6.8,-43.66,56.45,8.77,33.43,13.52,-38.39,-37.86,78.56,-27.73,122.61,-58.22
Przepływy pieniężne z działalności finansowej,,570.79,286.8,-15.14,-11.01,-217.61,100.04,133200.0,-90.77,-1232.25,5.45,54.07,555.43,43.08,-183.33,-77.65,-27.99,16.0,42.83,-168.23
Emisja akcji,,-17.6,-100.0,,-76.92,2694.12,40.77,-88.51,-100.0,,,,,,,,,,,
Dywidenda,,,,,,,,,,0.0,9.89,-100.0,,,0.0,0.0,0.0,111.07,26.34,0.0
Przepływy pieniężne razem,,224.89,-29.19,-65.1,2854.31,-108.5,64.21,-133.24,-351.98,157.34,141.04,-115.64,190.27,-250.36,352.56,118.12,60.33,-113.33,422.52,-8.54
