,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Aktywa trwałe,,9.19,-18.02,0.32,52.79,-16.9,-21.46,235.06,204.88,-1.32,-1.64,0.42,-1.46,22.98,38.64,43.89,-3.86,3.05,8.68,6.46
Wartości niematerialne i prawne,,,-50.0,-9.09,410.0,301.96,-100.0,,-68.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,,,
Rzeczowe składniki majątku trwałego,,,-7.94,-4.73,6.65,0.08,-1.64,114.81,-80.78,-63.35,-33.33,-43.9,-10.18,-0.39,199.61,-15.84,-32.66,-34.64,-59.36,670.43
Należności długoterminowe,,,,,,,,,,,,,,0.0,-51.52,-100.0,,,,
Inwestycje długoterminowe,,,-100.0,,906.67,-57.07,-98.91,9175.0,4201.17,0.17,-2.41,1.72,-1.53,24.0,36.6,42.94,-1.32,4.95,10.51,5.99
Pozostałe aktywa trwałe,,,,,,,,,48.89,834.33,91.53,-31.03,-1.09,16.5,185.83,114.02,-24.65,-41.68,-67.84,-11.41
Aktywa obrotowe,,-49.64,21.22,44.77,104.54,-0.04,-14.09,32.09,-12.15,21.79,-67.85,17.72,20.56,2.16,74.25,3.9,-22.69,-30.42,-34.38,-50.21
Zapasy,,-96.34,183.33,-41.18,22030.0,114.23,-3.82,-0.18,-58.85,-80.51,-95.89,0.0,-93.33,-100.0,,,,,,
Należności krótkoterminowe,,-47.86,-24.22,31.2,-33.29,217.75,-25.19,1.39,-8.67,-18.73,-87.43,-62.1,-12.61,53.85,4480.62,-10.97,-25.1,-33.29,-37.12,-67.17
Inwestycje krótkoterminowe,,,198.54,54.01,140.2,-92.15,-10.34,616.24,53.91,88.5,-61.97,17.51,30.92,1.18,-59.44,55.24,-18.6,-24.34,-30.49,-27.32
Środki pieniężne i inne aktywa pieniężne,,,40.22,227.9,140.2,-96.97,132.24,214.35,75.37,103.24,-73.58,152.94,-74.54,438.77,-63.31,105.56,-23.55,-19.44,-35.72,-33.54
Pozostałe aktywa obrotowe,,,-40.54,409.09,-76.79,-26.92,-78.95,250.0,-28.57,390.0,81.63,0.0,-1.12,0.0,3.41,5.49,1.04,-53.61,-11.11,12.5
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,-100.0,,,,,,,
Aktywa razem,,-19.46,-6.07,17.79,77.79,-7.53,-17.03,108.8,119.47,2.32,-14.05,1.63,0.33,20.95,41.58,39.83,-5.28,0.99,6.86,4.99
Kapitał własny akcjonariuszy jednostki dominującej,,-161.44,-249.16,66.3,3089.86,-18.78,-18.01,127.81,143.53,3.11,-16.79,1.5,0.69,23.87,0.31,15.3,15.23,4.46,7.89,7.19
Kapitał (fundusz) podstawowy,,0.0,0.0,100.0,0.0,448.66,0.0,93.96,54.67,0.0,0.0,-20.76,0.0,64.17,0.0,-2.17,16.87,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,100.0,,,,,0.0,100.0,,
Kapitał (fundusz) zapasowy,,,6500.0,139.02,445.96,0.0,0.0,0.9,-0.03,0.0,0.0,-48.83,-13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,-1.44,-1.28,-4.45,-100.0,,,-36.29,-18.1,-100.0,,,,,,,,,
Zobowiązania długoterminowe,,,,-1.42,-93.69,-100.0,,,154.15,17.03,11.8,19.02,1.31,-1.28,419.03,84.28,-27.99,-7.96,3.51,-0.72
Z tytułu dostaw i usług,,,,,-72.96,285.49,-20.56,-83.52,-14.96,-20.39,202.81,-62.92,-63.12,13.56,76.12,14.83,23.25,60.78,59.78,15.85
Kredyty i pożyczki,,,,,,,,,23.69,-100.0,,,,,,,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,
Inne zobowiązania długoterminowe,,,,,-93.69,-100.0,,,27653.33,17.03,11.8,19.02,1.31,-1.28,5.38,21.92,7.08,12.44,20.52,12.23
Zobowiązania krótkoterminowe,,-16.8,-72.39,85.97,-65.58,176.02,-11.56,-36.9,-31.32,-51.6,123.42,-51.81,-29.38,32.57,32.84,-0.9,0.0,128.6,30.12,21.0
Inne zobowiązania krótkoterminowe,,,,,-45.49,28.04,25.06,27.63,-60.9,-7.1,74.02,-39.77,-6.88,37.58,23.41,-5.8,-8.81,163.34,20.85,23.13
Rozliczenia międzyokresowe,,15.07,847.62,-29.36,-83.14,-78.38,-100.0,,,,,,,,,,,,,
Pasywa razem,,-19.46,-6.07,17.79,77.79,-7.53,-17.03,108.8,119.47,2.32,-14.05,1.63,0.33,20.95,41.58,39.83,-5.28,0.99,6.86,4.99
Przepływy pieniężne z działalności operacyjnej,,-3586.67,120.94,39.27,-2897.38,42.05,86.51,-418.44,-210.79,129.23,28.94,-81.26,6.85,1.6,-153.03,750.11,-314.29,176.68,203.68,-16.08
Amortyzacja,,125.0,-6.94,-13.73,7.96,26.92,-13.13,56.98,-52.04,-45.17,-52.82,10.45,9.46,-9.88,117.81,22.01,-7.22,-6.11,5.33,-41.57
Przepływy pieniężne z działalności inwestycyjnej,,,-100.0,,-784.81,61.74,199.45,-2168.65,68.75,87.71,984.07,-81.42,-368.47,-656.31,-20.95,99.73,2324.36,-91.7,-8753.47,31.04
CAPEX (niematerialne i rzeczowe),,,-100.0,,64.44,-17.57,45.08,267.23,-65.59,31.74,62.9,-76.18,-84.55,328.3,646.26,-63.34,140.42,-98.73,64942.11,-29.97
Przepływy pieniężne z działalności finansowej,,,100.0,,743.37,-100.0,,,-23.92,-100.0,,99.83,100.0,,-0.04,-104.01,433.24,-248.11,53.99,-53.34
Emisja akcji,,,,,743.37,-100.0,,,-6.54,-100.0,,,,,-100.0,,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,-1206.67,165.96,698.17,101.72,-266.14,104.13,276.86,10.42,140.22,-193.63,184.94,-223.34,249.81,-177.72,161.13,-145.83,36.82,-48.06,39.64
