,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Zobowiązania krótkoterminowe,,7.36,22.81,106.73,-68.31,-4.48,-8.46,319.81,-2.14,0.68,-97.52,34.48,220.67,5.21,5.73,1.2,-81.12,772.06,-91.95,7.31
Inne zobowiązania krótkoterminowe,,,,151.17,-37.54,-34.65,0.91,-16.91,88.2,41.92,-93.97,14.08,-36.14,-5.88,2.38,-11.63,40.79,-18.93,-10.66,30.97
Rozliczenia międzyokresowe,,292.07,-100.0,,,,,,,,,,,,,,,,,
Pasywa razem,,83.55,80.81,277.2,-5.82,-0.79,4.32,-4.42,-4.99,-3.57,-27.88,2.08,1.42,1.96,-3.17,-8.39,6.99,5.87,-1.38,3.89
Przepływy pieniężne z działalności operacyjnej,,-86.52,-1290.36,-65.74,-216.41,103.23,15.81,111.49,62.23,-226.13,92.55,229.53,-451.37,68.69,-133.43,14.73,-37.27,218.71,-167.5,-24.35
Amortyzacja,,1038.08,-81.32,-0.9,156.31,-13.39,-46.1,-28.26,-57.73,20.07,-82.69,-34.48,-71.05,9.09,133.33,500.0,1.19,-39.41,-68.93,-25.0
Przepływy pieniężne z działalności inwestycyjnej,,413.63,-40.56,-1278.11,126.83,-107.13,249.36,134.14,-48.49,304.75,-96.8,-207.69,386.18,-60.34,153.21,-6.7,238.16,-117.29,108.22,2334.94
CAPEX (niematerialne i rzeczowe),,2986.67,-73.0,8532.95,-41.89,-98.09,14.37,-24.07,61.82,-89.34,-98.48,1766.67,-100.0,,282.0,-92.67,800.0,-67.46,-41.46,16.67
Przepływy pieniężne z działalności finansowej,,-2068.53,85.32,6291.87,-112.94,71.23,30.26,-185.93,35.91,-39.26,99.17,100.0,,-100.0,,-914.29,-2790.14,105.8,-123.11,281.82
Emisja akcji,,,,,-99.27,-1.66,-96.76,500.0,-100.0,,,,,,,,,,,
Dywidenda,,,,17.41,56.64,-74.98,0.0,0.0,-100.0,,,,,,,,,,-100.0,
Przepływy pieniężne razem,,-191.03,277.53,8532.75,-185.35,73.14,108.46,-281.19,211.12,-114.86,95.05,240.0,35.71,-63.16,2000.0,-2.04,-268.06,751.24,-198.79,109.63
