,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
Rzeczowe składniki majątku trwałego,9056.0,16654.0,23684.0,24379.0,25516.0,24297.0,21433.0,37627.0,32392.0,34452.0,36667.0,45178.0,45520.0,36280.0,37121.0,38983.0,44750.0,45502.0,44667.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,50.0,89.0,0.0,313.0,322.0,322.0,609.0,603.0,251.0,322.0
Inwestycje długoterminowe,0.0,0.0,0.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,3260.0,3319.0,386.0,332.0,307.0,263.0,304.0,322.0,223.0
Pozostałe aktywa trwałe,52.0,81.0,249.0,1207.0,1462.0,612.0,698.0,797.0,957.0,1082.0,1312.0,1647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa obrotowe,50657.0,53824.0,87179.0,78924.0,70566.0,67207.0,93665.0,107100.0,89002.0,91104.0,96784.0,83479.0,86964.0,101215.0,117707.0,125540.0,126692.0,141608.0,155676.0
Zapasy,15681.0,16221.0,33020.0,29568.0,23682.0,21609.0,32513.0,45841.0,48560.0,47591.0,55030.0,46128.0,50149.0,57054.0,68111.0,80955.0,85227.0,97516.0,111914.0
Należności krótkoterminowe,20458.0,37206.0,51936.0,46704.0,40059.0,42357.0,58851.0,59907.0,35897.0,36036.0,37166.0,28844.0,34843.0,33452.0,44042.0,41234.0,37476.0,39182.0,36423.0
Inwestycje krótkoterminowe,14455.0,72.0,2223.0,2652.0,6825.0,3241.0,2301.0,1352.0,1245.0,4177.0,4588.0,8507.0,1972.0,10709.0,5554.0,3351.0,3989.0,4910.0,7339.0
Środki pieniężne i inne aktywa pieniężne,14046.0,72.0,1641.0,2652.0,5640.0,3241.0,2301.0,1312.0,1183.0,4167.0,4552.0,8471.0,1872.0,10588.0,5464.0,3291.0,3910.0,4816.0,7277.0
Pozostałe aktywa obrotowe,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,3300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,59769.0,72211.0,130314.0,124248.0,98862.0,93341.0,117380.0,147092.0,123836.0,128151.0,139536.0,135014.0,136148.0,141067.0,158307.0,168197.0,173491.0,188814.0,203026.0
Kapitał własny akcjonariuszy jednostki dominującej,33302.0,45665.0,48193.0,49086.0,32975.0,34422.0,40300.0,50402.0,53012.0,58686.0,65963.0,66536.0,65171.0,72917.0,69740.0,74362.0,80386.0,85840.0,93575.0
Kapitał (fundusz) podstawowy,6000.0,6000.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0,6092.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,14271.0,18712.0,26507.0,28086.0,30245.0,35614.0,35614.0,35614.0,35614.0,35614.0,36291.0,41982.0,44505.0,45150.0,46804.0,48501.0,52635.0,58085.0,63538.0
Udziały niekontrolujące,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,618.0,1913.0,11065.0,9720.0,48379.0,50695.0,6045.0,64511.0,8903.0,48479.0,62439.0,5667.0,40360.0,43029.0,6099.0,43086.0,6253.0,6076.0,6745.0
Z tytułu dostaw i usług,5323.0,7898.0,23523.0,17278.0,8506.0,4037.0,21635.0,16006.0,6115.0,6120.0,6879.0,11037.0,20932.0,20069.0,31785.0,34477.0,40040.0,42223.0,53346.0
Kredyty i pożyczki,19096.0,15184.0,44710.0,45991.0,5026.0,1026.0,44860.0,10040.0,52519.0,10843.0,85.0,47281.0,5184.0,0.0,45659.0,10886.0,40562.0,45736.0,42578.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inne zobowiązania długoterminowe,0.0,1913.0,3265.0,3120.0,3076.0,2663.0,2367.0,2330.0,3812.0,3528.0,3057.0,2868.0,5209.0,4641.0,3815.0,5066.0,6253.0,6076.0,6745.0
Zobowiązania krótkoterminowe,25566.0,24633.0,70727.0,65442.0,17508.0,8224.0,71035.0,32179.0,61921.0,20986.0,11134.0,62811.0,30617.0,25121.0,82468.0,50749.0,86852.0,96898.0,102706.0
Inne zobowiązania krótkoterminowe,1147.0,1551.0,2494.0,2173.0,3976.0,3161.0,4540.0,6133.0,3287.0,4023.0,4170.0,4493.0,4501.0,5052.0,5024.0,5386.0,6250.0,8939.0,6782.0
Rozliczenia międzyokresowe,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,59769.0,72211.0,130314.0,124248.0,98862.0,93341.0,117380.0,147092.0,123836.0,128151.0,139536.0,135014.0,136148.0,141067.0,158307.0,168197.0,173491.0,188814.0,203026.0
Przepływy pieniężne z działalności operacyjnej,-1419.0,-5519.0,-8959.0,7184.0,3924.0,9323.0,1768.0,-17148.0,21171.0,8175.0,5824.0,28460.0,7914.0,449.0,-2490.0,3635.0,18461.0,6877.0,17741.0
Amortyzacja,1598.0,1341.0,1515.0,2140.0,2185.0,1566.0,1980.0,2099.0,3792.0,2569.0,2849.0,2571.0,2943.0,3357.0,3404.0,3633.0,4203.0,4114.0,4332.0
Przepływy pieniężne z działalności inwestycyjnej,-516.0,-3450.0,-17132.0,-3030.0,-359.0,-9649.0,-72.0,-4772.0,-548.0,-703.0,-4524.0,-9297.0,-129.0,12561.0,-4114.0,-2775.0,-5325.0,-3827.0,-2728.0
CAPEX (niematerialne i rzeczowe),270.0,4002.0,1450.0,1112.0,621.0,8927.0,2060.0,4762.0,651.0,1607.0,4374.0,9286.0,3268.0,1382.0,4764.0,2896.0,5579.0,4415.0,2904.0
Przepływy pieniężne z działalności finansowej,13163.0,-5005.0,27660.0,-3143.0,-577.0,671.0,-2636.0,20931.0,-20752.0,-4508.0,-915.0,-15244.0,-14327.0,-4584.0,1656.0,-2942.0,-12599.0,-2023.0,-12650.0
Emisja akcji,13146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6092.0,1218.0,1706.0,2315.0,2315.0
Przepływy pieniężne razem,11228.0,-13974.0,1569.0,1011.0,2988.0,345.0,-940.0,-989.0,-129.0,2964.0,385.0,3919.0,-6542.0,8426.0,-4948.0,-2082.0,537.0,1027.0,2363.0
