,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Rzeczowe składniki majątku trwałego,1127.0,794.0,837.0,601.0,860.0,1051.0,976.0,819.0,6329.0,5605.0,5535.0,7244.0,35028.0,31623.0,26855.0,30062.0,34750.0
Należności długoterminowe,0.0,0.0,0.0,0.0,406.0,384.0,0.0,286.0,0.0,0.0,501.0,0.0,966.0,823.0,907.0,316.0,948.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,47.0,15.0,15.0,944.0,3835.0,417.0,415.0,5.0,1997.0
Pozostałe aktywa trwałe,899.0,508.0,255.0,55.0,50.0,124.0,381.0,1010.0,941.0,476.0,913.0,1412.0,2692.0,1425.0,2463.0,2693.0,1401.0
Aktywa obrotowe,5807.0,7038.0,7940.0,23388.0,21368.0,18137.0,16294.0,18348.0,10714.0,14127.0,22485.0,25742.0,15210.0,15920.0,20190.0,35062.0,53761.0
Zapasy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,656.0,16.0,0.0,0.0,0.0
Należności krótkoterminowe,4204.0,3943.0,3970.0,8615.0,9179.0,10829.0,12344.0,12351.0,8140.0,12340.0,15777.0,15273.0,11548.0,14143.0,10322.0,16672.0,17012.0
Inwestycje krótkoterminowe,283.0,993.0,836.0,13942.0,11863.0,7011.0,3820.0,5341.0,2007.0,952.0,5902.0,7386.0,2323.0,739.0,9868.0,14366.0,36749.0
Środki pieniężne i inne aktywa pieniężne,283.0,993.0,674.0,12436.0,3351.0,1449.0,1621.0,2548.0,1768.0,920.0,4152.0,7386.0,2303.0,529.0,8630.0,12470.0,25377.0
Pozostałe aktywa obrotowe,1319.0,2102.0,3134.0,831.0,326.0,297.0,130.0,656.0,567.0,835.0,806.0,2857.0,683.0,1022.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4024.0,0.0
Aktywa razem,17268.0,18608.0,19256.0,38045.0,41087.0,40777.0,40737.0,35924.0,41410.0,41663.0,54392.0,64206.0,73845.0,63277.0,62792.0,78254.0,101465.0
Kapitał własny akcjonariuszy jednostki dominującej,13681.0,15091.0,12782.0,32972.0,35974.0,36648.0,33690.0,27293.0,28429.0,29684.0,35724.0,40972.0,27674.0,24135.0,30254.0,39037.0,57342.0
Kapitał (fundusz) podstawowy,3263.0,3263.0,3263.0,4064.0,4064.0,4064.0,4064.0,4064.0,4064.0,4119.0,4119.0,4239.0,4239.0,4239.0,4239.0,4239.0,4239.0
Udziały (akcje) własne,0.0,0.0,5000.0,0.0,-302.0,-866.0,-866.0,-866.0,-866.0,-866.0,-866.0,-970.0,-1159.0,-1159.0,-1159.0,-1159.0,-1159.0
Kapitał (fundusz) zapasowy,10568.0,10630.0,12037.0,23880.0,24995.0,24999.0,26081.0,32618.0,31057.0,28089.0,28609.0,30924.0,23400.0,17228.0,21083.0,13390.0,13390.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-448.0,520.0,690.0,1967.0,-883.0,19.0,2984.0,3196.0,3002.0
Zobowiązania długoterminowe,78.0,3.0,2679.0,1600.0,789.0,553.0,1355.0,455.0,2428.0,736.0,759.0,3416.0,19674.0,19273.0,11918.0,15472.0,17753.0
Z tytułu dostaw i usług,2065.0,2595.0,2330.0,1839.0,1288.0,1660.0,4645.0,7326.0,7330.0,8417.0,8499.0,9482.0,10696.0,4729.0,6697.0,8586.0,7855.0
Kredyty i pożyczki,454.0,145.0,1106.0,1015.0,1015.0,0.0,0.0,0.0,525.0,99.0,0.0,723.0,4127.0,4030.0,11.0,8.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,261.0,38.0,24.0,9.0,0.0,0.0,0.0,0.0,54.0,11.0,98.0,340.0,4672.0,6094.0,6701.0,5825.0,7835.0
Inne zobowiązania długoterminowe,48.0,3.0,142.0,79.0,283.0,553.0,1355.0,455.0,2408.0,725.0,759.0,754.0,1003.0,649.0,1014.0,1499.0,1390.0
Zobowiązania krótkoterminowe,3509.0,3514.0,3795.0,3473.0,4324.0,3576.0,5692.0,8176.0,11001.0,10723.0,17219.0,17851.0,27380.0,19850.0,17636.0,20549.0,23368.0
Inne zobowiązania krótkoterminowe,729.0,736.0,335.0,610.0,2021.0,1916.0,1047.0,850.0,3092.0,2196.0,8622.0,7306.0,7885.0,4997.0,4227.0,6130.0,7678.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,17268.0,18608.0,19256.0,38045.0,41087.0,40777.0,40737.0,35924.0,41410.0,41663.0,54392.0,64206.0,73845.0,63277.0,62792.0,78254.0,101465.0
Przepływy pieniężne z działalności operacyjnej,1075.0,2714.0,2734.0,6313.0,9175.0,8830.0,15697.0,6629.0,2455.0,1673.0,9194.0,8239.0,7959.0,3941.0,14899.0,19667.0,31419.0
Amortyzacja,800.0,984.0,1153.0,1211.0,1546.0,2285.0,3386.0,3595.0,2524.0,3716.0,2756.0,2905.0,5535.0,7307.0,7623.0,9269.0,10612.0
Przepływy pieniężne z działalności inwestycyjnej,-1103.0,-1622.0,-1310.0,-4437.0,-12026.0,-1470.0,-5476.0,-5666.0,-3139.0,-2465.0,-4932.0,-3594.0,-10471.0,2292.0,4311.0,-3923.0,-4402.0
CAPEX (niematerialne i rzeczowe),1135.0,1843.0,945.0,2941.0,6217.0,5192.0,9116.0,5431.0,2496.0,1283.0,2110.0,2105.0,8698.0,1596.0,411.0,3375.0,3508.0
Przepływy pieniężne z działalności finansowej,22.0,-225.0,-1743.0,9887.0,-6234.0,-9262.0,-10048.0,-35.0,-95.0,-57.0,-1030.0,-1412.0,-2571.0,-8006.0,-11109.0,-11144.0,-14870.0
Emisja akcji,0.0,0.0,0.0,12844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,101.0,32.0,41.0,1664.0,4754.0,7111.0,10035.0,0.0,0.0,0.0,0.0,2442.0,671.0,0.0,975.0,0.0,5957.0
Przepływy pieniężne razem,-6.0,867.0,-319.0,11763.0,-9085.0,-1902.0,173.0,928.0,-779.0,-849.0,3232.0,3233.0,-5083.0,-1773.0,8101.0,4600.0,12147.0
