,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Inwestycje krótkoterminowe,,-92.7,12958.65,6.05,-47.66,-49.69,-18.9,12.65,48.63,-26.23,-31.69,53.91,-67.93,36.07,-42.74,-91.58,2259.52,-86.58
Środki pieniężne i inne aktywa pieniężne,,-80.08,5008.65,164.63,-50.55,-45.44,-18.9,-32.02,119.42,-22.93,-92.87,213.49,-59.49,296.88,-21.42,-91.58,2259.52,-86.58
Pozostałe aktywa obrotowe,,277.82,-25.86,50.96,53.44,60.9,-99.11,4935.8,4.73,-72.17,-86.63,-2.52,-100.0,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,-100.0,,,,
Aktywa razem,,61.73,219.91,12.6,11.87,6.74,7.81,-18.12,28.41,-15.95,105.06,50.12,-11.63,-22.89,-42.86,-14.68,1.72,24.05
Kapitał własny akcjonariuszy jednostki dominującej,,69.14,352.14,5.04,6.02,-2.3,2.73,-24.11,0.85,-40.68,434.32,75.04,-11.56,-23.75,-44.15,-16.57,-4.4,31.75
Kapitał (fundusz) podstawowy,,780.0,37.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,6.0,2.83,0.38,23.19,0.0,30.36,2.1
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,74.21,506.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.22,0.0,0.0,15.79,-100.0,,-0.56
Udziały niekontrolujące,,,,,,-37.44,259.84,-42.14,97.24,182.63,-100.0,,,,,,,
Zobowiązania długoterminowe,,,77.2,-40.23,183.71,-10.36,-18.5,28.19,328.38,-11.9,78.78,-41.21,-27.89,-79.05,-75.25,-100.0,,-83.33
Z tytułu dostaw i usług,,,119.42,81.65,-2.41,37.59,11.39,-19.69,28.35,-29.52,-78.65,5.58,-34.46,-26.72,-46.72,14.83,-18.68,65.54
Kredyty i pożyczki,,,-77.01,69.9,92.0,171.13,127.77,47.76,81.44,-36.76,14.5,-22.96,49.34,79.0,-24.93,0.4,-7.53,-4.2
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,-100.0,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,71.2,-79.52,-100.0,,,80.85,-15.29,-100.0,,
Inne zobowiązania długoterminowe,,,,-65.81,-96.85,975.0,-90.7,2762.5,-12.66,-15.0,8828.82,-39.03,-30.65,-85.43,-100.0,,,-83.33
Zobowiązania krótkoterminowe,,25.02,134.31,39.32,19.1,31.17,18.02,-12.63,26.02,3.73,-68.52,-14.86,9.57,43.06,-27.03,2.06,35.63,-6.04
Inne zobowiązania krótkoterminowe,,,354.32,-48.01,163.15,1.66,15.43,-25.23,-39.45,148.54,-71.87,-25.9,-8.83,-15.55,-20.68,17.33,454.88,-18.97
Rozliczenia międzyokresowe,,55.26,-100.0,,-100.0,,,,,,,,,,,,,
Pasywa razem,,61.73,219.91,12.6,11.87,6.74,7.81,-18.12,28.41,-15.95,105.06,50.12,-11.63,-22.89,-42.86,-14.68,1.72,24.05
Przepływy pieniężne z działalności operacyjnej,,-127.93,-277.39,232.38,-291.77,64.69,164.72,186.23,-83.85,-336.82,429.23,-168.67,-14.36,-29.58,44.18,61.61,46.15,15.16
Amortyzacja,,19.1,16.51,68.83,42.93,22.32,7.82,43.26,143.87,117.88,-84.94,-36.63,-62.17,55.56,-1.19,-23.19,-46.67,-2.21
Przepływy pieniężne z działalności inwestycyjnej,,-21.0,-805.29,154.79,-128.07,13.42,-67.01,-90.88,-28.82,61.92,133.57,-242.56,174.89,-34.45,130.4,-84.21,-69.57,-1558.73
CAPEX (niematerialne i rzeczowe),,377.44,143.29,-85.56,158.97,-54.27,295.79,-57.94,436.56,1.87,-99.97,2050.0,-81.4,200.0,-58.33,-100.0,,
Przepływy pieniężne z działalności finansowej,,,2039.45,-100.57,-430.84,111.27,971.88,27.84,794.18,-67.52,25.68,36.14,-68.06,136.57,-57.0,-119.49,929.71,-118.03
Emisja akcji,,,,-100.0,,,,-100.0,,-100.0,,,-99.63,-100.0,,-100.0,,-99.1
Dywidenda,,,-100.0,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,-229.17,686.99,65.25,-180.97,55.45,73.74,-19.13,301.02,-153.19,849.9,-93.18,-245.54,89.66,749.38,-273.76,307.66,-190.52
