,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Aktywa obrotowe,,39.25,1.57,23.05,28.82,13.45,-15.24,-3.38,-26.49,58.49,-50.92,30.54,72.79,320.32,-59.62,-32.97,-11.22
Zapasy,,8.61,-8.11,19.53,121.38,-8.9,16.12,-34.79,-9.09,-14.23,61.98,-35.86,-33.51,18.16,-6.04,78.86,-46.97
Należności krótkoterminowe,,51.96,4.58,28.05,22.42,16.36,-18.96,0.88,-37.48,5.02,-25.4,45.11,11.17,-14.74,51.84,-12.25,-31.99
Inwestycje krótkoterminowe,,-19.71,-33.1,-32.05,-26.03,43.12,-26.25,77.19,283.73,430.15,-97.34,27.68,82.21,14989.23,-74.23,-54.36,23.97
Środki pieniężne i inne aktywa pieniężne,,-19.66,-33.9,-31.22,-26.03,43.12,-26.25,77.19,283.73,-42.79,-75.32,27.68,82.21,2082.38,-76.11,-12.12,380.14
Pozostałe aktywa obrotowe,,53.6,23.17,-62.38,15.19,24.18,5.31,-22.69,-7.07,26.32,20.37,240.0,-71.95,-0.4,38.46,76.32,-0.33
Aktywa trwałe przeznaczone do sprzedaży,,-100.0,,,,,,,,,,,,-100.0,,,
Aktywa razem,,41.05,29.17,55.92,15.2,5.62,-10.36,-0.16,-11.93,20.08,-20.21,12.59,9.96,192.38,-50.91,-16.55,-8.59
Kapitał własny akcjonariuszy jednostki dominującej,,16.5,43.0,41.19,16.15,10.55,8.7,9.02,2.88,26.65,-16.11,2.07,6.62,391.65,-62.46,-19.24,-10.82
Kapitał (fundusz) podstawowy,,0.0,14.55,15.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0
Udziały (akcje) własne,,,,,99.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,,57.2,69.87,30.71,14.61,16.89,11.18,11.25,11.13,3.25,43.65,0.54,2.13,-11.56,120.2,-14.4,-94.59
Udziały niekontrolujące,,21.53,37.2,10.33,-100.0,,,,,,,,,,,,
Zobowiązania długoterminowe,,173.03,-5.64,638.49,-8.35,-9.88,-8.93,-4.82,9.31,-8.55,-12.5,-3.94,14.25,8.81,-29.01,1.38,-5.46
Z tytułu dostaw i usług,,55.28,-3.51,22.4,48.33,-3.87,-18.07,-17.22,-32.97,22.61,-43.77,58.68,2.55,-34.11,104.21,-23.71,-24.31
Kredyty i pożyczki,,-58.9,625.29,12.26,81.32,58.89,-72.8,140.3,-83.53,-100.0,,52.88,45.16,-81.23,-14.3,-49.94,-100.0
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,45.05,-12.73,-67.08,192.43,-14.05,38.28,14.93,-9.07,-60.86,90.87,-29.08,24.16,-72.4,-12.3,-16.82
Inne zobowiązania długoterminowe,,-1.61,116.8,791.02,2.62,-12.82,-9.44,0.16,2.73,-3.55,-9.93,-7.65,0.03,-6.71,-5.73,7.34,-3.96
Zobowiązania krótkoterminowe,,51.67,24.98,20.27,29.89,7.72,-23.7,-7.42,-36.32,25.48,-31.25,45.75,13.65,-35.09,65.5,-14.53,-4.23
Inne zobowiązania krótkoterminowe,,46.21,181.02,22.6,-43.16,22.25,27.8,-28.22,-1.43,71.85,-44.71,3.09,22.99,26.08,32.36,14.3,36.71
Rozliczenia międzyokresowe,,,,,-100.0,,,,,,,,,,,,
Pasywa razem,,41.05,29.17,55.92,15.2,5.62,-10.36,-0.16,-11.93,20.08,-20.21,12.59,9.96,192.38,-50.91,-16.55,-8.59
Przepływy pieniężne z działalności operacyjnej,,-43.91,-163.56,190.37,189.34,-82.75,1091.67,-67.13,306.52,-167.57,-8.57,104.19,1098.23,-1579.73,112.9,-94.12,1341.16
Amortyzacja,,50.15,-12.08,15.66,74.92,8.19,7.85,0.75,8.58,6.51,-18.75,-5.22,-1.09,-12.16,39.49,-0.78,31.12
Przepływy pieniężne z działalności inwestycyjnej,,8.33,-131.38,-312.81,69.55,86.28,-88.62,-210.96,16.87,1280.06,-126.02,89.27,-423.66,4001.23,-59.7,-86.71,2.52
CAPEX (niematerialne i rzeczowe),,4.16,108.56,312.85,-83.47,-72.8,114.35,103.99,5.86,10.56,-46.58,-61.83,62.6,28.23,561.75,-1.95,-72.82
Przepływy pieniężne z działalności finansowej,,31.04,593.08,192.01,-94.37,-76.99,-3829.56,123.64,-412.48,-250.24,110.65,-54.65,146.29,-6608.71,18.18,88.71,97.92
Emisja akcji,,,4460.0,81.49,-100.0,,,,,,,,,,-100.0,,
Dywidenda,,-100.0,,80.49,-100.0,,,37.5,36.36,1153.24,-100.0,,,,-19.89,-89.42,-100.0
Przepływy pieniężne razem,,-135.08,-38.91,39.27,43.1,224.24,-187.2,316.08,549.19,463.91,-220.6,100.78,279.25,4515.17,-182.21,96.31,2856.84
