,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Udziały niekontrolujące,0.0,1.0,1.0,535.0,150.0,2683.0,5170.0,3248.0,550.0,2889.0,3838.0,5149.0,5890.0,54994.0,68467.0,81811.0,76221.0
Zobowiązania długoterminowe,13422.0,16303.0,27495.0,61351.0,81511.0,61628.0,74639.0,89222.0,115476.0,182187.0,118109.0,150023.0,191990.0,203988.0,257940.0,297977.0,410278.0
Z tytułu dostaw i usług,83975.0,77956.0,71075.0,103130.0,152707.0,151861.0,163693.0,212229.0,236616.0,366682.0,342678.0,235106.0,250341.0,261273.0,269506.0,415311.0,416709.0
Kredyty i pożyczki,9580.0,4804.0,13173.0,7422.0,43930.0,106616.0,14751.0,27840.0,21679.0,36294.0,43391.0,51470.0,30718.0,36270.0,59007.0,39721.0,43071.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27784.0,28167.0,31342.0,29662.0
Inne zobowiązania długoterminowe,10819.0,15951.0,19201.0,28904.0,42298.0,38116.0,40318.0,51266.0,57519.0,71114.0,79757.0,82071.0,89007.0,107678.0,116009.0,116070.0,147204.0
Zobowiązania krótkoterminowe,115712.0,151071.0,137847.0,174787.0,280260.0,346317.0,293635.0,374375.0,434044.0,651540.0,626870.0,542552.0,636718.0,692599.0,893383.0,1131272.0,1183913.0
Inne zobowiązania krótkoterminowe,22157.0,68311.0,53599.0,64235.0,83623.0,87840.0,115191.0,134306.0,175749.0,248564.0,240801.0,255976.0,355659.0,367272.0,536703.0,644898.0,694471.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,145673.0,271110.0,275661.0,376549.0,519840.0,579812.0,554094.0,666643.0,766723.0,1069615.0,1002583.0,956231.0,1105436.0,1227323.0,1528336.0,1813203.0,1807317.0
Przepływy pieniężne z działalności operacyjnej,20935.0,-2964.0,-26436.0,25744.0,21840.0,29083.0,45832.0,57135.0,39980.0,-13867.0,104270.0,-111037.0,185527.0,121307.0,-3012.0,-4224.0,157096.0
Amortyzacja,975.0,1666.0,4737.0,5945.0,5245.0,5544.0,5919.0,6930.0,7874.0,8561.0,9832.0,10530.0,15874.0,18492.0,21958.0,25582.0,28400.0
Przepływy pieniężne z działalności inwestycyjnej,-4183.0,-11520.0,-16665.0,-6340.0,-39872.0,-57813.0,80678.0,-8956.0,-29960.0,-9010.0,7114.0,-17952.0,-19093.0,-7341.0,-11153.0,-57272.0,3847.0
CAPEX (niematerialne i rzeczowe),4293.0,13752.0,16641.0,7622.0,3942.0,41415.0,11734.0,3371.0,2796.0,7970.0,16209.0,18781.0,4869.0,18680.0,7985.0,70727.0,6553.0
Przepływy pieniężne z działalności finansowej,4739.0,49330.0,2149.0,-8599.0,32484.0,22621.0,-72250.0,-12753.0,-9843.0,42317.0,-90736.0,18460.0,-44292.0,-28429.0,21685.0,-72051.0,12319.0
Emisja akcji,3.0,58086.0,0.0,0.0,0.0,22576.0,15432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,400.0,0.0,3392.0,3377.0,4071.0,4083.0,4103.0,4208.0,5263.0,5962.0,6814.0,6814.0,7515.0,7242.0,9644.0,16298.0,22681.0
Przepływy pieniężne razem,21491.0,34846.0,-40952.0,10805.0,14452.0,-6109.0,54260.0,35426.0,177.0,19440.0,20648.0,-110529.0,122142.0,85537.0,7520.0,-133547.0,173262.0
