,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Aktywa obrotowe,,102.77,1.93,6.32,5.68,-14.6,6.86,-4.77,27.14,5.52,23.41,11.17,30.65,-10.27,51.32,16.14,22.42
Zapasy,,81.16,11.4,-19.54,99.55,4.06,3.75,37.47,33.5,-9.51,66.48,28.4,48.64,32.99,8.66,52.74,-6.38
Należności krótkoterminowe,,8.72,19.44,-1.5,19.72,32.43,-7.36,29.96,0.03,3.93,11.96,-4.15,28.41,-1.89,50.88,66.05,38.72
Inwestycje krótkoterminowe,,174.43,-4.23,12.32,-7.23,-36.87,19.96,-38.39,61.07,14.72,16.69,13.6,21.36,-47.43,130.54,-56.52,59.47
Środki pieniężne i inne aktywa pieniężne,,178.56,-65.56,-0.32,35.43,-10.08,43.61,-56.31,165.1,28.44,14.82,-1.35,41.92,-48.39,113.93,-62.35,93.52
Pozostałe aktywa obrotowe,,,,,,,,,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,-100.0,,-37.03,-0.4,0.2,42.37,-77.49,-100.0,,,,,,
Aktywa razem,,22.1,2.03,4.96,10.33,3.87,10.96,10.94,26.95,6.73,15.39,5.84,9.61,-8.99,15.85,8.11,4.48
Kapitał własny akcjonariuszy jednostki dominującej,,32.97,3.95,5.39,6.07,4.45,5.07,4.76,-5.63,7.39,7.41,7.79,2.54,-16.73,16.4,6.17,-6.29
Kapitał (fundusz) podstawowy,,18.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.01,0.0
Udziały (akcje) własne,,,-100.0,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,-44.21,216.85,0.0,0.0,0.0,0.0,-23.96,0.0,0.0,0.0,0.0,0.0,0.0,-25.87,24.36,0.0
Udziały niekontrolujące,,882.24,-23.11,0.0,21.72,-21.89,-14.96,156.96,1480.85,6.48,10.26,3.33,7.55,3.27,10.39,8.91,18.03
Zobowiązania długoterminowe,,9.43,-4.46,-5.27,20.76,5.38,46.23,63.88,101.85,1.76,16.92,0.47,7.37,-7.79,-21.36,-2.18,13.03
Z tytułu dostaw i usług,,9.89,12.29,4.72,21.68,4.19,9.09,-19.33,7.72,-6.68,79.69,23.56,-24.51,6.51,117.85,16.35,-36.68
Kredyty i pożyczki,,-24.03,-5.05,-15.12,7.35,-47.18,-5.8,-60.81,389.0,934.36,20.17,-34.03,490.97,-41.79,77.92,-65.55,311.85
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,196.28,34.32,81.15,13.59,44.14,-15.86,-40.41,-41.5,108.88,-9.29,54.17,833.17,-9.9,21.87,2.15,15.37
Inne zobowiązania długoterminowe,,13.36,-1.62,-3.07,21.72,7.04,2.46,13.91,26.84,-9.06,0.17,-9.58,17.59,12.83,-0.57,8.48,26.39
Zobowiązania krótkoterminowe,,-13.17,-2.56,12.77,27.54,0.03,12.53,-18.59,29.92,21.15,45.66,13.09,35.41,4.26,70.62,17.36,10.15
Inne zobowiązania krótkoterminowe,,-34.86,-26.88,36.58,40.62,-4.2,19.59,-16.16,61.23,16.18,25.06,15.41,28.82,41.98,40.92,54.99,12.16
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,
Pasywa razem,,22.1,2.03,4.96,10.33,3.87,10.96,10.94,26.95,6.73,15.39,5.84,9.61,-8.99,15.85,8.11,4.48
Przepływy pieniężne z działalności operacyjnej,,26.91,2.99,50.05,-10.37,8.63,36.34,-34.12,97.76,9.88,6.4,-5.6,-11.93,47.24,73.76,-77.65,83.21
Amortyzacja,,34.17,4.75,-1.31,4.62,9.8,1.6,-4.38,8.51,40.48,7.58,23.7,4.78,3.22,-3.68,2.97,4.22
Przepływy pieniężne z działalności inwestycyjnej,,-486.2,-159.31,54.23,44.71,-87.89,-63.84,-67.79,-22.17,33.13,-39.84,33.67,-0.12,-11.39,28.18,-34.34,-14.9
CAPEX (niematerialne i rzeczowe),,89.06,21.0,11.5,75.28,23.3,8.0,28.76,11.18,-6.29,-22.87,-3.84,4.93,14.75,-20.19,36.02,13.5
Przepływy pieniężne z działalności finansowej,,695.94,-113.44,10.5,-11.57,-8.62,335.41,73.75,153.69,-77.98,113.98,-112.91,892.63,-287.75,40.69,6.62,255.75
Emisja akcji,,,,,,,,,,,,,,,,,-100.0
Dywidenda,,152.66,101.79,-17.39,15.77,9.11,-25.0,58.33,-17.21,-100.0,,-100.0,,-100.0,,,4.18
Przepływy pieniężne razem,,185.17,-202.28,99.83,10996.19,-138.59,490.07,-285.52,227.89,-54.34,-33.05,-110.46,3161.92,-263.84,221.51,-217.08,156.47
