,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Pozostałe aktywa obrotowe,,-61.97,14.81,2.42,145.67,-9.29,-22.97,0.92,-13.18,11.52,6.1,27.88,-12.8,-6.35,6.78,6.75,2.6
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,
Aktywa razem,,2.71,-3.61,23.36,6.31,-0.76,9.56,0.97,2.5,10.46,0.5,15.93,-6.67,6.07,-5.76,8.45,-0.37
Kapitał własny akcjonariuszy jednostki dominującej,,6.33,8.86,2.39,-9.31,4.38,9.3,4.75,5.33,4.12,11.67,8.87,3.62,2.09,-2.66,5.99,16.14
Kapitał (fundusz) podstawowy,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,12.43,6.43,8.99,2.57,-9.57,-1.95,7.18,9.49,5.62,4.46,10.59,7.17,5.97,3.22,0.3,3.07
Udziały niekontrolujące,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,-47.87,-95.82,4726.79,68.76,-25.1,95.19,-4.67,-7.19,6.42,-0.5,10.3,7.41,-18.32,4.16,-2.44,-35.53
Z tytułu dostaw i usług,,6.91,-21.26,34.52,-3.26,-0.84,18.25,-6.07,8.39,16.0,3.28,0.1,-8.9,-6.91,9.01,37.17,-24.8
Kredyty i pożyczki,,-57.5,30.33,-31.41,269.62,15.26,-62.02,40.33,1.18,145.35,-77.46,490.1,-68.08,232.61,-48.67,-24.0,-21.65
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,-67.23,269.23,13.19,82.82,10.4,0.0,2.13,-6.55,-37.26,-37.06,-50.81,-34.43,-32.5,59.26
Inne zobowiązania długoterminowe,,-42.02,-65.73,-100.0,,,,,,,,,,,,,
Zobowiązania krótkoterminowe,,-6.77,-15.39,21.12,18.44,3.78,-6.28,0.27,7.06,29.63,-15.61,41.73,-29.43,31.56,-15.02,20.56,-21.39
Inne zobowiązania krótkoterminowe,,9.61,-19.07,9.43,-26.29,2.71,2.52,2.06,8.24,-85.24,730.88,31.04,-15.53,18.5,-13.94,7.41,17.31
Rozliczenia międzyokresowe,,116.83,-11.43,119.58,19.85,-9.84,0.07,-6.63,-9.62,-1.32,-4.97,-8.66,-0.35,-7.5,-3.53,-3.0,0.36
Pasywa razem,,2.71,-3.61,23.36,6.31,-0.76,9.56,0.97,2.5,10.46,0.5,15.93,-6.67,6.07,-5.76,8.45,-0.37
Przepływy pieniężne z działalności operacyjnej,,-34.44,166.67,-11.77,-183.41,183.09,206.08,-32.61,-2.76,-55.57,218.96,0.94,36.68,-30.25,-57.11,73.03,39.83
Amortyzacja,,50.35,21.01,2.67,45.59,18.49,-6.25,1.94,2.17,2.91,-0.16,10.75,12.09,6.06,-4.79,4.21,2.78
Przepływy pieniężne z działalności inwestycyjnej,,111.59,-177.17,-2612.05,78.61,62.73,23.23,-111.72,0.88,-32.29,-66.75,-36.39,-15.92,101.16,-5944.16,-120.87,81.55
CAPEX (niematerialne i rzeczowe),,-13.11,-85.76,2612.05,-78.01,-63.3,-14.94,93.08,-1.32,27.23,66.54,26.86,-14.88,-74.38,307.03,-73.27,241.74
Przepływy pieniężne z działalności finansowej,,-118.98,62.4,714.51,-9.13,-116.57,110.76,-1194.97,-92.61,196.0,-90.69,2610.93,-243.49,133.95,-305.83,63.58,-127.85
Emisja akcji,,-100.0,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,146.01,0.0,0.0,-3.15,45.22,46.64,-31.81,-24.46,-100.0,
Przepływy pieniężne razem,,-106.24,423.52,-378.66,96.31,129.37,9538.02,-74.94,-76.35,312.3,50.68,159.42,-197.66,256.1,-183.08,-4.81,101.29
