,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,
Pasywa razem,,233.34,19.27,3.16,12.07,7.53,-9.72,-3.46,2.16,0.33,1.09,6.87,6.26,19.09,3.98,13.57,16.72,-0.52
Przepływy pieniężne z działalności operacyjnej,,-526.81,214.99,-74.12,58.63,-0.14,307.5,-115.48,443.64,-7.21,86.73,-42.77,81.94,14.43,-24.46,11.25,64.74,138.19
Amortyzacja,,109.13,40.03,37.12,0.62,18.44,-28.29,-11.75,0.24,4.28,5.08,8.1,16.58,15.44,15.5,4.51,14.67,54.33
Przepływy pieniężne z działalności inwestycyjnej,,-502.86,23.45,63.08,17.71,1.25,64.54,95.97,-3960.26,71.36,-623.48,41.19,-310.55,-76.39,49.97,53.23,-247.91,72.19
CAPEX (niematerialne i rzeczowe),,217.33,126.19,-66.95,-19.51,0.05,-55.87,-78.12,531.83,-37.38,304.95,-52.79,302.61,76.02,-44.08,-53.46,-2.67,-3.97
Przepływy pieniężne z działalności finansowej,,1281.46,-67.73,-59.47,-67.07,79.3,-620.36,121.62,-258.32,-56.82,-2.26,52.61,121.4,1624.93,-87.47,1125.16,-194.78,-42.98
Emisja akcji,,,-100.0,,,,,,,,,,,,,,-100.0,
Dywidenda,,,,,,,,,,,105.85,-28.57,0.0,0.0,0.0,19.97,19.71,99.4
Przepływy pieniężne razem,,159.56,123.51,-138.66,-87.21,201.05,-112.13,692.86,-40.24,-314.92,84.62,757.32,-303.34,133.21,-186.54,8275.24,-171.18,215.49
