,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Aktywa obrotowe,9409.0,9116.0,9090.0,8889.0,13233.0,18410.0,17914.0,19245.0,23758.0,20935.0,20921.0,13454.0,15053.0,24325.0,28791.0
Zapasy,838.0,1593.0,1118.0,1216.0,1525.0,1501.0,1717.0,2083.0,2822.0,3577.0,3531.0,2177.0,2394.0,2874.0,3108.0
Należności krótkoterminowe,6271.0,5722.0,5420.0,4900.0,5866.0,7658.0,10446.0,9257.0,13059.0,15709.0,14626.0,7816.0,10630.0,16738.0,17828.0
Inwestycje krótkoterminowe,1803.0,1458.0,2361.0,2549.0,5305.0,8830.0,5332.0,6856.0,7023.0,641.0,1286.0,2027.0,2029.0,4713.0,7855.0
Środki pieniężne i inne aktywa pieniężne,1803.0,1404.0,2275.0,2509.0,5305.0,8830.0,5330.0,6856.0,7023.0,641.0,1286.0,2027.0,1934.0,4634.0,7816.0
Pozostałe aktywa obrotowe,497.0,343.0,191.0,204.0,537.0,389.0,409.0,1049.0,854.0,1008.0,1478.0,1434.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,20.0,0.0,32.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,30288.0,22133.0,23920.0,23623.0,23259.0,29748.0,30288.0,33361.0,37826.0,48495.0,52532.0,45952.0,59744.0,74225.0,88569.0
Kapitał własny akcjonariuszy jednostki dominującej,18133.0,7618.0,8952.0,10697.0,13695.0,17311.0,16587.0,18883.0,20731.0,18254.0,19945.0,19963.0,25695.0,30349.0,39809.0
Kapitał (fundusz) podstawowy,651.0,658.0,658.0,662.0,664.0,678.0,673.0,670.0,670.0,670.0,647.0,628.0,622.0,646.0,678.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,-998.0,-4692.0,0.0,-1988.0,-5946.0,-3564.0,-1322.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,16040.0,19300.0,10303.0,8782.0,8911.0,10309.0,9850.0,9939.0,11640.0,10594.0,13265.0,16066.0,17880.0,22584.0,30477.0
Udziały niekontrolujące,0.0,0.0,0.0,-548.0,0.0,44.0,4.0,-55.0,4.0,-20.0,-64.0,-12.0,338.0,271.0,4570.0
Zobowiązania długoterminowe,2506.0,4399.0,5116.0,4230.0,1553.0,2806.0,3899.0,5757.0,5958.0,13654.0,12396.0,12624.0,17914.0,10867.0,14052.0
Z tytułu dostaw i usług,2689.0,3266.0,2792.0,1850.0,2029.0,4101.0,4734.0,4799.0,5358.0,6747.0,8615.0,4265.0,10178.0,14191.0,14309.0
Kredyty i pożyczki,3831.0,3810.0,3855.0,3707.0,1888.0,1477.0,202.0,11.0,0.0,706.0,2034.0,1096.0,1550.0,7666.0,10811.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,1724.0,1740.0,2156.0,2171.0,1384.0,1283.0,1482.0,1955.0,2479.0,3929.0,4216.0,3811.0,3297.0,2760.0,2566.0
Inne zobowiązania długoterminowe,799.0,847.0,1072.0,971.0,639.0,829.0,372.0,581.0,813.0,6649.0,3080.0,2855.0,10427.0,3350.0,3352.0
Zobowiązania krótkoterminowe,9649.0,10116.0,9852.0,9244.0,8011.0,9587.0,9798.0,8776.0,11133.0,16607.0,20255.0,13377.0,15797.0,32738.0,30138.0
Inne zobowiązania krótkoterminowe,1405.0,1300.0,1049.0,1516.0,2710.0,2726.0,3380.0,2011.0,3296.0,5225.0,5390.0,4205.0,772.0,8121.0,2452.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,30288.0,22133.0,23920.0,23623.0,23259.0,29748.0,30288.0,33361.0,37826.0,48495.0,52532.0,45952.0,59744.0,74225.0,88569.0
Przepływy pieniężne z działalności operacyjnej,2089.0,2805.0,5450.0,5366.0,8065.0,9200.0,8302.0,9210.0,9542.0,14502.0,14966.0,10422.0,9684.0,13745.0,17798.0
Amortyzacja,1866.0,2340.0,2767.0,3955.0,3560.0,2889.0,3157.0,3365.0,3567.0,4479.0,6103.0,5835.0,6673.0,6545.0,6594.0
Przepływy pieniężne z działalności inwestycyjnej,-4789.0,-5012.0,-4813.0,-3569.0,-2208.0,-4601.0,-932.0,-1221.0,-527.0,-4842.0,-2437.0,-3768.0,-8673.0,-7968.0,-14658.0
CAPEX (niematerialne i rzeczowe),3948.0,4430.0,4895.0,3615.0,2333.0,4510.0,813.0,1315.0,579.0,1102.0,2396.0,3878.0,5319.0,8462.0,8231.0
Przepływy pieniężne z działalności finansowej,4218.0,1808.0,234.0,-1563.0,-3061.0,-1074.0,-10867.0,-6858.0,-8848.0,-16095.0,-11884.0,-5913.0,-1104.0,-3077.0,42.0
Emisja akcji,5206.0,697.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,662.0,1327.0,2665.0,7705.0,4020.0,7905.0,6029.0,1555.0,3110.0,5598.0,6782.0
Przepływy pieniężne razem,1518.0,-399.0,871.0,234.0,2796.0,3525.0,-3497.0,1131.0,167.0,-6435.0,645.0,741.0,-93.0,2700.0,3182.0
