,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Należności krótkoterminowe,,77.89,-88.52,1195.63,75.54,4.34,-39.19,-20.36,557.35,-19.52,-30.56,-9.39,263.51,506.69,-81.28,-6.28,12.73
Inwestycje krótkoterminowe,,227.93,-98.68,51933.33,-10.01,97.33,46.06,-8.27,960.32,51.66,8.41,1.75,-26.8,72.95,18.01,-9.11,-1.75
Środki pieniężne i inne aktywa pieniężne,,227.93,-98.68,51933.33,-37.1,173.61,47.71,-13.33,1044.46,41.55,-87.98,55.07,-52.44,1040.22,-26.94,-32.5,-35.91
Pozostałe aktywa obrotowe,,,,15467.71,0.13,-21.68,-29.08,-44.01,169.08,17.58,-2.91,50.41,-9.05,-31.57,2.84,66.29,21.79
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,-100.0,,,,
Aktywa razem,,3.14,48.3,375.53,10.6,9.51,7.27,14.38,170.73,29.83,12.18,14.81,24.61,106.14,-25.42,5.35,14.92
Kapitał własny akcjonariuszy jednostki dominującej,,141.68,-38.63,2045.44,58.9,22.78,9.88,0.91,205.73,51.25,13.64,13.59,10.25,97.83,-13.4,7.34,18.2
Kapitał (fundusz) podstawowy,,200.0,0.0,194.25,14.62,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,4.72,0.08,0.03,-0.85
Udziały (akcje) własne,,,,,,,,,,,,,,,,,100.0
Kapitał (fundusz) zapasowy,,0.0,0.0,34.71,4.87,-1.41,6.88,6.49,0.39,235.28,36.31,34.66,5.57,-0.78,83.99,9.94,9.4
Udziały niekontrolujące,,,,,,,,-100.0,,,,,,,,,
Zobowiązania długoterminowe,,0.0,41527.27,74.23,-52.43,0.18,-30.62,-59.5,761.68,-55.06,-50.09,62.01,276.0,560.44,-78.27,0.2,7.15
Z tytułu dostaw i usług,,-43.67,-86.49,1287.99,19.29,1.24,-27.09,-17.0,10.09,23.75,33.62,33.55,19.94,92.84,-53.76,35.1,-18.42
Kredyty i pożyczki,,,,9339.6,-43.2,-64.6,-99.56,-80.95,-100.0,,,,,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,500.0,42.86,15.42,-6.14,52.69,4995.21,-99.69,201.59,29.47,775.61,36.17,779.71,-62.88,-28.13
Inne zobowiązania długoterminowe,,0.0,-22.73,37864.71,12.44,1.54,-30.8,-63.19,881.03,-55.47,-51.43,63.94,13.47,1927.1,-89.99,15.11,8.28
Zobowiązania krótkoterminowe,,-52.01,25.88,229.16,-26.55,-19.37,2.82,75.11,80.06,-36.73,5.28,24.13,133.03,97.94,-57.8,-10.4,-16.31
Inne zobowiązania krótkoterminowe,,-72.99,605.67,9.36,-67.7,-32.46,315.56,189.65,71.18,-37.68,-7.77,17.93,214.76,100.02,-64.72,-17.61,-14.15
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,
Pasywa razem,,3.14,48.3,375.53,10.6,9.51,7.27,14.38,170.73,29.83,12.18,14.81,24.61,106.14,-25.42,5.35,14.92
Przepływy pieniężne z działalności operacyjnej,,-6029.05,59.08,328.98,-98.2,14329.73,-17.39,-120.93,8148.91,-30.18,-10.7,-42.77,63.44,228.42,35.99,-58.05,50.45
Amortyzacja,,-48.56,-35.44,317.39,28.78,32.31,19.95,0.73,62.75,592.58,-86.23,239.07,125.35,614.02,-60.87,-1.07,136.56
Przepływy pieniężne z działalności inwestycyjnej,,207.41,-2490.02,100.26,-17430.56,98.0,-3201.6,121.64,-1488.91,-387.15,-363.85,66.11,-73.17,35.33,-476.95,45.32,-80.97
CAPEX (niematerialne i rzeczowe),,-78.98,-100.0,,232.6,51.61,0.72,31.86,175.02,346.8,33.14,30.72,149.08,-24.43,-16.31,38.21,28.68
Przepływy pieniężne z działalności finansowej,,1030.11,34.48,-67.42,-95.0,-3720.91,46.35,131.85,-98.34,16685.19,-2346.36,99.31,-15081.3,14.73,-453.41,33.65,69.22
Emisja akcji,,,,64.28,-20.13,-100.0,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,-100.0,,-100.0,,-80.0,-0.82
Przepływy pieniężne razem,,226.91,-236.14,803.39,-137.17,394.37,-24.81,-116.36,17231.24,-43.33,-173.87,124.53,-249.01,1034.89,-129.53,-74.75,62.38
