,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Zysk netto,295.0,1466.0,2342.0,3081.0,3885.0,7048.0,6573.0,7621.0,9147.0,5011.0,499.0,9431.0,17064.0,38545.0,20885.0
Zysk netto akcjonariuszy jednostki dominującej,295.0,1466.0,2342.0,3081.0,3885.0,7048.0,6573.0,7621.0,9147.0,5017.0,499.0,9431.0,7454.0,13229.0,3532.0
Aktywa trwałe,5201.0,1762.0,2730.0,6585.0,6858.0,49003.0,64502.0,62497.0,62545.0,57119.0,54907.0,74121.0,98062.0,209645.0,226208.0
Wartości niematerialne i prawne,661.0,644.0,347.0,3428.0,4242.0,44525.0,46110.0,45395.0,43049.0,44015.0,42123.0,44838.0,69314.0,178354.0,179832.0
Rzeczowe składniki majątku trwałego,863.0,1035.0,2267.0,2544.0,2401.0,3423.0,17357.0,15403.0,13933.0,11668.0,8516.0,26139.0,22785.0,28368.0,43952.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,3677.0,21.0,14.0,456.0,28.0,22.0,0.0,0.0,3473.0,129.0,622.0,106.0,1428.0,1299.0,778.0
Pozostałe aktywa trwałe,0.0,62.0,102.0,157.0,187.0,1033.0,1035.0,1699.0,2090.0,1307.0,3646.0,3038.0,4535.0,1624.0,1646.0
Aktywa obrotowe,3735.0,5153.0,11098.0,8827.0,13921.0,38120.0,51805.0,66292.0,65114.0,79851.0,79513.0,88731.0,180626.0,209495.0,209459.0
Zapasy,527.0,2232.0,1605.0,415.0,349.0,1597.0,7359.0,6690.0,6858.0,8580.0,9622.0,5374.0,1041.0,691.0,553.0
Należności krótkoterminowe,2208.0,2809.0,6836.0,5827.0,8397.0,28314.0,29085.0,43650.0,48983.0,62114.0,59380.0,57814.0,68206.0,118728.0,95905.0
Inwestycje krótkoterminowe,992.0,102.0,2610.0,2436.0,3533.0,6934.0,14915.0,14990.0,7498.0,6485.0,6928.0,25543.0,111379.0,90076.0,113001.0
Środki pieniężne i inne aktywa pieniężne,344.0,36.0,2537.0,2436.0,2860.0,6678.0,14915.0,14990.0,7079.0,5523.0,6170.0,23713.0,111339.0,89406.0,112916.0
Pozostałe aktywa obrotowe,8.0,10.0,47.0,149.0,1642.0,1275.0,446.0,962.0,1775.0,2672.0,3583.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,8936.0,6915.0,13828.0,15412.0,20779.0,87123.0,116307.0,128789.0,127659.0,136970.0,134420.0,162852.0,278688.0,419140.0,435667.0
Kapitał własny akcjonariuszy jednostki dominującej,6254.0,3882.0,8912.0,12005.0,15890.0,55308.0,67135.0,74756.0,81432.0,86731.0,86948.0,95106.0,133000.0,141883.0,84144.0
Kapitał (fundusz) podstawowy,1967.0,1965.0,2176.0,2188.0,2188.0,3482.0,3707.0,3707.0,3707.0,3707.0,3707.0,3707.0,3707.0,3707.0,3707.0
Udziały (akcje) własne,3675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,7948.0,1219.0,4394.0,6736.0,9817.0,33383.0,38412.0,38412.0,38412.0,38412.0,38412.0,38412.0,38412.0,38412.0,38412.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82456.0,115794.0,125400.0
Zobowiązania długoterminowe,0.0,0.0,82.0,39.0,42.0,18848.0,29799.0,25867.0,20030.0,12954.0,8339.0,23615.0,18519.0,84596.0,134147.0
Z tytułu dostaw i usług,1523.0,1402.0,3577.0,1698.0,2922.0,3794.0,7946.0,9923.0,10456.0,17972.0,12905.0,14846.0,19286.0,31956.0,30575.0
Kredyty i pożyczki,399.0,509.0,304.0,1.0,0.0,0.0,1727.0,1747.0,3441.0,3182.0,8266.0,11434.0,56.0,7344.0,27279.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,948.0,658.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,75.0,54.0,1401.0,1495.0,952.0,850.0,200.0,0.0,2637.0,4635.0,7209.0,5975.0
Inne zobowiązania długoterminowe,0.0,0.0,82.0,39.0,0.0,1922.0,13428.0,13575.0,11354.0,7503.0,6197.0,2550.0,954.0,1305.0,1744.0
Zobowiązania krótkoterminowe,2642.0,2655.0,4354.0,2617.0,4323.0,12967.0,19373.0,28166.0,26197.0,37285.0,39133.0,44131.0,44713.0,76867.0,91976.0
Inne zobowiązania krótkoterminowe,720.0,744.0,473.0,843.0,1347.0,7772.0,8205.0,15544.0,10250.0,14983.0,17304.0,15214.0,20736.0,30358.0,28147.0
Rozliczenia międzyokresowe,40.0,378.0,480.0,751.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,8936.0,6915.0,13828.0,15412.0,20779.0,87123.0,116307.0,128789.0,127659.0,136970.0,134420.0,162852.0,278688.0,419140.0,435667.0
Przepływy pieniężne z działalności operacyjnej,252.0,239.0,676.0,3345.0,2385.0,-72.0,14305.0,5861.0,7486.0,8531.0,5927.0,25719.0,26082.0,45640.0,55155.0
Amortyzacja,473.0,353.0,557.0,693.0,1147.0,1734.0,2899.0,6582.0,7327.0,7888.0,8396.0,8300.0,8331.0,12950.0,14451.0
Przepływy pieniężne z działalności inwestycyjnej,-1026.0,-605.0,-66.0,-3030.0,-1857.0,10404.0,-7736.0,-995.0,-5588.0,-3177.0,-3400.0,-2629.0,-27987.0,-126719.0,-19771.0
CAPEX (niematerialne i rzeczowe),1086.0,584.0,68.0,2590.0,1723.0,514.0,7813.0,1599.0,1713.0,3042.0,1953.0,1967.0,12296.0,99474.0,12095.0
Przepływy pieniężne z działalności finansowej,-2299.0,58.0,1862.0,-395.0,-97.0,14285.0,1661.0,-4791.0,-9809.0,-6910.0,-1880.0,-3742.0,89531.0,59146.0,-11874.0
Emisja akcji,698.0,0.0,2688.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2471.0,0.0,0.0,0.0,3954.0,3954.0,12536.0
Przepływy pieniężne razem,-3073.0,-308.0,2472.0,-80.0,431.0,24617.0,8230.0,75.0,-7911.0,-1556.0,647.0,19348.0,87626.0,-21933.0,23510.0
