,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Aktywa trwałe,,5.94,3.1,5.18,0.7,2.16,6.24,8.17,-4.97,9.05,15.74,6.68,-2.56,2.22,-0.39,8.29,9.21
Wartości niematerialne i prawne,,2.48,7.96,32.15,7.05,113.18,55.27,6.27,18.48,-27.77,96.17,-18.35,-29.73,-12.11,5.57,6.45,168.87
Rzeczowe składniki majątku trwałego,,4.21,3.0,6.41,3.7,1.78,5.46,7.83,-5.37,9.13,14.12,6.23,-2.06,3.37,-1.55,5.84,7.09
Należności długoterminowe,,14.22,5.11,4.69,-20.68,1.83,19.01,-96.68,992.31,66.9,-33.33,6.33,7.14,6.11,6.81,9.31,13.9
Inwestycje długoterminowe,,85.52,-7.84,-3.15,-87.63,-46.06,-45.09,1.79,15.79,1145.45,64.48,62.5,-47.52,-63.49,240.62,-69.11,92.55
Pozostałe aktywa trwałe,,-11.55,35.09,-38.03,33.18,4.59,22.13,70.3,-12.73,-29.02,17.74,-8.09,84.63,9.83,-15.75,151.54,6.03
Aktywa obrotowe,,-5.78,92.32,-41.23,95.16,-21.1,15.19,7.73,-16.47,14.42,-28.95,-3.99,37.8,19.86,50.55,49.8,3.1
Zapasy,,41.19,12.7,-14.21,19.69,69.55,39.53,20.69,10.84,-4.5,-26.01,6.44,76.18,-11.25,29.58,53.65,47.75
Należności krótkoterminowe,,0.47,15.81,-5.66,56.91,-41.71,15.84,-4.52,30.25,64.82,-43.92,15.29,18.82,-1.11,63.3,18.43,23.18
Inwestycje krótkoterminowe,,-25.84,225.31,-62.93,159.59,3.61,-21.19,4.02,-50.63,-13.9,-1.57,-47.12,17.48,181.22,58.46,75.34,-52.01
Środki pieniężne i inne aktywa pieniężne,,-21.48,260.27,-64.6,48.41,18.34,24.12,5.54,-50.59,-14.01,-4.38,-49.8,2.5,219.04,60.73,76.55,-49.25
Pozostałe aktywa obrotowe,,36.28,24.95,16.56,112.32,-233.63,158.52,33.69,-40.81,-30.55,-6.01,34.53,15.02,32.07,55.19,78.95,43.35
Aktywa trwałe przeznaczone do sprzedaży,,,65.18,32.56,336.7,-71.62,-14.76,100.0,0.0,-25.0,0.0,-25.0,-77.78,250.0,85.71,46.15,-100.0
Aktywa razem,,4.16,15.37,-5.46,14.16,-3.5,8.02,8.08,-7.41,10.08,6.86,5.27,2.3,5.08,9.03,18.9,7.25
Kapitał własny akcjonariuszy jednostki dominującej,,7.33,36.65,18.98,9.91,-0.11,6.94,2.82,-9.93,5.85,5.88,3.41,-9.5,0.54,11.7,12.73,-12.45
Kapitał (fundusz) podstawowy,,0.0,17.65,8.07,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Udziały (akcje) własne,,,,,0.0,-100.0,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,7.93,159.48,23.45,27.14,13.26,-7.71,3.24,40.93,5.54,11.64,29.65,-1.02,-6.4,9.47,24.29,12.36
Udziały niekontrolujące,,-9.82,4.28,-92.2,-30.8,-28.6,-9.42,-56.72,-17.24,0.0,1113.54,-7.81,-21.04,15.92,-18.92,6.02,16.09
Zobowiązania długoterminowe,,-9.07,2.55,-26.25,0.22,17.45,13.91,45.55,-5.38,27.88,-1.35,-7.8,46.71,1.71,-18.19,-14.72,45.21
Z tytułu dostaw i usług,,-34.87,-2.55,0.0,13.27,7.58,-22.2,26.1,234.61,-9.86,-9.14,11.82,0.64,-3.63,31.31,45.77,13.45
Kredyty i pożyczki,,128.44,-68.07,-5.67,-23.75,16.31,-34.93,-32.39,-18.49,41.24,294.89,174.86,-67.52,-4.49,56.07,-1.06,111.18
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,97.26,-44.79,122.3,48.85,-17.52,-98.45,387.5,-70.94,-100.0,,,,,,,
Inne zobowiązania długoterminowe,,6.74,13.01,-5.44,8.88,25.79,3.66,22.23,-12.67,-9.51,12.87,10.37,28.33,6.54,-23.07,-9.0,41.35
Zobowiązania krótkoterminowe,,38.34,-22.16,12.95,57.38,-30.42,7.93,-6.73,4.38,1.49,16.67,40.76,-6.44,26.99,45.14,61.93,19.59
Inne zobowiązania krótkoterminowe,,20.12,36.88,3.55,94.83,-45.27,72.32,-10.95,-40.96,12.55,10.62,10.66,47.63,50.27,48.43,75.92,13.75
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,
Pasywa razem,,4.16,15.37,-5.46,14.16,-3.5,8.02,8.08,-7.41,10.08,6.86,5.27,2.3,5.08,9.03,18.9,7.25
Przepływy pieniężne z działalności operacyjnej,,-5.22,35.5,-9.43,5.01,-1.43,16.05,-20.25,7.01,-5.7,24.14,-35.69,33.67,50.38,-27.3,55.7,-71.84
Amortyzacja,,-32.71,2.09,0.63,2.08,7.73,2.12,1.41,290.77,-67.3,4.3,-3.4,190.68,-59.72,-3.2,-1.13,208.46
Przepływy pieniężne z działalności inwestycyjnej,,-55.05,33.35,-105.82,55.46,41.36,-193.05,-10.13,-36.5,-23.99,27.04,16.85,-6.19,12.06,27.66,-67.07,-56.95
CAPEX (niematerialne i rzeczowe),,13.45,-2.47,12.44,-0.08,-2.65,4.99,38.04,34.97,-7.8,-23.49,5.3,8.04,-14.15,-21.05,42.27,46.12
Przepływy pieniężne z działalności finansowej,,80.87,459.34,-316.6,43.79,-79.24,74.27,126.64,-545.42,402.77,-107.15,133.21,-15.38,-1862.34,61.09,259.28,176.81
Emisja akcji,,,,-100.01,100.0,,-100.0,,,,,,,,,,
Dywidenda,,84.72,189.18,28.74,-10.73,148.58,-54.08,28.01,-100.0,,,,,,,,
Przepływy pieniężne razem,,0.53,1049.97,-189.23,126.24,-42.56,54.6,-72.28,-1060.12,85.89,73.56,-1006.09,102.52,8843.75,-10.52,101.25,-213.58
