,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Z tytułu dostaw i usług,14343.0,16591.0,21877.0,20871.0,32842.0,40205.0,30795.0,28188.0,23725.0,22876.0,27233.0,25456.0,23551.0,29340.0,27663.0,17408.0,1962.0
Kredyty i pożyczki,283.0,13513.0,6177.0,11434.0,20927.0,35210.0,39624.0,21235.0,31871.0,34520.0,46895.0,36840.0,31085.0,25444.0,8350.0,1433.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,175.0,365.0,6022.0,6111.0,182.0,5.0,0.0,29.0,100.0,86.0,71.0,186.0,78.0
Inne zobowiązania długoterminowe,0.0,0.0,441.0,244.0,1014.0,765.0,1763.0,53.0,18.0,318.0,547.0,418.0,189.0,97.0,69.0,44.0,19.0
Zobowiązania krótkoterminowe,17543.0,35572.0,42959.0,54031.0,57768.0,100477.0,82361.0,95542.0,67399.0,80250.0,104538.0,106249.0,70622.0,67011.0,59675.0,25273.0,9041.0
Inne zobowiązania krótkoterminowe,2917.0,5468.0,14905.0,21726.0,3824.0,24697.0,5920.0,40008.0,11621.0,22849.0,30410.0,43924.0,15886.0,12141.0,23591.0,6246.0,7001.0
Rozliczenia międzyokresowe,698.0,1889.0,3323.0,6944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,26991.0,49705.0,65442.0,153470.0,164964.0,201854.0,179733.0,136197.0,108294.0,90977.0,98944.0,92188.0,60282.0,61686.0,63893.0,25121.0,19716.0
Przepływy pieniężne z działalności operacyjnej,1754.0,-13881.0,15109.0,-26952.0,5038.0,3578.0,-8912.0,13881.0,8205.0,711.0,1096.0,8416.0,-6587.0,-2760.0,-2913.0,-510.0,-234.0
Amortyzacja,480.0,659.0,360.0,385.0,419.0,852.0,938.0,1043.0,1035.0,763.0,1193.0,1175.0,1069.0,837.0,229.0,182.0,177.0
Przepływy pieniężne z działalności inwestycyjnej,1150.0,-655.0,-397.0,43207.0,-8826.0,4068.0,-3211.0,33582.0,-593.0,251.0,2750.0,15733.0,8983.0,4223.0,14727.0,40.0,-735.0
CAPEX (niematerialne i rzeczowe),443.0,1107.0,570.0,43402.0,5170.0,197.0,2444.0,2347.0,9329.0,273.0,19.0,57.0,388.0,4122.0,319.0,0.0,60.0
Przepływy pieniężne z działalności finansowej,-3322.0,14344.0,9675.0,70324.0,-3609.0,2097.0,3006.0,-39744.0,-7435.0,-1530.0,-3272.0,-13903.0,-8121.0,634.0,-11220.0,-14879.0,-1637.0
Emisja akcji,0.0,0.0,0.0,28463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,3682.0,1484.0,794.0,1220.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,-418.0,-192.0,24387.0,86579.0,-7397.0,9743.0,-9117.0,7719.0,177.0,-568.0,574.0,10246.0,-5725.0,2097.0,594.0,-15349.0,-2606.0
