,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,
Pasywa razem,,7.76,3.48,97.57,8.0,-0.75,-0.1,-11.81,15.27,0.61,30.55,18.04,15.01,-14.31,-0.77,24.62,29.66
Przepływy pieniężne z działalności operacyjnej,,152.47,0.74,130.91,45.34,-3.76,77.77,-57.77,-62.97,-31.85,449.55,-10.39,-3.4,-50.48,278.05,32.0,59.75
Amortyzacja,,23.0,17.17,5.03,27.66,47.8,48.18,6.17,-29.79,47.23,-25.83,5.41,90.53,32.01,4.32,21.59,14.49
Przepływy pieniężne z działalności inwestycyjnej,,-47.05,19.24,-238.7,-171.04,87.78,-272.52,-3.47,44.6,21.47,-100.08,27.13,-191.35,121.89,88.09,-191.0,-12.21
CAPEX (niematerialne i rzeczowe),,62.38,-48.72,211.22,111.39,-16.49,75.58,-40.42,-54.04,-48.6,64.46,-0.24,313.21,-81.65,-74.25,721.17,3.94
Przepływy pieniężne z działalności finansowej,,-1122.73,-674.67,667.24,-163.05,-48.57,-8.49,99.65,-171.43,40.0,-1707.02,-37.09,-82.08,-211.4,-38.76,-0.32,-33.44
Emisja akcji,,,,,-100.0,,,,,,,,,,,,
Dywidenda,,-68.32,28.12,3958.54,185.7,49.58,41.12,-100.0,,,,,-72.52,-100.0,,-100.0,
Przepływy pieniężne razem,,14550.0,-136.79,3787.46,-177.23,79.06,109.1,436.42,-183.94,-8.99,480.68,0.03,-257.22,65.12,556.91,-43.22,164.07
