,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Kapitał (fundusz) podstawowy,,16.48,-0.93,-2.78,11.71,-7.44,1.44,137.09,-0.02,3.81,-5.72,3.1,-0.97,8.37,-0.33,1.97
Udziały (akcje) własne,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,20.16,5.75,-2.81,11.53,-17.32,1.44,10.95,-0.02,3.81,-5.72,3.1,-0.97,8.37,-0.33,1.97
Udziały niekontrolujące,,,-100.0,,-63.03,-91.76,-14.14,13.97,13.97,-100.0,,,,,,
Zobowiązania długoterminowe,,318.57,10.33,73.51,-7.32,-67.04,-99.71,79077.71,-35.67,-0.97,-93.24,13.03,11.25,-100.0,,
Z tytułu dostaw i usług,,39.05,-15.31,-45.6,170.69,-70.37,-71.8,-20.0,17.41,247.68,-92.6,-90.64,75.65,-33.14,89.02,-74.04
Kredyty i pożyczki,,19669.26,150.55,27.11,41.85,-35.64,-15.12,-77.41,-15.84,56.57,-100.0,,,201.04,102.36,40.51
Z tytułu emisji dłużnych papierów wartościowych,,,,797.12,-9.98,14.79,147.36,-100.0,,-38.46,133.69,-32.37,11.7,9.16,14.38,0.68
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,
Inne zobowiązania długoterminowe,,176.32,-59.24,122.13,343.39,-73.65,-94.6,4281.11,-5.76,-5.6,-12.52,13.03,11.25,-100.0,,
Zobowiązania krótkoterminowe,,53.42,83.63,44.41,34.51,-32.47,22.81,-85.05,122.29,-9.02,5.98,-33.33,16.56,17.14,23.94,7.69
Inne zobowiązania krótkoterminowe,,-48.69,-8.62,20.73,30.08,-47.0,23.89,-52.08,-48.61,-51.27,-48.01,-73.61,-6.08,-7.08,3.57,3.41
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,
Pasywa razem,,46.68,8.84,29.76,5.45,-39.2,-32.92,-18.22,-15.91,-14.69,-58.83,-54.61,-10.3,-75.78,-21.77,-13.97
Przepływy pieniężne z działalności operacyjnej,,79.63,-121.24,29.46,-22.25,47.05,111.33,40.65,-131.59,469.67,-104.05,-1202.38,84.22,34.79,-135.69,92.49
Amortyzacja,,323.16,955.08,-75.56,529.12,46.49,-99.46,138.59,-79.64,-65.22,-74.67,787.76,-87.86,-100.0,,
Przepływy pieniężne z działalności inwestycyjnej,,-677.89,90.87,-331.31,66.21,2512.64,-73.53,-97.24,90.13,-99.36,581424.22,-97.38,-69.11,36.22,323.3,59.0
CAPEX (niematerialne i rzeczowe),,-75.58,-41.9,-63.24,279.1,-70.9,-84.72,-83.56,6773.71,-100.0,,-100.0,,,,
Przepływy pieniężne z działalności finansowej,,35.82,-48.57,21.56,-78.8,-613.0,49.62,96.2,-630.67,-12.33,-187.07,30.1,99.38,100.0,,
Emisja akcji,,,,-100.0,,,,,,,,,,,,
Dywidenda,,,-100.0,,,-100.0,,,,,,,,,,
Przepływy pieniężne razem,,164.05,-129.11,161.91,-674.81,107.21,-258.52,177.7,-347.91,42.21,469.3,-212.17,99.35,292.26,508.27,116.86
