,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Zysk netto,355.0,171.0,-2501.0,-317.0,689.0,414.0,687.0,863.0,302.0,1645.0,1721.0,1349.0,2141.0,1859.0,5281.0,7461.0,8005.0
Zysk netto akcjonariuszy jednostki dominującej,355.0,171.0,-2501.0,-317.0,689.0,414.0,687.0,863.0,302.0,1645.0,1721.0,1349.0,2141.0,1859.0,5281.0,7461.0,8005.0
Aktywa trwałe,332.0,690.0,464.0,621.0,862.0,880.0,1020.0,1320.0,1123.0,1139.0,1208.0,1274.0,1232.0,1786.0,1868.0,9322.0,10591.0
Wartości niematerialne i prawne,6.0,69.0,61.0,210.0,245.0,212.0,145.0,642.0,517.0,472.0,166.0,220.0,130.0,74.0,47.0,32.0,33.0
Rzeczowe składniki majątku trwałego,175.0,407.0,305.0,306.0,541.0,562.0,604.0,597.0,520.0,501.0,637.0,735.0,671.0,1144.0,1076.0,1314.0,1070.0
Należności długoterminowe,4.0,54.0,50.0,50.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,48.0,48.0,52.0,133.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7067.0,8504.0
Pozostałe aktywa trwałe,147.0,160.0,48.0,55.0,76.0,81.0,246.0,56.0,61.0,141.0,380.0,294.0,406.0,520.0,697.0,857.0,851.0
Aktywa obrotowe,2830.0,8809.0,4652.0,3986.0,4711.0,4959.0,5086.0,5559.0,5455.0,7496.0,8963.0,9683.0,11521.0,12903.0,18077.0,12800.0,12130.0
Zapasy,1.0,1.0,0.0,120.0,116.0,24.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Należności krótkoterminowe,1457.0,1874.0,474.0,482.0,682.0,812.0,459.0,1096.0,631.0,1332.0,1331.0,1304.0,1851.0,2090.0,2658.0,3770.0,4554.0
Inwestycje krótkoterminowe,987.0,6689.0,4033.0,3205.0,3473.0,4077.0,4422.0,4402.0,4720.0,6063.0,7320.0,8002.0,9398.0,10595.0,15215.0,8795.0,7273.0
Środki pieniężne i inne aktywa pieniężne,987.0,6689.0,4033.0,3205.0,3473.0,4077.0,2096.0,2076.0,1459.0,3725.0,4928.0,4064.0,8077.0,7187.0,15215.0,4748.0,3046.0
Pozostałe aktywa obrotowe,385.0,245.0,145.0,179.0,440.0,46.0,56.0,61.0,104.0,101.0,312.0,377.0,272.0,218.0,204.0,235.0,296.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,3162.0,9499.0,5116.0,4607.0,5573.0,5839.0,6106.0,6879.0,6578.0,8635.0,10171.0,10957.0,12753.0,14689.0,19945.0,22122.0,22721.0
Kapitał własny akcjonariuszy jednostki dominującej,1753.0,8073.0,3893.0,3610.0,4305.0,4434.0,4928.0,5354.0,5158.0,6621.0,7509.0,8027.0,8758.0,9593.0,12379.0,13715.0,12852.0
Kapitał (fundusz) podstawowy,500.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0
Udziały (akcje) własne,0.0,0.0,-1762.0,-1762.0,-1404.0,-1404.0,-964.0,-964.0,-524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,806.0,7140.0,5510.0,3009.0,2693.0,2950.0,3261.0,3557.0,3915.0,4025.0,4582.0,4766.0,5604.0,6272.0,7042.0,996.0,1097.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z tytułu dostaw i usług,174.0,261.0,148.0,114.0,208.0,255.0,295.0,582.0,448.0,404.0,346.0,0.0,509.0,477.0,0.0,0.0,0.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,19.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania krótkoterminowe,1324.0,1237.0,1131.0,856.0,946.0,1124.0,953.0,1314.0,1218.0,1434.0,1887.0,2122.0,2411.0,2847.0,3847.0,4736.0,5751.0
Inne zobowiązania krótkoterminowe,1131.0,965.0,982.0,742.0,738.0,869.0,658.0,732.0,770.0,1030.0,1541.0,2122.0,1902.0,2370.0,3847.0,4736.0,5751.0
Rozliczenia międzyokresowe,35.0,189.0,92.0,141.0,322.0,281.0,225.0,211.0,202.0,580.0,775.0,808.0,1584.0,2249.0,3719.0,3671.0,4118.0
Pasywa razem,3162.0,9499.0,5116.0,4607.0,5573.0,5839.0,6106.0,6879.0,6578.0,8635.0,10171.0,10957.0,12753.0,14689.0,19945.0,22122.0,22721.0
Przepływy pieniężne z działalności operacyjnej,90.0,143.0,-1160.0,-320.0,475.0,994.0,707.0,1279.0,1254.0,1847.0,2461.0,2034.0,2636.0,3098.0,7691.0,7405.0,8132.0
Amortyzacja,165.0,171.0,186.0,179.0,229.0,322.0,335.0,402.0,554.0,455.0,421.0,432.0,457.0,515.0,706.0,578.0,614.0
Przepływy pieniężne z działalności inwestycyjnej,-58.0,-456.0,-86.0,-327.0,-497.0,-380.0,-2535.0,-883.0,-1254.0,584.0,-394.0,-2080.0,2343.0,-3001.0,2837.0,-11599.0,-846.0
CAPEX (niematerialne i rzeczowe),62.0,473.0,51.0,334.0,453.0,306.0,322.0,905.0,360.0,390.0,419.0,584.0,303.0,932.0,615.0,800.0,371.0
Przepływy pieniężne z działalności finansowej,-70.0,6020.0,-1417.0,-181.0,283.0,-87.0,-67.0,-437.0,-497.0,-183.0,-832.0,-832.0,-960.0,-1024.0,-2496.0,-6272.0,-8960.0
Emisja akcji,0.0,0.0,0.0,0.0,0.0,147.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,431.0,246.0,437.0,505.0,192.0,832.0,832.0,960.0,1024.0,2496.0,6272.0,8960.0
Przepływy pieniężne razem,-38.0,5707.0,-2663.0,-828.0,261.0,527.0,-1895.0,-41.0,-497.0,2248.0,1235.0,-878.0,4019.0,-927.0,8032.0,-10466.0,-1674.0
