,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Kapitał (fundusz) podstawowy,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,0.0,20.32,0.0,31.34,0.0,45.64,100.0,,,,,,,
Kapitał (fundusz) zapasowy,,785.86,-22.83,-45.39,-10.5,9.54,10.54,9.08,10.06,2.81,13.84,4.02,17.58,11.92,12.28,-85.86,10.14
Udziały niekontrolujące,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,-100.0,,,,,,,,,,,,,,,
Z tytułu dostaw i usług,,50.0,-43.3,-22.97,82.46,22.6,15.69,97.29,-23.02,-9.82,-14.36,-100.0,,-6.29,-100.0,,
Kredyty i pożyczki,,,,,,,,,,,,,,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,-42.11,-90.91,-100.0,,,,,,,,,,,,,
Inne zobowiązania długoterminowe,,,,,,,,,,,,,,,,,
Zobowiązania krótkoterminowe,,-6.57,-8.57,-24.31,10.51,18.82,-15.21,37.88,-7.31,17.73,31.59,12.45,13.62,18.08,35.12,23.11,21.43
Inne zobowiązania krótkoterminowe,,-14.68,1.76,-24.44,-0.54,17.75,-24.28,11.25,5.19,33.77,49.61,37.7,-10.37,24.61,62.32,23.11,21.43
Rozliczenia międzyokresowe,,440.0,-51.32,53.26,128.37,-12.73,-19.93,-6.22,-4.27,187.13,33.62,4.26,96.04,41.98,65.36,-1.29,12.18
Pasywa razem,,200.41,-46.14,-9.95,20.97,4.77,4.57,12.66,-4.38,31.27,17.79,7.73,16.39,15.18,35.78,10.92,2.71
Przepływy pieniężne z działalności operacyjnej,,58.89,-911.19,72.41,248.44,109.26,-28.87,80.91,-1.95,47.29,33.24,-17.35,29.6,17.53,148.26,-3.72,9.82
Amortyzacja,,3.64,8.77,-3.76,27.93,40.61,4.04,20.0,37.81,-17.87,-7.47,2.61,5.79,12.69,37.09,-18.13,6.23
Przepływy pieniężne z działalności inwestycyjnej,,-686.21,81.14,-280.23,-51.99,23.54,-567.11,65.17,-42.02,146.57,-167.47,-427.92,212.64,-228.08,194.54,-508.85,92.71
CAPEX (niematerialne i rzeczowe),,662.9,-89.22,554.9,35.63,-32.45,5.23,181.06,-60.22,8.33,7.44,39.38,-48.12,207.59,-34.01,30.08,-53.62
Przepływy pieniężne z działalności finansowej,,8700.0,-123.54,87.23,256.35,-130.74,22.99,-552.24,-13.73,63.18,-354.64,0.0,-15.38,-6.67,-143.75,-151.28,-42.86
Emisja akcji,,,,,,,-63.95,-100.0,,,,,,,,,
Dywidenda,,,,,,,-42.92,77.64,15.56,-61.98,333.33,0.0,15.38,6.67,143.75,151.28,42.86
Przepływy pieniężne razem,,15118.42,-146.66,68.91,131.52,101.92,-459.58,97.84,-1112.2,552.31,-45.06,-171.09,557.74,-123.07,966.45,-230.3,84.01
