,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Wartości niematerialne i prawne,702.0,2217.0,3356.0,5139.0,1117.0,5272.0,5514.0,8493.0,13384.0,7952.0,2225.0,1101.0,15602.0,15602.0,15602.0,15602.0
Rzeczowe składniki majątku trwałego,100.0,323.0,471.0,479.0,1085.0,1108.0,532.0,241.0,514.0,414.0,346.0,935.0,79.0,0.0,0.0,0.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,356.0,261.0,97.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,200.0,0.0,0.0,422.0,450.0,507.0,6346.0,2596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pozostałe aktywa trwałe,28.0,15.0,19.0,24.0,61.0,64.0,132.0,63.0,267.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa obrotowe,292.0,546.0,1094.0,1841.0,17307.0,12207.0,4882.0,6598.0,7216.0,3182.0,2057.0,7023.0,1172.0,1594.0,1283.0,2748.0
Zapasy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270.0,1753.0,1872.0,1511.0,3452.0,106.0,1169.0,0.0,1421.0
Należności krótkoterminowe,199.0,234.0,485.0,626.0,851.0,1082.0,945.0,1526.0,1410.0,986.0,316.0,2507.0,129.0,73.0,489.0,381.0
Inwestycje krótkoterminowe,91.0,85.0,588.0,170.0,16395.0,11076.0,3905.0,3682.0,3946.0,209.0,21.0,817.0,785.0,3.0,794.0,946.0
Środki pieniężne i inne aktywa pieniężne,91.0,85.0,588.0,170.0,16395.0,11076.0,3881.0,3658.0,1229.0,209.0,21.0,817.0,785.0,3.0,794.0,946.0
Pozostałe aktywa obrotowe,2.0,227.0,21.0,1045.0,61.0,49.0,32.0,120.0,107.0,115.0,209.0,247.0,152.0,349.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,1322.0,3101.0,4940.0,7905.0,20020.0,19158.0,17406.0,18006.0,21737.0,11842.0,4725.0,9059.0,16853.0,17196.0,16885.0,18350.0
Kapitał własny akcjonariuszy jednostki dominującej,924.0,2530.0,4062.0,6568.0,17212.0,16581.0,15129.0,14966.0,16066.0,5456.0,1490.0,-4636.0,14844.0,13930.0,15788.0,17960.0
Kapitał (fundusz) podstawowy,79.0,576.0,576.0,586.0,756.0,756.0,748.0,1845.0,1845.0,1845.0,2600.0,3200.0,7364.0,7364.0,7564.0,7564.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,900.0,1108.0,2056.0,3506.0,23762.0,23264.0,23264.0,31719.0,32475.0,32475.0,35629.0,38028.0,55502.0,3184.0,3125.0,3927.0
Udziały niekontrolujące,0.0,13.0,7.0,18.0,26.0,0.0,0.0,49.0,175.0,114.0,7.0,-96.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,0.0,138.0,208.0,130.0,341.0,352.0,96.0,0.0,0.0,0.0,0.0,359.0,721.0,2797.0,0.0,0.0
Z tytułu dostaw i usług,204.0,167.0,260.0,654.0,785.0,1532.0,1228.0,1740.0,2942.0,3133.0,2500.0,2315.0,59.0,170.0,112.0,101.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,2035.0,16.0,10154.0,904.0,102.0,0.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,56.0,103.0,129.0,182.0,300.0,217.0,82.0,8.0,0.0,0.0,304.0,0.0,0.0,785.0,0.0
Inne zobowiązania długoterminowe,0.0,13.0,11.0,11.0,63.0,38.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania krótkoterminowe,398.0,419.0,663.0,1189.0,2441.0,2225.0,2181.0,2991.0,5496.0,6272.0,3228.0,13432.0,1288.0,469.0,1097.0,390.0
Inne zobowiązania krótkoterminowe,194.0,196.0,300.0,406.0,1474.0,393.0,736.0,1169.0,1431.0,1104.0,712.0,659.0,325.0,197.0,200.0,289.0
Rozliczenia międzyokresowe,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,1322.0,3101.0,4940.0,7905.0,20020.0,19158.0,17406.0,18006.0,21737.0,11842.0,4725.0,9059.0,16853.0,17196.0,16885.0,18350.0
Przepływy pieniężne z działalności operacyjnej,1043.0,1043.0,1966.0,2312.0,4136.0,-77.0,-668.0,-2444.0,-2158.0,-3477.0,-4380.0,-8808.0,-3809.0,-2224.0,1634.0,908.0
Amortyzacja,113.0,232.0,507.0,875.0,1481.0,697.0,873.0,955.0,534.0,1877.0,366.0,598.0,172.0,28.0,0.0,0.0
Przepływy pieniężne z działalności inwestycyjnej,-824.0,-1046.0,-1348.0,-2577.0,-6021.0,-4607.0,-6221.0,2434.0,-1386.0,-102.0,1800.0,14.0,389.0,8.0,0.0,0.0
CAPEX (niematerialne i rzeczowe),632.0,1067.0,1579.0,2574.0,6021.0,4823.0,669.0,1331.0,1394.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne z działalności finansowej,0.0,-3.0,-115.0,-153.0,18110.0,-635.0,-306.0,-213.0,1115.0,2559.0,2392.0,9590.0,3529.0,1434.0,-843.0,-756.0
Emisja akcji,0.0,49.0,0.0,0.0,18361.0,0.0,0.0,0.0,0.0,1030.0,3109.0,0.0,0.0,0.0,1400.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,219.0,-6.0,503.0,-418.0,16225.0,-5319.0,-7195.0,-223.0,-2429.0,-1020.0,-188.0,796.0,109.0,-782.0,791.0,152.0
