,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Należności długoterminowe,,,,211.76,3.77,-18.18,0.0,4.44,-27.66,0.0,5.88,-83.33,-100.0,,,
Inwestycje długoterminowe,,8.14,205.31,27.59,11.72,9.73,9.26,-8.59,28.57,-53.97,-87.21,-31.51,221.31,-69.4,-99.34,36750.0
Pozostałe aktywa trwałe,,59.05,-52.87,14.39,-5.54,297.29,13.07,-17.79,13.39,-75.2,-45.65,-34.0,100.61,-98.79,-100.0,
Aktywa obrotowe,,-0.45,15.61,104.37,-25.9,1.13,-53.83,-43.19,-45.6,-82.02,3001.53,-58.05,-68.78,-28.59,-23.63,1195.38
Zapasy,,,,,,,,,,,,,,,,
Należności krótkoterminowe,,11.69,21.34,135.24,-39.88,-7.65,-69.64,-20.82,-93.36,-37.69,2633.33,-69.06,-62.04,19.62,127.65,432.49
Inwestycje krótkoterminowe,,20.53,0.6,65.02,-2.34,-2.05,-71.89,16.9,-10.88,-87.15,5988.75,-60.13,-66.5,-37.28,-81.25,554.25
Środki pieniężne i inne aktywa pieniężne,,29.88,6.26,25.77,-26.62,-48.75,-66.86,73.71,-51.91,-76.47,3.75,-25.3,-14.52,-100.0,,2927.78
Pozostałe aktywa obrotowe,,-56.6,29.17,19.75,56.08,48.85,-75.37,-8.27,-89.58,123.88,14.0,-2.34,-83.83,-74.07,-28.57,128840.0
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,-100.0,,-100.0,,,-100.0,,,
Aktywa razem,,11.27,31.16,11.1,-5.2,1.6,-12.52,-19.71,-1.03,-56.83,-5.35,-54.32,-4.05,-29.97,-62.01,842.62
Kapitał własny akcjonariuszy jednostki dominującej,,0.2,31.41,29.43,-12.1,0.23,-1.51,-19.49,-4.37,-69.78,-1.67,-67.46,99.03,-41.62,-61.8,648.86
Kapitał (fundusz) podstawowy,,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,27.7,3.5,59.38
Udziały (akcje) własne,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.8,0.0,0.0,-58.84
Udziały niekontrolujące,,21.28,123.02,-62.63,-19.64,29.81,-41.82,-69.12,-99.83,0.0,300.0,775.0,-100.0,,,
Zobowiązania długoterminowe,,-23.1,-16.9,-3.16,-46.44,-24.62,0.29,-68.3,2938.18,-68.16,-6.95,-69.19,-9.51,-21.74,-34.26,1078.87
Z tytułu dostaw i usług,,-48.46,79.09,-39.74,65.74,53.32,-58.84,-12.25,-96.0,14.08,134.57,-3.16,-50.0,1082.61,-72.7,166.33
Kredyty i pożyczki,,-42.57,168.97,58.33,96.36,31.34,10.77,-0.09,22.38,34.19,-12.89,-54.55,-75.13,-100.0,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,
Inne zobowiązania długoterminowe,,-9.43,-47.02,81.46,-30.8,-22.6,0.29,-68.3,2483.64,-62.56,-6.95,-69.19,-9.51,-21.74,-34.26,607.75
Zobowiązania krótkoterminowe,,63.05,-4.29,21.41,30.2,0.63,-34.6,-7.39,-23.9,6.06,-9.7,-34.54,-71.98,23.45,-67.19,1271.53
Inne zobowiązania krótkoterminowe,,446.78,-36.05,63.07,7.26,-33.98,-40.06,-13.12,-38.42,-75.82,9.17,207.12,-69.35,-49.73,-34.95,2219.83
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,
Pasywa razem,,11.27,31.16,11.1,-5.2,1.6,-12.52,-19.71,-1.03,-56.83,-5.35,-54.32,-4.05,-29.97,-62.01,842.62
Przepływy pieniężne z działalności operacyjnej,,145.04,-20.3,-142.45,423.43,-16.79,-56.13,-264.64,27.29,-13.72,20.89,55.68,-3.81,164.6,-398.69,267.84
Amortyzacja,,-18.48,-26.3,-35.15,8.01,0.57,41.59,12.42,-96.56,6.9,-58.06,-69.23,0.0,100.0,137.5,1184.21
Przepływy pieniężne z działalności inwestycyjnej,,-309.76,15.56,-28.33,-32.07,-48.68,72.28,221.82,-139.61,184.76,-82.02,1464.71,-96.74,-1548.72,111.33,-2702.34
CAPEX (niematerialne i rzeczowe),,-64.46,284.59,-80.76,16.28,-11.42,100.13,-95.64,-92.75,20.0,66.67,-100.0,,1059.62,-84.58,152.69
Przepływy pieniężne z działalności finansowej,,0.0,-45.47,1959.21,-95.44,1083.46,-105.56,170.76,1842.15,-64.38,66.19,-224.51,138.05,-6.07,-83.84,1459.0
Emisja akcji,,-80.12,-29.43,-5.21,171.75,184.91,-100.0,,,,,,,,-83.84,1629.0
Dywidenda,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,106.77,-72.78,337.25,-229.9,-34.41,29.71,136.54,-222.33,29.16,101.15,-800.0,233.33,-289.29,-2050.94,145.96
