,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Inwestycje krótkoterminowe,11715.0,8764.0,3310.0,2555.0,3197.0,11189.0,5223.0,2788.0,815.0,221.0,469.0,1048.0,1722.0,1460.0,1592.0,22237.0
Środki pieniężne i inne aktywa pieniężne,11715.0,8764.0,3310.0,2555.0,3197.0,11189.0,5190.0,2788.0,815.0,221.0,469.0,1048.0,1722.0,1460.0,1592.0,22237.0
Pozostałe aktywa obrotowe,68.0,98.0,127.0,107.0,393.0,366.0,476.0,1284.0,1386.0,1462.0,521.0,274.0,136.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,16518.0,17092.0,16819.0,18050.0,11589.0,20556.0,16863.0,15157.0,14283.0,11103.0,6803.0,11740.0,10950.0,11151.0,12579.0,24132.0
Kapitał własny akcjonariuszy jednostki dominującej,15783.0,16158.0,15906.0,16452.0,8979.0,18050.0,13084.0,8672.0,5943.0,3561.0,1935.0,5138.0,-139.0,-4865.0,-6490.0,22521.0
Kapitał (fundusz) podstawowy,625.0,625.0,625.0,625.0,704.0,880.0,880.0,880.0,880.0,880.0,880.0,1098.0,1098.0,1113.0,1113.0,1113.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,13335.0,13702.0,14098.0,14159.0,19272.0,32430.0,33489.0,35093.0,36739.0,38476.0,38476.0,52010.0,53503.0,44177.0,44177.0,44177.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-142.0,-209.0,-256.0,-302.0,-295.0
Zobowiązania długoterminowe,39.0,12.0,82.0,55.0,40.0,17.0,68.0,82.0,93.0,40.0,75.0,236.0,163.0,4694.0,2401.0,135.0
Z tytułu dostaw i usług,388.0,376.0,288.0,268.0,1639.0,1280.0,732.0,919.0,818.0,996.0,3244.0,2712.0,4552.0,6372.0,8988.0,1677.0
Kredyty i pożyczki,0.0,0.0,0.0,676.0,0.0,0.0,954.0,3954.0,4319.0,3592.0,1005.0,2997.0,5121.0,4747.0,7487.0,2.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,26.0,27.0,21.0,55.0,64.0,22.0,44.0,60.0,92.0,52.0,0.0,273.0,252.0,292.0,316.0,67.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,26.0,24.0,61.0,21.0
Zobowiązania krótkoterminowe,490.0,648.0,521.0,1192.0,2189.0,1956.0,3139.0,5791.0,7559.0,6814.0,4792.0,6508.0,11135.0,11578.0,16970.0,1771.0
Inne zobowiązania krótkoterminowe,76.0,245.0,212.0,193.0,486.0,654.0,1409.0,858.0,2330.0,2174.0,543.0,526.0,1210.0,167.0,179.0,25.0
Rozliczenia międzyokresowe,206.0,274.0,310.0,351.0,381.0,533.0,572.0,612.0,688.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,16518.0,17092.0,16819.0,18050.0,11589.0,20556.0,16863.0,15157.0,14283.0,11103.0,6803.0,11740.0,10950.0,11151.0,12579.0,24132.0
Przepływy pieniężne z działalności operacyjnej,33.0,-179.0,-1081.0,667.0,-4054.0,898.0,-5751.0,-4175.0,-895.0,619.0,3613.0,-13146.0,-2243.0,-3225.0,1819.0,33032.0
Amortyzacja,70.0,124.0,120.0,123.0,139.0,147.0,182.0,216.0,271.0,356.0,321.0,643.0,628.0,626.0,561.0,325.0
Przepływy pieniężne z działalności inwestycyjnej,-1284.0,-2349.0,-3968.0,-1337.0,-220.0,-3163.0,-93.0,-96.0,-179.0,-197.0,-446.0,-273.0,-198.0,-248.0,-219.0,-3132.0
CAPEX (niematerialne i rzeczowe),5.0,50.0,8.0,69.0,233.0,12.0,110.0,133.0,179.0,197.0,446.0,273.0,214.0,319.0,226.0,3583.0
Przepływy pieniężne z działalności finansowej,12912.0,-424.0,-404.0,-85.0,4476.0,11803.0,-87.0,1836.0,-899.0,-1016.0,-2919.0,13998.0,3115.0,3214.0,-1466.0,-9261.0
Emisja akcji,12964.0,0.0,0.0,0.0,4895.0,12760.0,0.0,0.0,0.0,0.0,33.0,12590.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,375.0,375.0,63.0,313.0,880.0,967.0,967.0,1055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,11661.0,-2952.0,-5453.0,-755.0,202.0,9538.0,-5931.0,-2435.0,-1973.0,-594.0,248.0,579.0,674.0,-259.0,134.0,20639.0
