,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rozliczenia międzyokresowe,,56.1,16.21,-0.94,-100.0,,,,,,,,,-100.0,,,,,,
Pasywa razem,,-1.17,2.35,4.4,17.58,6.51,-3.96,-29.71,-3.14,25.25,-12.59,4.13,2.7,-7.66,-0.25,-1.58,7.27,-0.27,19.21,32.21
Przepływy pieniężne z działalności operacyjnej,,-106.12,-19400.0,-68.6,125.65,-212.78,250.35,-133.64,317.09,50.53,93.0,36.07,-1.83,74.64,-50.92,-64.21,249.78,55.19,5.53,156.58
Amortyzacja,,804.97,-0.67,-4.12,5.0,1.22,-2.71,-15.81,136.52,2.99,8.1,-22.46,5.37,3.18,-0.3,-1.23,2.46,9.47,13.69,14.24
Przepływy pieniężne z działalności inwestycyjnej,,-226.77,85.67,341.41,-134.1,12.88,43.84,1494.04,-156.62,-12.95,-5.91,9.33,-7.58,-21.34,14.95,80.34,-293.12,-43.79,-44.17,-10.64
CAPEX (niematerialne i rzeczowe),,71.2,-86.59,-24.89,-1.18,-27.25,-24.69,169.95,158.91,14.89,-15.75,12.52,11.59,15.76,-14.31,-25.68,35.73,23.56,31.17,12.75
Przepływy pieniężne z działalności finansowej,,129.74,668.46,0.96,-109.34,1325.0,-157.22,-379.39,125.68,61.8,-73.94,-366.41,35.15,-303.09,89.99,-49.64,95.61,-11611.11,56.93,13.22
Emisja akcji,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,-100.0,
Przepływy pieniężne razem,,-234.47,73.97,107.77,-100.92,-10000.0,308.91,82.46,-267.79,112.23,41.77,-155.36,150.0,122.58,-359.42,163.13,1274.34,-61.56,8.04,1494.57
