,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Zobowiązania długoterminowe,,-34.78,-100.0,,626.42,-14.38,-13.81,-24.94,-67.98,-16.96,59.9,162.58,0.61,-72.92,10.7,129.11,35.37,-8.0,-16.7,10.15
Z tytułu dostaw i usług,,74.73,-13.49,-100.0,,73.73,3.04,30.19,-15.63,-4.34,11.21,-17.25,-12.38,-63.54,-21.47,2.88,53.88,-24.64,-13.09,-9.19
Kredyty i pożyczki,,,8482.35,-100.0,,-1.1,-31.44,-13.81,-96.4,88.78,170.27,-100.0,,,678.67,18.84,-24.93,-36.85,-34.65,881.4
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,-100.0,,-86.85,-90.17,-50.0,-63.16,-14.29,-100.0,,1240.0,82.09,-65.57,145.24,1.94,13.33,-6.72,-71.17
Inne zobowiązania długoterminowe,,,,,,-7.07,-6.33,-22.08,-65.71,-15.22,59.9,162.58,0.11,-72.79,10.7,2.06,33.0,10.4,-24.79,19.08
Zobowiązania krótkoterminowe,,69.16,7.96,43.07,111.09,-23.03,-11.65,20.98,-25.91,0.6,20.39,-17.02,-3.48,-56.02,-8.3,3.95,65.47,-9.36,4.53,-7.05
Inne zobowiązania krótkoterminowe,,46.84,1.84,-100.0,,-21.94,19.7,-0.58,-39.0,144.02,117.5,-0.89,42.24,-35.3,-1.14,-0.28,110.78,9.98,20.48,-32.05
Rozliczenia międzyokresowe,,0.1,19.83,111.92,-100.0,,,,,,,,,,,,,,,
Pasywa razem,,36.73,3.69,57.98,56.08,-7.97,-3.56,-4.6,-33.81,-3.64,4.19,-13.79,-6.69,-10.39,-0.46,-1.52,27.82,4.15,-0.31,7.72
Przepływy pieniężne z działalności operacyjnej,,402.3,59.82,57.86,-251.64,-161.01,111.0,-27.9,-272.65,203.76,-90.88,319.15,-499.32,200.93,-135.18,114.68,7580.49,-116.89,37.78,335.15
Amortyzacja,,67.81,10.86,-19.22,18.67,11.87,28.88,2.29,-8.98,0.92,-45.2,-7.1,-35.34,-33.78,5.47,5.86,31.52,-14.66,-0.76,-8.51
Przepływy pieniężne z działalności inwestycyjnej,,-23.79,-13.19,-101.7,-210.34,110.37,688.81,-158.54,92.46,-266.18,37.0,169.05,-55.05,71.14,-1073.76,199.95,-185.07,73.4,681.83,-112.92
CAPEX (niematerialne i rzeczowe),,106.09,-0.05,120.24,-21.53,-65.51,140.38,-17.9,-57.39,-37.33,0.16,-36.3,356.49,-77.42,306.91,-71.78,192.9,-83.55,43.75,1013.04
Przepływy pieniężne z działalności finansowej,,,-0.49,122.59,3853.68,-136.29,79.88,67.59,-214.07,103.83,-166.01,-469.31,307.83,91.05,-53.39,-206.67,139.3,-237.44,18.43,403.4
Emisja akcji,,,,,,-100.0,,,,-100.0,,-100.0,,,-99.78,-100.0,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,86.96,237.87,-171.24,21985.54,-179.88,128.0,-183.23,11.81,99.08,-1836.36,173.15,-205.52,738.93,-204.53,185.63,7.06,-169.58,272.19,-52.24
