,0,1,2,3,4,5,6,7,8,9,10,11,12,13
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,15030.0,4684.0,14099.0,11900.0,14968.0,25021.0,12588.0,28829.0,31781.0,35027.0,112022.0,118452.0,110170.0,136067.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,18658.0,3855.0,10804.0,9315.0,11678.0,20024.0,9866.0,23447.0,25697.0,28291.0,91314.0,95620.0,101889.0,132874.0
Zysk netto akcjonariuszy jednostki dominującej,18658.0,3855.0,10804.0,9315.0,11678.0,20024.0,9866.0,23447.0,25697.0,28291.0,91314.0,95620.0,101889.0,132874.0
Aktywa trwałe,147669.0,156361.0,154978.0,210453.0,272399.0,294163.0,307643.0,357021.0,404833.0,489616.0,571992.0,769965.0,915524.0,1167475.0
Wartości niematerialne i prawne,2029.0,4842.0,4816.0,4911.0,7150.0,9060.0,10723.0,11849.0,15402.0,19979.0,27436.0,35996.0,55576.0,70441.0
Rzeczowe składniki majątku trwałego,137422.0,142612.0,142129.0,198871.0,259518.0,280353.0,293176.0,341956.0,384237.0,463086.0,536445.0,713035.0,829432.0,1018975.0
Należności długoterminowe,0.0,0.0,0.0,78.0,289.0,80.0,0.0,0.0,679.0,0.0,0.0,0.0,4722.0,44030.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,12687.0,18593.0,21090.0
Pozostałe aktywa trwałe,8218.0,8907.0,8033.0,6593.0,5442.0,4670.0,3744.0,3216.0,4435.0,6471.0,8031.0,8247.0,7201.0,12939.0
Aktywa obrotowe,62529.0,100266.0,81425.0,119445.0,116440.0,122297.0,168996.0,162408.0,209523.0,210322.0,207875.0,278651.0,422576.0,357415.0
Zapasy,16438.0,25247.0,22655.0,35045.0,36779.0,33496.0,45423.0,42186.0,47178.0,66949.0,59782.0,95904.0,164253.0,147386.0
Należności krótkoterminowe,39833.0,68707.0,51628.0,46364.0,58615.0,68136.0,92389.0,85908.0,94460.0,96977.0,95220.0,108966.0,119596.0,122996.0
Inwestycje krótkoterminowe,2763.0,2375.0,969.0,23315.0,8254.0,11559.0,20166.0,17475.0,32160.0,26199.0,26899.0,14489.0,16598.0,15464.0
Środki pieniężne i inne aktywa pieniężne,2763.0,2375.0,969.0,23315.0,8254.0,10359.0,17997.0,16275.0,30916.0,26171.0,23698.0,10226.0,12614.0,12281.0
Pozostałe aktywa obrotowe,3495.0,393.0,2636.0,13113.0,12792.0,9106.0,11018.0,16839.0,35725.0,20197.0,25974.0,59292.0,122129.0,71569.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,3544.0,3537.0,1608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,210198.0,256627.0,236403.0,329898.0,388839.0,416460.0,476639.0,519429.0,614356.0,699938.0,779867.0,1048616.0,1338100.0,1524890.0
Kapitał własny akcjonariuszy jednostki dominującej,80949.0,90810.0,65107.0,115407.0,126105.0,143218.0,146423.0,162917.0,186545.0,208708.0,297050.0,381935.0,461617.0,559991.0
Kapitał (fundusz) podstawowy,6951.0,7556.0,6347.0,11347.0,11347.0,11347.0,11347.0,11347.0,11347.0,11347.0,11347.0,11347.0,11347.0,11347.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,9292.0,18692.0,16594.0,37524.0,37525.0,37525.0,37525.0,37525.0,37525.0,37525.0,37525.0,37525.0,37525.0,37525.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,72876.0,76971.0,77069.0,91422.0,117670.0,150821.0,141870.0,181644.0,226858.0,288286.0,292110.0,385675.0,368503.0,475497.0
Z tytułu dostaw i usług,37488.0,56074.0,48154.0,55072.0,53352.0,55786.0,82374.0,100982.0,111475.0,110278.0,80915.0,159745.0,229632.0,176291.0
Kredyty i pożyczki,6602.0,12987.0,32897.0,40462.0,32302.0,16771.0,23894.0,10454.0,16209.0,17932.0,29469.0,35330.0,140637.0,140654.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,2034.0,3329.0,3390.0,7057.0,14745.0,15823.0,26599.0,20125.0,22397.0,23182.0,25834.0,22275.0,16883.0,30201.0
Inne zobowiązania długoterminowe,19499.0,19897.0,21946.0,21869.0,24961.0,34621.0,34035.0,35055.0,34836.0,34684.0,52989.0,54551.0,52728.0,56150.0
Zobowiązania krótkoterminowe,56373.0,88846.0,94227.0,123069.0,145064.0,122421.0,188346.0,174868.0,200953.0,202944.0,190707.0,281006.0,507980.0,489402.0
Inne zobowiązania krótkoterminowe,10249.0,16456.0,9786.0,20478.0,44665.0,34041.0,55479.0,43307.0,50872.0,51552.0,54489.0,63656.0,120828.0,142256.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,210198.0,256627.0,236403.0,329898.0,388839.0,416460.0,476639.0,519429.0,614356.0,699938.0,779867.0,1048616.0,1338100.0,1524890.0
Przepływy pieniężne z działalności operacyjnej,18274.0,8601.0,34355.0,28291.0,39272.0,25021.0,39483.0,88833.0,31537.0,59276.0,120891.0,140154.0,147857.0,228933.0
Amortyzacja,10007.0,11136.0,12107.0,15596.0,20171.0,22470.0,25812.0,28909.0,28477.0,29407.0,36531.0,38727.0,42615.0,53051.0
Przepływy pieniężne z działalności inwestycyjnej,-28698.0,-13083.0,-9073.0,-48178.0,-69202.0,-25413.0,-27119.0,-48894.0,-47342.0,-77861.0,-103757.0,-200953.0,-184395.0,-179850.0
CAPEX (niematerialne i rzeczowe),29480.0,17596.0,9668.0,51669.0,69198.0,25312.0,26426.0,49791.0,76150.0,79371.0,101547.0,193557.0,210457.0,226169.0
Przepływy pieniężne z działalności finansowej,10409.0,4095.0,-26688.0,42236.0,14821.0,2485.0,-4737.0,-41620.0,30442.0,13894.0,-19734.0,47312.0,38697.0,-49416.0
Emisja akcji,9999.0,10004.0,0.0,43465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,4252.0,3999.0,4506.0,1269.0,0.0,0.0,7375.0,7375.0,0.0,5673.0,0.0,17020.0,22694.0,24963.0
Przepływy pieniężne razem,-15.0,-387.0,-1406.0,22349.0,-15109.0,2093.0,7627.0,-1681.0,14637.0,-4691.0,-2600.0,-13487.0,2159.0,-333.0
