,0,1,2,3,4,5,6,7,8,9,10,11,12
Środki pieniężne i inne aktywa pieniężne,215.0,105.0,1238.0,29.0,218.0,98.0,44.0,0.0,2.0,506.0,386.0,137.0,71.0
Pozostałe aktywa obrotowe,8.0,4.0,4.0,1.0,5.0,1.0,0.0,0.0,3.0,375.0,540.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,8539.0,8106.0,24225.0,31366.0,22683.0,15490.0,6193.0,50.0,28.0,54721.0,51319.0,13801.0,20390.0
Kapitał własny akcjonariuszy jednostki dominującej,2224.0,2649.0,18150.0,27656.0,20256.0,12658.0,3823.0,-55.0,-243.0,-28449.0,17435.0,-16073.0,-20149.0
Kapitał (fundusz) podstawowy,212.0,212.0,212.0,431.0,431.0,431.0,431.0,431.0,431.0,3447.0,6000.0,6000.0,6000.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,2647.0,2647.0,3080.0,17887.0,27219.0,27219.0,27219.0,27219.0,27219.0,0.0,40084.0,40084.0,40084.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.0,1837.0
Zobowiązania długoterminowe,4285.0,3559.0,3548.0,704.0,678.0,697.0,701.0,99.0,0.0,24786.0,17417.0,4385.0,6595.0
Z tytułu dostaw i usług,146.0,200.0,673.0,0.0,48.0,9.0,0.0,0.0,0.0,3220.0,13998.0,16724.0,27624.0
Kredyty i pożyczki,307.0,137.0,1487.0,0.0,1.0,0.0,0.0,0.0,0.0,19583.0,388.0,5668.0,2506.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,1222.0,0.0,0.0,0.0,4091.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,22.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20620.0,668.0,491.0,500.0
Inne zobowiązania długoterminowe,0.0,235.0,0.0,489.0,315.0,0.0,701.0,0.0,0.0,7706.0,3922.0,733.0,729.0
Zobowiązania krótkoterminowe,1891.0,1839.0,2261.0,165.0,842.0,1264.0,1623.0,6.0,271.0,58384.0,16467.0,24206.0,32107.0
Inne zobowiązania krótkoterminowe,1416.0,1469.0,101.0,165.0,793.0,33.0,1623.0,6.0,271.0,10870.0,1413.0,1323.0,1477.0
Rozliczenia międzyokresowe,139.0,59.0,266.0,2841.0,907.0,871.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,8539.0,8106.0,24225.0,31366.0,22683.0,15490.0,6193.0,50.0,28.0,54721.0,51319.0,13801.0,20390.0
Przepływy pieniężne z działalności operacyjnej,124.0,655.0,877.0,-358.0,-360.0,-461.0,-884.0,-398.0,-127.0,590.0,-940.0,-957.0,-8076.0
Amortyzacja,140.0,232.0,227.0,142.0,0.0,0.0,0.0,0.0,0.0,8269.0,10973.0,11936.0,1398.0
Przepływy pieniężne z działalności inwestycyjnej,-2618.0,-209.0,399.0,135.0,158.0,-130.0,1139.0,1292.0,0.0,-23445.0,2998.0,-2321.0,-4323.0
CAPEX (niematerialne i rzeczowe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25099.0,20247.0,8048.0,5553.0
Przepływy pieniężne z działalności finansowej,2483.0,-555.0,-143.0,354.0,391.0,471.0,-310.0,-938.0,130.0,20651.0,-2176.0,3028.0,12333.0
Emisja akcji,2859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13948.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,-11.0,-109.0,1133.0,131.0,189.0,-120.0,-55.0,-44.0,3.0,-2204.0,-118.0,-250.0,-66.0
