,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Zapasy,,-65.82,97.58,12.81,12.7,0.0,2.73,17.94,4.12,-5.21,45.16,0.3,20.61,14.73,2.81,9.46
Należności krótkoterminowe,,-22.56,107.54,26.79,-10.2,43.21,23.36,6.68,-8.6,36.38,-6.72,-12.36,22.66,7.14,56.86,17.59
Inwestycje krótkoterminowe,,148.38,-64.08,90.2,42.81,-52.01,-25.14,67.44,-69.97,231.98,-73.4,-50.06,0.98,36.68,-40.07,66.72
Środki pieniężne i inne aktywa pieniężne,,148.38,-64.08,90.2,-7.32,-27.37,-24.01,67.98,-81.26,432.0,-73.4,-50.06,0.98,36.68,-40.07,29.58
Pozostałe aktywa obrotowe,,89.12,61.5,18.1,-29.4,24.91,25.45,56.62,47.95,44.59,-28.02,34.15,38.11,3.86,-4.26,49.25
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,
Aktywa razem,,-8.18,-2.26,40.87,17.87,1.93,2.83,10.55,-5.31,14.49,10.87,5.01,12.68,4.54,3.51,4.73
Kapitał własny akcjonariuszy jednostki dominującej,,4.0,4.61,46.83,6.54,10.12,4.34,7.75,-14.59,7.26,15.97,2.57,15.48,1.47,12.06,-4.33
Kapitał (fundusz) podstawowy,,-18.06,0.0,1.39,1.33,1.35,0.0,0.79,0.37,0.25,0.82,0.86,1.94,0.0,0.0,-8.66
Udziały (akcje) własne,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,11.41,8.08,77.28,4.94,11.98,8.35,6.22,-22.84,10.52,11.17,5.24,33.75,8.82,3.68,1.22
Udziały niekontrolujące,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,-100.0,,,-100.0,,,,12.15,-57.5,-100.0,,,-100.0,
Z tytułu dostaw i usług,,-32.57,48.29,32.11,42.9,-8.11,-18.11,29.24,1.76,-40.97,127.3,-43.02,2.58,22.12,53.12,-44.7
Kredyty i pożyczki,,6.73,-6.31,-100.0,,,,,,256.78,-82.1,400.51,55.54,4.89,-51.74,158.29
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,94.29,0.0,-72.06,-100.0,,-35.96,-28.07
Inne zobowiązania długoterminowe,,,-100.0,,,,,,,,,,,,,
Zobowiązania krótkoterminowe,,-1.37,1.39,-10.05,26.9,-15.41,-11.1,43.37,47.92,57.79,-17.93,31.71,18.1,6.69,-20.97,48.91
Inne zobowiązania krótkoterminowe,,59.84,-37.44,90.92,-1.5,-34.22,14.1,79.85,13.11,11.57,71.09,-10.79,-44.53,-7.6,38.6,-1.66
Rozliczenia międzyokresowe,,-74.35,1.64,118.69,50.26,5.76,5.2,4.58,0.76,-8.13,49.29,-18.44,-15.57,20.16,11.88,-15.27
Pasywa razem,,-8.18,-2.26,40.87,17.87,1.93,2.83,10.55,-5.31,14.49,10.87,5.01,12.68,4.54,3.51,4.73
Przepływy pieniężne z działalności operacyjnej,,35.99,-65.71,103.24,39.28,-26.6,10.66,26.37,9.94,-15.45,60.84,-17.93,-54.71,46.73,57.5,-62.43
Amortyzacja,,80.17,21.12,-27.09,39.56,37.33,31.9,-0.21,9.3,11.29,17.65,23.27,-4.97,6.15,9.92,-4.82
Przepływy pieniężne z działalności inwestycyjnej,,59.52,-3.59,-121.41,-60.62,69.14,-56.43,53.69,-127.97,18.17,-137.8,-9.15,32.24,44.68,39.62,-17.33
CAPEX (niematerialne i rzeczowe),,-62.09,-1.59,144.1,-9.66,36.27,-48.23,-52.35,85.46,29.87,109.87,9.57,-39.77,-33.32,-41.48,16.65
Przepływy pieniężne z działalności finansowej,,-25.02,-153.41,102.27,-2261.55,-80.85,9.13,-4.75,-88.6,81.08,-451.03,51.88,85.65,-514.98,-118.59,75.79
Emisja akcji,,,,,,0.93,-100.0,,,,,,,,,
Dywidenda,,64.66,9.75,-100.0,,-10.57,9.53,0.76,118.24,-45.86,-6.65,58.93,-52.63,20.22,-9.1,-100.0
Przepływy pieniężne razem,,661.4,-211.07,153.74,-111.57,-312.45,16.92,274.99,-294.28,201.7,-190.2,82.36,98.59,2530.3,-247.51,148.18
