,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-328.0,471.0,-1354.0,-2121.0,-3891.0,-4461.0,-4597.0,-55826.0,-57887.0,-68870.0,-63738.0,-55772.0,1903.0,23192.0,41269.0
Zysk netto akcjonariuszy jednostki dominującej,-328.0,471.0,-1354.0,-2121.0,-3891.0,-4461.0,-4597.0,-55826.0,-57887.0,-68870.0,-63738.0,-55772.0,1903.0,23192.0,41269.0
Aktywa trwałe,141.0,4652.0,16650.0,33267.0,63687.0,133330.0,181142.0,68217.0,72470.0,72555.0,73246.0,66546.0,101847.0,103991.0,117804.0
Wartości niematerialne i prawne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0,1071.0,811.0,741.0,493.0
Rzeczowe składniki majątku trwałego,18.0,2844.0,5214.0,7178.0,19054.0,63259.0,72055.0,68107.0,72276.0,72445.0,71688.0,65280.0,88672.0,89720.0,112358.0
Należności długoterminowe,0.0,110.0,110.0,110.0,110.0,0.0,110.0,110.0,194.0,110.0,110.0,195.0,206.0,220.0,268.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pozostałe aktywa trwałe,123.0,1698.0,11326.0,25979.0,44523.0,70071.0,108977.0,0.0,0.0,0.0,0.0,0.0,12158.0,13310.0,4685.0
Aktywa obrotowe,207.0,18787.0,10292.0,6391.0,11781.0,14786.0,12405.0,23030.0,9975.0,72162.0,40299.0,11775.0,82390.0,82184.0,90450.0
Zapasy,16.0,16.0,49.0,98.0,1072.0,4563.0,3119.0,4232.0,7159.0,10298.0,8806.0,5976.0,8445.0,8477.0,6843.0
Należności krótkoterminowe,90.0,1036.0,1743.0,1216.0,6611.0,2459.0,2693.0,3831.0,1649.0,2606.0,2841.0,2641.0,18724.0,14268.0,32659.0
Inwestycje krótkoterminowe,5.0,17469.0,8235.0,4499.0,3606.0,6953.0,6074.0,14826.0,1038.0,58418.0,27970.0,2395.0,48707.0,53638.0,47817.0
Środki pieniężne i inne aktywa pieniężne,5.0,17469.0,8235.0,4499.0,3606.0,6953.0,6074.0,14826.0,1038.0,58418.0,27970.0,2395.0,48707.0,53638.0,47817.0
Pozostałe aktywa obrotowe,96.0,266.0,265.0,578.0,492.0,811.0,519.0,141.0,129.0,840.0,682.0,763.0,6514.0,5801.0,3131.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,348.0,23439.0,26942.0,39658.0,75468.0,148116.0,193547.0,91247.0,82445.0,144717.0,113545.0,78321.0,184237.0,186175.0,208254.0
Kapitał własny akcjonariuszy jednostki dominującej,-75.0,21719.0,20365.0,18244.0,52055.0,99784.0,127636.0,3729.0,-54158.0,42139.0,-21580.0,-77388.0,53313.0,76507.0,117776.0
Kapitał (fundusz) podstawowy,500.0,690.0,690.0,690.0,950.0,1080.0,1116.0,1180.0,1180.0,1372.0,1372.0,1373.0,1616.0,1616.0,1616.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,0.0,21132.0,21278.0,19924.0,55245.0,103414.0,115386.0,140805.0,2549.0,108923.0,108923.0,108923.0,237443.0,237443.0,260635.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,0.0,39.0,20.0,0.0,0.0,64.0,155.0,14060.0,16233.0,36069.0,48743.0,51138.0,34787.0,35365.0,35156.0
Z tytułu dostaw i usług,100.0,1003.0,1294.0,3617.0,1414.0,4468.0,11645.0,13697.0,18495.0,16770.0,20908.0,18124.0,23242.0,12812.0,7941.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,60910.0,900.0,15810.0,31180.0,15250.0,136.0,31303.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,39.0,59.0,0.0,32.0,155.0,172.0,955.0,1324.0,2115.0,2358.0,955.0,1846.0,1543.0
Inne zobowiązania długoterminowe,0.0,39.0,20.0,0.0,0.0,0.0,0.0,14012.0,12067.0,32656.0,44728.0,47995.0,32159.0,31172.0,32208.0
Zobowiązania krótkoterminowe,403.0,1657.0,1484.0,3708.0,3723.0,7691.0,12219.0,73458.0,120370.0,66509.0,86382.0,104571.0,96137.0,74303.0,55322.0
Inne zobowiązania krótkoterminowe,303.0,654.0,151.0,32.0,2309.0,3191.0,419.0,47089.0,40010.0,47515.0,47549.0,52909.0,56690.0,59509.0,14535.0
Rozliczenia międzyokresowe,20.0,24.0,5073.0,17706.0,19690.0,40577.0,53537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,348.0,23439.0,26942.0,39658.0,75468.0,148116.0,193547.0,91247.0,82445.0,144717.0,113545.0,78321.0,184237.0,186175.0,208254.0
Przepływy pieniężne z działalności operacyjnej,-298.0,-1399.0,-11737.0,-13515.0,-27589.0,-24386.0,-33969.0,-15221.0,-54127.0,-38938.0,-33755.0,-35239.0,-32910.0,38839.0,-2333.0
Amortyzacja,8.0,83.0,718.0,965.0,1071.0,1136.0,4278.0,6939.0,8045.0,10662.0,11110.0,9829.0,8846.0,8977.0,7200.0
Przepływy pieniężne z działalności inwestycyjnej,-25.0,-2326.0,-3502.0,-3055.0,-10973.0,-44354.0,-12627.0,-2491.0,-7111.0,-6767.0,-9159.0,-3005.0,-31283.0,-16064.0,-37982.0
CAPEX (niematerialne i rzeczowe),26.0,2326.0,3502.0,2948.0,10048.0,39857.0,12627.0,2491.0,7111.0,6851.0,9213.0,3361.0,31615.0,16731.0,37997.0
Przepływy pieniężne z działalności finansowej,291.0,21189.0,6005.0,12833.0,37675.0,72088.0,45716.0,26464.0,47450.0,103086.0,12466.0,12669.0,110505.0,-17844.0,34494.0
Emisja akcji,300.0,21323.0,0.0,12860.0,37703.0,52190.0,0.0,0.0,0.0,174790.0,0.0,0.0,117480.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,-32.0,17464.0,-9234.0,-3737.0,-887.0,3348.0,-880.0,8752.0,-13788.0,57381.0,-30448.0,-25575.0,46312.0,4931.0,-5821.0
