,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,5702.0,36107.0,44751.0,35713.0,59617.0,70654.0,72457.0,97997.0,99258.0,90678.0,117842.0,107132.0,92188.0,97100.0,110287.0,152112.0,179261.0,274994.0
Przepływy pieniężne z działalności operacyjnej,1513.0,1571.0,-4315.0,3416.0,28771.0,25492.0,9073.0,30459.0,31891.0,18296.0,4533.0,33592.0,8795.0,-1494.0,40609.0,54045.0,31738.0,71106.0
Amortyzacja,499.0,1617.0,5692.0,10430.0,5983.0,6194.0,2534.0,16750.0,42258.0,10774.0,15476.0,25196.0,11506.0,19467.0,19100.0,20179.0,8257.0,67525.0
Przepływy pieniężne z działalności inwestycyjnej,-1025.0,-11225.0,-8497.0,-8072.0,-11492.0,-19064.0,-28963.0,-31025.0,-27410.0,-26257.0,-28975.0,-21738.0,-25406.0,-20314.0,-22892.0,-43976.0,-80114.0,-82994.0
CAPEX (niematerialne i rzeczowe),1025.0,2015.0,11867.0,10463.0,10857.0,19303.0,29235.0,31205.0,27076.0,26292.0,28978.0,21725.0,25493.0,20355.0,22461.0,44409.0,80227.0,82996.0
Przepływy pieniężne z działalności finansowej,25.0,21792.0,2124.0,3839.0,-2888.0,-5248.0,19669.0,-4699.0,-6179.0,5635.0,42683.0,-23794.0,15739.0,15855.0,3847.0,-420.0,17238.0,35435.0
Emisja akcji,0.0,21512.0,0.0,0.0,0.0,0.0,0.0,11100.0,0.0,0.0,0.0,0.0,0.0,9279.0,29124.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,513.0,12138.0,-10688.0,-817.0,14391.0,1180.0,-221.0,-5265.0,-1698.0,-2326.0,18241.0,-11940.0,-872.0,-5953.0,21564.0,9649.0,-31138.0,23547.0
