,0,1,2,3,4,5,6,7,8,9,10,11,12
Zysk przed opodatkowaniem,-277.0,327.0,-1261.0,-2969.0,-6569.0,-7573.0,-9100.0,-13706.0,-11027.0,-6276.0,-5207.0,-128237.0,-19140.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-276.0,327.0,-1250.0,-2957.0,-6582.0,-7593.0,-9138.0,-13750.0,-11044.0,-9323.0,-1648.0,-116744.0,-28149.0
Zysk netto akcjonariuszy jednostki dominującej,-276.0,327.0,-1250.0,-2957.0,-6582.0,-7593.0,-9138.0,-13750.0,-11044.0,-6323.0,-1648.0,-116744.0,-28149.0
Aktywa trwałe,488.0,561.0,843.0,740.0,861.0,2149.0,2851.0,4113.0,6598.0,11304.0,23838.0,37501.0,26326.0
Wartości niematerialne i prawne,487.0,499.0,790.0,550.0,670.0,1514.0,2585.0,3815.0,5863.0,9763.0,15886.0,19530.0,19111.0
Rzeczowe składniki majątku trwałego,0.0,61.0,41.0,162.0,167.0,166.0,191.0,122.0,683.0,1460.0,1170.0,1561.0,859.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,71.0,173.0,41.0,41.0,0.0,152.0,152.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pozostałe aktywa trwałe,1.0,1.0,12.0,28.0,24.0,28.0,4.0,3.0,11.0,40.0,6782.0,16258.0,6204.0
Aktywa obrotowe,154.0,870.0,843.0,3163.0,23672.0,15097.0,17831.0,5211.0,17260.0,79937.0,65214.0,73074.0,25929.0
Zapasy,0.0,0.0,0.0,0.0,0.0,0.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0
Należności krótkoterminowe,137.0,626.0,614.0,792.0,1472.0,2092.0,2017.0,2474.0,3900.0,5447.0,10551.0,12161.0,11870.0
Inwestycje krótkoterminowe,17.0,221.0,209.0,2326.0,22172.0,12853.0,15082.0,2241.0,13136.0,73795.0,51650.0,57598.0,12304.0
Środki pieniężne i inne aktywa pieniężne,17.0,221.0,209.0,2326.0,12986.0,5216.0,2360.0,2241.0,9125.0,73795.0,51650.0,57598.0,12210.0
Pozostałe aktywa obrotowe,0.0,23.0,20.0,45.0,28.0,152.0,140.0,496.0,224.0,695.0,3013.0,3315.0,1755.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,642.0,1431.0,1686.0,3903.0,24533.0,17246.0,20682.0,9324.0,23858.0,91241.0,89052.0,110575.0,52255.0
Kapitał własny akcjonariuszy jednostki dominującej,263.0,1151.0,1384.0,3343.0,23750.0,16188.0,18899.0,8011.0,20966.0,79793.0,78462.0,29399.0,12412.0
Kapitał (fundusz) podstawowy,125.0,147.0,162.0,179.0,301.0,301.0,368.0,368.0,447.0,447.0,489.0,513.0,513.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,415.0,998.0,2472.0,3208.0,32988.0,32988.0,44818.0,54783.0,78746.0,133859.0,133859.0,171968.0,171968.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,0.0,28.0,13.0,65.0,20.0,0.0,41.0,11.0,153.0,1976.0,689.0,69733.0,626.0
Z tytułu dostaw i usług,372.0,95.0,116.0,207.0,439.0,594.0,1203.0,576.0,809.0,1479.0,2091.0,4559.0,2808.0
Kredyty i pożyczki,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,17.0,18.0,0.0,35.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,21.0,0.0,60.0,51.0,19.0,31.0,0.0,438.0,564.0,644.0,547.0,604.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,191.0,0.0,68457.0,0.0
Zobowiązania krótkoterminowe,372.0,245.0,281.0,483.0,739.0,955.0,1529.0,1302.0,2739.0,9472.0,9901.0,11443.0,39217.0
Inne zobowiązania krótkoterminowe,0.0,129.0,165.0,210.0,249.0,342.0,294.0,726.0,1492.0,7412.0,7148.0,6337.0,35770.0
Rozliczenia międzyokresowe,7.0,7.0,8.0,12.0,24.0,103.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,642.0,1431.0,1686.0,3903.0,24533.0,17246.0,20682.0,9324.0,23858.0,91241.0,89052.0,110575.0,52255.0
Przepływy pieniężne z działalności operacyjnej,-35.0,-350.0,-1071.0,-2717.0,-6692.0,-8224.0,-8921.0,-11720.0,-10874.0,-356.0,-13259.0,-20110.0,-34023.0
Amortyzacja,0.0,29.0,130.0,283.0,251.0,216.0,215.0,177.0,730.0,1268.0,2585.0,3098.0,4586.0
Przepływy pieniężne z działalności inwestycyjnej,0.0,-40.0,-394.0,-10.0,-574.0,-3567.0,-8375.0,8867.0,-7272.0,-812.0,-8178.0,-11386.0,-10673.0
CAPEX (niematerialne i rzeczowe),0.0,41.0,394.0,18.0,376.0,1060.0,1207.0,1337.0,3348.0,4900.0,8251.0,11710.0,12425.0
Przepływy pieniężne z działalności finansowej,52.0,593.0,1452.0,4844.0,26912.0,-56.0,11841.0,-28.0,25037.0,65887.0,-652.0,37445.0,-798.0
Emisja akcji,52.0,606.0,1483.0,2083.0,26989.0,0.0,11898.0,0.0,25108.0,65171.0,0.0,38134.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,17.0,203.0,-13.0,2117.0,19646.0,-11847.0,-5455.0,-2881.0,6891.0,64719.0,-22089.0,5949.0,-45494.0
