,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Kapitał własny akcjonariuszy jednostki dominującej,,-5.63,10.09,256.09,-10.61,30.7,-2.13,-65.06,-94.37,5029.37,-47.41,8.12,13.51,99.84,41.59,6.71
Kapitał (fundusz) podstawowy,,0.0,0.0,28.53,0.0,0.0,14.78,0.0,0.0,29.82,8.35,0.0,0.0,4.82,7.66,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,45.18,4.11,441.97,1.15,24.68,-0.99,0.0,0.0,1.41,7.82,-0.02,0.0,52.45,25.7,1.14
Udziały niekontrolujące,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,-38.07,1334.52,-10.66,-39.13,7.4,-3.13,38.76,24.75,6.86,-9.72,-16.6,-14.37,4.64,31.77,269.9
Z tytułu dostaw i usług,,,27.77,-15.76,89.84,-60.7,25.44,240.31,-95.2,1512.23,-47.03,61.5,-19.42,-25.71,38.44,31.02
Kredyty i pożyczki,,,-82.15,14.52,-16.21,43.12,132.8,66.8,-11.93,-80.93,218.47,-97.37,2985.06,-51.12,87.09,16.4
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,-54.69,-100.0,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,50.41,-4.59,23.56,5.93,12.07,47.16,117.94,-92.06,-35.0,14.79,-9.28,-63.35,169.77,166.38
Inne zobowiązania długoterminowe,,,,-41.94,107.9,-100.0,,116.49,344.61,75.81,13.89,-59.41,49.66,21.12,12.04,143.7
Zobowiązania krótkoterminowe,,503.36,-45.28,-6.6,65.63,-40.57,55.41,355.63,-39.56,-61.32,-14.39,-9.16,21.41,-30.07,42.43,26.6
Inne zobowiązania krótkoterminowe,,,-37.69,-1.84,121.48,-46.15,31.37,1216.92,-31.57,-92.4,-22.88,21.04,13.01,1.92,2.71,15.5
Rozliczenia międzyokresowe,,-34.62,666.78,25.17,-57.7,0.0,194.08,-34.78,37.03,-100.0,,,,,,
Pasywa razem,,96.97,54.99,44.63,-11.41,4.7,13.98,47.93,-32.2,7.43,-28.73,-5.97,5.86,36.07,39.61,63.03
Przepływy pieniężne z działalności operacyjnej,,,-130.89,-1213.45,48.77,18.86,81.42,-132.91,634.4,-72.38,-114.23,1416.13,-95.8,-1056.56,189.85,-281.31
Amortyzacja,,9.52,24.46,14.67,-9.06,-21.62,7.69,58.04,31.27,59.37,1.5,-8.06,-0.1,8.91,-7.5,10.51
Przepływy pieniężne z działalności inwestycyjnej,,,163.68,-298.9,352.16,-109.54,-25.96,-2135.22,88.58,211.93,-149.53,73.9,-193.48,-121.48,-501.32,-170.32
CAPEX (niematerialne i rzeczowe),,,732.81,-86.5,-32.37,-58.83,72.97,1489.04,-88.03,-91.94,554.46,-69.52,151.24,810.02,99.45,206.36
Przepływy pieniężne z działalności finansowej,,,-23.02,1868.76,-147.2,146.19,14.25,379.42,-126.66,22.49,112.46,-784.75,141.66,606.85,82.06,44.85
Emisja akcji,,,,,-100.0,,,,-98.24,-100.0,,,,,-100.0,
Dywidenda,,,-34.45,-47.93,-100.0,,,,,,,,,,,
Przepływy pieniężne razem,,,100.34,125437.5,-182.1,85.54,518.46,-215.52,110.74,166.07,-237.28,126.63,95.85,956.57,2.72,-294.72
