,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Pozostałe aktywa obrotowe,,1660.0,2126.14,52.83,-64.5,-37.54,3.61,-56.83,653.87,18.18,22.64,-32.48,-23.46,1.67,11.67,40.13,151.46,-100.0,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,91.86,-79.28,-17.48,-100.0,,,,,,,
Aktywa razem,,-4.19,2305.16,67.86,-19.5,6.31,8.9,-6.97,45.64,-6.74,-3.43,-7.37,-10.87,9.18,22.02,9.6,12.53,2.31,5.35,-0.04
Kapitał własny akcjonariuszy jednostki dominującej,,-10.94,3122.62,25.46,3.15,-1.65,4.86,7.63,3.11,2.11,6.31,12.76,-3.01,4.51,2.91,2.58,4.52,4.31,-1.07,-2.9
Kapitał (fundusz) podstawowy,,0.0,2179.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,-100.0,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,0.0,114.32,68.97,82.25,23.18,2.26,6.42,21.44,8.14,10.85,1.83,8.87,3.61,0.76,-2.35,2.56,-94.11,-0.07,0.31
Udziały niekontrolujące,,,,,,-9.32,0.52,-100.0,,14.4,1.06,-46.45,-4.89,17.82,4.19,-11.46,-2.08,-5.84,-11.72,6.74
Zobowiązania długoterminowe,,,,-0.24,9.82,-28.62,-19.47,-11.39,494.97,-74.41,162.33,-75.52,-53.29,42.5,22.94,229.29,-20.33,253.52,33.48,-0.21
Z tytułu dostaw i usług,,8.37,802.67,226.88,-45.74,32.09,11.23,-54.7,176.23,-17.52,-0.95,-56.95,-30.97,46.68,149.62,20.96,32.85,4.06,2.15,-7.85
Kredyty i pożyczki,,,,,,-88.79,-76.92,0.0,11472.22,147.98,-52.46,-100.0,,3646.15,1158.21,9.51,-44.38,-0.95,-66.77,-33.66
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,5.97,175.1,9.05,-15.64,15.02,30.93,-48.8,-11.82,-10.59,-50.17,-7.52,30.13,139.63,-3.5,158.05,-14.78,-6.28
Inne zobowiązania długoterminowe,,,,-0.24,-65.24,-34.94,8.79,-19.43,402.12,-37.99,-30.99,-45.99,-2.35,39.77,-9.92,114.21,48.36,189.02,-33.18,22.42
Zobowiązania krótkoterminowe,,0.46,1213.03,199.22,-50.22,31.56,18.8,-27.14,104.02,-4.65,-24.98,-27.49,-30.47,25.21,85.39,16.06,28.78,-14.31,9.33,3.92
Inne zobowiązania krótkoterminowe,,-29.15,3414.05,166.65,-66.57,49.41,42.78,25.83,40.74,-0.54,-46.3,53.13,-29.74,10.05,6.31,6.66,44.96,-56.51,68.18,40.28
Rozliczenia międzyokresowe,,984.62,-100.0,,,,,,,,,,,,,,,,,
Pasywa razem,,-4.19,2305.16,67.86,-19.5,6.31,8.9,-6.97,45.64,-6.74,-3.43,-7.37,-10.87,9.18,22.02,9.6,12.53,2.31,5.35,-0.04
Przepływy pieniężne z działalności operacyjnej,,49.81,621.9,374.76,9.64,-5.43,-62.63,220.44,48.25,-109.68,268.67,1108.32,-104.03,22.0,829.55,-83.67,1668.66,-102.83,2203.21,86.04
Amortyzacja,,-23.98,1792.43,22.44,10.59,34.93,23.98,-7.71,-12.55,30.03,-1.91,11.46,-8.46,-4.74,4.08,8.17,-21.67,7.57,22.76,1.94
Przepływy pieniężne z działalności inwestycyjnej,,-44.33,-113.28,-7440.59,-251.18,69.96,73.2,-350.13,-144.91,84.23,-28.47,-70.81,69.48,-492.84,68.82,-31.18,-27.62,22.66,33.31,39.51
CAPEX (niematerialne i rzeczowe),,62.67,1025.14,146.07,191.45,-52.49,-14.97,111.53,194.56,-84.11,10.21,1.28,-27.91,78.41,41.95,-43.27,23.68,-17.68,-37.94,5.33
Przepływy pieniężne z działalności finansowej,,,,69.5,-840.25,4.81,68.67,-197.78,375.82,-175.4,119.75,-1172.76,85.44,184.65,97.6,-48.99,-388.77,57.96,-216.12,37.07
Emisja akcji,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,-21.55,149.97,-60.0,-100.0,,0.0,0.0,-75.0,299.89,75.02,-100.0,,,,228.18,59.97,-31.37
Przepływy pieniężne razem,,-14.25,570.91,414.62,-355.26,113.74,-10.8,94.2,289.99,-204.24,108.48,1795.98,-129.95,-90.63,185.12,-114.4,1250.84,-149.58,175.33,305.24
