,0,1,2,3,4,5,6,7,8,9,10,11,12,13
Zapasy,27305.0,34573.0,41203.0,28050.0,53113.0,65434.0,62562.0,68762.0,77703.0,142138.0,109849.0,121420.0,178074.0,120090.0
Należności krótkoterminowe,18176.0,18087.0,14010.0,19058.0,20175.0,19660.0,19388.0,22781.0,16917.0,31461.0,14508.0,17251.0,21521.0,18495.0
Inwestycje krótkoterminowe,1654.0,4971.0,3346.0,3243.0,10448.0,5832.0,10376.0,20284.0,11695.0,9471.0,14165.0,19483.0,5321.0,3519.0
Środki pieniężne i inne aktywa pieniężne,1654.0,4642.0,3269.0,3234.0,10403.0,5788.0,9277.0,19396.0,8163.0,9338.0,14162.0,19142.0,5321.0,3519.0
Pozostałe aktywa obrotowe,384.0,456.0,348.0,454.0,546.0,940.0,1197.0,1373.0,1433.0,1444.0,977.0,1177.0,1578.0,1292.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,66738.0,87751.0,87804.0,78830.0,111000.0,122542.0,133671.0,155738.0,187583.0,357389.0,259740.0,268726.0,314759.0,212472.0
Kapitał własny akcjonariuszy jednostki dominującej,25221.0,23324.0,25749.0,28980.0,54466.0,63284.0,73008.0,79084.0,94891.0,102542.0,60901.0,79085.0,86930.0,83082.0
Kapitał (fundusz) podstawowy,2502.0,2527.0,2527.0,2527.0,3027.0,3027.0,3027.0,3027.0,3027.0,3027.0,3027.0,3027.0,3027.0,3027.0
Udziały (akcje) własne,0.0,0.0,0.0,-200.0,-200.0,-200.0,0.0,0.0,0.0,-525.0,-643.0,-839.0,-839.0,-839.0
Kapitał (fundusz) zapasowy,18116.0,19119.0,22162.0,27722.0,45260.0,50960.0,55554.0,60518.0,62380.0,69312.0,83022.0,71566.0,88061.0,89231.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5880.0,-616.0,100.0,-123.0,0.0
Zobowiązania długoterminowe,15573.0,26845.0,24758.0,14563.0,14382.0,15748.0,16800.0,16929.0,26964.0,94419.0,59026.0,41936.0,23349.0,7610.0
Z tytułu dostaw i usług,11366.0,20904.0,14578.0,18133.0,20649.0,21402.0,23036.0,27425.0,32358.0,78734.0,63996.0,82330.0,88259.0,42286.0
Kredyty i pożyczki,11671.0,11167.0,12413.0,12.0,14582.0,15258.0,13965.0,20818.0,23413.0,47003.0,44970.0,36043.0,94681.0,66834.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,232.0,205.0,9663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,979.0,1443.0,1190.0,1924.0,1316.0,1960.0,1556.0,1477.0,2209.0,20360.0,21240.0,17596.0,12895.0,5936.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,235.0,241.0,402.0,538.0,610.0,567.0,4975.0,4317.0,4217.0,4052.0,733.0
Zobowiązania krótkoterminowe,25614.0,36433.0,34272.0,35287.0,42152.0,43510.0,43863.0,59725.0,65728.0,154548.0,140429.0,147605.0,204603.0,121780.0
Inne zobowiązania krótkoterminowe,1598.0,2687.0,5886.0,5555.0,5605.0,4890.0,5306.0,10005.0,7748.0,8451.0,10223.0,11636.0,8768.0,6724.0
Rozliczenia międzyokresowe,330.0,1149.0,3025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,66738.0,87751.0,87804.0,78830.0,111000.0,122542.0,133671.0,155738.0,187583.0,357389.0,259740.0,268726.0,314759.0,212472.0
Przepływy pieniężne z działalności operacyjnej,3611.0,2178.0,1502.0,16834.0,-7826.0,7305.0,24379.0,16866.0,28814.0,33615.0,71043.0,61000.0,-41108.0,20753.0
Amortyzacja,1679.0,2678.0,3506.0,3106.0,2461.0,2600.0,3373.0,4116.0,4743.0,29940.0,28892.0,20018.0,16306.0,10485.0
Przepływy pieniężne z działalności inwestycyjnej,-2537.0,-1774.0,-715.0,-641.0,-428.0,-4394.0,-10023.0,-5671.0,-40735.0,-2444.0,-4891.0,-2750.0,-4375.0,-1105.0
CAPEX (niematerialne i rzeczowe),30.0,596.0,1431.0,651.0,583.0,5553.0,10301.0,3952.0,13812.0,9956.0,5773.0,2944.0,5048.0,2900.0
Przepływy pieniężne z działalności finansowej,-1311.0,2560.0,-2147.0,-16218.0,15413.0,-7524.0,-11004.0,76.0,-329.0,-29981.0,-63204.0,-53098.0,31754.0,-19469.0
Emisja akcji,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,240.0,3600.0,0.0,0.0,0.0,4522.0,4743.0,7265.0,6055.0,5215.0,6586.0,12025.0,4509.0,0.0
Przepływy pieniężne razem,-237.0,2964.0,-1360.0,-25.0,7159.0,-4613.0,3352.0,11271.0,-12250.0,1190.0,2948.0,5152.0,-13729.0,179.0
