,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Środki pieniężne i inne aktywa pieniężne,,-68.27,-34.34,533.71,19.59,60.43,-60.84,71.19,132.93,-65.34,-90.89,1411.22,-58.55,-43.68,-30.83,956.83,177.54,-30.71,-27.69,-15.97
Pozostałe aktywa obrotowe,,123.99,43.78,0.54,-29.0,51.21,-59.23,174.27,-30.18,-64.92,-9.85,-1.01,140.91,109.15,59.86,-42.13,-28.34,7.46,-22.48,95.44
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,7.61,13.13,14.93,4.88,12.67,-29.4,125.44,-21.39,-31.59,-23.03,25.79,6.5,9.28,91.6,5.69,23.18,-33.81,-9.81,21.39
Kapitał własny akcjonariuszy jednostki dominującej,,0.42,-5.34,-8.75,16.73,27.81,-2.29,15.64,-37.01,-99.5,1766.67,159.24,29.23,80.7,61.0,37.38,42.95,17.34,3.76,8.14
Kapitał (fundusz) podstawowy,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,19.59,-2.14,-6.71,-12.19,10.78,31.55,13.81,18.11,-45.04,-96.23,203.15,0.48,2.07,252.48,118.21,56.91,52.43,20.04,4.25
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,-100.0,,,506.98,-11.11,26.72,3.06,89.11,65.62,-32.98,37.11,2868.12,-44.36,-95.46,93.88,-38.33,137.21
Z tytułu dostaw i usług,,-13.67,26.14,51.43,-54.6,-36.71,52.94,361.4,-6.33,-6.43,-72.49,22.31,2.96,50.1,165.42,9.75,50.88,-43.15,-49.23,52.36
Kredyty i pożyczki,,,-38.19,270.67,-100.0,,,8853.49,343.4,17.98,-42.87,30.38,-100.0,,,,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,-100.0,,,,,,,,,,6.06,100.0,340.0,1944.48,-76.24,-43.98,24.46,-9.59,32.24
Inne zobowiązania długoterminowe,,,,,,,506.98,-11.11,26.72,3.06,68.98,81.25,-31.47,-34.43,5727.82,-44.64,-97.95,-61.59,181.13,-26.85
Zobowiązania krótkoterminowe,,42.97,0.42,91.77,-49.58,20.04,-41.83,292.59,14.52,-9.0,-34.54,-14.72,-18.79,-2.11,218.63,8.12,41.84,-47.82,-39.85,10.41
Inne zobowiązania krótkoterminowe,,28.93,4.31,42.88,59.85,56.19,-66.49,162.01,-7.27,-39.91,104.46,-54.4,75.64,-39.49,260.27,19.78,34.15,-54.85,-25.62,-37.43
Rozliczenia międzyokresowe,,-19.8,-24.93,67.97,171.35,-6.71,-54.95,255.95,-50.52,-15.51,-2.38,88.66,26.32,2.31,-15.52,9.84,3.9,-50.83,47.24,56.44
Pasywa razem,,7.61,13.13,14.93,4.88,12.67,-29.4,125.44,-21.39,-31.59,-23.03,25.79,6.5,9.28,91.6,5.69,23.18,-33.81,-9.81,21.39
Przepływy pieniężne z działalności operacyjnej,,-207.7,-1.3,232.91,90.45,-32.01,-131.75,274.93,0.67,-342.22,9.28,240.52,-62.21,-108.73,-497.22,693.98,2.53,-147.79,35.96,267.85
Amortyzacja,,22.11,-14.56,-40.6,-0.94,17.72,1.41,17.66,9.52,-4.18,-8.46,-1.4,-2.27,-6.0,124.71,15.37,-8.07,-2.32,-5.07,-16.55
Przepływy pieniężne z działalności inwestycyjnej,,23.88,58.04,-30.11,-46.39,-94.09,75.44,-431.42,37.62,93.05,1323.61,-115.09,-343.87,63.03,-8.12,28.23,1722.87,-126.02,58.78,-1421.39
CAPEX (niematerialne i rzeczowe),,-32.66,-52.6,36.54,25.74,91.36,-70.65,332.87,-38.32,-81.89,-77.72,335.39,243.87,-55.38,29.27,60.57,-72.93,366.17,-52.5,1208.59
Przepływy pieniężne z działalności finansowej,,492.09,30.9,-118.51,-924.81,85.81,-96.27,173.15,234.01,-81.33,156.33,-319.91,-19.2,95.59,864.5,-267.94,76.88,18.78,7.98,1.53
Emisja akcji,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,88.24,-100.0,,,,,,,,,,,,
Przepływy pieniężne razem,,-398.06,84.06,1124.33,-81.05,372.31,-254.7,145.19,223.97,-213.61,51.34,240.92,-162.71,69.09,60.24,2263.64,93.47,-147.93,37.16,64.7
