,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,0.0,4314.0,0.0,0.0,4819.0,0.0,0.0,0.0,107.0,120.0,51.0,0.0,0.0,488.0,0.0,0.0
Z tytułu dostaw i usług,5736.0,3868.0,5736.0,7578.0,10829.0,9951.0,8149.0,10532.0,10717.0,6326.0,14379.0,8193.0,8404.0,10263.0,15715.0,8691.0
Kredyty i pożyczki,5198.0,5548.0,5198.0,0.0,0.0,0.0,0.0,0.0,6803.0,24272.0,4345.0,21747.0,33826.0,35479.0,17122.0,44224.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,68.0,68.0,19.0,0.0,178.0,114.0,82.0
Inne zobowiązania długoterminowe,0.0,4314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania krótkoterminowe,13170.0,12990.0,13170.0,11847.0,15034.0,12717.0,11305.0,16208.0,23975.0,37829.0,31047.0,40892.0,48295.0,51524.0,40718.0,60635.0
Inne zobowiązania krótkoterminowe,2236.0,3574.0,2236.0,4269.0,4205.0,2766.0,3156.0,5676.0,6420.0,7163.0,12255.0,10933.0,6065.0,5604.0,7767.0,7638.0
Rozliczenia międzyokresowe,17074.0,4380.0,4452.0,9736.0,14629.0,15472.0,16277.0,17022.0,17151.0,15757.0,23523.0,19185.0,16197.0,19462.0,21775.0,18451.0
Pasywa razem,80189.0,73629.0,71963.0,101371.0,119488.0,121798.0,125250.0,138470.0,131121.0,150117.0,166433.0,174768.0,196937.0,205870.0,213101.0,223174.0
Przepływy pieniężne z działalności operacyjnej,25021.0,34026.0,11669.0,23716.0,33032.0,24246.0,26830.0,33905.0,37275.0,31516.0,50690.0,41601.0,18841.0,27646.0,43543.0,16358.0
Amortyzacja,1619.0,2917.0,3533.0,2576.0,3595.0,4937.0,6512.0,6498.0,7102.0,7904.0,9299.0,11463.0,10893.0,11563.0,12710.0,12097.0
Przepływy pieniężne z działalności inwestycyjnej,-14578.0,-5901.0,-6113.0,-13535.0,-21740.0,-6708.0,-10493.0,-4859.0,-11077.0,-9064.0,-21554.0,-23527.0,-15943.0,-8819.0,-5325.0,-6248.0
CAPEX (niematerialne i rzeczowe),15469.0,5864.0,5771.0,14087.0,12726.0,17342.0,8978.0,4278.0,7934.0,10304.0,21625.0,23694.0,14272.0,9517.0,5569.0,6496.0
Przepływy pieniężne z działalności finansowej,-8075.0,-10095.0,-25582.0,580.0,-12537.0,-22673.0,-20603.0,-21581.0,-40701.0,-7702.0,-42440.0,-20421.0,-2931.0,-18025.0,-39401.0,-9540.0
Emisja akcji,0.0,0.0,0.0,0.0,428.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,11620.0,19133.0,20999.0,0.0,22499.0,20120.0,22037.0,22204.0,48457.0,26236.0,24490.0,38922.0,18436.0,22163.0,20147.0,0.0
Przepływy pieniężne razem,2368.0,18030.0,-20026.0,10761.0,-1245.0,-5135.0,-4266.0,7465.0,-14503.0,14750.0,-13304.0,-2347.0,-33.0,802.0,-1183.0,570.0
