,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0
Inne zobowiązania długoterminowe,742.0,672.0,356.0,646.0,447.0,346.0,347.0,110.0,2842.0,1064.0,990.0,305.0,276.0,216.0,142.0,1005.0
Zobowiązania krótkoterminowe,5134.0,8371.0,8012.0,9727.0,12665.0,12745.0,8335.0,7719.0,5874.0,6230.0,5626.0,3683.0,1032.0,1274.0,418.0,5733.0
Inne zobowiązania krótkoterminowe,1150.0,6288.0,4021.0,6557.0,7033.0,4643.0,2783.0,2418.0,1489.0,360.0,393.0,1207.0,370.0,186.0,121.0,2807.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,32080.0,35696.0,46819.0,52014.0,49307.0,50096.0,43822.0,35183.0,34820.0,15032.0,14228.0,6499.0,6236.0,4367.0,1659.0,15638.0
Przepływy pieniężne z działalności operacyjnej,-7953.0,3582.0,2855.0,-1212.0,3920.0,3262.0,1431.0,-2356.0,-1713.0,-1948.0,-1541.0,-683.0,-709.0,458.0,-1368.0,2296.0
Amortyzacja,1250.0,1019.0,751.0,487.0,526.0,529.0,749.0,842.0,29.0,31.0,13.0,4.0,4.0,8.0,19.0,244.0
Przepływy pieniężne z działalności inwestycyjnej,-861.0,-3528.0,-2979.0,-3823.0,-5049.0,-7507.0,-2081.0,2535.0,-1004.0,851.0,153.0,2394.0,78.0,-1130.0,128.0,-3331.0
CAPEX (niematerialne i rzeczowe),2921.0,1038.0,3992.0,768.0,893.0,791.0,1583.0,69.0,5.0,6.0,10.0,0.0,156.0,1809.0,279.0,705.0
Przepływy pieniężne z działalności finansowej,508.0,508.0,277.0,5704.0,260.0,3077.0,-171.0,121.0,2350.0,837.0,1391.0,-1732.0,659.0,619.0,100.0,1559.0
Emisja akcji,3008.0,598.0,422.0,400.0,1087.0,3097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,100.0,1729.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,-8306.0,562.0,153.0,669.0,-869.0,-1168.0,-821.0,300.0,-367.0,-260.0,3.0,-21.0,28.0,-53.0,-1140.0,524.0
