,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Pozostałe przychody (koszty),,,522.4,-100.0,,38.03,24.11,97.27,223.81,6126.92,116.92,-0.57,29.93,-39.98,29.16,-13.31,26.17,44.89,56.24,-70.96
Zysk z działalności gospodarczej,,30.97,71.87,18.55,-18.57,-99.55,4651.35,-48.62,-330.44,234.17,90.76,52.2,12.48,24.93,-2.54,11.04,-39.83,42.48,65.3,-29.35
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,30.97,71.87,18.55,-18.57,-99.55,4651.35,-48.62,-330.44,234.17,90.76,52.2,12.48,24.93,-2.54,11.04,-39.83,42.48,65.3,-29.35
Zysk (strata) netto z działalności zaniechanej,,,-1543.1,100.0,,,,,,,,,,,,,,,,
Zysk netto,,31.68,66.99,24.77,-22.96,-99.77,7967.44,-35.75,-324.99,224.99,183.89,12.73,16.76,20.72,-2.44,11.47,-38.73,34.13,76.48,-37.0
Zysk netto akcjonariuszy jednostki dominującej,,31.68,66.99,22.35,-24.63,-99.18,2003.36,-47.89,-421.13,217.96,184.76,11.84,18.38,19.79,-0.5,8.43,-38.81,33.26,78.4,-38.28
Aktywa trwałe,,-0.05,6.64,120.22,36.2,36.31,4.43,20.14,19.64,-1.96,-13.93,3.7,2.06,-8.08,10.13,-0.66,1.14,1.95,19.8,-0.04
Wartości niematerialne i prawne,,-69.9,13.56,3341.79,15.39,19.48,20.48,-44.4,55.31,-29.85,4.6,-11.21,1.56,-26.45,-4.8,-29.08,-13.16,-8.33,-25.73,23.0
Rzeczowe składniki majątku trwałego,,1.42,-4.7,100.31,45.89,40.41,0.96,25.22,-0.26,-4.38,-6.21,-3.83,-0.12,-4.36,12.59,0.31,-5.07,4.03,13.15,-4.62
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,26.4
Inwestycje długoterminowe,,,2677.55,49.03,-29.12,-5.52,57.69,90.68,263.67,17.75,-41.62,48.68,10.03,-15.76,6.05,0.92,25.07,-2.3,33.73,8.5
Pozostałe aktywa trwałe,,5.12,0.0,-43.35,43.19,54.32,-3.04,113.41,21.18,-4.96,-17.6,-22.13,-23.14,26.96,-22.44,-5.49,-20.38,-22.11,-7.69,-40.0
Aktywa obrotowe,,27.42,10.59,189.35,6.64,-34.88,-4.11,-19.37,-14.83,0.85,43.69,11.39,-5.23,8.88,1.68,8.97,-5.27,14.44,-17.32,-4.1
Zapasy,,26.58,90.77,49.61,76.57,7.47,-40.35,4.09,-6.06,25.72,237.63,-11.46,17.4,-14.67,17.91,42.42,-9.96,25.15,-42.15,-41.0
Należności krótkoterminowe,,101.76,33.1,37.98,80.67,-59.76,12.07,-5.62,-2.16,-33.21,97.64,-18.31,-7.64,33.06,2.22,9.1,-35.96,35.92,-13.54,0.73
Inwestycje krótkoterminowe,,-10.97,-26.24,562.79,-31.49,-13.91,-4.23,-31.7,-28.05,34.42,-42.83,110.57,-19.01,10.47,-11.54,-25.87,61.61,-18.48,25.46,20.78
Środki pieniężne i inne aktywa pieniężne,,15.42,-26.24,272.86,5.09,-42.65,-7.98,-8.03,-40.64,86.6,-38.09,90.59,-33.8,15.78,4.27,-31.94,65.92,-15.02,31.75,-56.89
Pozostałe aktywa obrotowe,,-6.72,3.39,-100.0,,,,,,,,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,-100.0,
Aktywa razem,,15.0,9.04,162.78,16.16,-7.99,0.66,3.57,8.38,-1.24,1.18,6.57,-0.78,-1.78,6.64,3.12,-1.52,6.94,3.93,-1.42
Kapitał własny akcjonariuszy jednostki dominującej,,14.44,14.2,189.83,2.59,-5.52,-1.61,-6.04,0.53,1.53,1.87,0.72,2.12,2.54,4.18,3.99,4.66,4.39,7.36,1.76
Kapitał (fundusz) podstawowy,,0.0,0.0,19.44,0.0,0.0,0.0,0.0,0.0,-1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,100.0,,,,,,,,,,
Kapitał (fundusz) zapasowy,,0.0,0.0,320.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,70.31,-69.84,117.73,56.35,-28.54,-27.7,19.15,-3.38,-37.65,67.98,-91.14,1528.3,-19.0,31.04,9.83,28.03
Zobowiązania długoterminowe,,-30.9,-41.29,-62.71,6144.29,-1.35,10.41,43.27,39.86,-7.23,-12.64,5.54,-11.78,-5.92,3.57,-13.03,-20.19,18.1,-2.82,1.98
Z tytułu dostaw i usług,,37.3,-3.77,-13.45,-53.55,46.3,-26.66,7.32,26.18,5.03,28.52,11.53,17.92,-4.23,148.85,3.08,-14.01,51.8,-39.44,31.31
Kredyty i pożyczki,,-100.0,,,-99.69,136600.0,-12.58,12.22,303.21,-24.45,-13.9,46.18,10.45,-26.84,44.08,23.93,-10.11,-31.47,-20.77,-95.41
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,-98.9,928.57,590.28,7.24,7.32,44.93,4.95,85.4,-45.07,11.85,9.99,97.34,54.44,2.53,33.53,45.4
Inne zobowiązania długoterminowe,,-28.66,-26.3,-26.2,6144.29,-1.71,-8.58,-11.85,86.61,-6.01,-13.87,-12.43,-11.53,-3.87,-18.08,-14.83,-29.09,21.65,-16.23,54.69
Zobowiązania krótkoterminowe,,30.34,-7.74,23.86,29.11,-40.79,15.47,57.26,17.39,-7.48,26.96,46.68,-0.9,-18.1,25.99,12.82,-14.81,12.76,-8.51,-23.4
Inne zobowiązania krótkoterminowe,,26.54,-17.04,100.62,141.77,-68.02,58.4,89.34,-5.92,-8.38,38.21,58.78,-5.63,-22.08,-27.62,18.05,-24.37,-22.57,70.89,-79.96
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,15.0,9.04,162.78,16.16,-7.99,0.66,3.57,8.38,-1.24,1.18,6.57,-0.78,-1.78,6.64,3.12,-1.52,6.94,3.93,-1.42
Przepływy pieniężne z działalności operacyjnej,,-8.86,35.12,14.47,83.41,-53.34,-53.97,267.87,-43.11,163.68,-75.12,446.85,-26.75,-26.89,38.53,-30.04,87.94,-40.32,238.84,-53.93
Amortyzacja,,14.44,11.61,44.38,22.31,63.08,-6.14,19.91,6.07,1.13,2.47,-3.75,-2.57,-3.83,26.4,-8.56,37.07,-24.03,-16.3,35.1
Przepływy pieniężne z działalności inwestycyjnej,,95.75,-765.08,-911.0,85.91,-348.13,84.59,-187.75,-4.62,67.2,61.36,-413.15,-10.42,99.13,-9855.14,46.34,-58.89,35.08,-335.13,17.28
CAPEX (niematerialne i rzeczowe),,-57.56,7.65,387.09,18.18,-15.37,-58.96,171.14,-36.8,-46.59,-44.22,94.58,40.39,-42.36,93.37,-21.46,-43.55,71.36,36.6,-67.8
Przepływy pieniężne z działalności finansowej,,-117.13,-67.97,1383.83,-109.12,272.3,-98.36,481.29,40.74,-398.86,-127.3,58.32,-258.83,26.5,25.1,-66.41,41.0,-53.11,-67.58,19.52
Emisja akcji,,-100.0,,,-100.0,,,,,,,,,,,,,,,
Dywidenda,,74.42,252.0,-57.58,208.48,16.66,-52.58,128.63,-31.2,-82.91,633.89,0.66,38.38,-1.4,1.24,6.28,-63.59,78.75,85.82,-6.58
Przepływy pieniężne razem,,-84.41,-297.49,866.95,-93.05,-981.2,89.28,7.35,-365.46,226.46,-182.08,247.23,-171.11,130.91,-68.69,-881.9,240.41,-137.68,279.93,-336.06
