,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Wartości niematerialne i prawne,,35.99,-44.82,429.86,1855.59,-2.62,-3.54,-0.95,0.09,18.26,-7.54,-1.95,12.1,6.15,10.2,-0.93,-1.97,-0.97,2.24,0.99
Rzeczowe składniki majątku trwałego,,8.36,5.36,22.57,100.11,8.9,0.2,4.04,9.81,-5.0,27.86,43.07,17.03,4.02,-3.5,64.57,0.42,-7.12,32.48,26.38
Należności długoterminowe,,55.3,41.18,90.73,154.63,10.87,7.14,55.08,17.55,-5.24,6.02,17.97,28.0,1.09,11.65,840.95,9.59,10.1,13.05,5.69
Inwestycje długoterminowe,,0.0,4281.4,2201.59,41.0,-6.28,-6.44,0.55,-41.89,-16.45,0.61,-2.03,2.05,-13.56,34.31,-56.64,4.19,-3.06,-38.88,17.31
Pozostałe aktywa trwałe,,32.31,40.5,80.06,-96.89,24.11,1160.57,134.09,91.43,21.97,22.08,92.96,-54.41,-6.77,60.82,-52.39,-26.79,19.7,29.2,13.62
Aktywa obrotowe,,23.93,13.68,83.36,24.77,4.38,6.18,22.74,-0.73,12.1,24.5,19.59,25.46,14.5,19.19,1.08,7.44,47.17,28.55,15.19
Zapasy,,19.75,9.96,87.96,21.8,-3.79,8.06,20.31,-0.05,11.37,27.16,20.26,20.64,17.29,24.26,-6.27,7.77,39.98,31.62,8.42
Należności krótkoterminowe,,35.7,24.15,77.36,36.23,26.23,0.11,21.58,4.85,11.13,17.95,19.32,31.13,5.45,17.5,16.41,-1.06,73.29,20.34,30.45
Inwestycje krótkoterminowe,,44.91,20.19,57.49,8.93,9.8,27.13,74.47,-39.13,35.86,31.14,10.92,66.3,32.52,-28.7,24.99,63.05,2.93,48.42,3.0
Środki pieniężne i inne aktywa pieniężne,,44.91,20.19,57.49,8.93,9.8,27.13,74.47,-39.13,35.86,31.14,10.92,66.3,32.52,-28.7,24.99,63.05,2.93,48.42,3.0
Pozostałe aktywa obrotowe,,58.39,58.69,-100.0,,,,,,,,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,21.03,12.57,83.36,50.51,3.69,3.87,17.03,0.06,9.57,21.22,21.86,21.29,11.94,15.88,12.19,5.76,34.28,27.42,15.81
Kapitał własny akcjonariuszy jednostki dominującej,,-1.6,23.49,52.29,148.79,19.32,11.96,19.74,13.22,19.35,18.29,12.8,18.09,13.48,13.19,11.89,17.04,28.98,23.5,16.29
Kapitał (fundusz) podstawowy,,0.0,0.0,0.0,16.2,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,37.17,3.53,23.58,303.23,12.72,15.28,13.17,19.58,13.9,15.13,11.44,9.44,10.19,13.85,19.0,10.66,14.54,26.64,24.93
Udziały niekontrolujące,,32.6,-17.66,-100.0,,,,,100.0,,,,,,,,,,,
Zobowiązania długoterminowe,,300.44,-43.85,444.27,150.83,228.2,-37.17,-1.13,-82.89,20.81,726.25,13.37,-3.47,51.73,-18.04,81.6,-1.2,6.5,29.82,20.97
Z tytułu dostaw i usług,,2.96,21.42,124.74,0.27,11.23,1.05,22.04,-22.87,6.73,5.98,39.97,19.99,-6.95,43.21,-17.52,-3.37,120.56,6.27,16.28
Kredyty i pożyczki,,44.36,6.74,58.49,33.45,-79.22,137.85,23.76,77.05,-4.68,-45.96,59.03,42.53,4.94,36.86,-25.34,-14.46,30.4,80.17,2.75
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,-100.0,,,-7.37,15.0,209.07,6.51
Inne zobowiązania długoterminowe,,,52.7,76.33,-37.71,-28.14,-91.47,273.39,428.42,41.43,56.35,191.41,-43.95,22.78,9.19,597.31,5.52,27.72,-79.51,113.74
Zobowiązania krótkoterminowe,,27.36,12.45,85.26,15.08,-44.38,35.03,23.42,17.08,-0.92,-22.74,44.87,39.91,-5.44,41.01,-12.66,-6.02,66.29,31.93,12.56
Inne zobowiązania krótkoterminowe,,46.76,66.28,203.15,-82.5,21.26,226.33,47.21,-42.25,-34.03,191.73,-34.23,165.81,13.11,68.79,92.04,16.98,7.07,-17.3,61.86
Rozliczenia międzyokresowe,,-100.0,,,,,,,,,,,,,,,,,,
Pasywa razem,,21.03,12.57,83.36,50.51,3.69,3.87,17.03,0.06,9.57,21.22,21.86,21.29,11.94,15.88,12.19,5.76,34.28,27.42,15.81
Przepływy pieniężne z działalności operacyjnej,,-65.37,182.91,-306.29,233.47,57.14,-26.99,-32.23,41.72,32.03,-54.59,244.55,58.41,-90.33,105.02,818.19,-3.08,-92.4,-391.19,594.77
Amortyzacja,,21.46,5.15,6.57,87.4,9.8,15.9,-2.48,4.45,6.36,11.41,16.95,8.84,20.93,17.16,69.61,0.73,-0.87,19.2,17.72
Przepływy pieniężne z działalności inwestycyjnej,,-2.89,9.56,-345.81,20.51,64.54,-7.53,-125.28,-23.04,34.36,-88.94,-120.76,22.78,25.66,-24.96,8.84,32.08,-15.07,-101.36,-112.44
CAPEX (niematerialne i rzeczowe),,-5.62,-8.77,299.48,8.33,-50.35,-7.03,39.78,40.25,-32.76,83.68,110.52,-20.42,-28.17,20.35,26.44,-49.45,13.37,113.06,106.3
Przepływy pieniężne z działalności finansowej,,38.57,-114.12,1893.9,-109.33,-618.16,41.2,137.6,-316.53,-18.75,185.13,-78.46,-967.74,235.74,-82.01,-1778.21,12.97,119.59,587.54,-132.59
Emisja akcji,,,,,,769.59,-100.0,,,,,,,,,,,,,
Dywidenda,,0.2,-100.0,,135.13,-100.0,,,,-100.0,,0.0,0.0,0.0,0.0,0.0,-100.0,,0.0,-50.0
Przepływy pieniężne razem,,94.5,-35.13,256.33,-75.97,19.53,204.01,248.98,-191.66,155.79,17.99,-54.02,573.58,-18.43,-216.97,162.07,215.33,-92.41,1598.86,-90.81
