,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Zobowiązania krótkoterminowe,,123.6,52.46,65.91,76.28,1.43,37.04,23.97,-17.87,14.51,8.42,48.18,-2.06,48.55,-9.92,2.57,14.26
Inne zobowiązania krótkoterminowe,,41.61,13.1,137.87,84.51,-10.95,54.03,37.16,11.26,6.43,2.67,137.82,-11.98,103.06,-97.9,294.43,26.47
Rozliczenia międzyokresowe,,2526.09,53.31,901.62,-100.0,,,,,,,,,,,,
Pasywa razem,,121.34,34.58,124.83,21.03,-1.02,24.56,20.38,10.94,4.84,1.32,11.85,0.14,38.67,0.84,-3.84,5.67
Przepływy pieniężne z działalności operacyjnej,,171.31,9.5,-95.99,1900.0,-67.63,671.54,38.07,24.52,-181.49,92.59,749.42,-41.12,481.21,-157.67,135.05,624.7
Amortyzacja,,45.37,40.66,30.72,61.61,0.21,12.41,26.26,-17.53,37.37,0.16,14.97,33.7,21.66,-1.22,-2.46,-57.99
Przepływy pieniężne z działalności inwestycyjnej,,-341.63,35.7,-31.28,-90.71,102.76,-1910.56,7.97,15.77,34.29,39.01,209.85,-242.15,93.2,-10.81,349.82,1285.81
CAPEX (niematerialne i rzeczowe),,285.37,-26.76,32.66,81.16,-78.92,202.23,-0.26,-19.93,-47.07,-33.4,54.49,-64.96,-24.03,80.41,115.91,17.67
Przepływy pieniężne z działalności finansowej,,209.98,-62.62,505.23,-39.89,-114.34,511.16,-52.64,-146.56,218.99,-23.95,-282.25,-310.32,57.95,-45.75,-2.51,-125.96
Emisja akcji,,130.89,-100.0,,-100.0,,,-100.0,,,,,,,,,
Dywidenda,,,,,,,-100.0,,,,,,,,,,
Przepływy pieniężne razem,,15.24,-74.75,2084.26,-111.87,79.06,2350.93,-2.91,-18.5,-353.69,85.13,377.15,-316.41,210.56,-232.07,86.03,991.55
