,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Pozostałe przychody (koszty),,-62.93,-9.11,-100.0,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,53.07,203.04,219.13,91.64,41.87,-48.09,-269.47,8.14,-95.41,101.61,852.96,-1.09,-33.69,-236.5,121.92,48.87,195.32,-22.83,-6.21
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,53.07,203.04,219.13,91.64,41.87,-48.09,-269.47,8.14,-95.41,101.61,852.96,-1.09,-33.69,-236.5,121.92,48.87,195.32,-22.83,-6.21
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,99.99,100.0,,,,,,,,
Zysk netto,,28.7,160.5,224.72,57.45,36.52,-47.7,-294.7,7.96,-166.22,97.22,471.55,-55.26,-134.41,-825.69,99.99,269433.33,205.79,-22.04,-10.3
Zysk netto akcjonariuszy jednostki dominującej,,37.55,158.07,211.67,53.19,44.63,-46.73,-299.29,8.24,-151.96,95.99,375.63,-48.13,-84.74,-1798.09,98.14,833.63,157.44,20.11,-4.06
Aktywa trwałe,,-5.72,4.74,11.29,33.77,46.83,12.37,7.36,-6.77,-7.33,-38.45,-12.17,-25.22,-18.28,-29.2,27.45,16.26,-0.1,58.02,42.57
Wartości niematerialne i prawne,,-32.1,14.34,2.08,84.15,-26.69,278.59,562.78,-7.14,-6.59,-17.98,-4.55,-2.25,-0.47,-80.19,-56.62,-31.38,-31.98,14.54,-36.36
Rzeczowe składniki majątku trwałego,,-5.69,-3.07,8.01,24.8,51.54,5.64,4.29,-24.21,-15.68,-57.43,-21.82,-16.76,-10.05,-17.33,48.27,31.62,8.09,80.07,54.96
Należności długoterminowe,,-33.33,-50.0,-100.0,,,10.26,-9.43,-10.48,52.84,-25.61,-32.34,-68.22,-49.44,162.6,-6.87,84.58,-46.24,-7.69,21.88
Inwestycje długoterminowe,,3.87,16.16,36.86,3.47,80.62,35.74,-63.1,-3.95,69.96,-12.59,100.95,-9.67,-47.88,-38.87,1.3,-99.76,-41.67,-100.0,
Pozostałe aktywa trwałe,,-3.08,135.5,30.47,91.37,-35.71,52.51,-6.78,116.87,-9.09,-12.71,-8.7,-32.72,-23.53,-24.56,28.23,-6.98,3.21,18.97,0.74
Aktywa obrotowe,,-0.67,81.37,41.08,24.81,11.05,6.81,23.13,2.86,-20.26,-7.92,-4.59,-8.22,-12.79,10.61,-3.71,-9.85,-4.91,5.13,12.27
Zapasy,,-71.53,128.51,77.71,-24.29,-13.59,84.48,-4.19,-34.23,-16.34,-71.22,28.56,-25.73,13.25,147.97,-41.34,31.32,148.99,-21.55,42.9
Należności krótkoterminowe,,15.59,54.33,2.72,55.52,-5.1,-5.53,18.74,5.36,-13.19,-3.05,-31.63,22.15,-5.81,-3.25,-8.15,4.37,-19.88,16.05,15.4
Inwestycje krótkoterminowe,,10.73,164.65,67.86,6.5,38.93,7.15,-34.62,-41.25,-40.45,91.77,74.37,-38.83,-55.28,60.19,77.04,-33.01,31.31,-14.17,36.52
Środki pieniężne i inne aktywa pieniężne,,15.94,169.02,68.65,7.49,38.78,7.19,-34.54,-41.18,-40.45,91.77,74.37,-38.83,-55.31,60.24,77.13,-33.03,31.36,-14.57,37.15
Pozostałe aktywa obrotowe,,-8.07,68.92,156.53,9.94,15.47,23.49,155.03,27.09,-36.33,-8.59,-11.75,-5.89,4.01,2.29,-23.8,-6.98,-21.39,18.7,-16.32
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,-100.0,,,,,-100.0,,,,
Aktywa razem,,-2.39,56.16,34.5,26.44,17.96,8.14,19.19,0.69,-17.57,-15.07,-5.87,-10.92,-13.52,5.61,-1.09,-7.02,-4.26,12.62,18.29
Kapitał własny akcjonariuszy jednostki dominującej,,-24.89,153.5,27.0,18.53,42.87,7.29,-26.29,-30.08,-32.81,-6.11,18.88,8.34,-42.38,-35.28,-50.34,7.35,35.39,31.05,28.47
Kapitał (fundusz) podstawowy,,0.0,28.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,-37.47,112.83,22.82,34.22,34.79,33.73,9.69,-27.47,-31.96,-2.46,-37.73,3.03,-2.18,1.5,-0.87,-21.73,0.0,0.0,0.0
Udziały niekontrolujące,,-19.69,1.44,9.3,9.79,12.83,-4.96,-7.1,-5.97,-46.35,-23.56,-5.84,-10.22,-35.52,-35.44,10.64,34.85,69.84,-12.75,-35.81
Zobowiązania długoterminowe,,96.64,-28.2,-31.46,33.65,61.93,53.56,6.24,-14.28,-0.09,128.38,-15.12,13.89,15.24,11.87,-65.05,8.4,-10.57,86.04,16.35
Z tytułu dostaw i usług,,3.84,58.15,25.12,8.6,-5.75,33.19,61.79,-6.84,-36.93,-12.3,-12.48,-2.29,-17.92,3.33,3.25,-23.98,-5.37,6.16,84.27
Kredyty i pożyczki,,29.74,-15.54,97.03,-9.92,-33.52,5.79,676.77,206.03,-3.95,-43.56,-31.42,-47.12,-64.4,28.54,704.32,-18.49,-36.0,6.09,-8.41
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,22.97,26.3,21.36,50.76,80.99,27.11,29.3,-33.47,-15.29,-67.74,-49.93,-38.88,23.36,52.63,200.91,20.85,2.17,69.17,136.3
Inne zobowiązania długoterminowe,,14.89,66.3,1.02,-35.38,-15.49,274.05,10.99,15.83,22.42,112.44,-33.41,-33.36,-13.55,-15.66,41.01,4.4,-15.57,85.88,9.97
Zobowiązania krótkoterminowe,,-1.35,57.0,49.62,31.19,5.74,5.85,48.22,10.9,-14.93,-27.64,-7.98,-21.22,-13.35,12.43,33.44,-9.95,-6.75,1.99,19.14
Inne zobowiązania krótkoterminowe,,-12.65,67.27,86.25,58.44,14.53,-11.45,16.75,-5.54,5.07,-28.07,8.16,-27.08,2.49,18.15,-3.98,5.88,8.33,-3.04,-9.8
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,-2.39,56.16,34.5,26.44,17.96,8.14,19.19,0.69,-17.57,-15.07,-5.87,-10.92,-13.52,5.61,-1.09,-7.02,-4.26,12.62,18.29
Przepływy pieniężne z działalności operacyjnej,,-42.14,310.38,131.56,-34.23,219.55,-40.43,-251.24,-62.96,31.64,168.86,31.38,-164.24,-0.34,123.45,283.19,-104.6,3164.67,-84.75,661.4
Amortyzacja,,17.19,8.04,0.79,16.31,22.38,26.87,13.38,-8.99,-13.41,-18.85,-49.04,-14.64,-1.69,0.46,33.87,13.52,5.55,25.6,112.13
Przepływy pieniężne z działalności inwestycyjnej,,-70.92,-211.37,348.49,-188.85,-170.78,48.09,75.12,-2.15,71.75,2506.95,-87.58,-107.39,295.45,-442.67,1017.78,-117.73,-59.98,-213.5,-142.84
CAPEX (niematerialne i rzeczowe),,49.98,149.0,-40.87,81.08,72.42,-55.9,-14.67,-46.31,-36.75,65.52,-65.18,2.54,3.55,-22.21,91.42,76.57,-23.32,200.08,151.3
Przepływy pieniężne z działalności finansowej,,968.33,290.7,-118.01,-46.13,-23.73,-147.85,170.15,369.62,-26.01,-178.11,55.29,77.31,139.98,598.35,-187.23,-177.93,-15.36,69.27,-13.35
Emisja akcji,,,,-100.0,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,-60.71,-100.0,,,,,,,,,,,
Przepływy pieniężne razem,,-54.07,1129.42,9.26,-81.6,456.66,-74.25,-615.57,22.11,43.63,235.96,58.28,-191.04,12.85,148.67,105.16,-175.85,163.58,-161.05,317.79
