,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Kapitał (fundusz) zapasowy,,10.87,52.17,118.13,27.17,6.98,7.03,8.64,11.19,16.74,13.73,14.49,-64.07,5.68,19.19,-11.38,1.7,-9.54,-9.82,1.2
Udziały niekontrolujące,,1085.17,-41.67,-99.82,-142.11,0.0,-637.5,0.0,138.98,-26.09,-623.53,-4.49,-7.53,-7.0,-6.54,-7.02,-3.28,146073.82,-11.63,107.98
Zobowiązania długoterminowe,,-4.36,32.13,62.16,19.93,-4.83,6.13,27.95,-5.68,-4.03,39.42,26.14,-79.6,35.38,18.48,44.2,8.84,8.25,-6.54,7.85
Z tytułu dostaw i usług,,42.85,53.63,31.48,-14.81,-33.42,55.69,87.74,-46.28,11.92,-19.72,21.23,45.53,9.35,30.89,1.44,-45.28,43.41,-23.52,-20.23
Kredyty i pożyczki,,-13.93,3.31,-80.86,313.12,41.4,83.98,-2.37,73.26,2.15,-56.24,34.95,-33.42,139.4,-46.93,30.93,130.31,49.16,-35.81,17.8
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,-100.0,,,,709.21,-80.59,-8.51,-25.2
Inne zobowiązania długoterminowe,,-48.57,39.66,549.69,-20.14,-79.88,19.01,5.58,-73.75,241.89,5.78,29.57,-85.84,72.25,434.69,-28.12,524.03,1.98,-45.51,23.87
Zobowiązania krótkoterminowe,,29.92,10.39,3.88,8.73,13.85,4.67,24.95,9.91,75.25,-64.06,56.25,27.63,10.5,-10.07,35.85,68.88,23.18,-6.21,-21.61
Inne zobowiązania krótkoterminowe,,186.96,-0.17,86.44,-17.44,19.9,-66.28,54.53,-62.92,1063.5,-81.37,12.82,328.06,-46.61,35.87,43.5,-5.5,88.23,38.33,-46.66
Rozliczenia międzyokresowe,,1.44,34.48,-100.0,,3.62,-17.4,-2.75,-92.44,27.38,235.72,229.3,-28.78,48.97,35.0,-25.41,-100.0,,,
Pasywa razem,,13.78,27.44,25.69,21.92,1.77,5.12,19.12,0.72,14.4,8.27,25.7,-59.9,15.32,2.56,20.91,17.05,14.28,-5.41,-2.06
Przepływy pieniężne z działalności operacyjnej,,170.11,-80.98,12.98,-31.98,449.1,-46.0,63.69,29.69,7.62,-57.85,71.32,-15.26,-297.65,151.53,-157.91,14.15,268.47,-92.29,-3091.99
Amortyzacja,,-6.47,-55.22,25.17,-22.54,-9.43,-8.61,96.29,-28.1,-25.58,18.02,-9.37,-31.09,-8.89,23.33,171.48,23.92,6.73,22.11,-7.37
Przepływy pieniężne z działalności inwestycyjnej,,164.88,-216.22,-52.79,-86.18,-22.61,116.14,-347.79,-197.18,113.84,-664.81,-58.36,-103.21,96.07,15.84,-240.08,-468.83,180.23,-3.17,-118.29
CAPEX (niematerialne i rzeczowe),,47.12,-21.0,46.86,-6.07,-98.55,4801.23,240.64,-25.72,-13.97,21.75,16.95,43.68,-39.25,31.1,-3.8,-0.17,-38.16,-22.46,-35.58
Przepływy pieniężne z działalności finansowej,,-265.75,189.43,70.39,-15.19,-66.98,-713.71,142.17,-51.5,-414.65,-431.96,165.88,-408.51,113.41,-193.88,178.64,146.13,-170.11,47.85,205.35
Emisja akcji,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,-88.93,51.52,-50.0,-100.0,,-53.51,92.59
Przepływy pieniężne razem,,610.7,-64.51,62.02,-192.63,-51.87,-54.99,175.57,-203.64,124.48,-3808.45,128.88,-909.67,101.07,-692.38,122.28,-413.09,258.35,35.07,-136.27
