,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Środki pieniężne i inne aktywa pieniężne,,30.59,-95.82,-50.62,973.42,-1.77,338.42,63.12,204.31,7.74,-31.85,-23.4,117.89,36.06,-18.48,-65.03,219.46,57.42,-99.22,462.8
Pozostałe aktywa obrotowe,,230.0,60.61,-32.08,19.44,9.3,53.19,13.89,-24.39,30.65,-100.0,,87.5,28.33,1.3,212.82,-56.56,-17.92,-100.0,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,-1.95,-6.79,-5.54,10.41,2.36,4.74,2.09,5.07,-8.36,30.34,307.62,3.0,-2.23,-6.73,-29.71,-22.81,-45.17,8.88,-6.9
Kapitał własny akcjonariuszy jednostki dominującej,,0.08,0.73,-4.25,1.29,3.81,11.64,7.33,5.45,-4.08,42.36,12.35,14.43,8.96,1.5,-62.06,-106.48,-4967.75,-96.11,-47.3
Kapitał (fundusz) podstawowy,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,-8.66,0.96,0.17,2.97,0.08,7.33,42.67,39.69,0.05,31.12,5.06,6.37,6.47,40.02,0.0,0.0,-100.0,,
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,-33.33,-100.0,,695.34,37.96,-44.1,-78.89,-100.0,,,1851.72,6.18,-15.25,-27.22,-74.78,-26.88,-46.24,-44.54,-44.79
Z tytułu dostaw i usług,,,-26.01,26.9,-0.26,-18.71,36.29,16.36,11.39,-40.91,103.11,29.89,-6.97,45.22,29.06,-29.82,25.79,-66.26,231.82,-36.84
Kredyty i pożyczki,,,39.77,-44.47,39.53,-0.22,-92.94,-100.0,,,,388546.68,-13.97,14.67,-2.72,48.78,-20.5,-99.09,491.78,88.04
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,0.0,0.0,-100.0,,,,,,,,,,,,
Inne zobowiązania długoterminowe,,,,,,,,,,,,11.68,12.12,0.16,-39.23,-52.63,-5.87,-25.32,-6.69,28.45
Zobowiązania krótkoterminowe,,-2.36,9.51,-20.14,19.27,-6.9,-26.33,-16.27,4.75,-24.42,99.81,540.38,-9.34,13.69,16.11,31.88,-6.14,21.03,60.16,30.49
Inne zobowiązania krótkoterminowe,,,-1.52,-0.53,0.38,-6.93,53.03,-32.5,-6.71,9.54,95.58,17.04,31.66,-20.92,164.54,25.88,35.73,333.5,52.47,34.19
Rozliczenia międzyokresowe,,81.48,7.35,30.83,10.96,8.93,49.55,12.47,6.28,-8.94,-100.0,,,,,,,,,
Pasywa razem,,-1.95,-6.79,-5.54,10.41,2.36,4.74,2.09,5.07,-8.36,30.34,307.62,3.0,-2.23,-6.73,-29.71,-22.81,-45.17,8.88,-6.9
Przepływy pieniężne z działalności operacyjnej,,-6.09,-34.65,42.9,-28.78,19.11,91.43,-44.11,22.87,-73.81,57.35,60.37,472.87,-10.52,45.35,-138.45,129.26,431.8,-150.5,201.17
Amortyzacja,,3.16,12.61,-15.89,58.81,-7.35,-13.59,-9.0,27.19,11.89,-29.79,51.08,8.94,16.27,-1.57,-14.65,-24.63,-4.43,1.93,1.79
Przepływy pieniężne z działalności inwestycyjnej,,6.43,6.21,29.1,-162.73,-8.81,40.32,11.81,18.15,13.94,-206.26,-114.87,60.11,54.96,71.86,370.44,232.29,-102.93,-889.12,-151.98
CAPEX (niematerialne i rzeczowe),,-9.49,8.05,-22.52,104.69,6.13,-36.78,-15.02,8.82,-34.87,217.19,81.83,-25.94,-57.07,-52.17,-34.56,127.64,-79.52,223.89,339.23
Przepływy pieniężne z działalności finansowej,,3.43,17.93,-36.04,85.61,-107.39,-378.81,57.58,39.43,100.0,,1515.04,-598.78,-2.23,-80.42,26.59,25.33,18.28,95.04,-783.28
Emisja akcji,,,,,,,,,,,,,,,-100.0,,,,,
Dywidenda,,,0.0,2.87,0.0,0.0,0.0,0.0,-0.02,-100.0,,,,,,,,,,
Przepływy pieniężne razem,,-34.91,-542.47,97.96,1033.33,-101.98,18893.33,-18.23,428.03,-88.47,-533.5,48.78,485.87,-33.34,-167.44,-2335.31,70.2,140.31,-372.04,103.62
