,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Inwestycje długoterminowe,,,-100.0,,,,,,,,,,,,,,,
Pozostałe aktywa trwałe,,114.03,-34.79,-39.04,92.12,26.68,-28.08,5.86,24.78,15.55,16.3,109.85,-56.02,60.16,16.69,-25.78,24.95,-27.35
Aktywa obrotowe,,74.9,27.69,7.74,13.26,-9.97,-10.38,20.54,-6.83,6.03,10.55,-47.59,10.88,28.64,15.81,-1.77,14.49,6.36
Zapasy,,1048.86,16.62,-31.64,7.32,9.02,74.55,60.75,-77.97,-37.39,-46.85,145.36,-18.07,86.15,-40.5,-5.32,5.13,-37.44
Należności krótkoterminowe,,396.25,8.72,-18.39,-0.68,-15.29,-5.01,31.04,-18.17,-9.38,18.31,32.96,4.2,0.47,-12.62,9.52,15.92,4.61
Inwestycje krótkoterminowe,,-27.12,70.44,45.13,20.01,-4.01,-14.86,12.75,5.04,14.68,6.88,-88.21,54.12,24.61,192.25,-8.11,12.72,9.78
Środki pieniężne i inne aktywa pieniężne,,1161.26,134.67,46.75,22.55,-3.94,-14.93,12.84,5.04,-29.27,73.29,-88.63,59.72,24.61,-58.53,547.6,12.72,9.77
Pozostałe aktywa obrotowe,,84.63,-18.85,-37.77,-29.89,30.49,4.36,20.87,-39.25,55.3,75.21,26.02,-20.95,1324.98,-79.44,-57.24,25.27,-26.79
Aktywa trwałe przeznaczone do sprzedaży,,,,,,-100.0,,,,,,,,,,,,
Aktywa razem,,406.71,31.88,1.75,3.06,-3.18,-4.06,5.35,-2.42,2.01,4.01,18.72,1.15,16.67,4.21,3.53,4.6,3.41
Kapitał własny akcjonariuszy jednostki dominującej,,412.87,39.16,3.34,1.94,-0.09,-2.1,0.17,0.62,2.01,3.43,1.69,6.75,5.89,5.01,4.38,4.37,4.87
Kapitał (fundusz) podstawowy,,186.14,16.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,110.9,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,3720.0,4.45,-49.77,-60.48,-12.63,-7.51,23.12,82.74,8.47,13.7,1668.47,-17.14,279.36,-4.83,19.52,-19.45,-1.19
Z tytułu dostaw i usług,,222.69,-30.24,-19.83,-5.6,-35.11,-15.8,196.82,-67.69,2.82,-35.0,37.94,21.33,20.96,6.43,-11.58,29.26,-24.08
Kredyty i pożyczki,,,,,,,,,,,,,-62.17,-100.0,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,25.54,-22.05,-30.81,5.35,-100.0,,,,,238.41,204.14,398.99,-0.09,27.7,-21.02,-14.62
Inne zobowiązania długoterminowe,,1526.0,-48.34,-63.1,18.71,88.04,-7.51,23.12,82.74,8.47,13.7,61.49,26.15,38.14,30.01,-21.58,-23.08,48.06
Zobowiązania krótkoterminowe,,354.14,-6.27,-7.82,15.51,-27.8,-25.78,80.92,-28.18,1.76,10.37,143.5,-19.22,12.72,7.57,-13.29,31.42,-1.15
Inne zobowiązania krótkoterminowe,,622.88,16.62,-0.04,27.14,-25.75,-27.09,39.06,2.28,1.5,20.69,79.12,-7.79,14.23,9.24,-20.93,47.05,4.09
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,
Pasywa razem,,406.71,31.88,1.75,3.06,-3.18,-4.06,5.35,-2.42,2.01,4.01,18.72,1.15,16.67,4.21,3.53,4.6,3.41
Przepływy pieniężne z działalności operacyjnej,,78.78,103.68,38.99,12.31,-22.24,-13.6,38.65,-3.78,18.77,5.76,30.13,25.35,31.48,7.47,-1.62,14.48,1.41
Amortyzacja,,65.66,105.23,0.26,5.3,-5.76,3.58,13.17,2.45,-8.6,1.34,28.68,31.19,32.06,3.19,8.69,9.26,18.65
Przepływy pieniężne z działalności inwestycyjnej,,-343.24,89.19,-21.96,19.0,133.47,1356.61,-122.96,-23.2,-262.06,140.16,-886.62,88.68,-135.73,-63.29,136.05,-302.11,-1.49
CAPEX (niematerialne i rzeczowe),,4039.88,-82.61,-25.72,-2.38,9.53,-13.4,4.18,19.81,-8.37,13.37,8.62,-0.7,18.88,41.48,1.4,53.94,5.37
Przepływy pieniężne z działalności finansowej,,,-133.67,-674.91,-72.43,-17.73,-5.71,18.21,-1.27,-5.81,-18.14,30.92,-125.11,-40.07,-2.32,-4.24,-12.15,-2.3
Emisja akcji,,,-100.0,,,,,,,,,,,,,,,
Dywidenda,,,,,78.57,20.0,6.67,-17.71,1.27,6.25,17.64,27.0,2.36,15.38,20.0,11.11,6.0,8.49
Przepływy pieniężne razem,,-547.36,141.04,-19.81,-29.38,-46.21,441.38,-79.41,-57.42,-713.4,277.42,-333.73,122.56,-79.95,-396.38,648.63,-89.36,-13.45
