,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Zysk z działalności gospodarczej,,-57.99,-100.41,-472.22,44.24,1894.53,148.97,-197.46,12.0,-84.33,19.17,31.38,85.3,-0.13,-442.32,86.26,122.93,-433.08,326.91,109.15
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,-57.99,-100.41,-472.22,44.24,1894.53,148.97,-197.46,12.0,-84.33,19.17,31.38,85.3,-0.13,-442.32,86.26,122.93,-433.08,326.91,109.15
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,
Zysk netto,,-58.43,-100.41,-472.22,44.24,1796.02,151.07,-201.63,9.05,-80.08,21.77,59.3,80.67,-25.09,-467.68,83.76,194.41,-167.28,269.88,116.35
Zysk netto akcjonariuszy jednostki dominującej,,-58.43,-100.41,-472.22,44.24,1796.02,151.07,-201.63,9.05,-80.08,21.77,59.3,80.67,-25.09,-461.58,83.58,194.07,-177.46,293.89,76.91
Aktywa trwałe,,-100.0,,,,4400.57,10.76,-20.71,9.97,28.77,-23.75,-24.34,33.91,-19.33,-63.35,-71.65,91.15,-1.18,209.7,99.81
Wartości niematerialne i prawne,,,,,,,6.06,-23.99,0.02,-0.04,-22.71,-33.79,0.21,0.0,-96.97,-100.0,,,,
Rzeczowe składniki majątku trwałego,,,,,,,440.49,15.52,-34.61,-97.97,47.06,60.0,-10.0,3388.89,-20.78,-100.0,,-5.36,-16.35,-41.35
Należności długoterminowe,,,,,,,,,,5.73,-100.0,,,-100.0,,,-88.32,1003.55,-100.0,
Inwestycje długoterminowe,,,,,,,,,-20.92,3937.04,0.31,-11.59,80.36,-45.39,-30.55,-100.0,,,51.32,-20.87
Pozostałe aktywa trwałe,,-100.0,,,,-61.29,116.18,18.14,-17.08,-40.97,13.73,105.52,35.91,2.22,-0.85,-72.72,1366.96,-63.51,811.26,102.8
Aktywa obrotowe,,-51.14,-89.89,-9.23,-11.41,632.32,122.6,12.54,-5.05,-55.91,-35.55,-56.36,-44.3,50.35,-41.86,-51.4,381.16,-65.22,31.91,21.96
Zapasy,,,,,,,0.0,-100.0,,,,,,,,,,-100.0,,
Należności krótkoterminowe,,-100.0,100.0,-100.0,,815100.0,266.08,-12.39,-2.36,-64.55,23.89,-47.51,-17.43,-37.97,90.64,-44.5,277.92,-78.78,-23.89,159.12
Inwestycje krótkoterminowe,,-17.06,-89.89,-9.2,-11.42,505.17,71.68,32.21,-3.4,-53.32,-48.74,-61.38,-65.53,7.39,-90.65,-69.85,673.17,354.26,20.0,-36.05
Środki pieniężne i inne aktywa pieniężne,,196.33,-91.12,17.23,-11.42,-82.22,303.78,7.83,-97.02,-53.38,166.67,-42.93,2.86,549.07,-67.76,-76.55,1096.23,29.18,144.81,2.39
Pozostałe aktywa obrotowe,,,,,,,,-76.82,-41.83,-41.35,-66.53,-38.12,42.42,18.44,-52.69,-94.94,70050.0,-98.47,4148.84,-14.45
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,0.0,-87.51,-100.0,,,,,-88.35,-100.0,,,,
Aktywa razem,,-51.16,-89.89,-9.23,-4.12,918.72,85.05,5.86,-2.79,-41.49,-31.13,-43.07,-1.17,-1.72,-55.04,-61.52,274.33,-53.17,102.49,69.23
Kapitał własny akcjonariuszy jednostki dominującej,,-51.51,-90.21,-6.36,-5.64,906.8,33.7,-18.52,-10.04,-27.64,-46.43,-35.27,-19.82,-15.88,-101.84,850.72,287.45,-79.95,195.86,132.09
Kapitał (fundusz) podstawowy,,-25.02,586.42,-88.92,0.0,613.89,30.45,0.0,38.84,106.85,0.01,0.0,0.0,0.0,0.0,-98.33,816.75,0.0,0.0,0.0
Udziały (akcje) własne,,,-100.0,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,-80.16,-100.0,,-10.31,614.32,42.67,5.83,-16.44,-29.17,-71.48,-0.82,0.0,0.0,0.0,0.83,-95.24,57.46,0.0,0.0
Udziały niekontrolujące,,,,,,,,,,,,,,,,-100.0,,-42.6,-34.01,-19.19
Zobowiązania długoterminowe,,,,,,,,1994.02,-94.47,44.37,-25.16,-6.57,76.74,-6.02,-51.49,-100.0,,-96.91,-32.31,15.91
Z tytułu dostaw i usług,,,,,,,45.95,63.7,240.5,-44.39,80.41,-10.36,3.51,7.78,-25.33,-7.45,-21.03,30.95,441.75,80.72
Kredyty i pożyczki,,,,,,,-86.75,-100.0,,-10.45,-33.17,-54.69,34.21,-31.29,-68.41,38.4,74.6,-12.84,-94.25,-75.61
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,67.21,-67.09,1.33,-61.72,-33.86,-46.65,0.12,-100.0,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,-100.0,,,,,,,,,-100.0,,,-91.84
Inne zobowiązania długoterminowe,,,,,,,,5.78,9.51,44.37,-25.16,-6.57,10.76,-10.03,-70.95,-100.0,,-100.0,,
Zobowiązania krótkoterminowe,,3.36,-66.82,-70.31,3.77,1997.27,1578.89,-12.69,96.52,-57.51,-5.64,-53.12,12.97,12.6,-27.43,-68.51,26.69,11.35,154.0,64.13
Inne zobowiązania krótkoterminowe,,,,,,542.73,0.57,-50.63,13.11,141.31,-65.97,54.29,613.32,130.49,-25.76,-97.04,623.08,16.87,-22.76,-83.08
Rozliczenia międzyokresowe,,,,,,534.0,-100.0,,,,,,,,,,,,-100.0,
Pasywa razem,,-51.16,-89.89,-9.23,-4.12,918.72,85.05,5.86,-2.79,-41.49,-31.13,-43.07,-1.17,-1.72,-55.04,-61.52,274.33,-53.17,102.49,69.23
Przepływy pieniężne z działalności operacyjnej,,20.81,-99.29,48.19,-177.63,-2865.74,-37.32,16.36,93.79,1708.82,-90.49,-99.63,-8510.0,138.29,-2490.68,119.3,-125.17,-154.55,528.89,-97.53
Amortyzacja,,,,,,425.0,342.86,179.57,3.85,-24.07,-95.12,0.0,220.0,-3.12,938.71,-99.69,1000.0,-72.73,1666.67,-5.66
Przepływy pieniężne z działalności inwestycyjnej,,,,,,,223.61,-119.56,83.99,236.23,-119.15,10972.22,-101.43,11817.86,-101.89,100.0,,133.33,-506.62,107.83
CAPEX (niematerialne i rzeczowe),,,,,,,2729.73,-58.83,-95.59,294.74,-76.0,-72.22,460.0,-60.71,472.73,-100.0,,8545.45,-96.0,-100.0
Przepływy pieniężne z działalności finansowej,,-305.41,100.0,,,-752.3,595.67,-17.11,-110.35,-844.21,91.01,19.48,142.62,-445.18,342.03,-119.7,56.52,144.39,118.05,-154.14
Emisja akcji,,,,,,,93.9,-100.0,,154.57,-100.0,,,,,-100.0,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,-121.78,105.93,48.19,-255.26,-1916.95,110.38,-89.6,-1436.39,98.36,245.57,-168.7,103.8,19666.67,-180.1,110.74,-1333.33,129.57,537.63,-95.95
