,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Wartości niematerialne i prawne,,109.58,-1.34,-3.75,15.02,15.14,28.77,31.93,-5.22,-10.96,-10.65,-28.06,16.79,-0.66,-10.46,-7.42,-0.48,-34.98,22.37,79.15
Rzeczowe składniki majątku trwałego,,17.86,0.95,6.13,9.69,-4.42,-4.4,0.72,5.06,-8.64,14.63,3.83,13.34,19.08,22.54,27.26,-3.72,-6.33,-2.46,1.76
Należności długoterminowe,,,,,9.09,-100.0,,,,,,,,,,5.04,74.18,12.74,7.94,14.45
Inwestycje długoterminowe,,15.52,95.08,-98.31,3308.87,-11.9,0.38,-0.13,0.11,10.54,25.56,0.0,-31.31,28.29,-22.01,-1.96,32.22,-24.37,5.49,3.58
Pozostałe aktywa trwałe,,29.83,12.79,-10.8,29.52,-10.82,11.44,-1.53,7.64,28.62,11.83,48.99,-35.36,15.75,47.45,142.02,6.09,-2.8,14.44,4.0
Aktywa obrotowe,,22.13,18.04,8.17,10.8,-8.43,16.8,36.02,6.1,32.87,26.94,10.71,28.81,-3.67,-1.88,-11.33,13.14,-5.97,15.82,-0.78
Zapasy,,13.99,30.27,1.98,25.63,-3.45,19.63,38.78,3.74,-6.66,20.05,2.69,11.62,19.09,18.2,4.03,-5.81,22.6,13.29,-8.33
Należności krótkoterminowe,,25.31,10.93,2.38,10.81,-9.07,8.15,37.29,0.08,6.81,-0.93,15.76,27.7,8.21,3.06,-2.36,-6.36,3.73,22.05,-6.44
Inwestycje krótkoterminowe,,55.14,8.34,120.82,-45.48,-48.17,124.97,3.27,98.65,417.04,65.96,13.3,41.29,-23.66,-23.94,-43.72,102.03,-49.29,11.67,32.73
Środki pieniężne i inne aktywa pieniężne,,55.14,1.79,131.68,-62.05,-39.13,153.23,0.04,112.68,444.75,65.24,13.15,42.32,-39.66,-42.41,-7.86,37.98,-25.88,12.7,33.83
Pozostałe aktywa obrotowe,,61.05,6.21,-23.08,34.4,57.14,-15.15,6.03,29.68,12.18,100.72,40.74,79.97,-31.57,-6.41,19.87,18.95,1.96,-12.2,20.61
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,21.81,8.42,3.85,11.87,-5.53,5.72,17.68,4.95,12.99,20.91,7.8,21.95,3.23,6.66,6.1,5.19,-6.42,8.18,1.3
Kapitał własny akcjonariuszy jednostki dominującej,,19.79,12.8,13.53,-6.69,3.43,7.69,11.96,10.59,14.8,16.44,5.63,21.13,-3.53,-4.46,4.15,5.83,0.78,9.05,7.65
Kapitał (fundusz) podstawowy,,11.78,0.76,0.0,0.0,-8.25,0.0,0.0,0.8,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,-100.0,,,-100.0,,,,,,,,,,,,,,0.0
Kapitał (fundusz) zapasowy,,147.73,-13.81,13.14,23.36,-3.27,12.7,12.78,16.27,10.29,21.13,10.68,30.79,10.23,6.99,14.77,-99.58,0.0,0.0,-37.61
Udziały niekontrolujące,,222.97,0.46,11.2,-6.12,-35.97,23.2,-14.63,10.18,-16.94,-46.05,70.73,13.25,-25.69,-0.62,-36.72,-47.36,19.11,-5.68,802.28
Zobowiązania długoterminowe,,53.04,9.94,6.81,3.05,-0.81,-0.95,-6.84,9.67,11.87,-9.55,32.09,-29.58,9.36,-14.07,659.28,-38.94,-32.84,137.08,-30.44
Z tytułu dostaw i usług,,-50.76,105.15,-6.07,-30.34,56.6,40.88,59.55,-4.12,-3.16,6.35,-1.17,33.81,6.85,8.27,3.05,2.55,15.06,16.37,-12.77
Kredyty i pożyczki,,61.01,-22.8,-31.89,228.56,-34.96,-15.47,21.77,-21.51,25.04,33.54,28.86,67.84,15.11,38.93,-65.4,111.79,-23.47,-86.85,136.85
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,-88.3,10.32,-10.23,-50.49,-7.89,2128.57,-62.08,153.93,-32.39,41.65,49.29,-1.93,47.36,-26.1,6.91
Inne zobowiązania długoterminowe,,45.7,10.36,2.83,4.06,-4.43,3.06,-6.49,13.43,4.67,-1.07,14.0,-35.24,-3.22,-4.74,9.65,1.61,-6.33,0.82,10.65
Zobowiązania krótkoterminowe,,15.77,-0.53,-19.2,75.49,-21.23,3.43,39.84,-6.55,9.81,40.1,7.36,34.62,14.03,24.66,-40.22,45.81,-5.89,-29.47,15.39
Inne zobowiązania krótkoterminowe,,33.58,-10.38,-13.0,-7.91,-20.38,6.41,47.72,25.33,12.25,101.79,-6.44,-20.23,25.03,2.75,-2.51,18.39,9.5,12.1,30.83
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,21.81,8.42,3.85,11.87,-5.53,5.72,17.68,4.95,12.99,20.91,7.8,21.95,3.23,6.66,6.1,5.19,-6.42,8.18,1.3
Przepływy pieniężne z działalności operacyjnej,,-33.29,31.41,20.05,-72.65,291.37,-9.14,-25.0,71.78,43.16,24.69,-18.81,-10.53,-7.54,-28.68,32.11,81.34,-51.06,22.6,104.31
Amortyzacja,,-4.51,5.32,4.99,11.43,-2.12,4.57,-3.66,11.73,5.06,1.62,2.91,-2.31,5.33,8.37,34.22,11.99,1.5,-2.61,3.73
Przepływy pieniężne z działalności inwestycyjnej,,-80.14,32.03,-7.5,-88.82,73.6,-107.63,-19.16,1.45,57.2,-253.33,15.39,-29.23,-109.12,6.01,45.14,-75.35,114.86,-505.03,-18.41
CAPEX (niematerialne i rzeczowe),,27.78,-21.35,17.71,16.19,-38.89,22.94,30.29,8.97,-36.86,94.61,-3.3,-33.72,106.71,22.09,10.33,-59.95,-17.42,97.32,-14.71
Przepływy pieniężne z działalności finansowej,,108.04,-929.02,-0.96,227.63,-275.25,54.57,65.6,-280.89,48.78,-24.31,-121.63,181.08,-292.07,79.21,-106.26,52.79,-776.19,86.84,-398.01
Emisja akcji,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,13.71,70.19,-100.0,,19.23,19.1,83.69,10.39,108.96,-62.26,260.0,-16.67,-66.67,-100.0,,-100.0,
Przepływy pieniężne razem,,112.63,-91.5,7515.53,-209.18,76.06,335.8,-100.12,152066.67,737.91,-20.03,-66.74,265.67,-232.9,35.45,89.34,544.82,-194.18,136.42,203.55
