,0,1,2,3,4,5,6,7,8,9,10,11,12
Udziały niekontrolujące,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,-53.57,400.0,-69.23,-100.0,,-73.17,1290.91,1191.5,-65.13,10020.9,-99.1
Z tytułu dostaw i usług,,-74.46,22.11,78.45,112.08,35.31,102.53,-52.12,40.45,82.82,41.38,118.03,-38.41
Kredyty i pożyczki,,,,,-100.0,,,-100.0,,,5.88,-100.0,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,-100.0,,-15.0,-62.75,63.16,-100.0,,28.77,14.18,-15.06,10.42
Inne zobowiązania długoterminowe,,,,,,,,,0.0,1636.36,-100.0,,-100.0
Zobowiązania krótkoterminowe,,-34.14,14.69,71.89,53.0,29.23,60.1,-14.85,110.37,245.82,4.53,15.57,242.72
Inne zobowiązania krótkoterminowe,,,27.91,27.27,18.57,37.35,-14.04,146.94,105.51,396.78,-3.56,-11.35,464.46
Rozliczenia międzyokresowe,,0.0,14.29,50.0,100.0,329.17,106.8,-100.0,,,,,
Pasywa razem,,122.9,17.82,131.49,528.57,-29.7,19.92,-54.92,155.88,282.43,-2.4,24.17,-52.74
Przepływy pieniężne z działalności operacyjnej,,-900.0,-206.0,-153.69,-146.3,-22.89,-8.48,-31.38,7.22,96.73,-3624.44,-51.67,-69.18
Amortyzacja,,,348.28,117.69,-11.31,-13.94,-0.46,-17.67,312.43,73.7,103.86,19.85,48.03
Przepływy pieniężne z działalności inwestycyjnej,,,-885.0,97.46,-5640.0,-521.43,-134.79,205.87,-182.01,88.83,-907.14,-39.23,6.26
CAPEX (niematerialne i rzeczowe),,,860.98,-95.43,1988.89,181.91,13.87,10.77,150.41,46.36,68.39,41.92,6.11
Przepływy pieniężne z działalności finansowej,,1040.38,144.86,233.61,455.57,-100.21,21244.64,-100.24,89517.86,163.16,-100.99,5843.1,-102.13
Emisja akcji,,1065.38,144.72,40.46,1195.68,-100.0,,-100.0,,159.56,-100.0,,-100.0
Dywidenda,,,,,,,,,,,,,
Przepływy pieniężne razem,,1094.12,-106.4,16384.62,828.01,-160.3,53.95,47.19,339.19,839.18,-134.13,126.93,-864.73
