,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Wartości niematerialne i prawne,,-3.56,7.34,10.19,-3.99,2.07,2.23,-2.44,2.42,-7.93,-0.28,12.57,8.08,24.4,14.63,12.09
Rzeczowe składniki majątku trwałego,,-11.22,46.33,21.93,0.41,67.03,104.89,23.66,18.28,29.17,-2.48,64.82,-6.24,-9.21,-0.81,2.37
Należności długoterminowe,,,,181.88,-20.0,-10.71,252.0,-42.52,-36.57,-10.39,-46.09,289.25,13.4,-22.78,1143.85,-7.76
Inwestycje długoterminowe,,-10.04,49.05,-5.62,-23.67,36.95,102.31,-20.74,-44.1,-23.37,31.39,295.64,9.46,-89.24,379.68,-7.63
Pozostałe aktywa trwałe,,-23.4,-40.19,156.72,56.25,-26.6,-28.59,-16.35,37.44,20.73,37.85,77.01,78.17,-25.72,2.73,18.57
Aktywa obrotowe,,48.24,3.39,16.54,-15.92,-2.87,10.79,-0.08,29.07,-5.19,25.8,29.36,19.59,3.36,40.38,17.0
Zapasy,,-22.67,-45.03,-5.57,24.86,8.35,-7.66,-5.1,51.39,5.61,-31.41,118.83,-25.0,31.04,55.96,71.57
Należności krótkoterminowe,,12.76,31.24,19.54,-18.5,27.46,-9.97,-9.94,38.02,-4.62,18.08,23.44,24.96,7.23,49.81,20.66
Inwestycje krótkoterminowe,,156.58,-3.03,15.4,-19.21,-36.04,50.09,13.28,18.16,-5.0,44.76,18.73,24.39,-7.2,29.08,5.34
Środki pieniężne i inne aktywa pieniężne,,154.29,-3.42,2.22,-28.16,-20.26,50.48,13.6,18.27,-3.21,42.5,21.09,24.72,-7.24,29.02,5.06
Pozostałe aktywa obrotowe,,69.75,1.29,44.64,13.39,-11.58,108.95,-0.79,17.54,-30.13,51.93,109.6,7.99,29.24,29.77,-1.88
Aktywa trwałe przeznaczone do sprzedaży,,,-100.0,,,,,,,,,,,,,
Aktywa razem,,8.12,6.66,12.68,-7.45,2.23,9.2,0.2,11.34,-2.97,7.76,26.29,10.51,9.9,23.13,13.22
Kapitał własny akcjonariuszy jednostki dominującej,,94.88,3.24,18.17,-5.83,-2.47,4.74,1.52,5.93,-1.71,6.37,4.55,14.09,6.25,14.79,0.47
Kapitał (fundusz) podstawowy,,86.41,6.15,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,44.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,-93.82,-100.0,,,-5.52,-5.26,-100.0,,-28.87,5.85,23.26,19.94,68.98,104.84,-8.28
Zobowiązania długoterminowe,,-95.65,-35.43,-13.73,-2.88,111.6,114.87,10.67,-0.33,0.47,-24.89,461.01,-8.57,25.21,30.23,49.86
Z tytułu dostaw i usług,,5.67,9.59,2.36,-15.69,64.15,6.42,-15.49,46.11,-16.15,36.08,40.34,69.05,-1.49,48.69,36.84
Kredyty i pożyczki,,599.59,-35.6,-72.89,-17.12,1191.21,249.24,-7.12,11.27,-0.35,35.78,61.31,-39.4,53.11,43.98,-22.34
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,-8.81,127.83,-89.9,-6.89,5.02,9.7,-67.02,59.73,-16.69,-16.93,3856.82,22.51,60.85,26.07,-5.8
Inne zobowiązania długoterminowe,,-67.49,466.67,59.01,18.78,-11.73,1.9,-45.12,60.54,25.37,-24.27,0.89,135.37,-9.75,27.69,-21.34
Zobowiązania krótkoterminowe,,9.59,32.75,-12.22,-18.36,30.16,22.88,-7.88,40.67,-8.21,19.34,60.89,8.93,13.98,39.76,26.64
Inne zobowiązania krótkoterminowe,,10.19,35.59,6.79,-20.19,0.98,13.1,0.75,45.92,-4.13,4.6,44.1,-26.04,12.07,31.2,48.2
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,
Pasywa razem,,8.12,6.66,12.68,-7.45,2.23,9.2,0.2,11.34,-2.97,7.76,26.29,10.51,9.9,23.13,13.22
Przepływy pieniężne z działalności operacyjnej,,41.7,17.66,-30.38,23.69,-25.22,79.74,3.32,16.47,7.59,28.06,31.46,28.84,14.77,2.44,28.69
Amortyzacja,,42.43,44.4,34.63,23.59,28.95,65.13,31.67,22.94,9.03,12.36,43.95,17.65,-0.23,20.45,-4.78
Przepływy pieniężne z działalności inwestycyjnej,,19.54,25.55,33.48,-78.37,53.43,-130.89,29.58,7.93,-69.14,33.15,-138.21,49.22,-233.82,44.83,-24.37
CAPEX (niematerialne i rzeczowe),,43.62,-0.37,24.79,320.47,-8.25,12.75,-13.26,-33.35,126.88,-41.01,37.34,-36.06,12.5,47.85,4.5
Przepływy pieniężne z działalności finansowej,,13.86,-123.0,-12.54,-2.0,-50.59,149.86,-238.67,-44.35,19.17,-15.79,9.91,-298.55,16.88,8.92,-77.22
Emisja akcji,,-65.81,-100.0,,,,,,,,,,,,,
Dywidenda,,-50.55,-64.04,143.18,40.91,125.0,-60.49,25.0,5.01,14.28,8.33,0.0,42.31,35.13,28.0,14.06
Przepływy pieniężne razem,,154.11,-100.69,-1272.25,-226.76,28.08,295.18,-53.7,50.04,-71.29,775.13,-38.26,72.09,-142.46,406.61,-18.15
