,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Aktywa razem,7465.0,12073.0,38623.0,43488.0,48650.0,51930.0,55985.0,45840.0,58864.0,49474.0,101453.0,152304.0,134586.0,103775.0,59299.0,50595.0,51465.0,63843.0
Kapitał własny akcjonariuszy jednostki dominującej,3759.0,6358.0,28747.0,30197.0,32014.0,31277.0,32130.0,24385.0,24592.0,14588.0,77946.0,136439.0,120669.0,92014.0,51391.0,42877.0,40991.0,54006.0
Kapitał (fundusz) podstawowy,60.0,528.0,728.0,728.0,728.0,728.0,728.0,728.0,728.0,728.0,733.0,777.0,799.0,802.0,988.0,988.0,1288.0,1315.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,1710.0,2979.0,18064.0,18064.0,18064.0,18064.0,18064.0,18064.0,18064.0,18064.0,18064.0,24065.0,24065.0,24065.0,27866.0,0.0,2700.0,2685.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,195.0,122.0,439.0,254.0,501.0,1416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,0.0,829.0,1469.0,878.0,2491.0,2233.0,1820.0,2333.0,9994.0,8805.0,15742.0,9254.0,6673.0,1398.0,346.0,0.0,6.0,1.0
Z tytułu dostaw i usług,0.0,2538.0,5569.0,10116.0,9872.0,13583.0,15130.0,12151.0,15596.0,10992.0,2347.0,2478.0,1624.0,1190.0,634.0,728.0,592.0,980.0
Kredyty i pożyczki,0.0,448.0,103.0,175.0,336.0,911.0,2075.0,3066.0,5563.0,3518.0,4028.0,3103.0,4634.0,8295.0,6227.0,6252.0,5781.0,5538.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,630.0,129.0,0.0,0.0,47.0,85.0,72.0,0.0,0.0,0.0
Inne zobowiązania długoterminowe,0.0,0.0,743.0,254.0,8.0,86.0,8.0,229.0,200.0,170.0,15179.0,9254.0,6418.0,935.0,0.0,0.0,6.0,1.0
Zobowiązania krótkoterminowe,2870.0,3588.0,8407.0,11713.0,13950.0,18298.0,21596.0,18868.0,23777.0,24665.0,7765.0,6611.0,7244.0,10363.0,7562.0,7718.0,10468.0,9836.0
Inne zobowiązania krótkoterminowe,0.0,602.0,2735.0,1422.0,3742.0,3804.0,4391.0,3283.0,1988.0,4941.0,1390.0,1030.0,939.0,793.0,629.0,738.0,4095.0,3318.0
Rozliczenia międzyokresowe,836.0,1298.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,7465.0,12073.0,38623.0,43488.0,48650.0,51930.0,55985.0,45840.0,58864.0,49474.0,101453.0,152304.0,134586.0,103775.0,59299.0,50595.0,51465.0,63843.0
Przepływy pieniężne z działalności operacyjnej,1758.0,-491.0,-1853.0,2453.0,-4704.0,-1661.0,1075.0,3077.0,497.0,-1177.0,3875.0,-2661.0,-3043.0,-3943.0,-2201.0,-845.0,-455.0,-386.0
Amortyzacja,178.0,212.0,247.0,417.0,596.0,729.0,786.0,1126.0,2746.0,5983.0,901.0,571.0,216.0,336.0,332.0,255.0,136.0,133.0
Przepływy pieniężne z działalności inwestycyjnej,-1062.0,-1285.0,-11633.0,6374.0,-1789.0,-1549.0,-2587.0,-4938.0,-6361.0,-2422.0,813.0,-1159.0,868.0,569.0,1311.0,207.0,63.0,-919.0
CAPEX (niematerialne i rzeczowe),359.0,1714.0,4170.0,602.0,1559.0,713.0,2822.0,1187.0,6369.0,6488.0,2.0,43.0,8.0,24.0,10.0,0.0,0.0,0.0
Przepływy pieniężne z działalności finansowej,0.0,877.0,18763.0,-107.0,-568.0,64.0,686.0,877.0,7842.0,2547.0,3201.0,4358.0,1392.0,3293.0,1416.0,-276.0,2290.0,-413.0
Emisja akcji,0.0,0.0,19211.0,0.0,0.0,0.0,40.0,0.0,30.0,0.0,0.0,6296.0,23.0,0.0,3988.0,0.0,3000.0,27.0
Dywidenda,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,696.0,-899.0,5277.0,8720.0,-7061.0,-3146.0,-826.0,-984.0,1978.0,-1052.0,7889.0,538.0,-783.0,-81.0,526.0,-914.0,1898.0,-1718.0
