,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Inne zobowiązania długoterminowe,,47.44,20.37,50.53,46.34,-9.89,5.78,27.15,12.2,23.64,12.15,2.9,8.45,20.98,7.74,0.05,26.82
Zobowiązania krótkoterminowe,,30.56,-8.75,26.8,60.34,23.57,-15.21,27.5,15.94,50.11,-3.79,-13.45,17.36,8.78,28.99,26.63,4.65
Inne zobowiązania krótkoterminowe,,208.3,-21.54,19.84,30.18,5.04,31.14,16.59,30.86,41.43,-3.12,6.3,38.94,3.27,46.13,20.16,7.69
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,
Pasywa razem,,86.11,1.68,36.6,38.05,11.54,-4.44,20.31,15.01,39.5,-6.27,-4.62,15.6,11.03,24.53,18.64,-0.32
Przepływy pieniężne z działalności operacyjnej,,-114.16,-791.9,197.38,-15.16,33.16,57.59,24.66,-30.03,-134.68,851.93,-206.49,267.09,-34.61,-102.48,-40.24,3819.13
Amortyzacja,,70.87,184.33,25.5,-11.77,5.7,6.76,17.08,13.62,8.72,14.85,7.1,50.75,16.49,18.74,16.5,11.02
Przepływy pieniężne z działalności inwestycyjnej,,-175.4,-44.66,61.96,-528.9,-45.0,239.55,-111.1,-234.52,69.93,178.96,-352.35,-6.36,61.55,-51.93,-413.51,106.72
CAPEX (niematerialne i rzeczowe),,220.34,21.01,-54.2,-48.28,950.61,-71.67,-71.27,-17.06,185.05,103.38,15.87,-74.07,283.65,-57.25,785.75,-90.73
Przepływy pieniężne z działalności finansowej,,940.94,-95.64,-500.14,477.76,-30.36,-419.39,82.35,22.82,529.92,-314.42,120.34,-339.93,35.81,176.28,-432.26,117.1
Emisja akcji,,1936100.0,-100.0,,,,-31.64,-100.0,,,,,,,,,
Dywidenda,,-100.0,,-0.44,20.55,0.29,0.49,2.56,25.07,13.28,14.29,0.0,10.29,-3.63,33.17,69.0,39.16
Przepływy pieniężne razem,,62.14,-217.52,126.38,33.75,-142.27,988.2,-34.71,-99.5,10883.05,6.21,-635.3,210.51,-29.97,-91.21,-1875.89,229.74
