,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Koszty finansowe,1235.0,2707.0,3213.0,10509.0,6072.0,6378.0,-7.0,4636.0,7894.0,-1769.0,4155.0,2824.0,8069.0,-3330.0,3235.0,3751.0,7059.0,4665.0,4286.0,2884.0,11166.0,1575.0,7327.0,4317.0,3959.0,5645.0,7335.0,8777.0,13984.0,-627.0,4994.0,26368.0,7269.0,2408.0,11735.0,11213.0,6198.0,1775.0,3858.0,5157.0,9769.0,10482.0,5781.0,17163.0,5117.0,6060.0,7431.0,2683.0,4433.0,3247.0,1829.0,3236.0,9721.0,751.0,8443.0,21840.0,3146.0,4253.0,947.0,8549.0,4002.0,10824.0,16800.0,4604.0,11313.0,24466.0,11297.0,21035.0
Pozostałe przychody (koszty),71.0,38.0,178.0,102.0,59.0,104.0,231.0,-47.0,5.0,-10.0,88.0,299.0,162.0,175.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,419.0,0.0,0.0,0.0,489.0,0.0,0.0,0.0,481.0,0.0,0.0,0.0,485.0,1.0,-1.0,0.0,459.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,484.0,0.0,989.0,0.0,918.0,2526.0,-933.0,640.0,640.0,640.0,1102.0,740.0,686.0,2662.0,-7229.0
Zysk z działalności gospodarczej,1214.0,11220.0,18422.0,6051.0,-1700.0,7162.0,14775.0,-4741.0,8812.0,3838.0,25659.0,-16829.0,-2981.0,22891.0,15644.0,-10223.0,-10777.0,649.0,22423.0,-5955.0,-14923.0,10711.0,17695.0,-6940.0,-7700.0,12316.0,23811.0,-3037.0,-17945.0,22156.0,36046.0,-12294.0,-6444.0,15729.0,20523.0,8149.0,-6453.0,32842.0,24253.0,-5886.0,-6667.0,7640.0,20611.0,-5381.0,-3647.0,17873.0,23774.0,-737.0,9098.0,21692.0,32875.0,-6753.0,5411.0,31497.0,59073.0,-688.0,21595.0,27779.0,38109.0,941.0,28767.0,30882.0,60270.0,14232.0,-4213.0,6855.0,69691.0,-17057.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,1214.0,11220.0,18422.0,6051.0,-1700.0,7162.0,14775.0,-4741.0,8812.0,3838.0,25659.0,-16829.0,-2981.0,22891.0,15644.0,-10223.0,-10777.0,649.0,22423.0,-5955.0,-14923.0,10711.0,17695.0,-6940.0,-7700.0,12316.0,23811.0,-3037.0,-17945.0,22156.0,36046.0,-12294.0,-6444.0,15729.0,20523.0,8149.0,-6453.0,32842.0,24253.0,-5886.0,-6667.0,7640.0,20611.0,-5381.0,-3647.0,17873.0,23774.0,-737.0,9098.0,21692.0,32875.0,-6753.0,5411.0,31497.0,59073.0,-688.0,21595.0,27779.0,38109.0,941.0,28767.0,30882.0,60270.0,14232.0,-4213.0,6855.0,69691.0,-17057.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,977.0,11595.0,17236.0,5060.0,-2590.0,5904.0,14031.0,-3088.0,8285.0,3488.0,21224.0,-16541.0,-2933.0,20314.0,13346.0,-6605.0,-3647.0,21.0,17277.0,4334.0,-14105.0,6963.0,15383.0,-3903.0,-8312.0,11607.0,21987.0,-4939.0,-16800.0,17480.0,30919.0,-10806.0,-7782.0,11003.0,17710.0,5872.0,-6445.0,26568.0,16499.0,-4373.0,-8533.0,3622.0,16983.0,-5233.0,-4177.0,15096.0,12760.0,2981.0,6089.0,14632.0,26254.0,-7295.0,5209.0,26124.0,44348.0,667.0,17450.0,22327.0,31165.0,31755.0,25082.0,23520.0,46708.0,17271.0,-5032.0,11977.0,54935.0,-11538.0
Zysk netto akcjonariuszy jednostki dominującej,684.0,10899.0,18219.0,5032.0,-2598.0,6064.0,13931.0,-3082.0,8122.0,3033.0,21580.0,-16544.0,-2897.0,20124.0,13425.0,-6591.0,-3884.0,-87.0,17308.0,4437.0,-14056.0,7006.0,15433.0,-3839.0,-8261.0,11639.0,22035.0,-4897.0,-16791.0,17463.0,30943.0,-10794.0,-7778.0,11003.0,17696.0,5883.0,-6462.0,26486.0,16394.0,-4388.0,-8553.0,3614.0,16925.0,-5166.0,-4153.0,15055.0,12673.0,3026.0,6057.0,14571.0,26188.0,-7317.0,5180.0,26080.0,44269.0,707.0,17480.0,22308.0,31131.0,31751.0,25021.0,23408.0,46419.0,17265.0,-5057.0,11887.0,54890.0,-11623.0
Aktywa trwałe,79449.0,84372.0,87492.0,92438.0,96827.0,116375.0,122138.0,129995.0,134322.0,156240.0,230490.0,228146.0,232032.0,257320.0,256536.0,271231.0,275404.0,286302.0,301442.0,326392.0,324561.0,327070.0,318245.0,320009.0,320861.0,322997.0,314240.0,301443.0,302355.0,299015.0,301171.0,320036.0,322755.0,329224.0,351784.0,380982.0,384117.0,389821.0,385025.0,327114.0,328144.0,322212.0,320221.0,313531.0,315620.0,318144.0,310419.0,302720.0,323177.0,315469.0,311316.0,323592.0,328167.0,325552.0,324820.0,372801.0,334684.0,344137.0,349941.0,368305.0,373922.0,401827.0,401454.0,407359.0,416519.0,418085.0,473112.0,597279.0
Wartości niematerialne i prawne,2129.0,2111.0,2749.0,2503.0,2556.0,10596.0,10438.0,9158.0,9900.0,12390.0,17891.0,23909.0,24305.0,27018.0,27161.0,29589.0,28717.0,30023.0,31579.0,31923.0,30487.0,35474.0,34347.0,33476.0,33353.0,33755.0,32997.0,34849.0,34181.0,34430.0,36275.0,48909.0,50437.0,51381.0,49676.0,49061.0,49761.0,52019.0,51317.0,54110.0,58881.0,57197.0,56792.0,55475.0,54728.0,55086.0,53507.0,55548.0,56764.0,55439.0,51501.0,52492.0,50939.0,50915.0,50218.0,48888.0,48053.0,39794.0,39729.0,38932.0,37863.0,37942.0,37476.0,36847.0,34067.0,32590.0,51282.0,52286.0
Rzeczowe składniki majątku trwałego,67302.0,71281.0,74515.0,80515.0,81626.0,93488.0,99145.0,108082.0,110920.0,108319.0,177154.0,185508.0,184825.0,206956.0,206588.0,214912.0,216475.0,223710.0,234349.0,235421.0,248836.0,247451.0,238842.0,238004.0,238562.0,239837.0,233134.0,220558.0,219148.0,217864.0,219710.0,223493.0,223466.0,225079.0,223942.0,226854.0,228497.0,232401.0,230556.0,231803.0,228050.0,226275.0,223775.0,220825.0,222041.0,222673.0,218053.0,211586.0,237626.0,225082.0,225399.0,235620.0,237175.0,235857.0,238720.0,243303.0,244284.0,258696.0,259917.0,261497.0,257457.0,280610.0,281759.0,287792.0,297506.0,292666.0,333532.0,393706.0
Należności długoterminowe,0.0,0.0,0.0,5.0,3.0,0.0,0.0,4.0,5.0,13189.0,12631.0,1478.0,1396.0,2206.0,2163.0,1266.0,1248.0,1423.0,1732.0,1168.0,1081.0,1121.0,1082.0,322.0,354.0,359.0,350.0,327.0,326.0,309.0,307.0,311.0,296.0,584.0,544.0,139.0,675.0,340.0,331.0,372.0,422.0,409.0,404.0,367.0,370.0,386.0,381.0,387.0,386.0,382.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,4487.0,4123.0,4418.0,4239.0,4924.0,3969.0,4473.0,4098.0,5488.0,5258.0,5196.0,5391.0,6168.0,6825.0,5731.0,5866.0,5747.0,5719.0,6170.0,20194.0,14243.0,6167.0,5967.0,6036.0,6131.0,6143.0,6072.0,6371.0,7434.0,7690.0,6826.0,7039.0,8064.0,12807.0,37545.0,67820.0,67771.0,67968.0,68065.0,7860.0,8005.0,7456.0,7263.0,7291.0,7194.0,6041.0,7376.0,7456.0,6131.0,7147.0,7370.0,7276.0,7590.0,7431.0,7121.0,49270.0,10392.0,18360.0,27525.0,20952.0,29439.0,26183.0,28100.0,27693.0,27964.0,27830.0,30905.0,91221.0
Pozostałe aktywa trwałe,5531.0,6857.0,5810.0,5176.0,7718.0,8322.0,8082.0,8653.0,8009.0,17084.0,17618.0,11860.0,15338.0,14315.0,14893.0,19598.0,23217.0,25427.0,27612.0,37686.0,29914.0,36857.0,38007.0,42171.0,42461.0,42903.0,41687.0,39338.0,41266.0,38722.0,38053.0,40284.0,40492.0,39373.0,40077.0,37108.0,37413.0,37093.0,34756.0,32969.0,32786.0,30875.0,31987.0,29573.0,31287.0,33958.0,31102.0,27743.0,22270.0,27419.0,26652.0,28204.0,32463.0,31349.0,28761.0,31340.0,31955.0,27287.0,22770.0,46924.0,49163.0,57092.0,54119.0,55027.0,56982.0,64999.0,57393.0,60066.0
Aktywa obrotowe,175730.0,214172.0,269350.0,218032.0,220759.0,333449.0,344097.0,302007.0,305523.0,298194.0,378191.0,311182.0,315022.0,398124.0,419219.0,331297.0,390572.0,484932.0,526089.0,410751.0,401059.0,479926.0,497308.0,373801.0,397385.0,496026.0,494327.0,429832.0,435492.0,504875.0,524409.0,411477.0,412382.0,460877.0,468379.0,374082.0,402040.0,503897.0,476285.0,475949.0,537998.0,638717.0,596657.0,508645.0,546243.0,599818.0,589304.0,492519.0,532408.0,594935.0,628583.0,525151.0,588518.0,610465.0,675354.0,553180.0,708407.0,787341.0,886757.0,740450.0,914056.0,969418.0,995864.0,763736.0,904170.0,832489.0,867541.0,688695.0
Zapasy,53062.0,60950.0,74649.0,59853.0,71687.0,83376.0,85736.0,68607.0,78617.0,83237.0,105678.0,92107.0,110782.0,127813.0,136255.0,116883.0,157907.0,175207.0,163141.0,131818.0,145684.0,162700.0,158853.0,115030.0,134035.0,147143.0,134855.0,116725.0,143952.0,158017.0,146813.0,130802.0,136244.0,142274.0,146932.0,116974.0,134054.0,177376.0,156822.0,144844.0,172499.0,193947.0,202349.0,193040.0,212971.0,216963.0,200546.0,180916.0,191021.0,200181.0,172473.0,150185.0,180512.0,178440.0,196151.0,192670.0,226623.0,293018.0,334647.0,280015.0,378302.0,380310.0,363595.0,262185.0,307038.0,267025.0,271761.0,202873.0
Należności krótkoterminowe,108967.0,134447.0,170739.0,135678.0,122553.0,150219.0,154165.0,118699.0,120943.0,127036.0,194285.0,138745.0,144510.0,211341.0,228434.0,170994.0,186926.0,241800.0,292363.0,230838.0,215828.0,273479.0,288689.0,212981.0,213363.0,284550.0,304079.0,238455.0,228421.0,282169.0,302295.0,221777.0,220133.0,261958.0,269404.0,209054.0,201357.0,271189.0,267802.0,211196.0,209077.0,295129.0,306410.0,257113.0,240143.0,334340.0,328164.0,264268.0,289177.0,320266.0,358550.0,281226.0,269857.0,274699.0,343850.0,292961.0,351516.0,399498.0,392600.0,364325.0,419003.0,450550.0,436149.0,291335.0,397093.0,375035.0,381022.0,308844.0
Inwestycje krótkoterminowe,12982.0,17974.0,23028.0,22501.0,26519.0,99854.0,104196.0,114701.0,105963.0,87921.0,78228.0,80330.0,59730.0,58970.0,54530.0,43420.0,45739.0,67925.0,70585.0,48095.0,39547.0,43747.0,49766.0,45790.0,49987.0,64333.0,55393.0,74652.0,63119.0,64689.0,75301.0,58898.0,56005.0,56645.0,52043.0,48054.0,66629.0,55332.0,51661.0,119909.0,156422.0,149641.0,87898.0,58492.0,93129.0,48515.0,60594.0,47335.0,52210.0,74488.0,97560.0,93740.0,138149.0,157326.0,135353.0,67549.0,130268.0,94825.0,159510.0,96110.0,116751.0,138558.0,196120.0,210216.0,134151.0,125852.0,150189.0,85998.0
Środki pieniężne i inne aktywa pieniężne,12972.0,17906.0,23028.0,22501.0,24217.0,94628.0,101186.0,112180.0,102156.0,84023.0,72577.0,72897.0,52861.0,54015.0,47777.0,35676.0,32639.0,54575.0,56564.0,42665.0,36117.0,38725.0,42850.0,41056.0,44916.0,59776.0,51400.0,69539.0,59602.0,60764.0,72344.0,48972.0,49351.0,50621.0,46950.0,41899.0,59973.0,49694.0,46985.0,54704.0,57517.0,83664.0,41526.0,52921.0,55574.0,44430.0,57769.0,45501.0,47077.0,68832.0,92958.0,85653.0,88696.0,114819.0,83813.0,55004.0,79049.0,49279.0,42056.0,38915.0,58940.0,73833.0,63392.0,100363.0,74146.0,65340.0,68584.0,75875.0
Pozostałe aktywa obrotowe,719.0,801.0,934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65888.0,64577.0,64569.0,90980.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,255179.0,298544.0,356842.0,310470.0,317586.0,449824.0,466235.0,432002.0,439845.0,454434.0,608681.0,539328.0,547054.0,655444.0,675755.0,602528.0,665976.0,771234.0,827531.0,737143.0,725620.0,806996.0,815553.0,693810.0,718246.0,819023.0,808567.0,731275.0,737847.0,803890.0,825580.0,731513.0,735137.0,790101.0,820163.0,755064.0,786157.0,893718.0,861310.0,803063.0,866142.0,960929.0,916878.0,822176.0,861863.0,917962.0,899723.0,795239.0,855585.0,910404.0,939899.0,848743.0,916685.0,936017.0,1000174.0,925981.0,1043091.0,1131478.0,1236698.0,1108755.0,1287978.0,1371245.0,1397318.0,1171095.0,1320689.0,1250574.0,1340653.0,1285974.0
Kapitał własny akcjonariuszy jednostki dominującej,92881.0,104172.0,143497.0,148611.0,147098.0,312267.0,326957.0,323167.0,331127.0,334360.0,342109.0,335490.0,315976.0,352551.0,360733.0,357092.0,353490.0,347470.0,372259.0,378271.0,359056.0,368383.0,380665.0,375392.0,371059.0,375645.0,395467.0,388385.0,370894.0,382494.0,414070.0,407812.0,399279.0,404000.0,405315.0,403436.0,395950.0,417826.0,432733.0,433576.0,423254.0,415505.0,430725.0,422235.0,418155.0,428177.0,434623.0,425346.0,432214.0,438459.0,468935.0,458315.0,457980.0,486175.0,520975.0,522792.0,543165.0,568632.0,605409.0,600976.0,620777.0,663562.0,729931.0,715064.0,708697.0,670912.0,728170.0,697926.0
Kapitał (fundusz) podstawowy,454.0,454.0,886.0,886.0,886.0,1136.0,1136.0,1136.0,1136.0,1136.0,1136.0,1136.0,1136.0,1136.0,1136.0,1136.0,1136.0,1136.0,1136.0,1136.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28676.0,-28676.0,-28676.0,-28676.0,-28676.0,-28676.0,-28676.0,-28676.0,-28676.0
Kapitał (fundusz) zapasowy,121164.0,144632.0,158952.0,159760.0,159760.0,348574.0,322120.0,348575.0,348575.0,408166.0,408166.0,408166.0,442535.0,441893.0,441528.0,440192.0,440192.0,497338.0,497338.0,497338.0,489442.0,532051.0,532051.0,560111.0,560111.0,512821.0,512901.0,512901.0,512901.0,583454.0,583454.0,592399.0,592399.0,459421.0,463447.0,463447.0,463447.0,525681.0,525681.0,525681.0,525681.0,551402.0,551402.0,551402.0,551402.0,577016.0,577016.0,577016.0,577016.0,608646.0,608645.0,608648.0,608676.0,659757.0,659757.0,659758.0,659787.0,675749.0,675750.0,675747.0,675802.0,675802.0,692629.0,684627.0,684684.0,744796.0,744796.0,746557.0
Udziały niekontrolujące,6991.0,7722.0,222.0,167.0,167.0,614.0,235.0,445.0,672.0,125.0,317.0,708.0,701.0,694.0,643.0,723.0,1104.0,757.0,792.0,731.0,650.0,621.0,543.0,469.0,441.0,409.0,220.0,127.0,313.0,331.0,335.0,338.0,360.0,357.0,363.0,332.0,338.0,429.0,518.0,553.0,547.0,532.0,592.0,490.0,474.0,535.0,591.0,557.0,612.0,637.0,722.0,727.0,807.0,816.0,902.0,872.0,887.0,877.0,951.0,969.0,1161.0,1291.0,2160.0,3188.0,3159.0,3033.0,3205.0,3152.0
Zobowiązania długoterminowe,22278.0,34117.0,33866.0,26480.0,28538.0,23208.0,22446.0,21198.0,21482.0,18679.0,99903.0,90597.0,85288.0,87189.0,83679.0,61779.0,62897.0,54747.0,58916.0,55748.0,51885.0,50531.0,46331.0,103887.0,82615.0,73362.0,89514.0,99198.0,113571.0,145889.0,136685.0,128896.0,141292.0,103579.0,75246.0,101008.0,86673.0,153299.0,194121.0,178215.0,143847.0,184629.0,51146.0,38345.0,63655.0,51913.0,150705.0,132677.0,148842.0,164079.0,148000.0,103234.0,125117.0,119646.0,56644.0,46917.0,44403.0,67083.0,82160.0,80345.0,158099.0,212950.0,148122.0,86027.0,149402.0,106090.0,88093.0,107254.0
Z tytułu dostaw i usług,61031.0,85231.0,96401.0,53112.0,61717.0,80925.0,82002.0,49472.0,55166.0,65420.0,103164.0,63925.0,72274.0,121794.0,133849.0,83018.0,125407.0,141757.0,164083.0,103214.0,106830.0,160050.0,168316.0,94321.0,122371.0,173657.0,166283.0,132724.0,142234.0,163129.0,155765.0,100444.0,100828.0,146574.0,164125.0,92127.0,112337.0,172015.0,128798.0,109570.0,155619.0,202942.0,180420.0,152015.0,159754.0,172163.0,161873.0,132116.0,159620.0,183557.0,171984.0,143986.0,202712.0,164181.0,254426.0,187337.0,225115.0,281381.0,289226.0,198294.0,294011.0,216343.0,259471.0,208120.0,285376.0,219233.0,270839.0,224284.0
