,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Koszty finansowe,1670.0,6105.0,4715.0,5003.0,10781.0,3189.0,3645.0,3785.0,4178.0,4247.0,4414.0,5147.0,4568.0,4350.0,4141.0,6582.0,4981.0,4279.0,4132.0,4571.0,5113.0,6497.0,3289.0,4778.0,793.0,12258.0,3677.0,16122.0,3181.0,3458.0,2525.0,2750.0,3648.0,5556.0,7139.0,16233.0,17319.0,20272.0,18650.0,12301.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,-11546.0,-16565.0,0.0,-1261.0,0.0,-46865.0,0.0,0.0,0.0,-5319.0,-1686.0,0.0,2790.0,667.0,0.0,-498.0,-10615.0,-3129.0,-664.0,2501.0,-473.0,-162.0,-268.0,71.0,3735.0,0.0,0.0,0.0,0.0,-2532.0,1397.0,3548.0,-2799.0,-3284.0
Zysk z działalności gospodarczej,-3497.0,3458.0,1255.0,5439.0,44.0,13406.0,-924.0,2874.0,10560.0,16936.0,12758.0,-24854.0,4241.0,17665.0,17601.0,14782.0,12431.0,25076.0,27604.0,28327.0,19811.0,25574.0,17481.0,35987.0,17075.0,3588.0,32083.0,38653.0,35097.0,53473.0,64225.0,78965.0,54316.0,61816.0,64685.0,50604.0,26118.0,46343.0,89971.0,56273.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,-3497.0,3458.0,1255.0,5439.0,44.0,13406.0,-924.0,2874.0,10560.0,16936.0,12758.0,-24854.0,4241.0,17665.0,17601.0,14782.0,12431.0,25076.0,27604.0,28327.0,19811.0,25574.0,17481.0,35987.0,17075.0,3588.0,32083.0,38653.0,35097.0,53473.0,64225.0,78965.0,54316.0,61816.0,64685.0,50604.0,26118.0,46343.0,89971.0,56273.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-2858.0,2920.0,770.0,3317.0,-495.0,10095.0,-3265.0,-649.0,8185.0,12375.0,10165.0,23123.0,2982.0,13796.0,13575.0,9679.0,8329.0,19402.0,21665.0,26601.0,14465.0,8371.0,21437.0,26859.0,7249.0,7843.0,26555.0,40052.0,27288.0,42707.0,54866.0,62936.0,45102.0,47579.0,50759.0,34884.0,16309.0,33586.0,71703.0,42356.0
Zysk netto akcjonariuszy jednostki dominującej,-2864.0,2926.0,519.0,3568.0,-790.0,9917.0,-3717.0,-1078.0,7904.0,13437.0,9060.0,23355.0,1554.0,12820.0,12699.0,8252.0,7138.0,18840.0,23893.0,24050.0,14088.0,8748.0,19666.0,26496.0,6874.0,7144.0,25102.0,39400.0,26473.0,41120.0,53406.0,61703.0,42480.0,46750.0,48928.0,32373.0,14393.0,31890.0,70147.0,39324.0
Aktywa trwałe,465814.0,0.0,0.0,484962.0,482119.0,521085.0,534089.0,638195.0,661764.0,688885.0,688365.0,729742.0,722396.0,735209.0,733625.0,752229.0,746111.0,759907.0,749939.0,854666.0,887641.0,881992.0,868358.0,909137.0,913750.0,906141.0,891308.0,887333.0,878507.0,892422.0,909458.0,907472.0,910502.0,927776.0,1028172.0,1533609.0,1546186.0,1528217.0,1530315.0,1526326.0
Wartości niematerialne i prawne,368635.0,0.0,0.0,434528.0,432737.0,468776.0,418611.0,584907.0,609079.0,634023.0,631782.0,640078.0,636401.0,633529.0,624267.0,648108.0,646319.0,655505.0,661319.0,758754.0,764417.0,762552.0,760630.0,766442.0,765419.0,761935.0,767357.0,767666.0,765391.0,761641.0,771375.0,776527.0,775627.0,763974.0,858954.0,1322714.0,1333579.0,1320746.0,1316529.0,1302760.0
Rzeczowe składniki majątku trwałego,47456.0,0.0,0.0,49281.0,48573.0,50397.0,51867.0,51607.0,50788.0,52894.0,54767.0,57899.0,56205.0,59282.0,60625.0,63013.0,60054.0,57762.0,56136.0,58252.0,55635.0,77029.0,71104.0,106477.0,113689.0,118050.0,112079.0,106898.0,101450.0,99210.0,106498.0,102051.0,100457.0,98045.0,101045.0,109258.0,109101.0,107687.0,108761.0,106956.0
Należności długoterminowe,723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,155.0,111.0,286.0,341.0,501.0,358.0,158.0,129.0,208.0,214.0,260.0,267.0,201.0,747.0,786.0,783.0,747.0,766.0,763.0,929.0,1243.0,1264.0,1298.0,1320.0,427.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,2470.0,3078.0,19330.0,15831.0,16031.0,16104.0,16271.0,16444.0,16612.0,25273.0,25915.0,35323.0,35455.0,33684.0,24286.0,9932.0,10005.0,9877.0,18892.0,28771.0,27010.0,30911.0,60415.0,64558.0,96776.0,99013.0,94379.0,98726.0,111975.0
Pozostałe aktywa trwałe,49000.0,0.0,0.0,1153.0,809.0,1473.0,63611.0,1681.0,1897.0,1968.0,1816.0,29295.0,26712.0,22964.0,32798.0,24922.0,23523.0,30083.0,15699.0,20547.0,41958.0,16338.0,1172.0,555.0,744.0,1610.0,1673.0,2563.0,1042.0,11893.0,2031.0,1137.0,2741.0,4579.0,2686.0,3618.0,3229.0,4107.0,4979.0,4208.0
Aktywa obrotowe,86114.0,0.0,0.0,84858.0,83906.0,144025.0,137794.0,111684.0,109600.0,112487.0,119534.0,122454.0,129143.0,131515.0,107536.0,141677.0,154148.0,180161.0,141860.0,208780.0,198418.0,204063.0,205742.0,235932.0,244572.0,246961.0,298665.0,356500.0,414802.0,288924.0,281904.0,355475.0,400113.0,471637.0,463442.0,477227.0,546027.0,620515.0,537335.0,558798.0
Zapasy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456.0,3369.0,3125.0,2751.0,2567.0,1270.0,1007.0,1036.0,1082.0,7141.0,9157.0,10210.0,12598.0,17312.0,20812.0,26003.0,26397.0,26777.0,26848.0,25772.0,25388.0,28099.0
Należności krótkoterminowe,64775.0,0.0,0.0,53710.0,54536.0,61510.0,55243.0,62723.0,71943.0,75381.0,66828.0,77304.0,76741.0,83191.0,77355.0,95235.0,94639.0,105298.0,82904.0,138748.0,137746.0,147057.0,125447.0,160733.0,143541.0,114488.0,129050.0,161104.0,156598.0,164047.0,158102.0,202799.0,196819.0,196532.0,203672.0,251589.0,274978.0,272523.0,251714.0,278282.0
Inwestycje krótkoterminowe,21339.0,0.0,0.0,31148.0,29370.0,82515.0,82551.0,48961.0,37657.0,37106.0,52706.0,45150.0,52402.0,48324.0,30181.0,46442.0,59509.0,74863.0,57500.0,66663.0,57547.0,54255.0,77728.0,73929.0,100024.0,121421.0,151346.0,188255.0,249047.0,114667.0,111204.0,135364.0,182482.0,249102.0,218441.0,198861.0,244201.0,322220.0,260233.0,252417.0
Środki pieniężne i inne aktywa pieniężne,21339.0,0.0,0.0,31148.0,29370.0,82515.0,82551.0,48961.0,37657.0,37106.0,52706.0,45150.0,52402.0,48324.0,30181.0,46442.0,59509.0,74863.0,57500.0,66663.0,57547.0,54255.0,77728.0,73929.0,100024.0,121421.0,151346.0,188255.0,249047.0,114667.0,111204.0,135364.0,182482.0,249102.0,218441.0,185429.0,231384.0,308119.0,245758.0,239456.0
Pozostałe aktywa obrotowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10016.0,17187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14932.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,551928.0,0.0,0.0,569820.0,566025.0,665110.0,671883.0,749879.0,771364.0,801372.0,807899.0,852196.0,851539.0,866724.0,841161.0,893906.0,900259.0,940068.0,891799.0,1063446.0,1086059.0,1086055.0,1074100.0,1145069.0,1158322.0,1153102.0,1189973.0,1243833.0,1293309.0,1181346.0,1191362.0,1262947.0,1310615.0,1399413.0,1491614.0,2010836.0,2092213.0,2148732.0,2067650.0,2085124.0
Kapitał własny akcjonariuszy jednostki dominującej,257294.0,257356.0,257875.0,234051.0,235516.0,348142.0,342258.0,341903.0,349672.0,352600.0,366949.0,392258.0,395463.0,378743.0,389578.0,400449.0,411020.0,403613.0,429874.0,457080.0,472177.0,452250.0,473589.0,500881.0,509062.0,519689.0,546074.0,586658.0,615401.0,613188.0,667929.0,728744.0,772099.0,779761.0,829720.0,870031.0,902018.0,848521.0,860350.0,880725.0
Kapitał (fundusz) podstawowy,378.0,0.0,0.0,1231.0,1246.0,1413.0,1413.0,1413.0,1413.0,1413.0,1413.0,1434.0,1435.0,1441.0,1442.0,1443.0,1443.0,1445.0,1447.0,1449.0,1450.0,1450.0,1451.0,1451.0,1453.0,1454.0,1454.0,1457.0,1459.0,1461.0,1461.0,1462.0,1463.0,1463.0,1464.0,1464.0,1465.0,1465.0,1465.0,1465.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,207517.0,0.0,0.0,206664.0,208557.0,310453.0,310453.0,310453.0,310453.0,310453.0,310453.0,315830.0,316238.0,317801.0,318359.0,318759.0,318759.0,319705.0,320620.0,320895.0,321224.0,321649.0,321969.0,321969.0,322746.0,323458.0,324172.0,324485.0,326040.0,326606.0,326882.0,327085.0,327330.0,327547.0,327763.0,327972.0,328103.0,328217.0,328290.0,328416.0
Udziały niekontrolujące,3034.0,3034.0,3034.0,11544.0,11839.0,11358.0,11810.0,15676.0,15957.0,16031.0,16702.0,16467.0,17895.0,16280.0,17156.0,19479.0,5957.0,6520.0,3327.0,10680.0,10960.0,10817.0,11843.0,12246.0,12621.0,11031.0,12484.0,11036.0,11851.0,12519.0,13335.0,14568.0,16265.0,18019.0,33152.0,52838.0,54754.0,56450.0,32757.0,35101.0
Zobowiązania długoterminowe,201625.0,0.0,0.0,247211.0,230431.0,218973.0,226365.0,293426.0,300252.0,324789.0,320263.0,330134.0,316697.0,333137.0,277119.0,307292.0,326657.0,329723.0,325652.0,404565.0,415678.0,404124.0,397500.0,426105.0,425418.0,455939.0,447032.0,435538.0,429922.0,320601.0,315161.0,301780.0,282513.0,275545.0,274132.0,641903.0,665410.0,629970.0,657634.0,634144.0
Z tytułu dostaw i usług,67140.0,0.0,0.0,52649.0,59366.0,48033.0,33955.0,54668.0,62899.0,65885.0,62855.0,68845.0,72333.0,98958.0,114919.0,142303.0,123984.0,168841.0,95323.0,151415.0,139741.0,170953.0,144842.0,148188.0,147502.0,121298.0,135337.0,154590.0,164720.0,170412.0,145206.0,159352.0,176149.0,245747.0,274272.0,265620.0,325216.0,445386.0,308887.0,313084.0
Kredyty i pożyczki,18853.0,0.0,0.0,19777.0,24333.0,34087.0,52925.0,38399.0,37226.0,36791.0,36199.0,39202.0,43032.0,33066.0,34152.0,13341.0,20790.0,24856.0,29425.0,31939.0,31696.0,30538.0,30182.0,35547.0,42535.0,22746.0,27877.0,34604.0,49911.0,39838.0,25162.0,33791.0,38773.0,54628.0,50457.0,149856.0,113431.0,134467.0,170433.0,188168.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9627.0,9178.0,14709.0,14467.0,14268.0,14012.0,14613.0,13901.0,13710.0,13719.0,14861.0,13527.0,14459.0,16049.0,17653.0,19177.0,20106.0,24561.0,23569.0
Inne zobowiązania długoterminowe,46727.0,0.0,0.0,46576.0,42968.0,61757.0,75478.0,100744.0,114328.0,133203.0,135083.0,155562.0,152600.0,153130.0,100004.0,103785.0,40959.0,48404.0,40358.0,67345.0,83197.0,78497.0,76724.0,68052.0,66556.0,61556.0,59812.0,56071.0,55546.0,51327.0,52375.0,53360.0,44641.0,48617.0,47419.0,72724.0,67500.0,63251.0,61344.0,64600.0
Zobowiązania krótkoterminowe,89975.0,0.0,0.0,77014.0,88239.0,86637.0,91450.0,98874.0,105483.0,107952.0,103985.0,113337.0,121484.0,138564.0,157308.0,166686.0,156625.0,200212.0,132946.0,191121.0,187244.0,218864.0,191168.0,205837.0,211221.0,166443.0,184383.0,210601.0,236135.0,235038.0,194937.0,217855.0,239738.0,326088.0,354610.0,446064.0,470031.0,613791.0,516909.0,535154.0
Inne zobowiązania krótkoterminowe,3982.0,0.0,0.0,4588.0,4540.0,4517.0,4570.0,5807.0,5358.0,5276.0,4931.0,5290.0,6119.0,6540.0,8237.0,11042.0,11851.0,6515.0,8198.0,7767.0,15807.0,7746.0,6966.0,7393.0,6717.0,8131.0,7157.0,6794.0,7603.0,11078.0,10850.0,9851.0,11289.0,11254.0,13832.0,12935.0,12207.0,13832.0,13028.0,10333.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,551928.0,260390.0,260909.0,569820.0,566025.0,665110.0,671883.0,749879.0,771364.0,801372.0,807899.0,852196.0,851539.0,866724.0,841161.0,893906.0,900259.0,940068.0,891799.0,1063446.0,1086059.0,1086055.0,1074100.0,1145069.0,1158322.0,1153102.0,1189973.0,1243833.0,1293309.0,1181346.0,1191362.0,1262947.0,1310615.0,1399413.0,1491614.0,2010836.0,2092213.0,2148732.0,2067650.0,2085124.0
Przepływy pieniężne z działalności operacyjnej,911.0,-1979.0,12302.0,26722.0,19131.0,7959.0,30530.0,30380.0,21074.0,30323.0,30588.0,31606.0,31774.0,17603.0,31043.0,33219.0,42147.0,35885.0,51910.0,25772.0,52630.0,55200.0,50790.0,30366.0,59621.0,47212.0,47631.0,56560.0,75996.0,64576.0,51839.0,52279.0,71854.0,75356.0,56747.0,61811.0,108094.0,136261.0,73486.0,66143.0
Amortyzacja,3018.0,5488.0,6097.0,6172.0,7052.0,7433.0,7525.0,8432.0,9844.0,10112.0,10834.0,11587.0,12944.0,13507.0,13260.0,14179.0,14180.0,13947.0,15050.0,15934.0,19934.0,20806.0,21947.0,21751.0,22215.0,21191.0,21387.0,20490.0,20509.0,20990.0,22635.0,22974.0,23146.0,24148.0,24352.0,34537.0,38556.0,39683.0,38393.0,36066.0
Przepływy pieniężne z działalności inwestycyjnej,-343725.0,-5580.0,-10238.0,-48176.0,-5631.0,-30044.0,-21532.0,-103548.0,-21826.0,-32675.0,-8496.0,-29616.0,-15536.0,-25256.0,-10293.0,-16710.0,-107093.0,-18060.0,-47255.0,-66942.0,-51061.0,-18607.0,-16027.0,-23452.0,-27087.0,-27761.0,-12235.0,1259.0,-21156.0,-30538.0,-41256.0,-21339.0,-1646.0,-20075.0,-37623.0,-517099.0,-37392.0,-33408.0,-109995.0,-45064.0
CAPEX (niematerialne i rzeczowe),351964.0,5330.0,10238.0,48176.0,5631.0,30051.0,21533.0,98204.0,21490.0,33052.0,8548.0,-6756.0,15550.0,9700.0,10415.0,6318.0,16522.0,8743.0,9947.0,7487.0,18197.0,13021.0,11967.0,15294.0,20744.0,14358.0,12867.0,13245.0,15824.0,15255.0,27229.0,19669.0,20506.0,19928.0,23063.0,33568.0,29697.0,31169.0,30470.0,32367.0
Przepływy pieniężne z działalności finansowej,360483.0,-334.0,-3855.0,40947.0,-15338.0,75290.0,-8962.0,39578.0,-10552.0,1801.0,-6492.0,-9546.0,-8986.0,3575.0,-38893.0,547.0,78041.0,-2448.0,-22007.0,50404.0,-10657.0,-39883.0,-11295.0,-10716.0,-7670.0,2452.0,-5732.0,-20680.0,7835.0,-170497.0,-14864.0,-6759.0,-10877.0,-2614.0,-53596.0,426056.0,-24233.0,-24432.0,-26013.0,-24997.0
Emisja akcji,203504.0,0.0,0.0,0.0,1907.0,106872.0,109.0,0.0,0.0,0.0,4723.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.0,0.0,0.0,0.0,2268.0,1557.0,568.0,277.0,203.0,246.0,217.0,217.0,209.0,132.0,114.0,72.0,127.0
Dywidenda,14149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31691.0,0.0,0.0,0.0,27748.0,0.0,0.0,28995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45300.0,0.0,0.0,0.0,0.0,35120.0,0.0,0.0,0.0,73238.0,0.0
Przepływy pieniężne razem,17669.0,-7893.0,-1791.0,19493.0,-1838.0,53205.0,36.0,-33590.0,-11304.0,-551.0,15600.0,-7556.0,7252.0,-4078.0,-18143.0,17056.0,13095.0,15377.0,-17352.0,9234.0,-9088.0,-3290.0,23468.0,-3802.0,24864.0,21903.0,29664.0,37139.0,62675.0,-136459.0,-4281.0,24181.0,59331.0,52667.0,-34472.0,-29232.0,46469.0,78421.0,-62522.0,-3918.0
