,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Koszty finansowe,,,,,,,,455.56,,,,-97.11,,50.0,1414.29,5692.31,6200.0,3000.0,-29.25,-91.63,38.89,-56.45,-4.0,-66.67,-85.14,-95.06,-87.5,109.52,-69.23,6075.0,44.44,813.64,200.0,-85.02,461.54,-83.33,91.67,24.32,0.0,279.1,139.13,134.78,302.74,61.02,-58.18,-66.67,-77.55,-78.97,117.39,113.89,13.64,226.74,-27.0,1788.31,-1764.0,740.57
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,,,,3983.33,-1050.0,-343.64,86.36,-206.44,-99.13,146.31,-62.08,96.77,121.83,-185.84,-1212.87,7375.0,-692.0,1032.99,-2.26,-137.8,166.22,-47.4,289.88,310.0,1891.84,407.14,-53.21,36.15,-87.5,-43.08,-424.58,50.87,112.3,52.04,112.26,36.04,-92.95,50.74,-131.54,88.46,8431.51,-85.27,1161.29,144.31,33.72,763.58,156.88,2.14,-55.04,184.95,-114.72,32.83,-79.75,-54.15,-1110.33
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,3983.33,-1050.0,-343.64,86.36,-206.44,-99.13,146.31,-62.08,96.77,121.83,-185.84,-1212.87,7375.0,-692.0,1032.99,-2.26,-137.8,166.22,-47.4,289.88,310.0,1891.84,407.14,-53.21,36.15,-87.5,-43.08,-424.58,50.87,112.3,52.04,112.26,36.04,-92.95,50.74,-131.54,88.46,8431.51,-85.27,1161.29,144.31,33.72,763.58,156.88,2.14,-55.04,184.95,-114.72,32.83,-79.75,-54.15,-1110.33
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,3983.33,-1050.0,-343.64,88.7,-206.44,-99.13,146.31,-54.1,96.77,121.83,-184.96,-939.13,6437.5,-690.0,886.46,9.21,-143.79,159.66,-49.8,288.78,267.57,1689.77,411.61,-53.75,59.68,-91.24,-47.24,-432.75,22.22,237.68,95.41,108.08,45.45,-89.59,55.68,-400.54,118.09,6176.29,-84.13,244.96,152.45,34.66,687.65,88.52,-11.92,-55.16,142.46,-161.34,33.92,-80.69,-54.81,-389.7
Zysk netto akcjonariuszy jednostki dominującej,,,,,3983.33,-1050.0,-343.64,88.7,-206.44,-89.57,146.31,-56.54,110.89,127.06,-182.3,-984.18,1770.37,-589.83,915.05,9.06,-143.96,162.28,-49.74,289.02,268.47,1657.78,411.81,-54.28,60.7,-88.43,-46.41,-433.19,24.63,86.61,91.58,104.28,40.99,-86.53,55.99,-702.06,120.74,6305.43,-84.18,238.01,149.42,39.11,687.65,89.27,-12.16,-54.62,143.43,-159.98,35.05,-80.22,-57.96,-386.99
Aktywa trwałe,,,,,,,,1130.07,,,,-6.59,,25.06,23.24,-54.72,-11.38,25.77,21.09,165.95,21.17,-6.19,-5.52,-24.94,-11.68,-21.28,-22.2,-5.16,-9.99,-0.86,22.6,68.35,68.44,140.13,158.04,87.27,104.96,54.65,22.96,403.14,452.96,444.2,592.72,51.47,35.21,23.5,-1.89,-5.58,23.78,34.05,39.04,59.56,33.74,23.3,25.52,72.24
Wartości niematerialne i prawne,,,,,,,,-18.37,,,,2032.5,,104.46,94.57,-35.05,-42.68,97.23,102.13,103.97,149.36,-39.63,-40.86,11.33,-14.72,17.48,10.03,-38.24,-39.66,-53.28,-56.05,-70.79,-55.02,-22.05,19.89,-7.49,124.16,36.57,63.74,6397.62,3434.66,4364.64,3438.78,91.91,13.21,0.31,-22.93,-37.23,-42.29,-34.39,-33.89,-4.86,32.42,135.63,182.39,326.4
Rzeczowe składniki majątku trwałego,,,,,,,,400.0,,,,58.18,,-12.96,-70.73,-94.25,289.58,529.79,2158.33,4580.0,29.95,-26.35,-33.95,-38.46,7.0,13.76,61.45,251.39,117.69,136.29,200.69,43.48,85.51,80.38,70.08,130.3,57.52,54.3,5.82,-11.96,-13.85,-7.05,42.2,84.04,95.23,70.05,13.8,34.96,34.47,60.2,99.29,64.74,117.96,94.82,53.37,156.38
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Inwestycje długoterminowe,,,,,,,,1768.82,,,,-56.04,,0.13,0.13,-91.23,0.0,-91.23,-91.23,8.96,-87.83,14.93,17.91,-100.0,-84.95,-100.0,-100.0,,-100.0,,,,,,0.0,687.18,0.0,667.5,-100.0,-100.0,-100.0,486.64,,,,-27.93,-1.79,-12.86,898.61,899.54,590.07,758.84,7.58,-1.84,-9.38,-18.97
Pozostałe aktywa trwałe,,,,,,,,,,,,10.2,,-91.67,6.12,214.81,2300.0,4175.0,228.85,300.0,933.33,285.38,284.8,-72.5,11.69,-71.78,-71.28,19.79,-19.13,87.1,62.96,589.73,337.5,438.51,584.09,65.83,154.69,45.14,29.09,242.97,50.6,21.03,114.23,-37.76,102.69,180.56,80.35,128.34,80.1,63.72,54.42,47.68,32.08,-83.32,-79.04,-100.0
Aktywa obrotowe,,,,,,,,121.19,,,,-2.14,,23.48,51.3,16.86,66.43,15.42,22.52,30.27,105.9,167.73,92.98,148.14,14.95,40.42,61.74,48.59,41.99,23.01,16.41,-2.44,15.29,11.11,9.19,31.16,22.88,27.79,37.86,-7.83,-18.1,-11.34,-11.03,28.06,29.73,27.38,6.08,3.92,6.89,8.81,36.72,35.65,36.92,19.56,14.64,-35.75
Zapasy,,,,,,,,14.97,,,,61.13,,38.96,51.53,76.0,62.89,30.87,31.76,24.76,34.17,78.51,68.18,75.88,83.67,62.14,52.61,50.8,39.02,36.56,34.46,16.51,26.89,18.18,18.97,39.12,29.45,37.93,38.43,-25.46,-35.47,-37.51,-28.23,42.9,-0.59,-35.69,-53.61,-69.18,-54.9,-24.29,-0.25,174.53,151.9,105.87,100.72,-100.0
Należności krótkoterminowe,,,,,-60.95,63.24,133.33,138.78,312.2,220.72,203.11,377.78,300.0,-7.3,-5.74,-38.46,214.5,12.42,201.74,-22.09,13.5,136.39,1.08,850.37,44.01,334.89,306.99,156.58,56.43,-0.34,-20.72,-61.53,-32.3,-19.92,-6.25,29.55,22.96,53.61,9.57,81.36,88.27,73.59,62.62,11.24,-42.45,-33.93,55.75,101.31,161.15,193.64,98.64,-45.57,18.32,-2.03,-37.5,250.64
Inwestycje krótkoterminowe,,,,,,,,433.28,,,,-81.45,,-84.96,880.3,-75.58,223.53,760.56,10.66,352.2,3883.18,1066.61,528.35,680.95,-59.84,-27.29,6.85,-4.58,41.15,-13.0,-13.83,-7.17,4.59,-0.49,-28.87,2.35,-1.98,-36.95,88.76,47.42,10.13,198.62,52.47,-4.68,267.01,262.26,162.24,259.31,38.35,-7.57,26.63,15.42,-0.63,-15.93,5.59,-52.34
Środki pieniężne i inne aktywa pieniężne,,,,,-80.0,1176.8,7563.16,311.45,870.97,-88.41,-97.73,-90.11,-92.47,-84.96,880.3,-0.62,223.53,760.56,10.66,352.2,3883.18,1066.61,528.35,680.95,-59.84,-27.29,6.85,-4.58,41.15,-13.12,-13.94,-7.17,4.47,-0.93,-29.42,2.35,-7.13,-36.58,90.45,47.42,16.37,198.62,52.47,-6.09,195.68,211.3,160.61,255.66,66.64,4.34,23.57,15.5,-0.19,-17.7,2.26,-57.18
Pozostałe aktywa obrotowe,,,,,,,,-52.63,,,,2822.22,,38.99,20.53,-85.74,-19.7,-91.33,-91.71,26.67,-95.03,-18.37,-16.67,-47.37,86.67,23.75,205.33,-3.0,29.76,502.02,155.9,409.28,573.39,23.83,-7.0,-38.66,-47.0,-58.54,-47.16,-45.87,-38.56,-42.81,-42.01,-9.76,-57.32,-22.29,75.45,50.68,48.04,75.0,-8.19,690.58,868.87,1528.99,1250.93,117.3
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,,,,177.26,,,,-3.24,,23.8,45.97,-0.18,49.27,17.5,22.29,44.92,94.8,130.35,77.35,113.85,12.78,35.02,54.64,44.85,38.67,21.79,16.68,0.78,17.49,16.47,15.85,35.42,27.76,30.09,36.37,35.39,26.77,35.04,43.17,37.21,32.01,25.79,2.62,-0.18,14.08,18.98,37.68,45.41,35.45,21.26,19.2,12.61
Kapitał własny akcjonariuszy jednostki dominującej,,,,,46.47,522.72,532.02,452.99,283.74,-24.26,-20.01,-22.06,-19.02,7.3,6.88,-33.56,7.02,-30.88,-19.44,-15.52,133.24,218.24,176.39,400.15,6.62,53.65,62.74,41.47,52.39,25.17,19.61,-10.68,9.38,-11.65,-7.52,17.51,1.23,15.1,18.48,13.23,13.74,40.35,26.48,25.86,35.56,36.46,38.66,51.46,71.18,49.84,65.08,54.63,26.74,21.36,12.05,16.68
Kapitał (fundusz) podstawowy,,,,,,,,84.72,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.08,33.08,33.08,33.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04,9.04,9.04,9.04,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2229.13,100.0,100.0,100.0,98.0,,,,-47.92
Kapitał (fundusz) zapasowy,,,,,,,,344.02,,,,0.0,,0.5,0.5,0.5,0.5,0.0,0.0,0.0,130.75,130.75,130.75,130.75,0.0,0.0,-0.84,-0.84,-0.84,0.0,0.85,0.85,0.98,0.13,0.13,-23.34,0.0,-23.44,-23.44,0.0,-8.34,19.72,4.57,42.36,18.91,80.35,106.49,51.67,-11.34,73.31,73.21,73.21,213.36,41.5,41.58,41.58
Udziały niekontrolujące,,,,,,,,,,,,,,7540.0,7510.0,,-7.38,-1.48,-1.48,-1.22,-1.76,-1.23,-1.1,-1.1,-1.24,343.78,343.35,346.81,347.08,-60.88,-61.45,-63.01,-63.18,13.84,15.72,33.53,1.95,11.53,11.69,-3.21,25.31,-100.0,-100.0,-100.0,-100.0,,,,,,,-32.9,-42.86,-49.1,448.54,421.84
Zobowiązania długoterminowe,,,,,-100.0,-100.0,-100.0,,,,,,,,,,,,,-93.47,-73.63,,,-100.0,-100.0,-100.0,-100.0,,,,,,,103.52,337.2,251.51,373.12,127.49,-51.14,-60.99,-29.59,9.9,23.41,262.2,-1.55,8.4,-24.36,-6.4,-12.92,-5.83,14.98,78.42,-10.09,7.21,-3.1,650.48
Z tytułu dostaw i usług,,,,,,,,-40.74,,,,104.17,,59.83,15.0,91.84,39.87,44.92,46.96,40.43,-13.57,-0.74,48.52,-29.92,96.86,50.93,68.92,129.73,17.55,187.93,17.92,44.94,60.86,-46.19,14.8,0.0,152.46,295.71,223.52,305.36,11.42,69.91,185.41,55.83,-17.15,-66.14,-50.57,-15.99,119.25,162.29,53.66,167.85,152.44,9.05,-12.79,-41.55
Kredyty i pożyczki,,,,,,,,,,,,,,850.0,-90.0,14200.0,6700.0,1085.96,48900.0,334.27,-7.65,-38.17,-39.59,-66.99,-84.71,-97.37,-96.62,-96.59,-64.58,-9.09,80.0,271.43,394.12,19060.0,8438.89,12423.08,1994.05,11.06,71.31,10.17,111.54,35.53,19.48,-40.73,-54.85,-41.47,-100.0,-28.41,-28.27,-60.55,,-42.31,-62.74,126.88,-27.68,82.46
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,-100.0,,,,,,,,,,,102.76,,,,-50.68,-38.93,-98.59,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,3040.0,7350.0,,-14.91,-16.56,-16.78,-17.48,70.07,68.7,42.74,155.08,27.47,-74.66,-49.72,-74.09,-59.26,85.71,184.27,229.49,58.68,22.12,-77.47,22.18,93.23,129.92,835.09,28.03,-37.2,-34.59,-65.85,-33.08,14.59,189.01,193.41,97.03,95.51,-6.88,11.99,263.21
Inne zobowiązania długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,744.62
Zobowiązania krótkoterminowe,,,,,69.55,0.36,-35.69,-90.58,-79.85,-61.76,-1.38,258.78,49.8,146.48,789.3,11.28,223.06,551.43,153.77,908.99,236.93,26.05,-34.75,-27.86,-45.49,-49.73,-15.86,-20.15,10.71,26.3,-19.67,-36.09,-6.53,55.68,83.36,192.49,135.37,59.85,85.83,50.2,53.51,41.1,44.69,16.21,-23.53,-37.59,-34.28,-21.0,42.61,28.68,6.82,138.99,115.74,78.4,68.06,21.12
Inne zobowiązania krótkoterminowe,,,,,,,,-83.47,,,,346.99,,206.67,92.38,-48.25,130.0,739.13,303.96,459.38,94.82,-63.21,10.66,26.63,61.64,79.46,127.35,69.63,11.37,-1.77,-25.33,-46.99,-18.89,7.32,1.76,27.06,19.65,28.23,75.96,37.58,32.73,6.68,-42.73,63.75,26.35,21.86,162.85,-20.68,42.11,2.12,-33.81,208.46,137.98,178.72,201.94,63.92
Rozliczenia międzyokresowe,,,,,,,,28.57,,,,11855.56,,-9.78,-4.35,-40.52,83.48,89.16,83.92,102.81,134.37,218.48,221.1,48.54,293.09,12.07,40.08,89.21,-27.71,107.46,115.47,152.47,131.56,161.53,76.21,35.81,61.06,47.92,87.74,84.79,48.17,39.25,85.59,63.65,58.89,37.25,-25.51,-42.64,-55.57,-33.74,-12.17,-11.72,33.25,0.23,26.68,-100.0
Pasywa razem,,,,,34.77,287.41,314.2,177.26,139.88,-23.01,-15.47,-3.24,-1.63,23.8,45.97,-0.18,49.27,17.5,22.29,44.92,94.8,130.35,77.35,113.85,12.78,35.02,54.64,44.85,38.67,21.79,16.68,0.78,17.49,16.47,15.85,35.42,27.76,30.09,36.37,35.39,26.77,35.04,43.17,37.21,32.01,25.79,2.62,-0.18,14.08,18.98,37.68,45.41,35.45,21.26,19.2,12.61
Przepływy pieniężne z działalności operacyjnej,,,,,,,,-413.71,,,,4.0,,,,25.49,-13.55,,22.0,-25.04,-73.26,-205.59,-13.98,358.71,101.31,68.43,83.09,-58.03,-1986.67,42.88,-23.77,10.19,130.04,-546.06,-665.89,-286.69,536.47,-80.52,215.91,-243.21,-500.18,159.05,96.46,232.04,743.56,259.14,-165.56,-17.58,-37.1,-94.25,257.8,25.39,-27.21,2535.92,-265.41,-74.24
Amortyzacja,,,,,-80.0,-91.23,-37.78,34.78,77.78,1320.0,28.57,164.52,718.75,19.72,466.67,-4.88,-9.92,40.0,0.49,134.62,31.36,157.98,-35.12,-25.68,21.29,-38.44,52.63,88.24,27.13,22.75,-7.88,-73.83,-54.39,-48.28,-40.11,237.31,125.69,113.33,131.25,-3.98,372.36,504.3,644.4,1093.09,153.1,88.49,49.48,11.09,-3.5,-42.35,27.24,-21.97,28.61,51.1,22.85,377.23
Przepływy pieniężne z działalności inwestycyjnej,,,,,,,,-832.96,,,,95.2,,,,30.58,,,-100.0,1370.24,70.28,98.09,,-150.33,-120.63,10928.57,-4100.0,16.39,15.11,-104.93,-19.05,116.26,116.1,-308.04,-18.0,-849.32,-2052.63,21.66,-242.37,-83.36,-124.8,347.77,-1272.77,-804.39,-214.15,-303.27,72.59,62.1,-425.5,-115.14,-243.36,-143.48,44.23,-472.85,218.91,66.01
CAPEX (niematerialne i rzeczowe),,,,,,,,535.29,,,,12.96,,,,-3.28,,,,-1009.32,-70.28,-98.09,,150.05,120.63,109.52,4100.0,-16.39,-15.11,154.55,19.05,-116.26,-83.9,274.11,18.0,483.56,1852.63,-14.56,242.37,259.29,124.8,636.59,1149.01,797.32,177.1,-35.8,-58.68,-67.43,-3.29,132.13,140.19,175.68,437.63,392.93,-315.95,146.01
Przepływy pieniężne z działalności finansowej,,,,,,,,493.61,,,,-100.0,,,,,,,-14.54,-208.82,890.79,183.82,-186.5,-64.86,-121.35,-137.24,96.12,129.98,100.51,37.04,178.26,-254.69,350.0,5526.47,2375.0,2378.79,-1015.56,10.24,-48.93,101.95,367.72,-111.36,-31.87,-105.47,-80.87,8.66,761.61,39.96,3487.68,1633.65,-113.67,637.46,-111.92,90.54,2331.51,-1023.9
Emisja akcji,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,,,,,,,,,,,,-101.16,758.0,-100.0,-100.0,100.0,-100.0
Dywidenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,,,,,,,263.2,,,,-180.39,,,,-6.61,110.29,,-81.33,100.38,13306.67,-515.78,-2628.85,27800.0,-126.11,201.9,85.78,-50.54,81.38,-127.81,2.14,51.63,138.11,-42.55,-320.77,159.14,-262.42,-206.21,277.4,-10.33,-683.47,240.48,-98.87,-173.52,707.81,105.21,-7525.81,307.76,-77.73,-103.3,94.14,-44.56,-185.78,-2070.31,4054.07,-1042.62
