,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Koszty finansowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pozostałe przychody (koszty),,173.71,,,,301.55,94.6,55.45,551.47,64.86,1.95,-55.03,153.05,-100.0,-100.0,-100.0,-103.75,,,,-438.1,41.67,633.33,81.25,77.43,-235.71,-81.25,310.26,-66.67,87.23,-233.33,-102.44,101.18,1083.33,225.0,4050.0,-19700.0,-896.61,-2030.0,1025.32,-423.47,12.77,138.08,-168.39,-131.77,-664.39,-1078.91,-235.69,28.81,62.19,44.54,76.63,63.26,3.38,-89.85,-176.94,-1046.46,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,-72.25,,,,1464.76,267.5,55.27,24.85,-39.92,3.84,-0.41,-14.9,1818.43,-35.36,-58.64,153.8,-103.54,-255.99,159.05,-6.91,71.32,82.83,4.03,-12.28,-196.32,-793.77,104.57,30.47,165.88,142.77,-111.89,-22.51,-82.06,-110.43,152.05,12.32,943.02,1862.83,2111.08,19.09,209.23,67.85,-90.46,45.34,-52.12,-26.44,513.34,-1.34,-21.55,-35.48,-88.69,-27.36,-138.48,43.25,1822.72,-71.6,697.35,82.41,39.77,239.54,8.4,34.28,-20.17,-144.76,88.13,1.77,1.73,387.48,9.85,-60.43,-4.73,-1.19,-30.66,139.09,-1.39,-13.56
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,-72.25,,,,1464.76,267.5,55.27,24.85,-39.92,3.84,-0.41,-14.9,1818.43,-35.36,-58.64,153.8,-103.54,-255.99,159.05,-6.91,71.32,82.83,4.03,-12.28,-196.32,-793.77,104.57,30.47,165.88,142.77,-111.89,-22.51,-82.06,-110.43,152.05,12.32,943.02,1862.83,2111.08,19.09,209.23,67.85,-90.46,45.34,-52.12,-26.44,513.34,-1.34,-21.55,-35.48,-88.69,-27.36,-138.48,43.25,1822.72,-71.6,697.35,82.41,39.77,239.54,8.4,34.28,-20.17,-144.76,88.13,1.77,1.73,387.48,9.85,-60.43,-4.73,-1.19,-30.66,139.09,-1.39,-13.56
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,-69.01,,,,1380.36,-6.71,21.75,78.85,-35.44,0.6,2.11,-23.05,1535.99,-155.14,-81.11,125.63,-103.08,-58.39,851.81,-34.7,69.26,32.65,-56.48,72.5,-191.34,-266.6,195.96,-11.22,199.76,137.83,-113.61,-27.63,-75.64,-91.92,75.5,-22.27,423.39,1494.59,4045.39,50.98,225.38,112.15,-99.08,30.72,-60.23,-63.01,5350.76,16.6,-44.49,36.18,-132.96,-33.21,-262.58,61.27,601.27,-78.82,232.35,39.4,136.32,382.5,54.1,2.66,-18.82,45.03,76.09,32.35,-17.81,-27.07,28.57,-64.73,-11.42,-9.99,-32.21,182.88,16.02,-48.35
Zysk netto akcjonariuszy jednostki dominującej,,-65.22,,,,1122.8,-8.07,21.64,78.57,-35.06,1.82,0.71,-20.95,1551.69,-164.45,-83.55,110.3,-101.73,16.03,1041.24,-29.91,95.78,225.42,-41.16,16.28,-612.4,-458.39,119.91,32.26,681.55,137.81,-108.45,-27.17,-72.09,-86.24,115.68,-24.62,288.13,693.89,9639.55,47.44,245.69,114.7,-98.12,31.26,-61.77,-67.2,1959.95,19.62,-32.85,6.83,-142.87,-33.06,-229.49,76.85,611.61,-76.57,211.46,91.88,134.01,331.29,103.81,0.59,-23.63,47.21,83.97,40.12,-6.65,-26.3,24.39,-56.67,-7.94,-7.84,-28.93,116.5,16.24,-47.71
Aktywa trwałe,,,,,,16.41,7.76,14.42,33.7,34.57,46.09,40.27,18.47,26.32,14.01,12.52,67.63,62.34,57.18,52.28,1.82,-3.0,-0.53,0.93,1.13,3.31,3.91,11.78,13.84,11.25,15.55,8.78,11.08,11.26,5.31,2.41,-2.4,-1.84,-0.88,3.16,6.81,5.59,7.95,11.88,9.89,10.39,10.05,8.68,11.2,12.54,17.65,13.61,8.62,7.17,1.52,0.43,2.04,10.28,6.88,6.54,6.68,0.35,3.24,4.14,7.51,5.49,2.05,3.0,3.54,6.01,12.32,14.76,10.1,8.87,4.28,0.27,-6.07
Wartości niematerialne i prawne,,,,,,-10.21,-0.02,-0.67,2.64,1.46,1.38,1.71,-1.21,-0.88,2.4,2.81,221.79,274.05,246.87,232.42,8.09,-16.94,-17.93,-13.25,-13.95,-0.46,3.53,3.9,1.12,-0.86,11.33,8.11,19.48,15.34,1.25,-2.2,-11.88,-10.81,-8.89,-8.07,-7.68,-10.67,-8.5,-6.83,-6.16,-5.43,-5.77,-4.15,-4.86,-2.21,0.94,2.59,3.7,4.92,-2.01,-3.72,-3.92,-4.89,-0.76,-1.71,-2.01,-2.99,-1.32,0.65,1.87,2.9,-1.13,-0.19,4.25,8.93,10.5,13.55,8.89,4.61,3.26,-3.55,-4.27
Rzeczowe składniki majątku trwałego,,,,,,18.32,13.88,29.3,52.74,50.42,66.62,54.11,31.61,42.46,24.21,21.38,40.79,27.56,23.33,20.38,-0.32,-1.37,2.06,3.21,7.51,10.24,9.27,20.04,19.02,16.77,18.19,8.83,9.07,10.35,6.81,3.83,0.65,1.32,-1.18,3.92,7.61,6.66,12.84,9.91,9.05,10.6,10.56,16.09,17.84,17.41,21.78,15.89,11.43,9.7,1.57,0.48,-0.68,-2.59,9.63,9.2,11.29,15.16,4.42,4.98,9.36,6.93,3.51,4.38,4.07,5.71,12.41,14.27,9.9,9.72,3.61,0.92,-5.91
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,0.23,-1.28,-2.3,21.12,-28.54,-23.88,-5.77,-19.24,38.89,19.55,-2.73,-8.74,6.41,5.04,-14.36,-0.67,-11.07,-62.11,-82.88,-90.67,-100.0,-100.0,-75.42,-70.39,,,2711.86,3735.56,202.07,158.12,225.38,247.86,14.41,39.49,25.81,17.95,290.77,256.25,15.71,21.21,-57.47,-55.81,13.29,-15.76,-20.22,-1.4,-68.83,-0.84,10.71,-13.06,186.34,-9.08,-17.43,-10.68,-15.71,3.48,2.42
Inwestycje długoterminowe,,,,,,-9.39,-5.96,-3.94,-22.73,10.99,9.09,5.0,-98.57,-92.7,-93.43,-93.2,1181.13,94.56,70.02,26.42,-59.28,726.84,906.1,1085.42,131.1,-87.65,-88.29,-87.16,-11.27,-48.26,-64.31,-71.03,-74.25,-60.26,-46.08,-17.91,-46.92,222.18,6263.68,5137.58,10243.23,2072.97,24.18,209.58,151.66,98.3,87.17,-25.04,-25.3,-15.52,0.9,-16.01,-11.4,-3.64,23.75,43.72,28.88,24.76,-9.57,-13.34,8.58,8.43,8.4,6.97,8.88,4.7,-7.37,-4.18,-5.6,-2.55,-2.52,12.5,25.72,-1.34,48.28,12.79,-22.19
Pozostałe aktywa trwałe,,,,,,670.47,-2.06,-27.94,33.72,31.46,41.88,61.74,8.81,13.44,-2.16,1.13,1.27,-2.44,18.89,19.57,-5.21,32.77,39.47,20.32,20.27,-10.4,-10.28,0.23,15.92,9.8,10.08,17.34,3.09,6.39,7.86,6.67,6.86,2.75,-7.01,-5.0,9.92,6.11,8.08,6.06,1.9,9.07,8.52,1.28,13.84,16.74,21.26,38.52,0.34,-14.94,-12.98,-24.63,-1.07,214.29,4.2,10.59,-3.1,-63.46,-11.6,1.23,-2.47,-8.83,15.39,-4.13,0.57,17.83,18.5,36.59,7.0,18.9,-17.0,-13.84,3.96
Aktywa obrotowe,,,,,,34.41,6.22,53.51,32.57,27.21,65.37,27.95,23.01,92.53,56.98,82.76,61.01,0.84,-6.99,-7.9,-5.41,6.95,12.18,14.45,14.19,10.82,-0.7,0.92,-0.64,-4.55,-1.07,-10.55,13.09,18.67,23.79,30.0,1.34,2.71,0.68,9.31,6.24,10.25,6.16,-5.24,5.07,0.61,5.45,5.65,10.33,14.27,8.85,10.83,-0.13,5.33,19.16,17.81,19.36,19.3,11.73,17.71,13.8,16.45,18.18,16.55,9.66,10.84,7.45,5.91,6.66,1.81,-0.23,3.98,5.9,3.56,2.54,4.93,3.95
Zapasy,,,,,,51.69,55.94,27.96,-22.89,-1.59,92.21,22.83,63.09,-1.72,-46.65,28.93,-10.01,41.41,27.81,1.98,11.7,10.68,67.02,48.52,50.33,44.15,13.92,16.7,-10.94,-11.31,-14.67,10.19,40.99,61.26,77.82,-10.37,-13.83,-31.8,-33.0,11.43,-10.74,-1.69,-16.67,-10.09,7.29,20.23,48.83,34.79,48.9,47.02,47.97,29.27,50.18,67.16,31.29,13.05,-15.46,-36.03,-22.73,-11.68,-6.64,-3.05,5.15,11.74,-2.89,-0.36,-5.21,-0.39,4.27,20.13,13.06,22.42,-6.45,-12.98,-8.22,0.91,25.01
Należności krótkoterminowe,,,,,,13.11,-1.04,56.11,46.7,21.71,38.86,29.43,18.68,14.49,-15.56,-13.18,24.58,8.33,14.79,16.54,-10.22,26.71,18.37,28.48,28.7,5.64,6.91,3.29,3.42,-1.17,3.99,-11.05,33.61,41.86,43.54,53.26,-3.46,4.0,-7.95,7.21,-2.9,12.22,11.94,-7.17,10.47,-6.1,6.13,-1.27,6.34,0.55,-6.36,6.9,-3.8,14.59,46.58,40.77,31.74,26.49,4.79,13.55,9.58,18.06,9.23,-3.18,-6.19,-9.89,-12.35,-8.36,5.16,2.14,5.89,18.46,14.51,6.31,6.39,-0.42,-6.33
Inwestycje krótkoterminowe,,,,,,187.3,44.3,64.12,27.98,64.25,312.81,22.9,5.41,317.23,404.71,764.79,230.7,-9.08,-23.6,-25.77,-2.14,-8.99,-1.2,-6.19,-5.42,12.05,-11.31,-5.23,-4.05,-6.47,-3.74,-16.84,-25.59,-15.81,-19.78,8.86,21.46,14.61,43.39,13.35,31.99,10.11,3.06,1.05,-4.31,7.62,-5.71,10.48,6.53,24.12,25.95,10.79,-8.66,-21.99,-27.79,-21.03,15.12,41.5,59.72,50.49,31.48,19.46,41.22,65.86,43.5,45.6,42.07,27.6,8.98,-2.08,-8.63,-14.41,-2.29,4.72,0.67,13.57,10.15
Środki pieniężne i inne aktywa pieniężne,,,,,,165.82,46.76,79.91,28.23,72.8,313.69,22.64,5.69,320.71,385.6,730.2,230.51,-6.45,-20.55,-26.94,-6.96,-16.18,-9.48,-2.21,-1.88,20.3,-4.76,-4.49,-3.45,-6.63,-3.34,-17.8,-26.39,-15.73,-19.76,9.09,17.83,11.38,39.28,15.52,38.63,13.62,6.96,0.63,-4.59,6.3,-6.26,9.52,6.33,23.39,22.66,8.35,-11.83,-22.39,-26.46,-20.81,18.26,44.97,60.27,54.68,31.23,20.45,42.93,66.18,38.83,15.5,15.88,15.53,-2.28,17.19,12.22,-5.24,13.82,9.58,-1.67,11.72,5.13
Pozostałe aktywa obrotowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,-72.85,,0.66,0.03,0.0,0.0,-0.62,0.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,-100.0,-100.0,-100.0,,,,,,,,,-30.91,-100.0,,,-100.0,,,,,,,,,,,,,,,,,-100.0,,,
Aktywa razem,,,,,,25.34,6.95,32.16,33.07,30.65,56.13,33.78,21.0,60.63,37.71,47.93,63.88,24.14,16.84,14.8,-2.2,2.02,5.83,7.68,8.16,7.28,1.46,6.01,5.62,2.62,6.92,-0.99,12.15,15.03,14.19,15.02,-0.39,0.54,-0.07,6.34,6.5,8.09,7.01,2.79,7.26,5.05,7.65,7.19,10.73,13.44,13.16,12.27,3.95,6.2,10.17,8.7,10.92,14.99,9.45,12.3,10.61,9.08,11.33,10.85,8.73,8.58,5.15,4.66,5.33,3.53,4.95,8.56,7.66,5.78,3.31,2.84,-0.36
Kapitał własny akcjonariuszy jednostki dominującej,,8.39,,,,67.89,65.67,63.38,64.88,25.7,23.83,22.93,18.21,78.77,71.97,68.02,73.16,10.91,11.4,12.73,8.28,7.1,7.31,7.18,7.01,6.76,2.18,2.86,4.42,5.43,9.03,6.23,3.54,3.24,1.93,2.29,0.76,1.33,3.18,6.87,9.89,11.5,15.1,11.15,11.51,9.85,9.14,9.44,10.4,8.71,5.86,5.41,1.83,-1.53,-0.18,1.94,-0.55,4.38,4.5,8.31,10.95,13.4,13.24,10.9,13.43,12.97,12.04,12.04,9.8,10.12,9.68,10.26,7.72,6.1,5.15,4.7,3.7
Kapitał (fundusz) podstawowy,,,,,,9.73,8.11,8.11,8.11,0.0,5.87,5.87,5.87,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,1.14,1.14,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,,41.58,55.37,54.86,47.13,18.87,-34.98,-35.06,0.85,-34.49,2.72,3.67,4.61,3.96,3.39,2.79,2.21,2.14,2.06,1.99,1.92,1.93,1.93,1.45,1.12,0.68,0.26,0.31,0.23,0.68,1.12,1.57,2.02,2.03,2.05,2.07,2.08,1.55,1.03,0.51,0.0,0.0,0.0,0.0,-3.5,-3.5,-3.5,-3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.96,-40.96,-40.96
Udziały niekontrolujące,,-2.65,,,,7.55,1.68,1.81,1.58,-0.31,0.01,0.67,-2.41,-4.96,0.57,0.7,166.94,45.61,31.93,27.81,-55.12,-24.82,-15.54,-17.76,-45.78,-56.61,-35.4,-30.43,2.76,9.99,-39.13,-49.74,-65.05,-55.95,-1.64,1.79,242.51,265.97,90.09,115.29,8.95,5.77,7.06,5.93,5.14,7.48,10.53,31.11,12.43,4.93,18.1,1.03,10.16,11.86,14.75,12.17,11.37,27.54,1.19,0.39,3.74,-8.66,-6.74,4.49,-0.67,-8.59,-17.18,-35.57,-38.13,-39.06,-51.68,-67.31,-81.04,-97.83,-94.79,-179.11,-310.18
Zobowiązania długoterminowe,,,,,,-62.41,-62.15,-43.89,-7.68,157.53,218.06,128.49,50.25,109.77,76.58,73.64,82.22,33.77,15.02,1.84,-12.72,-15.95,-13.04,-2.15,-2.14,-0.44,-11.82,-10.89,1.04,-4.4,20.67,15.9,-0.44,13.15,-0.61,7.5,11.31,4.48,-5.35,-6.77,6.33,1.61,14.6,5.46,-5.47,-1.13,3.19,14.77,28.97,34.11,40.94,37.02,20.69,15.23,5.65,-3.2,-3.15,15.31,9.75,10.77,11.8,-1.03,-1.41,-2.95,-1.91,-2.74,-4.41,1.45,-3.34,-11.73,-9.41,-5.13,5.03,10.34,6.74,-1.98,-13.17
Z tytułu dostaw i usług,,,,,,49.15,-26.74,65.84,27.73,34.35,124.0,37.16,19.69,0.85,-32.16,-12.58,15.9,57.8,38.2,44.65,-33.36,12.9,23.69,16.63,26.89,-11.95,-22.01,-9.55,-2.32,-14.89,-13.01,-22.11,58.76,65.84,60.48,59.03,-18.56,-17.02,-16.06,-15.94,-27.44,-12.07,-16.44,-20.71,9.93,-10.15,-6.61,-3.82,2.38,33.15,32.16,27.02,14.78,-2.97,16.68,24.55,2.92,20.62,-4.54,0.77,5.08,3.73,19.8,13.5,12.7,8.09,3.35,2.57,12.39,7.59,5.63,12.31,14.34,14.67,12.86,20.3,1.17
Kredyty i pożyczki,,,,,,79.29,-16.4,-4.23,5.31,16.94,78.5,80.77,63.04,90.12,62.08,59.74,441.84,46.08,20.63,0.38,-51.86,-25.23,-17.46,32.85,1.47,13.4,246.68,155.22,109.6,245.47,-49.36,-45.37,32.4,72.65,227.0,91.64,-43.01,-53.59,0.02,129.76,-0.86,-3.03,-42.76,-61.62,17.69,21.31,13.41,4.2,17.87,18.9,43.51,53.65,37.38,78.95,82.31,29.71,2.96,-26.38,-35.83,-19.04,2.05,12.75,3.35,1.98,-2.23,0.25,-1.66,1.32,0.66,-11.5,4.42,18.31,10.61,1.68,-19.72,3.03,-12.51
Z tytułu emisji dłużnych papierów wartościowych,,,,,,102.8,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,-100.0,-73.76,,-3.57,,127.22,,-3.44,,234.72,-12.19,-76.96,321.71,19.72,1515.86,-26.06,-98.85,43.38,-96.84,431.39,31828.57,-78.34,373.33,-79.82,-92.63,-5.89,1959.27,566.65,3277.53,3183.92,-1.32,18.82,62.04,21.69,16.91,50.73,-12.08,9.83,39.82,9.08,76.39,0.36,-24.0,-32.39,-44.41,4.92
Inne zobowiązania długoterminowe,,,,,,1.46,1.26,2.88,14.95,12.93,15.55,16.71,44.04,491.77,588.55,619.74,584.12,71.18,37.64,17.49,-13.38,-16.84,-11.46,-4.03,-8.87,-8.73,-11.18,-11.27,-5.26,-7.96,-4.02,-7.89,-13.7,-11.24,-16.76,-16.13,-2.28,-0.7,-4.49,3.5,-5.19,-7.1,-2.18,-8.24,-2.04,9.03,19.44,28.09,32.39,27.11,19.68,13.4,1.86,-7.73,-6.13,-4.06,5.79,3.16,7.34,8.79,5.19,25.2,7.07,1.3,7.03,-4.85,-3.81,3.67,3.24,7.98,32.18,33.75,-6.39,-4.81,-16.8,-20.34,10.36
Zobowiązania krótkoterminowe,,,,,,29.83,-21.05,48.81,19.51,15.96,100.21,28.55,16.37,0.8,-29.24,-7.64,30.31,65.92,37.33,37.53,-9.04,6.88,21.6,21.57,22.8,19.18,11.5,30.72,10.99,-0.52,-3.39,-23.84,39.84,49.61,58.39,61.63,-8.47,-5.06,-5.31,9.98,0.47,4.53,-11.82,-14.81,4.86,-2.24,6.19,-3.69,3.85,15.36,17.31,16.96,-0.17,18.21,37.13,35.13,45.28,33.9,18.1,21.52,9.82,8.02,14.83,17.77,6.18,7.13,-0.78,-4.97,2.5,-0.22,3.65,12.8,10.04,5.23,-0.06,2.18,-2.02
Inne zobowiązania krótkoterminowe,,,,,,-25.88,33.86,13.71,-15.26,-45.58,-11.22,-31.41,-19.46,-34.5,-23.7,15.04,43.55,233.99,39.8,1.28,289.28,-28.3,23.0,75.94,19.89,437.37,291.74,290.61,18.44,4.2,11.99,-17.6,15.24,12.33,38.94,59.41,22.21,52.82,14.09,23.35,37.07,29.62,14.25,15.74,-0.16,-0.84,19.72,-3.69,2.92,3.18,-6.26,-3.46,-16.1,31.11,60.44,55.24,99.91,52.07,47.6,42.27,8.8,10.82,13.28,20.14,3.04,6.89,-5.86,-9.7,-3.35,-5.95,1.8,7.5,7.66,1.04,-3.48,-5.03,-3.45
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
