,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Koszty finansowe,,,,,,,,108.7,,,-126.47,-31.25,,44.0,188.89,-81.82,-12.5,-52.78,562.5,566.67,450.0,294.12,-18.87,-45.0,115.58,728.36,867.44,2090.91,106.63,-57.12,-28.61,-45.23,-27.41,31.93,-33.0,47.35,6.83,-18.79,-27.64,-33.68,-46.99,-46.27,-83.33,-41.09,-14.18,-2.19,670.83,-67.11,-28.93,-10.45,-78.38,116.0
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,,,,131.25,100.0,43.09,,-111.43,,121.97,100.0,-1637.5,200.0,-94.74,,98.56,-100.0,-100.0,100.0,100.0,,,,,,,,,,,,
Zysk z działalności gospodarczej,,,,,91.58,-5.0,-1352.94,34.7,1052.17,5.26,168.08,-35.53,83.11,2455.0,486.9,193.18,260.6,128.77,52.17,-428.68,-63.9,110.78,-134.9,109.71,-377.2,-46.06,28.98,-219.64,-8.85,-181.87,-346.73,-117.77,57.84,77.57,140.31,173.5,254.82,466.39,-76.3,-89.01,-126.56,-266.89,-164.23,-12730.77,94.14,104.62,3326.14,83.29,-6.25,657.97,-113.14,-20.68
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,91.58,-5.0,-1352.94,34.7,1052.17,5.26,168.08,-35.53,83.11,2455.0,486.9,193.18,260.6,128.77,52.17,-428.68,-63.9,110.78,-134.9,109.71,-377.2,-46.06,28.98,-219.64,-8.85,-181.87,-346.73,-117.77,57.84,77.57,140.31,173.5,254.82,466.39,-76.3,-89.01,-126.56,-266.89,-164.23,-12730.77,94.14,104.62,3326.14,83.29,-6.25,657.97,-113.14,-20.68
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,91.58,-5.0,-1352.94,41.16,873.91,-15.79,159.62,-38.47,109.55,2931.25,548.03,139.45,211.53,94.85,1153.1,-600.83,-89.07,100.42,-108.44,138.18,-1631.5,-42.82,2.76,-360.6,15.89,-201.2,-69.5,73.32,59.35,71.08,139.68,165.0,251.58,377.29,-78.56,-89.81,-127.08,-269.74,-171.31,-15398.82,118.32,101.47,3363.22,82.92,-134.0,2240.91,-113.14,-19.14
Zysk netto akcjonariuszy jednostki dominującej,,,,,91.58,-5.0,-1352.94,41.16,873.91,-15.79,159.62,-38.47,109.55,2931.25,548.03,139.45,211.53,94.85,1153.1,-600.83,-89.07,100.42,-108.44,138.18,-1631.5,-42.82,2.76,-360.6,15.89,-201.2,-69.5,73.32,59.35,71.08,139.68,165.0,251.58,377.29,-78.56,-89.81,-127.08,-269.74,-171.31,-15398.82,118.32,101.47,3363.22,82.92,-134.0,2240.91,-113.14,-19.14
Aktywa trwałe,,,,,-14.31,1.88,38.52,33.2,-8.56,-24.31,-8.63,87.68,292.24,439.66,317.84,156.83,131.49,464.34,556.87,692.15,602.94,131.57,61.97,25.45,20.3,19.0,16.88,-5.2,-9.19,-9.44,-14.59,-0.41,2.53,4.98,13.81,6.33,6.87,1.74,-3.1,-3.15,-6.71,-9.32,-10.18,-50.59,-51.12,-52.81,-53.61,-19.49,-15.43,-6.22,-3.16,-17.07
Wartości niematerialne i prawne,,,,,,,,-13.24,,,-28.1,-30.52,105.54,117.48,106.3,119.16,-27.65,2003.18,701.63,3132.84,4196.28,67.99,410.92,47.08,36.24,32.18,28.62,20.43,19.4,15.79,11.7,13.65,9.15,9.12,12.45,5.75,6.37,3.52,-1.5,-3.06,-6.96,-9.95,-10.98,-52.01,-52.76,-54.1,-54.86,-19.08,-14.19,-4.6,-0.86,-15.68
Rzeczowe składniki majątku trwałego,,,,,5.8,38.81,166.0,111.04,-10.96,-31.72,-10.78,30.81,324.62,290.55,47.19,-8.67,-25.72,-13.71,3.82,130.41,106.59,166.36,88.42,-3.38,-4.72,-36.93,-40.1,-42.3,-37.67,-42.98,-48.7,-49.81,-68.99,92.2,115.24,116.98,180.77,-51.52,-56.05,21.57,48.63,79.32,133.22,-2.29,-0.61,-13.28,-17.84,-31.19,-36.63,-40.07,-50.79,-58.09
Należności długoterminowe,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,37.78,120.0,120.0,120.0,-3.23,-39.39,-42.42,-41.41,10.0,10.0,7.02,6.9,-6.06,-6.06,1.64,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,
Inwestycje długoterminowe,,,,,,,,,,,,,,,1450.0,0.0,10.57,15.59,31.54,14.16,-10.37,-61.4,-66.08,-49.76,-42.13,-40.96,-75.5,-83.75,-83.75,-39.46,45.9,86.54,88.46,12.36,12.36,-94.85,-94.9,-95.0,-95.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,
Pozostałe aktywa trwałe,,,,,,,,,,,,-26.32,-83.78,1436.84,3059.46,6482.14,41600.0,-74.83,1016.17,417.58,265.43,5747.62,-37.39,-0.87,-3.15,-0.13,-1.33,-59.5,-80.2,-79.64,-96.96,-93.34,-85.51,-84.27,48.16,1.18,1.18,9.09,-5.51,-44.57,-44.36,-52.33,-58.31,25.87,68.53,22.38,22.38,-9.44,-32.37,-16.0,-16.57,-2.45
Aktywa obrotowe,,,,,38.43,278.55,193.91,210.35,244.74,27.1,43.88,6.91,6.82,37.48,45.76,75.01,93.43,-30.05,297.38,41.11,-11.71,77.85,-78.27,-36.59,-34.47,63.16,96.35,27.99,24.44,-58.09,-68.75,-67.55,-43.96,-34.59,11.24,76.86,69.31,161.64,129.19,83.78,22.16,-38.32,-34.32,-32.08,-21.86,34.14,77.56,-14.64,-17.63,-35.73,-61.74,-49.63
Zapasy,,,,,,,,287.59,,,95.54,43.16,25.44,23.97,29.05,32.33,43.36,-99.59,14.29,-99.37,-99.43,38.89,-99.65,-100.0,-72.73,-100.0,295.0,,-100.0,,-100.0,,,,,,,,,,,,,,,,,,,,,
Należności krótkoterminowe,,,,,195.16,129.39,205.86,159.5,168.85,66.58,51.47,-46.87,4.27,49.7,58.26,138.18,39.05,-12.85,606.13,8.96,-3.97,108.32,-82.84,-27.51,21.8,-54.25,-32.94,-1.78,-42.91,11.58,68.72,-39.2,-19.66,-38.86,-34.47,103.58,121.78,196.89,75.86,21.13,3.89,-23.11,5.26,43.39,57.35,70.64,60.88,2.53,-14.37,-15.47,-38.04,-40.04
Inwestycje krótkoterminowe,,,,,42.65,21690.0,881.0,67.26,528.87,-78.16,-67.07,96.3,-91.97,105.67,203.41,350.67,6114.29,227.68,1161.22,517.11,144.96,48.32,-68.8,-45.87,-57.33,167.23,187.73,46.84,87.84,-71.52,-90.84,-77.89,-54.27,-27.92,139.57,45.62,7.39,101.26,183.53,202.69,88.69,-42.74,-61.85,-61.79,-64.13,-1.26,136.57,-44.74,-51.08,-62.09,-87.01,-59.57
Środki pieniężne i inne aktywa pieniężne,,,,,42.65,21690.0,881.0,67.26,528.87,-78.16,-67.07,96.3,-91.97,105.67,203.41,350.67,5873.47,215.32,1112.65,509.57,150.43,49.85,-67.55,-45.2,-56.58,174.86,187.73,46.84,87.84,-71.52,-90.84,-77.89,-54.27,-27.92,139.57,45.62,7.39,101.26,183.53,202.69,88.69,-42.74,-61.85,-61.79,-64.13,-1.26,136.57,-44.74,-51.08,-62.09,-87.01,-59.57
Pozostałe aktywa obrotowe,,,,,,,,208.82,,,0.0,-95.24,514.29,-100.0,-60.0,0.0,-79.07,,200.0,3140.0,2055.56,270.27,11016.67,415.43,254.64,-19.59,2.85,-28.02,-22.24,26.48,-13.41,-17.47,6.36,-54.07,-10.27,-58.06,98.95,254.95,49.72,109.13,-9.81,-21.42,56.64,11.49,2.35,17.27,-5.12,27.84,33.01,-28.34,-29.34,-88.39
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,-100.0,,,,,,,,-100.0,,
Aktywa razem,,,,,20.86,189.29,148.62,167.31,184.91,21.26,35.35,16.69,28.45,66.01,75.59,90.95,102.24,83.94,365.08,211.64,151.15,115.85,-26.6,4.71,6.14,29.64,31.74,1.52,-3.83,-24.2,-29.68,-17.54,-7.07,-1.66,13.49,13.41,14.64,19.59,12.96,10.46,-1.4,-16.4,-16.12,-45.77,-44.46,-37.15,-28.32,-17.91,-16.13,-17.57,-31.14,-28.11
Kapitał własny akcjonariuszy jednostki dominującej,,,,,33.33,220.59,170.18,160.68,173.02,12.31,17.7,11.84,17.05,24.06,39.72,46.85,54.48,-36.82,313.95,150.9,121.41,466.54,-26.1,18.11,10.07,5.16,6.93,-21.56,-20.15,-28.08,-37.81,-18.63,-18.37,-15.74,3.37,4.41,15.82,23.15,38.85,31.1,21.86,7.84,-8.3,-69.17,-68.53,-66.04,-51.43,10.43,9.33,16.86,-21.86,-34.32
Kapitał (fundusz) podstawowy,,,,,,,,53.33,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,9.09,10.47,10.47,9.18,1.27,0.0,1.14,1.14,1.14,1.14,0.0,0.0,5.2,5.2,5.2,5.2,0.0,0.0,0.0,0.0,8.57,8.57,8.57,8.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,-200.0,-40.0,-16.67,-16.67,-33.33,14.29,14.29,-14.29,-12.5,-66.67,-83.33,-37.5,-22.22,-10.0,0.0,0.0,0.0,0.0,0.0,-9.09,-9.09,-9.09,-9.09,0.0,0.0,0.0,0.0,100.0,100.0,100.0
Kapitał (fundusz) zapasowy,,,,,,,,,,,35.83,21.08,21.08,21.08,0.04,28.67,28.67,28.67,495.48,240.52,354.02,354.02,-1.9,33.33,0.0,41.57,41.57,41.57,41.57,-17.8,-17.8,-17.9,-31.16,-37.31,-37.31,-36.43,-24.19,1.27,50.51,48.98,48.98,67.78,12.89,12.63,12.63,-81.35,-81.35,-81.35,-81.35,20.29,20.29,20.29
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,,,,,,,,,,,201.39,526.47,217.51,1964.06,854.84,782.32,656.75,14.85,133.11,13.46,16.01,208.69,215.38,124.34,140.49,-9.69,-9.43,6.32,21.06,-40.86,-27.03,-36.55,-45.92,-9.36,-24.8,32.09,20.94,33.5,18.93,-40.3,-44.81,-49.34,-53.32,-48.87,-29.37,-36.45,-27.81,-58.22
Z tytułu dostaw i usług,,,,,,,,1022.22,,,1154.55,114.85,,,246.38,85.71,237.8,66.28,25.1,73.95,-9.46,10.55,-37.63,-55.21,-31.91,-6.26,95.17,11.78,1.49,6.67,31.32,-68.52,36.1,-30.43,-32.22,487.78,116.49,337.2,163.43,77.91,-8.94,-40.48,35.74,30.98,69.64,180.43,130.47,-6.97,-9.82,-45.02,-58.82,-17.83
Kredyty i pożyczki,,,,,,,,,,,,,,,,,34.05,-44.31,-18.65,187.69,316.53,62.48,1.8,182.46,153.92,172.82,229.01,1.26,-9.11,-21.26,-43.05,-60.95,-69.97,-80.5,-96.04,-100.0,-100.0,-100.0,-100.0,,,,,,,-50.0,,,,387.5,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,-3.94,-5.51,-5.51,-4.92,8502.46,8676.67,8708.33,9040.52,0.91,1.93,-54.07,-65.73,-82.74,-73.78,-26.18,-0.25,96.01,19.75,-30.08,-56.41,-80.88,-100.0,-100.0
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,-41.03,13.91,61.11,94.31,157.61,222.14,146.21,86.19,87.76,4.03,20.45,-8.99,-3.15,0.68,-6.05,-20.74,-53.83,-79.41,-93.07,-25.23,20.6,163.74,685.71,17.5,7.5,-23.75,-20.91,-38.3,-32.56,-4.92,0.0,0.0,0.0,-20.69,-45.98,-70.69
Inne zobowiązania długoterminowe,,,,,,,,,,,,,,,,,,,,,,-12.2,,-34.03,-18.27,-0.33,16.94,53.33,55.24,35.49,14.55,76.73,52.88,76.91,134.73,49.22,39.58,18.09,-5.81,-13.77,-17.9,-25.04,-29.0,-22.54,-23.9,-23.33,-23.55,-22.05,-22.13,-24.53,-26.16,-57.67
Zobowiązania krótkoterminowe,,,,,-53.53,-44.62,-88.92,432.48,379.46,408.33,1272.97,40.77,35.57,237.7,297.05,144.13,288.46,391.05,608.87,512.66,308.06,7.15,-35.56,-20.31,-5.44,-6.3,-4.16,-19.36,-49.35,-39.02,-42.51,-55.69,-43.44,143.72,153.35,255.34,350.13,33.77,11.48,-30.79,-45.28,-61.9,-46.32,1.34,22.38,63.19,59.86,-12.69,-25.24,-29.28,-39.46,-8.07
Inne zobowiązania krótkoterminowe,,,,,,,,325.25,,,1323.08,5.23,,,14.86,98.42,1467.71,3689.85,2893.41,1096.59,523.26,-0.09,-39.99,-36.55,-22.84,-30.96,-37.72,-33.25,-72.71,-59.86,-57.79,-55.04,-36.3,-5.52,-20.83,-41.94,12.56,129.13,5.35,49.44,52.33,-46.23,42.77,45.22,30.92,-2.12,43.01,4.28,-2.05,9.81,-21.15,-6.65
Rozliczenia międzyokresowe,,,,,,,100.0,-68.83,,,,-12.5,3440.0,,335.02,7619.05,474.58,-100.0,165.38,-100.0,-100.0,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,20.86,189.29,148.62,167.31,184.91,21.26,35.35,16.69,28.45,66.01,75.59,90.95,102.24,83.94,365.08,211.64,151.15,115.85,-26.6,4.71,6.14,29.64,31.74,1.52,-3.83,-24.2,-29.68,-17.54,-7.07,-1.66,13.49,13.41,14.64,19.59,12.96,10.46,-1.4,-16.4,-16.12,-45.77,-44.46,-37.15,-28.32,-17.91,-16.13,-17.57,-31.14,-28.11
Przepływy pieniężne z działalności operacyjnej,,,,,,,,-794.74,,89.11,-98.76,181.82,-88.42,155.06,1663.64,-181.94,1346.34,-1682.31,1663.92,842.18,43.84,136.2,-63.35,-103.83,-24.97,150.12,-35.49,-176.16,-27.34,-86.32,-104.45,1034.05,26.02,446.18,3208.33,-74.74,219.8,108.01,-4.56,-90.14,-82.12,-103.45,-14.79,834.02,-55.22,1892.92,23.52,-562.58,122.67,-30.5,38.61,93.87
Amortyzacja,,,,,-66.02,-12.12,-17.65,848.57,128.57,37.93,160.71,-73.19,18.75,230.0,143.84,57.3,50.53,0.0,43.82,1223.57,821.68,831.82,334.77,-80.73,-24.43,-15.2,-1.89,203.64,13.25,19.94,50.82,111.62,22.34,-16.07,-26.9,-46.51,-17.61,-8.29,-4.24,-6.85,28.14,65.42,26.45,31.76,-33.42,-39.67,-34.22,-34.73,-14.43,-12.07,-10.22,-12.41
Przepływy pieniężne z działalności inwestycyjnej,,,,,,,,101.67,,350.94,94.02,-54100.0,-904.48,-133.83,-2573.33,119.81,125.23,753.33,-1037.66,-5577.57,-2576.47,-1158.84,54.41,60.69,35.54,24.57,11.25,16.15,-10.23,18.14,18.09,-100.78,37.78,-27.37,-26.59,78.63,4.57,61.48,82.71,187.82,63.05,57.48,-45.92,-136.26,53.52,6.73,838.51,331.82,-286.48,-258.82,-118.08,-263.56
CAPEX (niematerialne i rzeczowe),,,,,,,,-78.33,,-17.91,-108.44,30.77,,-18.18,965.0,541.18,-85.71,555.56,2073.41,5380.73,4253.25,960.68,-41.33,-67.44,-35.11,-24.74,-15.41,2.26,10.8,-18.09,-18.86,95.17,-37.84,27.63,26.68,-77.28,-5.14,-61.58,-82.74,-40.82,-61.86,-50.85,46.83,-48.28,-52.4,-16.99,-104.73,-35.93,268.99,248.96,2743.48,500.58
Przepływy pieniężne z działalności finansowej,,,,,,,,-101.67,,-115.09,-148.33,-5900.0,-176.3,414.22,82.55,1828.33,299.38,60.18,38580.77,-78.01,-154.05,-120.34,-99.45,1735.09,-150.72,2362.5,-1160.0,-113.05,66.32,-107.41,-81.3,242.86,722.18,203.73,158.66,-93.46,-108.67,-101.46,46.77,421.57,-1331.65,-18236.36,-188.13,-183.46,56.98,66.88,-78.55,-333.33,89.11,113.17,83.59,114.14
Emisja akcji,,,,,,,,4458.33,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,,,,,,,-794.74,,-291.07,-126.56,106.06,-197.27,356.83,-52.29,1177.08,267.2,-93.56,3904.72,-376.02,-308.75,-3038.04,-108.7,202.19,16.11,452.65,-110.12,-267.44,7.5,-124.74,-60.8,127.5,141.42,94.74,93.28,-74.12,-67.93,1969.35,1041.14,429.61,-931.19,-209.19,-122.77,-61.5,56.48,138.88,969.07,-1181.19,32.99,-84.35,-79.2,75.29
