,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Aktywa razem,,,,,,,22.01,2.03,3.1,1.06,2.98,4.96,3.81,6.44,6.68,10.33,6.58,5.76,3.82,3.87,7.8,8.11,12.92,10.96,10.35,13.5,13.71,10.94,18.76,14.44,20.85,26.95,18.1,20.17,10.04,6.73,9.68,7.96,9.06,15.39,12.16,12.5,14.91,5.84,7.41,12.93,8.96,9.61,5.98,-2.58,-0.38,-8.99,-2.91,-0.67,4.55,15.85,17.49,15.67,9.49,8.11,-2.9,0.57,4.1,4.48
Kapitał własny akcjonariuszy jednostki dominującej,,,,,34.39,34.21,31.82,3.95,4.12,3.78,5.1,5.39,5.6,5.52,6.43,6.07,5.97,6.24,4.96,4.45,4.75,4.52,4.73,5.07,4.29,5.94,5.31,4.76,4.91,3.54,5.27,-5.63,-5.58,-4.25,-5.12,7.39,7.58,7.27,6.74,7.41,9.81,9.88,9.32,7.79,4.76,5.46,7.03,2.54,3.37,-2.75,-4.91,-16.73,-15.9,-9.74,-5.84,16.4,17.14,22.99,17.7,6.17,3.0,-7.5,-3.46,-6.29
Kapitał (fundusz) podstawowy,,,,,,,21.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.01,15.01,15.01,15.01,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,,,165.96,216.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.96,-23.96,-23.96,-23.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.87,-25.87,-25.87,-25.87,24.36,24.36,24.36,24.36,0.0,0.0,0.0
Udziały niekontrolujące,,,,,929.96,941.78,975.02,-23.11,-21.49,-22.29,-24.48,0.0,-0.79,-1.81,19.46,21.72,18.44,14.49,-5.02,-21.89,-19.84,-16.03,-24.19,-14.96,-13.08,-13.58,225.49,156.96,155.11,158.9,-22.03,1480.85,1435.52,1473.38,1524.17,6.48,7.36,6.78,5.85,10.26,8.52,9.47,8.87,3.33,5.46,5.75,5.11,7.55,5.35,3.54,3.7,3.27,3.84,5.09,7.49,10.39,13.92,20.97,17.75,8.91,7.49,0.46,1.83,18.03
Zobowiązania długoterminowe,,,,,,,0.27,-4.46,-6.17,-2.83,-1.51,-5.27,-2.8,-1.47,-0.28,20.76,3.84,3.98,2.34,5.38,20.06,17.68,70.01,46.23,56.75,80.74,54.04,63.88,89.63,64.57,80.3,101.85,61.08,65.54,24.64,1.76,6.15,4.82,3.55,16.92,10.12,9.56,13.08,0.47,-5.21,3.78,-1.15,7.37,16.12,4.67,0.59,-7.79,-6.37,-17.89,-10.22,-21.36,-22.54,-10.39,-17.0,-2.18,16.89,-7.19,-2.43,13.03
Z tytułu dostaw i usług,,,,,,,40.19,12.29,6.55,-18.68,-1.43,4.72,-12.6,21.75,3.97,21.68,12.52,11.52,3.34,4.19,25.49,18.21,1.59,9.09,-3.77,1.66,17.59,-19.33,-6.75,-22.01,-8.34,7.72,-9.52,-18.14,-22.52,-6.68,20.6,34.24,50.46,79.69,41.65,54.58,93.59,23.56,20.26,30.52,-6.82,-24.51,-18.57,-31.57,-22.05,6.51,49.75,90.87,118.41,117.85,75.47,64.6,3.07,16.35,-19.89,-36.78,-15.55,-36.68
Kredyty i pożyczki,,,,,,,-9.68,-5.05,-5.92,-3.14,-4.58,-15.12,-4.62,-3.17,3.96,7.35,-18.32,-1.44,32.1,-47.18,-31.61,-41.99,-62.47,-5.8,-13.83,-47.44,-3.91,-60.81,-50.45,698.22,-58.92,389.0,312.33,241.62,1132.98,934.36,541.86,-0.66,300.37,20.17,67.12,34.41,-6.8,-34.03,186.32,209.19,259.97,490.97,-7.51,-6.45,26.63,-41.79,-2.3,63.02,12.05,77.92,79.92,-82.67,-79.92,-65.55,-8.05,636.09,455.9,311.85
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,64.13,34.32,-24.96,27.31,41.39,81.15,23.15,54.83,26.33,13.59,123.72,9.88,38.05,44.14,-10.85,35.8,1.31,-15.86,-24.7,-28.01,-20.46,-40.41,-41.15,-51.76,-65.38,-41.5,-1.58,16.33,58.41,108.88,29.93,51.61,69.5,-9.29,-3.77,13.45,25.01,54.17,699.83,425.85,347.71,833.17,-16.44,99.97,128.73,-9.9,104.68,7.89,-4.85,21.87,21.12,26.89,23.34,2.15,12.6,1.84,10.19,15.37
Inne zobowiązania długoterminowe,,,,,,,2.41,-1.62,-2.69,0.53,1.54,-3.07,-2.58,-0.99,-0.61,21.72,5.91,5.32,4.39,7.04,22.34,20.08,18.82,2.46,2.74,6.66,9.17,13.91,14.14,9.39,10.57,26.84,17.43,17.97,14.38,-9.06,-0.85,1.26,2.69,0.17,-13.97,-15.49,-15.57,-9.58,7.06,8.89,9.89,17.59,20.23,25.58,24.49,12.83,7.35,-1.04,-1.02,-0.57,4.47,0.44,0.83,8.48,6.57,21.21,21.62,26.39
Zobowiązania krótkoterminowe,,,,,,,-5.82,-2.56,7.85,-11.64,-6.04,12.77,-1.96,22.24,16.24,27.54,14.18,4.21,-2.59,0.03,18.56,23.3,17.17,12.53,2.94,-2.31,8.05,-18.59,-1.21,-1.48,-0.77,29.92,13.86,14.75,17.14,21.15,37.62,24.03,45.98,45.66,30.57,34.86,45.1,13.09,52.55,66.55,38.68,35.41,-4.3,-15.07,8.29,4.26,39.61,57.44,48.15,70.62,73.94,31.2,21.56,17.36,-22.86,17.83,18.22,10.15
Inne zobowiązania krótkoterminowe,,,,,,,-46.04,-26.88,14.56,7.61,-16.86,36.58,28.86,26.25,51.1,40.62,20.52,-10.83,-17.08,-4.2,9.86,43.38,65.49,19.59,17.81,-9.02,-5.01,-16.16,9.99,32.34,14.81,61.23,43.02,29.68,59.07,16.18,31.16,24.02,18.39,25.06,13.55,15.6,19.77,15.41,43.57,63.34,46.26,28.82,10.27,-4.02,23.54,41.98,54.72,29.25,31.88,40.92,71.36,87.28,94.03,54.99,-30.08,24.35,10.48,12.16
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,74.93,77.56,22.01,2.03,3.1,1.06,2.98,4.96,3.81,6.44,6.68,10.33,6.58,5.76,3.82,3.87,7.8,8.11,12.92,10.96,10.35,13.5,13.71,10.94,18.76,14.44,20.85,26.95,18.1,20.17,10.04,6.73,9.68,7.96,9.06,15.39,12.16,12.5,14.91,5.84,7.41,12.93,8.96,9.61,5.98,-2.58,-0.38,-8.99,-2.91,-0.67,4.55,15.85,17.49,15.67,9.49,8.11,-2.9,0.57,4.1,4.48
Przepływy pieniężne z działalności operacyjnej,,,,,-129.22,61.58,-27.55,179.9,655.85,-14.15,69.88,-12.4,-16.81,4.13,30.67,-66.77,-34.66,31.44,-24.33,197.0,48.82,34.02,34.44,34.41,-65.22,-61.31,-25.44,21.77,104.47,149.78,73.98,86.3,109.42,29.05,17.35,-30.06,44.79,2.04,33.31,-42.75,28.14,48.31,-218.2,358.98,-38.15,31.68,194.78,-152.04,-118.95,66.49,55.73,-1.58,1987.74,-0.77,64.27,-41.45,-62.87,41.0,-98.46,-151.5,-396.1,-17.22,9793.34,7.09
Amortyzacja,,,,,-0.42,-1.66,4.09,17.68,1.83,1.66,1.56,-9.36,-4.0,5.53,16.2,0.55,22.64,22.48,-17.28,16.23,1.34,-8.27,18.24,-1.26,0.03,-21.65,-4.71,9.01,-6.67,25.59,4.85,13.66,53.91,45.72,46.62,20.75,1.48,6.83,8.86,13.16,28.01,22.61,27.06,17.68,-0.45,6.48,1.35,11.74,5.35,1.94,8.22,-2.1,-2.6,-2.94,-5.89,-3.11,2.2,3.69,4.02,1.96,6.54,0.96,3.72,5.73
Przepływy pieniężne z działalności inwestycyjnej,,,,,-915.92,3.36,272.81,19.95,83.71,70.95,-229.89,-37.9,22.58,-451.16,14.38,140.52,-104.18,125.7,134.42,-517.67,0.25,-427.34,-1003.27,47.63,-4.68,-136.12,-33.81,-165.16,17.67,-24.53,77.63,-127.34,-28.4,-9.86,-203.5,78.58,-202.23,38.61,0.91,-30.87,57.86,-5.57,16.77,15.09,-13.99,22.73,-10.67,5.66,24.3,-40.78,12.45,-69.87,24.38,28.15,16.65,37.08,-93.74,-45.0,35.39,-25.48,37.4,-6.87,-171.88,-33.0
CAPEX (niematerialne i rzeczowe),,,,,-13.41,49.93,-21.44,61.86,40.71,0.91,51.08,-8.82,70.67,-6.26,113.3,102.31,14.12,48.75,-18.48,46.47,-2.59,68.33,156.82,-52.35,44.88,23.14,-30.66,125.53,3.55,19.0,12.45,10.77,-0.7,37.24,-0.79,-35.88,-0.66,-64.99,-3.05,-8.87,2.76,29.84,-27.33,-3.23,14.66,11.68,18.97,-17.84,-2.92,39.38,-5.21,37.53,-17.03,-27.63,-22.43,-15.41,27.54,52.83,41.66,28.28,-4.26,5.69,23.36,29.17
Przepływy pieniężne z działalności finansowej,,,,,25.6,-19.44,-77.98,-100.99,64.43,-890.53,92.23,55.54,-19.23,91.06,-1250.51,-119.34,-64.8,99.91,3.45,-219.57,90.44,-76140.0,426.61,95.93,20530.09,3118.4,-32.09,4993.68,492.05,-85.85,230.44,106.25,-93.78,822.47,-113.21,6.57,-9.51,-83.99,-6.76,415.91,-422.38,-241.98,10.87,-77.78,16.87,943.93,6.22,147.87,-593.51,-139.57,25.09,-225.69,83.35,-143.02,-132.48,84.81,7.29,-43.65,40.92,236.97,1712.75,-3.13,-353.79,696.59
Emisja akcji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,
Dywidenda,,,,,,,409.85,-100.0,,,-17.39,,,,15.77,,,,9.11,,,,-25.0,,,,58.33,,,,-17.54,,,,-100.0,-100.0,,,,,,,-100.0,,,,,,,,-100.0,,,,,,,,,,,,4.18,
Przepływy pieniężne razem,,,,,-16088.97,485.97,289.45,-100.57,99.77,-47.35,-67.03,-1639.94,373.1,-67.69,-70.25,259.3,-2722.99,1616.35,974.6,-303.19,27.47,-34.75,89.83,97.99,-12.15,-104.47,-135.22,-4234.15,354.24,-555.79,1365.55,-175.02,-116.21,488.48,-106.87,128.92,-843.35,-11.69,177.17,182.18,84.19,49.87,-1940.45,30.84,-201.32,276.03,116.25,-147.16,-230.6,-18.04,237.38,-324.4,155.99,-21.3,96.66,28.69,-149.15,37.99,-120.99,-85.37,139.96,-39.2,717.77,37.29
