,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
Koszty finansowe,,,,,,,,,,2301.53,-289.31,387.88,-78.83,-69.77,242.93,-537.27,-46.82,-22.4,-87.59,183.66,267.66,-43.9,-25.79,-89.64,-61.36,467.63,578.01,-183.61,-97.37,-43.11,-74.11,747.71,4625.0,-27.52,-14.55,-28.96,-11.11,-58.51,397.64,-275.71,133.45,-19.65,-83.18,116.17,-86.69,-72.14,-25.71,142.0,195.4,255.56,155.51,-142.56,-59.4,17.5,-26.04,321.84,439.3,96.01,-49.9,25.16,-21.5,304.88,958.23,933.74,-233.74,-35.15,11.46,22.75,153.1
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,-100.47,,99.29,100.0,600.0,133.33,1500.0,,30.0,133.33,-85.71,-333.33,684.62,-142.86,-700.0,-1157.14,-65.69,-200.0,-591.67,100.0,-100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,5590.0,,,,112.83,7.56,-2889.12,17.17,-74.15,-184.84,107.1,-116.12,-916.61,-23.4,129.49,8.32,112.72,103.76,-289.94,458.81,49.85,-46.73,114.56,48.39,-8.21,159.43,51.01,-45.39,33.11,-25.09,39.8,112.91,121.85,-63.59,289.0,5.13,9.92,745.33,-14.51,-83.67,-55.75,-24.92,-68.13,-31.2,10.12,665.13,-21.44,126.97,141.58,-58.76,361.78,2.1,31.26,99.8,127.13,82.49,145.41,71.41,32.85,225.85,38.79,-31.05,0.39,-25.23,7.9,94.22,-31.74,165.16
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,5590.0,,,,112.83,7.56,-2889.12,17.17,-74.15,-184.84,107.1,-116.12,-916.61,-23.4,129.49,8.32,112.72,103.76,-289.94,458.81,49.85,-46.73,114.56,48.39,-8.21,159.43,51.01,-45.39,33.11,-25.09,39.8,112.91,121.85,-63.59,289.0,5.13,9.92,745.33,-14.51,-83.67,-55.75,-24.92,-68.13,-31.2,10.12,665.13,-21.44,126.97,141.58,-58.76,361.78,2.1,31.26,99.8,127.13,82.49,145.41,71.41,32.85,225.85,38.79,-31.05,0.39,-25.23,7.9,94.22,-31.74,165.16
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,5610.0,,,,127.67,-43.7,-2153.15,-1.76,-75.92,-231.47,113.69,-136.05,-916.61,-53.22,70.07,170.39,108.69,102.5,-245.73,97.38,76.58,-36.17,111.53,18.39,-11.73,161.11,74.6,-26.42,41.04,-48.51,35.45,55.11,120.9,177.69,310.74,52.29,2.97,69.05,-9.23,-79.93,-56.31,-42.96,-70.39,-23.63,19.38,882.41,-59.57,66.95,149.74,-63.43,563.16,51.83,20.06,104.47,236.17,21.76,150.06,70.84,37.64,269.71,20.94,-4.97,-32.84,-14.24,22.55,49.35,0.84,106.3
Zysk netto akcjonariuszy jednostki dominującej,,5630.0,,,,142.41,-44.41,-2382.58,3.8,-80.78,-232.37,112.76,-129.96,-1045.32,-53.22,76.79,179.19,108.8,102.51,-247.9,96.86,76.58,-36.17,111.53,18.39,-11.73,161.11,74.6,-26.42,41.04,-48.51,35.45,55.11,120.9,177.69,310.74,52.29,2.97,69.05,-9.23,-79.93,-56.31,-42.96,-70.39,-23.63,19.38,882.41,-59.57,66.95,149.74,-63.43,563.16,51.83,20.06,104.47,236.17,21.76,150.06,70.84,37.64,269.71,20.94,-4.97,-32.84,-14.24,22.55,49.35,0.84,106.3
Aktywa trwałe,,,,,,30.91,33.44,29.36,8.06,9.08,10.01,11.69,6.49,4.05,0.12,0.83,10.78,11.75,11.38,8.58,-0.54,-1.71,-1.5,-1.46,-1.35,-1.21,-0.58,-1.05,0.49,0.52,-5.51,-7.95,-9.23,-9.57,-2.27,-1.74,1.74,-1.89,-2.31,-1.87,-4.98,-2.91,-5.11,-2.93,-1.51,0.31,-1.7,-0.93,-2.22,-6.62,-1.6,-1.69,-2.27,4.31,-2.79,-2.97,4.38,4.29,8.65,7.47,1.31,-2.73,-1.91,-4.59,-1.2,-2.11,-0.23,3.69,6.57
Wartości niematerialne i prawne,,,,,,1.08,0.17,-0.06,-0.47,-0.18,-0.7,-0.89,-1.03,-0.74,-0.63,-0.35,-0.2,-0.19,0.05,0.04,0.03,0.03,-0.07,-0.02,0.01,0.0,0.0,-0.04,-0.06,-0.04,-0.03,-0.03,0.93,0.81,0.71,0.6,-0.47,-0.44,-0.44,-0.45,-0.12,-0.06,0.01,0.1,-0.14,-0.14,-0.14,-0.17,-0.19,-0.17,-0.12,-0.07,-0.03,-0.02,-0.01,0.0,1.56,1.39,1.01,0.83,-0.9,-0.88,-0.69,-0.69,-0.64,-0.48,-0.3,-0.11,0.02
Rzeczowe składniki majątku trwałego,,,,,,162.75,85.98,57.73,32.38,-11.99,37.75,47.53,71.05,54.0,38.53,28.92,-3.82,-3.93,-3.19,-3.7,-2.6,-1.75,-1.88,-1.3,-1.3,-1.71,-1.77,-2.09,-1.71,-1.94,-2.2,-2.33,-2.91,-2.83,-2.62,-2.6,-2.51,-2.34,-2.36,-2.26,-5.35,-5.35,-5.3,-5.3,-2.02,-2.06,-3.45,-3.48,-3.84,-3.78,-2.44,-2.23,4.27,4.2,4.19,4.1,-1.58,-1.38,-1.08,-1.01,-0.95,-1.04,-0.78,-0.98,-0.9,-0.84,-1.15,-0.59,0.87
Należności długoterminowe,,,,,,,,,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inwestycje długoterminowe,,,,,,61.21,428.45,394.91,-0.34,205.97,4.76,3.13,-68.4,-65.28,-66.44,-66.44,233.1,215.83,214.28,213.99,5.82,0.0,0.01,0.13,-0.31,-0.21,0.39,0.44,0.76,0.44,-30.51,-51.38,-55.12,-64.96,-48.89,-27.21,-27.05,-6.06,-7.01,-6.76,0.0,-0.31,-0.31,-0.31,0.0,0.0,-40.09,-40.09,-28.68,-28.68,19.06,19.06,-3.14,-3.1,-3.1,-3.1,-0.09,-0.14,-0.14,-0.14,14.6,14.6,14.6,14.6,1.45,1.45,1.45,1.45,12.95
Pozostałe aktywa trwałe,,,,,,48.62,105.76,104.39,125.61,129.27,40.2,36.17,4.05,6.59,-4.48,70.47,55.7,75.56,44.61,-12.92,-10.95,-23.43,-17.96,-21.67,-22.97,-15.97,-1.14,-10.29,32.8,35.41,-5.86,15.16,-12.14,14.92,94.57,23.54,127.85,-8.85,-11.38,-8.22,-36.44,-19.32,-47.5,-22.06,-13.09,25.83,48.49,64.98,15.9,-68.84,-23.79,-23.13,-59.08,170.7,-90.55,-79.17,161.16,87.04,1943.04,646.12,24.97,-29.97,-22.47,-56.4,-8.04,-27.48,3.98,107.72,79.23
Aktywa obrotowe,,1999.3,,,,-3.38,-10.91,3.2,-17.14,-7.59,-27.27,-9.54,-22.71,-19.73,-15.24,-5.76,23.75,2.9,-5.29,1.04,-32.81,-13.51,15.15,11.51,60.39,26.78,14.28,14.21,14.2,27.2,23.75,5.44,-12.31,15.83,3.05,-9.53,30.86,-15.44,6.11,40.44,-22.23,-3.22,-26.63,-45.11,-35.61,-37.61,-16.38,5.99,5.07,13.82,1.45,10.39,7.33,12.79,20.63,28.73,61.79,83.91,72.68,25.32,42.13,24.61,35.48,62.82,4.79,24.13,1.79,48.76,25.04
Zapasy,,,,,,76.29,6.74,-18.97,-0.38,-11.45,-7.07,3.96,-16.35,-1.53,-4.02,-20.22,-12.75,-30.64,-34.75,-34.7,-38.72,-23.04,11.23,86.03,73.87,57.0,67.3,7.74,4.99,38.77,13.87,-5.97,-21.1,37.12,29.96,16.36,39.45,-16.41,7.33,65.66,18.49,7.93,-16.88,-44.65,-50.53,-53.03,-48.12,-15.0,19.8,43.12,26.16,30.08,9.93,-29.14,-3.89,-13.59,74.02,137.12,161.66,60.38,60.6,82.68,40.27,99.92,15.39,-7.91,-11.59,27.38,-9.44
Należności krótkoterminowe,,866.2,,,,9.36,-20.46,25.75,-21.65,-22.23,-40.81,-17.32,-26.47,-11.3,-15.1,-17.84,33.63,9.81,12.49,40.33,-21.92,19.22,16.26,-2.54,25.17,-7.87,0.65,19.67,36.07,36.83,22.41,-16.78,-17.55,-5.67,-21.92,-12.07,-23.21,-7.69,24.94,24.58,4.89,-11.67,-35.48,-34.88,-25.95,-26.17,26.48,18.0,-7.48,-20.47,-8.28,-1.87,18.33,84.33,34.68,57.98,58.55,70.83,24.74,15.53,30.36,-22.01,27.55,26.02,-12.22,77.93,15.69,73.74,79.49
Inwestycje krótkoterminowe,,10721.19,,,,-85.7,28.32,-74.38,-63.71,190.56,-21.77,-10.84,-66.97,-97.17,-67.51,734.42,791.26,2006.53,85.18,2.62,-83.08,-96.11,78.63,-39.82,1150.63,2875.71,-59.03,-44.53,-49.33,-53.07,155.79,742.88,33.36,30.34,-15.96,-52.25,304.63,-74.83,-78.5,32.53,-77.43,45.4,30.68,-90.99,-37.49,-26.13,-8.66,308.63,6.27,115.0,0.48,-19.37,-2.13,110.74,62.03,136.45,37.42,-12.42,79.97,-16.56,36.1,14.06,19.48,128.65,49.88,41.96,58.8,2.65,-42.59
Środki pieniężne i inne aktywa pieniężne,,10721.19,,,,-85.7,28.82,-74.38,-69.72,190.56,-22.62,-10.84,-60.42,-98.04,-67.15,734.57,791.26,2950.68,85.18,2.06,-83.08,-96.13,78.63,-40.45,1150.63,2725.38,-59.03,-43.64,-49.33,-53.48,155.79,742.88,33.36,34.54,-15.96,-52.25,304.36,-75.57,-79.3,31.54,-77.62,48.85,32.24,-91.58,-37.65,-23.06,-8.83,334.05,7.51,114.65,3.35,-18.2,-2.13,111.09,62.03,136.45,37.42,-12.42,79.97,-16.56,36.1,14.06,19.48,128.65,49.88,41.96,58.8,2.65,-42.59
Pozostałe aktywa obrotowe,,,,,,33.86,-64.44,123.37,-24.92,-15.2,-0.86,-14.61,9.14,-24.25,105.31,173.98,99.52,213.37,3.74,-66.51,-47.5,-79.77,-84.24,-93.74,35.53,62.3,410.19,1061.76,38.48,7.54,-49.09,104.18,57.54,127.86,207.45,-0.36,61.1,-19.42,27.21,-16.16,-55.83,-80.56,-72.17,-68.66,-1.13,549.14,106.29,10.42,33.55,58.83,-67.89,57.37,-49.14,-80.56,171.46,77.31,45.39,-32.61,-77.85,-46.48,24.11,184.41,350.33,277.06,15.11,120.06,-27.39,155.61,67.55
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,2480.41,,,,3.01,-3.96,8.8,-12.15,-3.64,-19.15,-4.14,-15.6,-13.35,-10.69,-3.81,19.76,5.75,0.25,3.38,-23.64,-9.49,9.01,7.28,37.54,16.43,9.32,9.63,10.56,18.83,14.87,1.81,-11.57,9.09,1.72,-7.63,23.65,-12.46,4.09,29.43,-18.72,-3.15,-21.79,-36.79,-27.49,-28.24,-12.37,3.9,2.71,6.76,0.52,6.9,4.38,10.23,13.61,20.31,45.24,61.15,56.26,21.49,33.67,19.55,28.81,50.04,3.85,20.18,1.52,43.33,22.28
Kapitał własny akcjonariuszy jednostki dominującej,,13490.41,,,,71.16,66.22,4.7,1.55,3.19,-5.28,-0.65,-4.51,-6.69,-7.36,-7.06,-1.18,1.2,6.48,4.51,0.97,0.82,0.71,2.05,1.93,1.88,0.7,0.77,0.38,0.49,1.75,1.81,2.37,2.84,3.01,2.1,2.77,2.27,-0.47,0.55,-1.29,-1.27,1.43,1.32,1.25,1.32,3.32,1.9,2.21,2.86,1.48,2.17,2.98,3.16,4.03,5.99,4.99,6.8,7.88,7.79,11.01,11.3,8.92,8.17,8.51,8.95,11.28,12.03,13.45
Kapitał (fundusz) podstawowy,,12646.36,,,,24.89,24.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.06,-1.06,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,,,,,,14414.83,9395.37,40.09,33.73,34.27,6.34,2.65,-2.14,-2.62,-9.8,-9.8,-5.86,-5.86,0.0,0.0,0.0,-0.84,-8.88,-10.22,-10.22,-9.45,-1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.0,1.91,0.0,-0.08,0.0,6.03,5.04,6.03,5.04,-2.79,0.0,0.34,0.32,3.37,11.86,8.37,8.46,8.82,6.22,9.51,9.2,8.9,14.28,-41.58,-39.77,-39.06,-45.02,4.32,4.32,0.0,0.0,0.0
Udziały niekontrolujące,,,,,,,,1512.5,-83.14,-165.0,35.12,132.56,323.26,-2.56,-115.52,-110.33,-100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,,,697.41,,392.23,,39.27,,-8.25,-8.28,-48.71,90.87,42.07,61.67,24.35,-17.1,-8.56,-18.93,-14.14,-14.31,-0.24,5.84,16.64,8.23,-3.51,-0.36,-35.6,-25.58,-55.72,-26.38,42.84,0.69,234.88,6.09,9.87,19.35,-25.14,-21.79,-39.46,-36.99,-40.63,9.7,5.37,67.13,13.87,-91.49,-22.24,-19.75,-79.46,139.32,-76.06,-82.29,-22.42,-20.49,-20.69,-20.49,-8.95,-9.18,-8.95,-38.27,-22.75,-22.75,-22.75,13.64,14.91
Z tytułu dostaw i usług,,668.47,,,,37.4,-7.61,-0.6,-12.77,-26.09,-51.72,-11.63,-35.17,-49.72,-36.25,-22.6,43.96,41.08,-5.24,0.38,-50.66,-18.87,51.91,29.35,104.56,26.41,17.25,11.9,-4.98,75.61,40.42,5.87,-37.69,22.11,9.8,-29.32,151.81,-42.45,-0.31,121.73,-47.88,15.77,-59.35,-85.22,-84.98,-82.89,-73.86,13.97,59.55,50.17,154.26,58.21,79.35,72.83,67.63,121.48,152.39,244.8,173.77,25.17,119.59,48.07,55.49,125.58,-22.71,20.1,-9.45,91.62,44.85
Kredyty i pożyczki,,,,,,-54.53,-23.56,1211.34,-73.21,58.86,246.29,25.34,46.88,49.74,36.63,105.46,152.75,-40.58,-20.27,-19.44,-62.39,-37.65,-17.27,2.27,187.35,110.51,23.62,42.54,57.32,17.1,4.96,-7.06,-9.62,-51.01,-15.91,-1.91,-100.0,22.26,0.65,-5.39,,-22.49,9.84,-7.14,-31.5,-23.16,-17.73,-18.53,-35.6,-31.26,-79.14,7.35,-100.0,-22.47,186.71,-22.23,,206.82,68.74,30.47,-74.35,67.73,37.41,168.8,537.94,99.32,89.57,-36.08,-37.0
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,-80.77,,-100.0,,-100.0,,,,,,,,,-100.0,57.5,-100.0,4950.0,,258.73,,-49.5,-63.87,-20.35,-11.54,-60.78,58.14,-96.67,-100.0,-95.0,-98.53,1133.33,,0.0,2100.0,109.46,-12.71,2100.0,-95.45,-96.13,-99.03,-95.45,-100.0,-100.0,-100.0,3800.0,,,,-97.44,100.0,700.0,-100.0,-100.0,-100.0,-50.0,,,,-100.0,-100.0,,,
Inne zobowiązania długoterminowe,,,,,,,697.41,,392.23,,39.27,,-8.25,-8.28,-48.71,90.87,42.07,61.67,24.35,-17.1,-8.56,-18.93,-14.14,-14.31,-0.24,5.84,16.64,8.23,-3.51,-0.36,-35.6,-25.58,-55.72,-26.38,42.84,0.69,234.88,6.09,9.87,19.35,-25.14,-21.79,-39.46,-36.99,-40.63,9.7,5.37,67.13,13.87,-91.49,-22.24,-19.75,-79.46,139.32,-76.06,-82.29,-22.42,-20.49,-20.69,-20.49,-8.95,-9.18,-8.95,-38.27,-22.75,-22.75,-22.75,13.64,14.91
Zobowiązania krótkoterminowe,,1738.97,,,,-30.98,-36.06,14.68,-26.15,-14.72,-36.84,-11.77,-29.78,-23.45,-12.5,-1.41,54.77,11.67,-11.96,2.96,-50.79,-25.95,28.25,15.91,119.0,49.79,23.31,21.01,21.49,47.71,35.0,2.7,-22.48,16.66,-0.49,-18.08,44.48,-26.32,8.74,67.7,-32.51,-5.02,-43.76,-66.83,-60.78,-68.18,-40.43,6.27,3.67,30.85,-1.04,19.43,13.16,32.94,47.66,52.76,155.34,201.47,162.92,40.49,59.13,27.13,46.79,94.33,0.27,29.2,-4.96,61.68,29.74
Inne zobowiązania krótkoterminowe,,2764700.0,,,,-93.57,-96.49,62.79,-61.97,-23.61,-99.35,-44.92,-22.47,2.43,15284.62,27.2,-72.79,277.71,-3.35,92.77,414.94,-34.17,182.46,-15.06,122.43,65.52,77.12,37.15,248.12,4.9,77.72,4.64,12.68,144.63,-25.56,9.06,28.63,2.67,83.7,6.78,-50.62,-33.1,-34.4,-25.52,-3.24,-51.28,2.11,33.46,11.65,74.52,2.38,-9.66,25.18,17.59,-15.53,8.8,31.05,138.92,210.66,104.36,28.88,-29.72,28.87,-12.19,-0.29,9.61,-37.15,34.36,59.86
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,2480.41,,,,3.01,-3.96,8.8,-12.15,-3.64,-19.15,-4.14,-15.6,-13.35,-10.69,-3.81,19.76,5.75,0.25,3.38,-23.64,-9.49,9.01,7.28,37.54,16.43,9.32,9.63,10.56,18.83,14.87,1.81,-11.57,9.09,1.72,-7.63,23.65,-12.46,4.09,29.43,-18.72,-3.15,-21.79,-36.79,-27.49,-28.24,-12.37,3.9,2.71,6.76,0.52,6.9,4.38,10.23,13.61,20.31,45.24,61.15,56.26,21.49,33.67,19.55,28.81,50.04,3.85,20.18,1.52,43.33,22.28
Przepływy pieniężne z działalności operacyjnej,,-2230.3,,,,173.56,-30.18,42.72,140.4,-31.46,-96.95,76.96,-58.98,-528.96,1100.78,294.41,-32.61,128.42,-160.15,-58.31,-77.39,-161.28,338.87,-393.0,3534.59,-176.99,-128.1,45.24,-114.8,138.83,541.28,201.78,-1053.12,196.86,-83.26,-154.88,439.36,-399.08,-1831.58,1640.16,-166.46,98.28,83.74,-102.39,123.02,54.22,-32.64,504.7,-19.77,-247.65,127.58,-292.51,134.39,-330.02,-436.85,135.1,-142.77,239.89,113.86,-75.11,312.96,-549.63,539.76,-1105.01,-33.9,15.78,125.61,303.96,-107.71
Amortyzacja,,,,,,100.0,75.87,-27.49,-9.93,-5.97,-40.16,19.7,-19.54,-26.89,-7.97,-35.09,-43.75,-2.89,-26.71,-11.0,-15.81,-25.53,-14.78,11.83,-5.58,5.71,9.25,-13.46,1.08,-5.95,-6.35,-0.56,-0.53,16.09,14.69,7.26,5.35,-17.82,-23.65,-6.77,-13.71,-21.69,-12.26,-25.14,-23.53,0.77,5.88,5.97,11.54,-7.63,-17.36,-16.2,-18.62,8.26,2.52,14.29,30.51,39.69,48.36,36.03,48.7,26.78,12.15,-0.54,-0.87,-41.81,-32.51,-20.11,-32.16
Przepływy pieniężne z działalności inwestycyjnej,,,,,,0.0,-484.86,79.39,3.43,-118.35,-42.45,-309.94,104.89,98.81,94.79,102.43,-323.53,-4290.91,-2.63,-42.86,103.95,70.19,63.46,-830.0,-4766.67,-320.14,656.14,52.05,53.33,104.79,846.69,2934.29,190.82,3217.24,-102.9,-100.71,-294.94,-114.03,97.7,-121.43,50.72,96.3,-850.0,109.68,92.98,60.0,20300.0,666.67,783.33,50.0,-100.26,-300.0,-264.63,-1700.0,-80.0,-10.87,-376.3,-211.11,16.67,37.25,71.54,-53.57,-893.33,37.5,92.35,33.72,44.3,-615.0,-2921.43
