,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Zysk przed opodatkowaniem,,,,,-97.45,-89.93,42.67,79.29,1759.64,451.67,-67.69,0.65,211.44,-84.74,-36.2,-58.45,-81.02,137.13,20.38,-5.32,25.48,1417.54,729.41,85.28,59.48,-31.04,-42.03,78.48,123.22,-4.05,-51.96,-3.97,-1.35,42.62,177.32,28.78,-90.52,-13.03,15.62,39.95,1366.27,-19.81,-29.29,60.46,-13.85,81.5,128.82,-59.47,8.79,-28.64,-14.57,100.37,-43.83,238.93,-67.28,-56.33
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,-106.26,-71.9,40.6,83.0,793.79,66.54,-65.67,1.9,240.38,-110.79,-27.77,-51.25,-80.59,497.87,-12.1,-17.52,21.41,1518.98,804.13,75.1,56.36,-36.63,-42.44,88.88,137.37,-0.96,-51.62,-1.72,-2.56,46.76,172.57,27.69,-93.03,1.24,3.21,37.7,1887.61,-31.86,-20.83,61.59,-13.4,84.79,150.57,-62.23,8.65,-31.73,-22.0,115.85,-44.92,253.97,-65.96,-56.71
Zysk netto akcjonariuszy jednostki dominującej,,,,,-106.53,-93.5,50.63,85.99,738.99,424.79,-84.84,6.61,254.54,-128.66,81.42,-52.39,-79.94,69.23,-17.1,-17.33,14.8,10287.5,768.17,74.46,54.42,-35.6,-48.38,86.24,130.03,-7.4,-50.37,-3.94,0.77,39.45,182.44,27.78,-100.51,-29.41,3.95,41.61,28534.38,-29.53,-27.92,58.89,-27.89,118.56,115.84,-59.2,-9.77,-49.79,-9.81,94.84,-19.63,402.12,-65.28,-61.46
Aktywa trwałe,,,,,,21.17,,47.62,66.19,80.0,43.83,59.15,60.76,72.22,71.45,40.03,25.35,7.91,-5.66,-0.95,-3.2,-2.76,-1.63,1.73,5.63,11.99,11.18,8.63,4.93,-0.68,-0.01,1.54,3.22,3.75,3.86,10.64,14.7,16.82,18.03,10.99,8.59,7.73,8.89,5.37,3.82,0.49,-0.35,2.54,3.12,6.47,4.22,2.54,2.87,1.8,3.91,1.75
Wartości niematerialne i prawne,,,,,,95100.0,,-0.25,1.12,-0.61,0.71,-0.88,-0.65,-0.46,-0.41,6.92,6.48,5.68,5.55,-2.19,-2.56,-2.28,15.47,16.01,16.6,16.98,-0.95,-0.5,-0.47,-0.44,-0.43,-0.5,-0.38,0.78,0.63,-0.49,-0.03,-1.26,-1.04,0.03,-0.44,0.4,0.44,0.34,0.85,0.66,0.96,2.3,1.46,1.35,0.64,-0.59,-0.65,-0.19,0.32,-0.09
Rzeczowe składniki majątku trwałego,,,,,,7.55,,58.4,80.75,98.6,50.42,67.4,68.35,80.39,78.33,42.36,26.38,7.43,-6.88,-2.34,-2.99,-3.27,-3.1,-1.26,0.88,8.9,9.62,8.71,6.51,0.23,0.91,1.99,2.16,2.46,-60.51,-50.4,-46.01,-44.92,-2.84,-10.78,-13.92,-11.48,40.44,20.55,16.3,7.29,2.69,10.94,12.11,17.17,15.74,12.28,12.27,12.16,12.36,-13.16
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,183.33,122.22,66.67,71.43,52.94,-100.0,-100.0,-100.0,-100.0,,,,,,44260.0,-22.39,-24.42,-26.41,-38.59,-48.24,46.82,44.94,65.64,67.16,-46.06,-46.7,-41.62,-38.3,-36.01,-35.6
Inwestycje długoterminowe,,,,,,-96.74,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,69.04,88.86,76.53,-41.37,-41.37,-47.52,-7.69,177.8,177.64,6783.84,2328.38,2337.67,2324.41,29.0,25.8,25.6,26.82,-3.68,-1.41,-2.0,-2.6,-3.35,-3.95,-3.95,-3.97,-3.75,-3.77,-3.79,-3.81,-3.83,14.37
Pozostałe aktywa trwałe,,,,,,-92.05,,-26.92,42.31,-58.54,-71.43,21.05,-56.76,-47.06,250.0,1139.13,1637.5,6300.0,1848.57,506.32,-93.17,-96.88,-88.56,19.79,11568.42,11444.44,1957.69,-21.88,-12.18,-13.91,-2.43,0.06,-17.21,-6.2,12.77,15.51,11.85,10.61,4.98,-10.43,-12.87,-6.47,2.32,-4.54,4.65,10.89,-10.54,4.07,7.79,130.91,99.35,34.7,37.36,-29.04,43.45,57.28
Aktywa obrotowe,,,,,,58.27,,28.05,4.09,0.01,1.42,-14.79,-14.04,-20.36,-21.23,-13.31,-14.87,-1.21,4.8,23.68,23.58,11.66,10.29,-2.48,3.26,-3.57,-7.04,-7.34,-2.99,3.68,14.28,27.11,28.88,35.25,30.4,34.26,37.91,36.27,27.01,18.74,6.53,5.48,9.0,8.74,15.51,13.86,4.08,6.1,6.22,8.43,14.65,4.1,3.45,-6.84,-7.33,7.84
Zapasy,,,,,,31.34,,14.8,13.84,6.43,8.54,-0.28,-11.11,-16.31,-18.24,-11.45,-9.22,-5.6,-5.65,5.64,14.76,9.76,5.94,0.73,-1.56,-0.12,-1.44,-1.56,0.79,8.8,19.04,15.1,20.16,18.11,18.85,20.76,28.81,29.33,23.95,37.07,19.63,17.11,11.75,0.54,5.37,4.99,7.98,12.98,18.49,20.87,21.61,11.64,6.08,-4.26,-3.48,6.04
Należności krótkoterminowe,,,,,,1.14,,14.54,-4.44,5.34,40.11,32.17,25.06,86.26,-28.1,-12.99,-58.53,-50.85,-6.03,9.07,282.08,48.24,85.99,77.14,13.9,-22.21,-21.56,-19.04,-31.34,2.92,10.43,114.17,133.31,170.4,68.88,15.44,-5.26,-29.27,-26.02,-2.92,-18.93,-15.54,-24.95,-18.7,-15.97,106.16,75.06,6.18,51.8,-36.07,4.31,-14.55,-28.62,-8.7,-36.68,17.46
Inwestycje krótkoterminowe,,,,,,750.17,,129.34,-26.53,-23.88,-38.74,-73.46,-34.18,-60.03,-43.16,-39.54,-44.25,85.9,134.69,393.82,73.35,14.17,14.88,-27.42,34.46,-16.05,-26.53,-38.7,-12.64,-28.15,-13.83,97.84,49.74,142.59,108.45,124.6,104.83,96.46,60.91,-32.15,-28.69,-26.07,4.72,71.13,75.95,39.32,-19.03,-18.3,-37.16,-23.8,-18.02,-29.17,-3.4,-22.44,-27.79,19.18
Środki pieniężne i inne aktywa pieniężne,,,,,,727.79,,144.39,-24.53,-21.82,-36.72,-73.46,-34.18,-60.03,-43.16,-55.99,-59.02,30.47,39.77,443.9,12.76,11.6,34.36,-29.67,84.08,-57.12,-22.96,-35.69,-8.33,-31.48,-59.37,-21.02,-11.52,62.06,18.96,112.29,83.66,126.29,114.84,-32.36,-4.27,54.09,113.74,356.45,189.3,92.2,3.88,-30.12,-42.23,-44.69,-30.62,-13.63,8.33,22.52,-27.91,-13.76
Pozostałe aktywa obrotowe,,,,,,,,,,,,,,,,,,,,,-42.28,-71.95,,-72.75,-36.3,54.35,-79.91,66.17,-23.21,319.72,1111.36,187.7,471.56,77.85,-53.47,-79.55,-67.81,-64.15,62.9,320.53,-54.59,64.74,69.31,-40.05,-55.32,94.25,-84.06,-95.48,-100.0,-100.0,-100.0,-100.0,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,,53.84,,30.45,10.55,7.53,6.75,-4.55,-2.34,-5.79,-5.53,-0.98,-4.52,1.41,1.58,15.63,14.53,7.25,6.88,-1.3,3.94,0.75,-2.25,-2.73,-0.69,2.34,10.01,18.87,21.01,25.82,23.19,27.76,31.83,31.47,24.96,16.89,7.0,5.97,8.98,7.98,12.81,10.88,3.12,5.31,5.56,8.03,12.47,3.77,3.33,-5.12,-5.16,6.55
Kapitał własny akcjonariuszy jednostki dominującej,,,,,76.89,73.0,64.28,73.23,6.74,7.43,4.96,5.0,8.13,12.88,13.31,8.47,4.84,2.81,2.54,1.88,1.98,5.37,9.17,10.92,11.3,5.83,3.68,7.15,8.66,9.9,8.69,7.71,7.53,8.31,9.91,11.13,8.41,6.54,6.48,10.43,13.7,16.72,15.71,18.47,17.14,13.77,15.21,5.63,5.36,7.67,7.17,11.44,10.97,13.89,11.96,5.67
Kapitał (fundusz) podstawowy,,,,,,33.33,,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,,-1.14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.93,-37.93,-41.38,-41.38,-7.41,-7.41,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122033.33,121933.33,121933.33,121933.33,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały niekontrolujące,,,,,,,,6.92,7.81,32.92,44.56,34.75,33.32,4.67,-13.61,-12.46,-12.83,-5.55,3.23,2.77,3.66,-4.56,1.97,3.2,3.71,8.03,7.19,11.39,14.29,15.25,11.49,14.92,12.68,15.2,16.24,15.92,17.65,49.66,47.85,18.97,14.82,-9.83,-8.03,17.84,24.94,24.53,37.33,19.67,24.17,23.33,11.42,25.36,14.29,18.06,18.67,16.39
Zobowiązania długoterminowe,,,,,,73.96,,-59.29,-46.22,-31.21,8.67,80.86,115.55,97.67,160.84,84.96,12.03,25.35,-31.95,-13.06,-18.66,-33.85,-11.39,-26.2,-18.95,-12.85,3.36,13.86,14.42,-0.02,-16.51,-9.13,-9.76,4.69,19.55,58.26,56.37,62.29,40.86,19.03,20.47,20.31,28.25,-5.38,4.22,-22.76,-13.82,36.92,22.18,74.49,57.87,19.49,27.54,-10.36,-19.43,-14.33
Z tytułu dostaw i usług,,,,,,72.85,,18.67,31.46,7.2,7.58,-19.45,-45.75,-50.07,-46.98,-40.85,-31.23,-16.04,-5.55,34.57,109.16,46.76,23.05,16.93,-0.07,16.2,-3.52,-31.1,-39.48,-32.5,3.15,52.17,124.25,136.49,85.04,85.65,82.85,69.34,56.6,33.94,-3.33,-9.12,-2.11,-22.5,-13.08,-4.0,-26.61,1.72,11.19,6.51,19.4,-36.5,-38.18,-59.56,-51.69,17.19
Kredyty i pożyczki,,,,,,-65.22,,10.35,165.97,120.16,146.11,-33.54,-32.55,-17.56,-59.23,-66.39,-53.76,-12.28,80.99,359.38,144.84,54.85,68.17,-14.98,-4.49,-46.88,-39.78,-50.78,2.5,81.54,105.52,245.4,19.15,-27.97,-30.52,-26.03,23.89,-2.28,-32.32,-33.04,-32.38,-5.84,14.3,75.15,33.69,109.96,61.72,2.82,11.89,-28.54,10.51,31.35,47.15,85.77,63.14,55.35
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,-100.0,-100.0,-100.0,,,,,,,,3261.29,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,-4.66,,-12.61,1992.33,2097.03,2415.8,2415.48,-91.7,-88.59,-86.75,-84.76,110.19,42.83,525.57,434.29,26.64
Zobowiązania z tytułu leasingu finansowego,,,,,,150.14,,6.21,24.99,9.98,10.36,4.81,-3.22,-69.61,-74.68,-77.95,-78.56,-72.83,-68.54,-54.37,-51.64,42.74,75.32,37.63,26.07,194.19,139.56,167.85,205.95,7.21,23.91,27.03,20.0,34.1,18.81,23.74,54.78,37.59,69.92,49.67,28.36,17.63,-11.22,-10.08,-21.9,-14.23,-9.31,6.57,34.91,34.85,30.73,8.85,-1.07,-7.64,9.12,5.89
Inne zobowiązania długoterminowe,,,,,,-71.2,,57.35,57.03,329.98,417.81,12.3,11.97,-24.42,-71.24,-72.02,-83.68,-91.56,-70.51,177.93,55.97,28.47,309.61,32.36,136.49,388.09,0.7,37.68,81.4,-15.15,3.02,-2.26,28.16,137.99,106.28,-28.05,-49.4,-4.22,63.87,120.3,94.9,14.85,-7.56,72.1,6.79,-8.35,0.72,-58.8,-44.95,29.58,23.58,77.27,88.28,49.12,38.74,-38.09
Zobowiązania krótkoterminowe,,,,,,26.13,,32.04,47.22,17.51,6.31,-29.28,-40.95,-43.75,-48.52,-44.88,-37.36,-15.1,25.98,97.28,108.76,50.28,11.32,-11.03,0.41,-3.58,-14.64,-32.89,-28.72,-12.87,23.39,78.39,86.79,78.89,48.08,53.67,71.05,59.75,43.66,25.87,-5.47,-6.94,-0.45,-2.38,8.38,16.76,-7.98,-7.23,-1.62,-6.54,7.92,-21.14,-21.26,-32.18,-25.99,22.46
Inne zobowiązania krótkoterminowe,,,,,,42.86,,10.79,15.53,-7.44,-16.96,88.85,108.54,128.46,116.2,-39.33,-1.91,-17.88,-31.21,56.95,11.53,168.68,162.99,13.62,67.5,-63.36,-72.33,6.82,1.82,99.07,88.82,37.19,14.46,12.22,77.4,69.62,32.89,66.03,23.21,33.41,62.97,60.5,43.19,35.58,137.18,49.74,93.65,21.29,-16.67,8.21,24.16,10.28,16.04,12.09,-15.8,-14.34
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,233.08,53.84,273.76,30.45,10.55,7.53,6.75,-4.55,-2.34,-5.79,-5.53,-0.98,-4.52,1.41,1.58,15.63,14.53,7.25,6.88,-1.3,3.94,0.75,-2.25,-2.73,-0.69,2.34,10.01,18.87,21.01,25.82,23.19,27.76,31.83,31.47,24.96,16.89,7.0,5.97,8.98,7.98,12.81,10.88,3.12,5.31,5.56,8.03,12.47,3.77,3.33,-5.12,-5.16,6.55
Przepływy pieniężne z działalności operacyjnej,,,,,-164.69,-42.63,49.91,41.73,-155.15,15.9,-116.68,-51.87,69.98,-146.18,415.83,51.25,844.81,-180.4,41.37,79.52,-75.43,270.32,141.11,78.46,-174.0,4.6,-43.44,-58.51,-131.28,-192.84,-197.05,106.18,506.25,43.08,102.57,-2.65,-40.77,162.88,10192.77,-186.89,35.14,258.41,17.47,280.07,-66.82,-224.31,-125.57,3.47,-70.78,4.27,-14.61,-23.18,148.2,104.9,-225.07,79.85
Amortyzacja,,,,,23.87,36.72,25.44,7.7,2.71,-3.49,-3.14,-10.28,-9.15,-4.25,-1.14,125.75,144.54,139.08,134.98,12.8,2.37,4.12,8.67,-1.57,-41.04,-38.06,-36.59,-34.06,5.78,-1.49,0.2,2.41,19.45,24.54,18.52,2.75,8.42,3.73,8.8,48.04,14.01,9.46,1.26,-6.9,47.52,53.21,51.55,41.93,236.58,-233.78,-4.55,-6.84,-71.94,171.84,4.39,3.72
Przepływy pieniężne z działalności inwestycyjnej,,,,,-12800.95,-838.0,-328.12,-79.39,77.0,-973.98,15.24,-1598.48,-103.69,-204.09,-74.31,71.26,3.18,98.11,105.88,45.92,91.42,-563.6,-376.13,59.08,-118.79,-217.71,9.12,20.71,182.13,65.7,76.31,62.44,-293.24,78.65,-320.44,-4838.68,-46.94,-496.02,5.57,79.19,-5.91,-70.35,-258.31,70.94,59.13,122.22,47.11,-141.74,6.44,-401.51,-4.19,-205.58,-113.87,-4.93,21.71,91.33
CAPEX (niematerialne i rzeczowe),,,,,-1.89,652.0,4190.23,1035.29,2916.35,1312.77,16.12,279.92,104.56,141.15,75.72,-67.26,-3.68,-93.22,-96.61,-90.81,-89.23,13.69,77.47,161.19,73.12,396.86,116.41,-24.4,-12.4,-66.02,-51.75,-20.95,81.29,-78.84,142.9,2085.84,47.13,747.59,-0.79,-79.02,5.53,20.45,228.46,-61.54,-60.11,-66.59,-47.19,139.92,14.2,99.75,-6.44,125.86,86.33,6.86,-4.99,-91.04
Przepływy pieniężne z działalności finansowej,,,,,5346.54,71.31,-236.72,129.84,-112.69,184.25,11.65,-490.19,436.55,70.01,191.34,-83.09,-103.33,466.88,-166.5,147.04,-3613.1,-70.55,34.14,-478.01,106.66,-444.42,404.96,32.38,461.69,80.78,-3.48,32.86,-216.98,56.33,-86.87,250.12,94.33,-468.55,-1547.35,-62.18,536.09,113.62,91.35,94.47,272.46,-169.47,-1181.79,-156.91,-124.32,795.55,109.85,118.63,469.4,-154.88,-532.89,-1127.4
Emisja akcji,,,,,,,,,-100.0,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,-100.0,,,,,0.0,,,,-100.0,,,,,,,,-9.99,,,,-100.0,,,-16.67,,,,-100.0,,-100.0,,,0.0,,,,-40.0,,,,233.33,,,,-50.0,,,,0.0,
Przepływy pieniężne razem,,,,,1528.71,202.04,-172.01,216.52,-142.06,109.98,-51.6,-276.58,192.98,-511.03,94.87,30.59,-62.52,219.62,182.27,211.24,-571.23,10.49,896.41,-160.1,93.76,-195.05,121.95,-22.32,490.55,-12.31,-82.23,131.39,15.64,50.17,-111.24,457.58,27.7,-2.96,-767.8,-148.99,87.3,232.27,597.46,485.61,-8.21,-252.89,-321.31,-58.2,-114.04,28.15,74.82,-6.82,635.8,54.97,-324.8,36.18
